,date,vodka,State,spider solitaire,participants_x,inflation_x,participants_y,blood drive,ebay,jobs,brownie recipe,xbox,linkedin,haircut,calvin klein,candy crush,omegle,slutload,inflation_y,harvard,jobs near me,mens underwear,pornhub,lottery,google flights,unemployment,resume template
717,2014-03-01,46.0,DC,13.0,18.0,33.0,34.0,31.0,77.0,68.0,35.0,45.0,51.0,52,35.0,39.0,70.0,44.0,46.0,63.0,0.0,56,62,67.0,7,62,27.0
718,2014-04-01,55.0,DC,8.0,9.0,48.0,24.0,100.0,69.0,66.0,32.0,32.0,52.0,45,20.0,41.0,48.0,35.0,45.0,40.0,2.0,34,62,59.0,5,56,31.0
719,2014-05-01,56.0,DC,13.0,22.0,52.0,76.0,46.0,76.0,76.0,52.0,22.0,75.0,46,48.0,35.0,50.0,19.0,72.0,73.0,0.0,0,46,44.0,11,51,41.0
720,2014-06-01,46.0,DC,100.0,13.0,66.0,30.0,0.0,62.0,83.0,41.0,26.0,81.0,60,70.0,16.0,49.0,0.0,45.0,82.0,0.0,100,46,27.0,10,39,10.0
721,2014-07-01,68.0,DC,74.0,15.0,47.0,74.0,96.0,78.0,77.0,0.0,35.0,76.0,65,37.0,37.0,56.0,8.0,53.0,59.0,3.0,70,57,45.0,7,30,74.0
722,2014-08-01,63.0,DC,44.0,3.0,43.0,9.0,32.0,80.0,80.0,24.0,48.0,61.0,65,44.0,41.0,67.0,39.0,51.0,59.0,2.0,97,60,54.0,7,37,40.0
723,2014-09-01,48.0,DC,28.0,10.0,32.0,21.0,13.0,82.0,66.0,48.0,52.0,58.0,74,47.0,35.0,62.0,41.0,50.0,71.0,7.0,91,67,58.0,9,31,18.0
724,2014-10-01,73.0,DC,10.0,7.0,38.0,36.0,18.0,81.0,61.0,62.0,44.0,48.0,67,38.0,24.0,54.0,15.0,37.0,52.0,7.0,45,61,54.0,7,33,33.0
725,2014-11-01,79.0,DC,24.0,6.0,36.0,15.0,0.0,82.0,55.0,46.0,81.0,39.0,67,47.0,28.0,58.0,46.0,42.0,56.0,3.0,43,61,53.0,7,37,25.0
726,2014-12-01,93.0,DC,11.0,6.0,35.0,5.0,10.0,84.0,55.0,36.0,100.0,44.0,70,51.0,29.0,78.0,19.0,38.0,46.0,5.0,94,66,59.0,7,35,41.0
727,2015-01-01,63.0,DC,10.0,15.0,33.0,52.0,19.0,77.0,64.0,49.0,62.0,43.0,67,100.0,27.0,63.0,8.0,39.0,54.0,2.0,69,70,57.0,11,42,27.0
728,2015-02-01,57.0,DC,23.0,19.0,56.0,47.0,0.0,76.0,63.0,40.0,51.0,50.0,82,37.0,26.0,83.0,26.0,58.0,52.0,10.0,26,68,60.0,14,36,34.0
729,2015-03-01,56.0,DC,17.0,10.0,43.0,33.0,40.0,74.0,62.0,45.0,42.0,49.0,73,32.0,24.0,50.0,16.0,53.0,55.0,5.0,36,70,49.0,13,34,36.0
730,2015-04-01,56.0,DC,22.0,3.0,47.0,11.0,10.0,70.0,62.0,30.0,38.0,53.0,78,61.0,24.0,61.0,12.0,43.0,50.0,5.0,37,62,50.0,13,31,14.0
731,2015-05-01,72.0,DC,19.0,6.0,38.0,28.0,0.0,73.0,62.0,45.0,38.0,46.0,90,35.0,19.0,43.0,4.0,40.0,46.0,5.0,61,65,49.0,16,29,35.0
732,2015-06-01,67.0,DC,16.0,5.0,49.0,17.0,10.0,74.0,68.0,45.0,55.0,50.0,84,35.0,19.0,54.0,16.0,43.0,52.0,16.0,98,70,53.0,12,26,50.0
733,2015-07-01,54.0,DC,30.0,12.0,29.0,25.0,9.0,77.0,71.0,7.0,48.0,50.0,71,39.0,17.0,100.0,29.0,28.0,39.0,18.0,33,78,84.0,12,35,36.0
734,2015-08-01,74.0,DC,13.0,10.0,31.0,36.0,9.0,83.0,77.0,48.0,56.0,47.0,81,31.0,19.0,64.0,22.0,18.0,37.0,20.0,66,80,89.0,13,34,56.0
735,2015-09-01,48.0,DC,33.0,8.0,32.0,24.0,26.0,76.0,72.0,52.0,51.0,46.0,80,21.0,20.0,61.0,21.0,30.0,31.0,17.0,21,87,84.0,12,36,37.0
736,2015-10-01,73.0,DC,20.0,10.0,37.0,35.0,8.0,76.0,69.0,54.0,52.0,49.0,82,31.0,17.0,59.0,13.0,34.0,34.0,29.0,39,79,84.0,17,38,23.0
737,2015-11-01,67.0,DC,7.0,1.0,24.0,38.0,51.0,80.0,66.0,32.0,90.0,42.0,76,45.0,15.0,39.0,34.0,43.0,37.0,18.0,81,86,75.0,13,36,24.0
738,2015-12-01,75.0,DC,19.0,3.0,38.0,5.0,34.0,79.0,60.0,32.0,98.0,33.0,80,71.0,15.0,51.0,17.0,35.0,34.0,25.0,41,82,84.0,17,41,15.0
739,2016-01-01,94.0,DC,22.0,9.0,33.0,25.0,34.0,55.0,66.0,60.0,54.0,48.0,83,50.0,20.0,43.0,5.0,44.0,42.0,29.0,14,66,100.0,21,44,20.0
740,2016-02-01,65.0,DC,18.0,7.0,45.0,55.0,11.0,62.0,59.0,50.0,48.0,54.0,92,49.0,19.0,26.0,9.0,33.0,39.0,26.0,13,67,59.0,16,38,23.0
741,2016-03-01,74.0,DC,26.0,13.0,25.0,29.0,31.0,63.0,66.0,31.0,42.0,53.0,91,28.0,14.0,27.0,17.0,26.0,44.0,22.0,0,68,62.0,20,25,22.0
742,2016-04-01,68.0,DC,35.0,5.0,41.0,24.0,43.0,61.0,62.0,89.0,33.0,52.0,82,36.0,12.0,27.0,13.0,28.0,46.0,24.0,39,62,58.0,16,28,4.0
743,2016-05-01,64.0,DC,36.0,7.0,49.0,48.0,22.0,55.0,64.0,41.0,38.0,50.0,86,44.0,6.0,17.0,0.0,57.0,50.0,20.0,39,68,59.0,20,29,27.0
744,2016-06-01,68.0,DC,25.0,5.0,18.0,32.0,34.0,55.0,68.0,34.0,45.0,52.0,88,35.0,11.0,27.0,9.0,23.0,44.0,40.0,14,63,63.0,19,31,16.0
745,2016-07-01,78.0,DC,10.0,6.0,28.0,21.0,12.0,60.0,64.0,28.0,38.0,52.0,88,50.0,10.0,24.0,20.0,33.0,41.0,15.0,76,66,73.0,18,30,13.0
746,2016-08-01,74.0,DC,14.0,12.0,27.0,33.0,12.0,60.0,68.0,18.0,44.0,52.0,76,55.0,6.0,43.0,15.0,22.0,36.0,29.0,59,77,67.0,18,31,35.0
747,2016-09-01,46.0,DC,15.0,3.0,38.0,18.0,21.0,57.0,63.0,16.0,38.0,50.0,82,46.0,12.0,47.0,13.0,39.0,40.0,30.0,52,71,61.0,22,23,42.0
748,2016-10-01,59.0,DC,11.0,6.0,28.0,27.0,29.0,56.0,61.0,29.0,36.0,53.0,63,26.0,8.0,14.0,27.0,37.0,40.0,24.0,48,75,62.0,17,28,10.0
749,2016-11-01,53.0,DC,29.0,9.0,45.0,21.0,10.0,58.0,62.0,22.0,56.0,43.0,89,53.0,9.0,27.0,39.0,44.0,44.0,25.0,23,72,53.0,19,23,34.0
750,2016-12-01,85.0,DC,16.0,5.0,47.0,22.0,0.0,64.0,56.0,65.0,71.0,40.0,74,54.0,8.0,21.0,16.0,45.0,34.0,30.0,47,74,64.0,18,34,10.0
751,2017-01-01,56.0,DC,20.0,12.0,32.0,51.0,21.0,62.0,67.0,0.0,48.0,46.0,75,20.0,10.0,22.0,25.0,29.0,42.0,23.0,25,77,62.0,29,44,18.0
752,2017-02-01,53.0,DC,19.0,6.0,59.0,6.0,12.0,65.0,65.0,52.0,37.0,53.0,72,47.0,9.0,37.0,5.0,71.0,44.0,32.0,43,77,66.0,26,30,16.0
753,2017-03-01,48.0,DC,26.0,5.0,40.0,28.0,10.0,56.0,65.0,39.0,36.0,54.0,81,51.0,8.0,30.0,4.0,39.0,53.0,24.0,49,69,61.0,30,31,36.0
754,2017-04-01,60.0,DC,15.0,12.0,29.0,12.0,0.0,50.0,66.0,48.0,31.0,45.0,82,48.0,12.0,25.0,17.0,28.0,48.0,28.0,13,73,58.0,27,27,34.0
755,2017-05-01,70.0,DC,14.0,13.0,29.0,45.0,20.0,60.0,64.0,8.0,29.0,40.0,61,40.0,9.0,18.0,12.0,37.0,41.0,35.0,12,76,65.0,28,25,21.0
756,2017-06-01,68.0,DC,16.0,4.0,40.0,6.0,68.0,56.0,66.0,51.0,44.0,47.0,100,29.0,9.0,9.0,5.0,23.0,51.0,42.0,42,80,67.0,28,29,24.0
757,2017-07-01,66.0,DC,26.0,2.0,27.0,39.0,35.0,58.0,67.0,36.0,38.0,42.0,78,30.0,13.0,31.0,0.0,27.0,41.0,51.0,57,77,63.0,25,24,34.0
758,2017-08-01,63.0,DC,44.0,5.0,27.0,18.0,21.0,60.0,71.0,8.0,37.0,39.0,84,46.0,10.0,25.0,4.0,21.0,41.0,54.0,26,83,78.0,32,23,19.0
759,2017-09-01,68.0,DC,32.0,10.0,37.0,41.0,0.0,59.0,65.0,40.0,34.0,47.0,82,25.0,8.0,21.0,8.0,40.0,47.0,36.0,26,81,62.0,29,20,30.0
760,2017-10-01,67.0,DC,33.0,10.0,23.0,42.0,11.0,51.0,62.0,24.0,31.0,45.0,72,50.0,9.0,19.0,4.0,36.0,40.0,54.0,13,91,63.0,31,27,19.0
761,2017-11-01,40.0,DC,17.0,7.0,57.0,35.0,0.0,48.0,64.0,46.0,45.0,60.0,53,50.0,6.0,12.0,16.0,52.0,55.0,54.0,25,80,64.0,49,27,29.0
762,2017-12-01,58.0,DC,25.0,5.0,20.0,34.0,0.0,55.0,66.0,23.0,49.0,72.0,80,74.0,24.0,18.0,0.0,46.0,83.0,57.0,75,61,90.0,53,33,11.0
763,2018-01-01,44.0,DC,68.0,13.0,53.0,30.0,27.0,38.0,84.0,41.0,40.0,84.0,38,40.0,4.0,22.0,0.0,59.0,61.0,40.0,67,53,82.0,80,41,20.0
764,2018-02-01,36.0,DC,46.0,31.0,71.0,77.0,0.0,42.0,70.0,42.0,22.0,83.0,41,44.0,12.0,16.0,0.0,73.0,76.0,51.0,0,60,68.0,79,23,10.0
765,2018-03-01,54.0,DC,52.0,8.0,89.0,40.0,71.0,32.0,75.0,54.0,29.0,94.0,55,42.0,8.0,5.0,0.0,100.0,73.0,37.0,58,54,74.0,76,26,59.0
766,2018-04-01,58.0,DC,40.0,16.0,82.0,27.0,0.0,39.0,74.0,37.0,27.0,98.0,59,31.0,8.0,33.0,0.0,91.0,82.0,54.0,29,55,69.0,66,26,9.0
767,2018-05-01,30.0,DC,55.0,8.0,100.0,69.0,50.0,34.0,78.0,38.0,26.0,96.0,66,52.0,5.0,25.0,0.0,70.0,100.0,86.0,30,48,73.0,80,26,18.0
768,2018-06-01,63.0,DC,28.0,29.0,66.0,100.0,77.0,35.0,75.0,39.0,22.0,100.0,64,66.0,8.0,5.0,0.0,38.0,70.0,78.0,62,54,80.0,60,27,18.0
769,2018-07-01,73.0,DC,28.0,16.0,66.0,86.0,0.0,33.0,78.0,58.0,22.0,92.0,67,58.0,1.0,5.0,10.0,64.0,72.0,71.0,0,52,79.0,56,26,54.0
770,2018-08-01,36.0,DC,73.0,13.0,46.0,15.0,0.0,36.0,81.0,20.0,22.0,94.0,60,68.0,12.0,26.0,0.0,57.0,77.0,79.0,32,44,92.0,66,29,28.0
771,2018-09-01,47.0,DC,29.0,25.0,74.0,29.0,0.0,30.0,70.0,19.0,23.0,79.0,45,33.0,4.0,10.0,0.0,64.0,69.0,67.0,31,50,76.0,63,27,55.0
772,2018-10-01,57.0,DC,26.0,23.0,95.0,51.0,46.0,37.0,78.0,0.0,24.0,85.0,49,37.0,4.0,14.0,0.0,65.0,97.0,76.0,85,44,91.0,53,26,41.0
773,2018-11-01,37.0,DC,55.0,8.0,76.0,28.0,50.0,37.0,74.0,19.0,32.0,77.0,50,84.0,4.0,5.0,0.0,58.0,80.0,98.0,60,49,74.0,62,29,9.0
774,2018-12-01,64.0,DC,38.0,9.0,48.0,15.0,27.0,35.0,67.0,41.0,32.0,57.0,38,35.0,6.0,5.0,22.0,77.0,72.0,86.0,99,51,89.0,44,36,19.0
775,2019-01-01,53.0,DC,67.0,8.0,63.0,55.0,25.0,30.0,81.0,19.0,24.0,86.0,49,32.0,1.0,19.0,10.0,65.0,72.0,100.0,89,51,84.0,73,41,9.0
776,2011-01-01,6.0,DE,100.0,0.0,34.0,0.0,0.0,77.0,72.0,0.0,55.0,33.0,42,16.0,0.0,38.0,79.0,14.0,65.0,0.0,0,45,45.0,0,67,38.0
777,2011-02-01,41.0,DE,21.0,0.0,90.0,0.0,0.0,71.0,64.0,0.0,45.0,41.0,100,51.0,0.0,35.0,72.0,60.0,95.0,0.0,0,41,33.0,0,27,20.0
778,2011-03-01,61.0,DE,0.0,0.0,32.0,0.0,58.0,71.0,64.0,0.0,47.0,43.0,48,30.0,0.0,26.0,54.0,0.0,85.0,0.0,0,39,29.0,0,29,36.0
779,2011-04-01,45.0,DE,20.0,51.0,69.0,0.0,0.0,66.0,67.0,0.0,36.0,48.0,22,64.0,0.0,28.0,45.0,42.0,33.0,0.0,71,43,36.0,0,37,58.0
780,2011-05-01,44.0,DE,60.0,0.0,100.0,0.0,0.0,80.0,71.0,55.0,34.0,54.0,42,47.0,0.0,54.0,88.0,41.0,32.0,0.0,35,54,28.0,0,31,37.0
781,2011-06-01,100.0,DE,22.0,0.0,19.0,0.0,0.0,70.0,70.0,0.0,38.0,48.0,40,36.0,0.0,18.0,0.0,62.0,100.0,0.0,40,43,30.0,0,47,21.0
782,2011-07-01,55.0,DE,43.0,18.0,0.0,0.0,0.0,72.0,78.0,0.0,46.0,59.0,62,0.0,0.0,41.0,61.0,0.0,61.0,0.0,38,60,27.0,0,25,40.0
783,2011-08-01,44.0,DE,60.0,0.0,17.0,0.0,60.0,80.0,66.0,0.0,43.0,33.0,28,78.0,0.0,80.0,33.0,41.0,48.0,0.0,0,49,33.0,0,34,0.0
784,2011-09-01,37.0,DE,0.0,0.0,33.0,0.0,0.0,74.0,64.0,27.0,38.0,53.0,28,16.0,0.0,16.0,55.0,14.0,24.0,0.0,0,59,29.0,7,35,37.0
785,2011-10-01,47.0,DE,56.0,0.0,48.0,0.0,57.0,82.0,100.0,53.0,46.0,47.0,60,29.0,0.0,15.0,42.0,39.0,76.0,0.0,0,48,29.0,0,41,18.0
786,2011-11-01,60.0,DE,76.0,0.0,47.0,72.0,57.0,78.0,67.0,53.0,79.0,42.0,13,15.0,0.0,56.0,11.0,53.0,68.0,0.0,0,43,33.0,14,31,71.0
787,2011-12-01,70.0,DE,91.0,0.0,46.0,0.0,0.0,84.0,47.0,26.0,85.0,52.0,72,73.0,0.0,20.0,31.0,64.0,52.0,0.0,32,58,30.0,7,31,0.0
788,2012-01-01,44.0,DE,52.0,29.0,29.0,0.0,52.0,79.0,62.0,24.0,38.0,72.0,43,41.0,0.0,57.0,48.0,12.0,49.0,0.0,30,45,29.0,0,39,82.0
789,2012-02-01,40.0,DE,35.0,30.0,74.0,68.0,0.0,81.0,65.0,25.0,43.0,52.0,25,28.0,0.0,38.0,50.0,37.0,57.0,0.0,0,43,25.0,0,49,83.0
790,2012-03-01,38.0,DE,34.0,29.0,43.0,32.0,0.0,73.0,67.0,0.0,39.0,49.0,36,14.0,0.0,43.0,10.0,24.0,56.0,0.0,0,56,33.0,6,35,33.0
791,2012-04-01,63.0,DE,0.0,0.0,30.0,0.0,54.0,70.0,60.0,25.0,40.0,63.0,32,28.0,0.0,30.0,100.0,0.0,66.0,0.0,0,56,30.0,0,33,0.0
792,2012-05-01,49.0,DE,68.0,14.0,14.0,65.0,0.0,73.0,60.0,71.0,37.0,67.0,43,40.0,0.0,37.0,38.0,0.0,42.0,0.0,0,55,27.0,0,37,49.0
793,2012-06-01,59.0,DE,0.0,16.0,31.0,35.0,0.0,80.0,66.0,26.0,44.0,70.0,26,15.0,0.0,36.0,31.0,13.0,83.0,0.0,0,57,20.0,7,47,35.0
794,2012-07-01,65.0,DE,17.0,29.0,0.0,0.0,0.0,80.0,67.0,24.0,55.0,62.0,61,27.0,2.0,28.0,29.0,24.0,56.0,0.0,0,48,21.0,19,38,81.0
795,2012-08-01,37.0,DE,34.0,0.0,42.0,0.0,0.0,70.0,66.0,0.0,44.0,46.0,35,40.0,0.0,23.0,9.0,35.0,68.0,0.0,0,53,25.0,0,38,16.0
796,2012-09-01,52.0,DE,33.0,0.0,28.0,31.0,100.0,82.0,59.0,69.0,47.0,59.0,71,13.0,0.0,36.0,56.0,46.0,74.0,0.0,0,51,25.0,0,36,47.0
797,2012-10-01,38.0,DE,0.0,0.0,13.0,57.0,0.0,65.0,63.0,0.0,50.0,50.0,43,36.0,0.0,41.0,42.0,10.0,43.0,0.0,26,54,29.0,0,49,57.0
798,2012-11-01,34.0,DE,0.0,26.0,13.0,59.0,47.0,89.0,52.0,22.0,69.0,64.0,22,37.0,2.0,38.0,26.0,11.0,50.0,0.0,28,59,33.0,6,28,88.0
799,2012-12-01,72.0,DE,15.0,0.0,39.0,0.0,0.0,100.0,48.0,64.0,84.0,47.0,27,49.0,8.0,84.0,17.0,43.0,37.0,4.0,0,56,22.0,0,47,29.0
800,2013-01-01,31.0,DE,14.0,12.0,59.0,0.0,0.0,98.0,66.0,20.0,54.0,72.0,25,22.0,7.0,50.0,16.0,58.0,51.0,0.0,0,58,24.0,5,57,53.0
801,2013-02-01,37.0,DE,15.0,12.0,74.0,28.0,0.0,89.0,59.0,41.0,39.0,67.0,31,46.0,14.0,64.0,33.0,50.0,77.0,0.0,0,60,22.0,0,48,28.0
802,2013-03-01,38.0,DE,27.0,11.0,0.0,25.0,0.0,95.0,63.0,37.0,61.0,57.0,43,43.0,20.0,36.0,23.0,19.0,76.0,0.0,0,62,24.0,0,47,13.0
803,2013-04-01,57.0,DE,28.0,12.0,59.0,0.0,0.0,89.0,68.0,58.0,46.0,72.0,30,78.0,36.0,64.0,16.0,49.0,84.0,0.0,0,48,28.0,15,39,26.0
804,2013-05-01,43.0,DE,27.0,23.0,35.0,26.0,0.0,80.0,58.0,19.0,59.0,68.0,34,32.0,62.0,44.0,8.0,28.0,44.0,0.0,0,57,39.0,0,31,26.0
805,2013-06-01,43.0,DE,74.0,0.0,25.0,0.0,46.0,83.0,65.0,21.0,69.0,91.0,58,12.0,95.0,44.0,17.0,41.0,24.0,4.0,0,58,28.0,17,48,0.0
806,2013-07-01,24.0,DE,45.0,0.0,38.0,0.0,0.0,88.0,65.0,21.0,55.0,84.0,54,0.0,91.0,99.0,17.0,42.0,18.0,0.0,27,57,26.0,6,30,100.0
807,2013-08-01,53.0,DE,46.0,13.0,0.0,0.0,0.0,87.0,71.0,0.0,54.0,89.0,49,49.0,100.0,100.0,9.0,21.0,43.0,0.0,0,66,24.0,6,32,43.0
808,2013-09-01,72.0,DE,0.0,0.0,13.0,58.0,0.0,80.0,64.0,21.0,48.0,63.0,16,36.0,81.0,50.0,0.0,11.0,31.0,0.0,27,54,31.0,23,33,57.0
809,2013-10-01,23.0,DE,58.0,0.0,48.0,27.0,88.0,73.0,66.0,0.0,52.0,74.0,41,23.0,68.0,55.0,8.0,50.0,64.0,0.0,25,58,27.0,11,40,27.0
810,2013-11-01,41.0,DE,43.0,0.0,85.0,0.0,88.0,78.0,66.0,20.0,100.0,70.0,67,23.0,55.0,56.0,16.0,71.0,47.0,3.0,0,60,28.0,11,27,41.0
811,2013-12-01,56.0,DE,55.0,0.0,37.0,0.0,33.0,88.0,45.0,15.0,95.0,61.0,43,26.0,46.0,24.0,12.0,61.0,49.0,0.0,39,65,53.0,4,48,21.0
812,2014-01-01,70.0,DE,11.0,19.0,58.0,22.0,0.0,79.0,57.0,80.0,62.0,39.0,49,27.0,55.0,71.0,0.0,32.0,64.0,0.0,20,55,40.0,0,71,53.0
813,2014-02-01,51.0,DE,67.0,23.0,68.0,78.0,0.0,72.0,61.0,38.0,53.0,77.0,34,21.0,55.0,47.0,8.0,57.0,60.0,0.0,24,51,30.0,10,45,63.0
814,2014-03-01,43.0,DE,49.0,10.0,41.0,46.0,37.0,71.0,59.0,17.0,54.0,86.0,30,38.0,45.0,66.0,14.0,25.0,44.0,3.0,21,49,24.0,14,40,69.0
815,2014-04-01,46.0,DE,39.0,11.0,55.0,100.0,0.0,61.0,62.0,0.0,43.0,84.0,19,0.0,44.0,53.0,0.0,73.0,32.0,6.0,0,60,32.0,15,53,37.0
816,2014-05-01,30.0,DE,27.0,0.0,80.0,0.0,41.0,82.0,67.0,19.0,36.0,70.0,38,32.0,23.0,62.0,8.0,47.0,76.0,0.0,0,62,23.0,30,51,25.0
817,2014-06-01,46.0,DE,95.0,0.0,27.0,30.0,0.0,70.0,72.0,22.0,51.0,87.0,28,50.0,27.0,43.0,9.0,11.0,77.0,4.0,28,59,29.0,12,23,15.0
818,2014-07-01,58.0,DE,46.0,26.0,13.0,29.0,93.0,79.0,62.0,21.0,58.0,73.0,44,37.0,27.0,42.0,17.0,0.0,50.0,0.0,0,54,22.0,17,30,87.0
819,2014-08-01,43.0,DE,15.0,0.0,38.0,0.0,0.0,76.0,66.0,21.0,52.0,88.0,64,36.0,24.0,40.0,0.0,31.0,60.0,4.0,52,53,26.0,33,33,14.0
820,2014-09-01,53.0,DE,14.0,24.0,47.0,0.0,0.0,71.0,58.0,58.0,46.0,69.0,20,11.0,17.0,26.0,15.0,29.0,22.0,10.0,24,54,24.0,15,23,52.0
821,2014-10-01,30.0,DE,14.0,0.0,45.0,0.0,41.0,60.0,65.0,56.0,35.0,64.0,29,43.0,15.0,48.0,8.0,66.0,76.0,6.0,24,53,23.0,30,26,64.0
822,2014-11-01,55.0,DE,29.0,0.0,37.0,28.0,44.0,73.0,63.0,0.0,63.0,71.0,31,93.0,31.0,43.0,8.0,40.0,52.0,3.0,26,47,25.0,11,25,14.0
823,2014-12-01,51.0,DE,29.0,0.0,50.0,0.0,0.0,73.0,47.0,20.0,95.0,61.0,32,58.0,25.0,36.0,0.0,41.0,60.0,14.0,26,48,30.0,16,24,0.0
824,2015-01-01,37.0,DE,87.0,0.0,36.0,0.0,0.0,63.0,69.0,0.0,41.0,85.0,46,57.0,18.0,31.0,0.0,30.0,76.0,14.0,25,54,26.0,16,22,14.0
825,2015-02-01,34.0,DE,30.0,25.0,88.0,58.0,0.0,63.0,61.0,0.0,46.0,99.0,64,36.0,21.0,33.0,0.0,63.0,43.0,7.0,26,50,34.0,22,31,14.0
826,2015-03-01,31.0,DE,83.0,0.0,71.0,0.0,0.0,67.0,62.0,0.0,44.0,100.0,45,11.0,17.0,27.0,0.0,38.0,45.0,0.0,24,46,29.0,36,33,26.0
827,2015-04-01,32.0,DE,72.0,0.0,61.0,0.0,43.0,68.0,60.0,100.0,33.0,76.0,41,68.0,12.0,44.0,8.0,30.0,47.0,0.0,0,49,24.0,49,28,41.0
828,2015-05-01,38.0,DE,75.0,0.0,76.0,0.0,0.0,56.0,61.0,42.0,32.0,69.0,64,12.0,9.0,61.0,8.0,62.0,73.0,7.0,0,54,26.0,45,26,43.0
829,2015-06-01,36.0,DE,66.0,0.0,84.0,0.0,0.0,61.0,70.0,0.0,55.0,66.0,65,26.0,18.0,36.0,18.0,34.0,40.0,0.0,0,63,24.0,25,34,31.0
830,2015-07-01,35.0,DE,32.0,0.0,80.0,30.0,0.0,75.0,61.0,22.0,43.0,67.0,66,25.0,13.0,34.0,0.0,66.0,38.0,11.0,0,62,29.0,18,20,30.0
831,2015-08-01,50.0,DE,31.0,0.0,40.0,0.0,0.0,77.0,74.0,44.0,46.0,82.0,28,100.0,18.0,64.0,0.0,33.0,44.0,11.0,0,62,30.0,23,28,30.0
832,2015-09-01,14.0,DE,15.0,0.0,26.0,57.0,0.0,53.0,59.0,0.0,37.0,89.0,49,36.0,17.0,49.0,0.0,10.0,42.0,11.0,0,43,36.0,22,22,14.0
833,2015-10-01,18.0,DE,28.0,0.0,70.0,26.0,0.0,59.0,55.0,58.0,54.0,63.0,60,33.0,7.0,34.0,8.0,29.0,34.0,13.0,25,52,38.0,31,15,66.0
834,2015-11-01,27.0,DE,14.0,36.0,12.0,27.0,0.0,60.0,58.0,20.0,65.0,88.0,30,80.0,14.0,23.0,8.0,20.0,34.0,3.0,100,55,28.0,5,15,0.0
835,2015-12-01,54.0,DE,43.0,0.0,60.0,27.0,86.0,73.0,46.0,40.0,72.0,73.0,31,45.0,9.0,12.0,16.0,30.0,70.0,7.0,0,53,36.0,5,18,0.0
836,2016-01-01,55.0,DE,19.0,0.0,32.0,36.0,0.0,47.0,70.0,26.0,55.0,65.0,41,22.0,13.0,44.0,16.0,26.0,77.0,7.0,17,59,84.0,28,37,36.0
837,2016-02-01,32.0,DE,41.0,26.0,17.0,39.0,0.0,48.0,57.0,0.0,43.0,81.0,51,24.0,9.0,28.0,11.0,29.0,37.0,12.0,0,51,44.0,46,35,10.0
838,2016-03-01,37.0,DE,77.0,24.0,89.0,18.0,29.0,53.0,53.0,13.0,45.0,55.0,34,38.0,11.0,29.0,5.0,40.0,35.0,9.0,0,58,46.0,36,30,9.0
839,2016-04-01,28.0,DE,48.0,8.0,25.0,18.0,29.0,48.0,61.0,80.0,40.0,56.0,38,46.0,8.0,34.0,5.0,53.0,85.0,25.0,0,67,53.0,32,16,36.0
840,2016-05-01,54.0,DE,56.0,16.0,49.0,36.0,0.0,49.0,60.0,27.0,35.0,69.0,67,60.0,11.0,23.0,11.0,53.0,34.0,16.0,17,58,54.0,38,25,0.0
841,2016-06-01,39.0,DE,62.0,0.0,26.0,20.0,0.0,49.0,66.0,14.0,47.0,61.0,29,33.0,9.0,34.0,6.0,7.0,33.0,25.0,0,66,52.0,19,20,10.0
842,2016-07-01,37.0,DE,39.0,0.0,41.0,0.0,0.0,50.0,57.0,28.0,51.0,39.0,73,78.0,9.0,40.0,6.0,14.0,28.0,19.0,0,62,60.0,29,23,0.0
843,2016-08-01,61.0,DE,0.0,0.0,51.0,0.0,30.0,45.0,59.0,0.0,40.0,40.0,53,40.0,9.0,25.0,17.0,28.0,20.0,9.0,0,59,49.0,18,28,0.0
844,2016-09-01,69.0,DE,19.0,0.0,40.0,18.0,0.0,50.0,58.0,0.0,38.0,48.0,48,52.0,13.0,18.0,0.0,33.0,30.0,22.0,0,57,52.0,38,14,27.0
845,2016-10-01,51.0,DE,38.0,8.0,48.0,18.0,57.0,41.0,53.0,39.0,38.0,45.0,67,89.0,14.0,16.0,10.0,26.0,46.0,33.0,0,59,56.0,46,21,18.0
846,2016-11-01,35.0,DE,66.0,0.0,87.0,17.0,0.0,46.0,54.0,13.0,57.0,33.0,53,44.0,18.0,25.0,5.0,77.0,26.0,9.0,49,65,55.0,52,23,0.0
847,2016-12-01,40.0,DE,45.0,0.0,60.0,0.0,0.0,52.0,50.0,12.0,67.0,48.0,70,49.0,9.0,17.0,0.0,18.0,44.0,25.0,31,53,58.0,23,30,17.0
848,2017-01-01,46.0,DE,35.0,29.0,36.0,49.0,0.0,50.0,61.0,0.0,53.0,55.0,52,34.0,12.0,12.0,5.0,12.0,42.0,43.0,30,61,53.0,58,30,25.0
849,2017-02-01,52.0,DE,36.0,8.0,62.0,35.0,0.0,49.0,56.0,13.0,39.0,54.0,52,58.0,10.0,17.0,0.0,19.0,33.0,33.0,0,64,55.0,41,30,26.0
850,2017-03-01,48.0,DE,16.0,7.0,20.0,30.0,0.0,48.0,55.0,34.0,40.0,47.0,80,32.0,10.0,20.0,5.0,17.0,43.0,35.0,14,59,56.0,42,33,8.0
851,2017-04-01,30.0,DE,53.0,7.0,51.0,16.0,0.0,47.0,51.0,24.0,30.0,54.0,56,21.0,14.0,29.0,5.0,30.0,53.0,25.0,31,68,52.0,39,25,8.0
852,2017-05-01,27.0,DE,9.0,0.0,100.0,48.0,0.0,46.0,55.0,12.0,32.0,54.0,79,27.0,17.0,23.0,5.0,100.0,66.0,39.0,0,71,65.0,41,23,0.0
