,date,vodka,State,spider solitaire,participants_x,inflation_x,participants_y,blood drive,ebay,jobs,brownie recipe,xbox,linkedin,haircut,calvin klein,candy crush,omegle,slutload,inflation_y,harvard,jobs near me,mens underwear,pornhub,lottery,google flights,unemployment,resume template
3267,2016-07-01,61.0,NC,74.0,9.0,48.0,23.0,57.0,52.0,71.0,32.0,60.0,69.0,78,37.0,13.0,36.0,10.0,40.0,55.0,27.0,52,68,65.0,34,26,33.0
3268,2016-08-01,52.0,NC,56.0,12.0,48.0,28.0,64.0,53.0,70.0,39.0,54.0,79.0,77,40.0,11.0,35.0,10.0,48.0,52.0,28.0,40,66,51.0,31,22,33.0
3269,2016-09-01,51.0,NC,65.0,15.0,60.0,58.0,44.0,47.0,68.0,40.0,50.0,66.0,76,38.0,12.0,26.0,15.0,57.0,61.0,28.0,25,61,48.0,39,23,18.0
3270,2016-10-01,55.0,NC,71.0,12.0,55.0,51.0,74.0,44.0,60.0,24.0,47.0,67.0,65,38.0,9.0,24.0,8.0,49.0,54.0,21.0,32,62,49.0,38,23,13.0
3271,2016-11-01,40.0,NC,81.0,9.0,68.0,50.0,47.0,49.0,57.0,38.0,65.0,67.0,58,58.0,10.0,21.0,7.0,52.0,65.0,25.0,44,61,50.0,36,21,22.0
3272,2016-12-01,65.0,NC,63.0,10.0,63.0,21.0,50.0,51.0,51.0,39.0,84.0,54.0,65,66.0,11.0,27.0,7.0,70.0,60.0,21.0,84,59,51.0,42,22,17.0
3273,2017-01-01,48.0,NC,73.0,18.0,61.0,62.0,43.0,47.0,68.0,40.0,61.0,71.0,67,54.0,14.0,27.0,8.0,69.0,60.0,32.0,50,58,47.0,52,29,21.0
3274,2017-02-01,41.0,NC,68.0,21.0,77.0,58.0,72.0,47.0,60.0,31.0,47.0,78.0,67,46.0,11.0,20.0,6.0,69.0,58.0,30.0,35,59,50.0,52,21,29.0
3275,2017-03-01,40.0,NC,65.0,16.0,58.0,63.0,54.0,49.0,60.0,28.0,44.0,69.0,69,48.0,8.0,23.0,8.0,68.0,60.0,34.0,38,59,47.0,54,20,28.0
3276,2017-04-01,52.0,NC,62.0,15.0,62.0,60.0,59.0,47.0,61.0,33.0,47.0,65.0,74,41.0,8.0,22.0,7.0,71.0,58.0,28.0,42,65,47.0,55,20,28.0
3277,2017-05-01,51.0,NC,63.0,16.0,57.0,47.0,38.0,47.0,66.0,40.0,43.0,66.0,73,31.0,9.0,20.0,5.0,64.0,52.0,42.0,37,67,54.0,55,19,34.0
3278,2017-06-01,53.0,NC,52.0,10.0,47.0,46.0,89.0,46.0,70.0,43.0,57.0,61.0,91,40.0,11.0,21.0,6.0,57.0,58.0,47.0,15,71,58.0,58,20,23.0
3279,2017-07-01,69.0,NC,54.0,18.0,50.0,80.0,98.0,50.0,70.0,40.0,53.0,65.0,82,34.0,12.0,27.0,6.0,48.0,38.0,53.0,59,77,56.0,64,19,17.0
3280,2017-08-01,49.0,NC,74.0,18.0,50.0,47.0,58.0,47.0,71.0,32.0,52.0,70.0,79,35.0,13.0,19.0,6.0,42.0,50.0,58.0,58,70,70.0,60,20,35.0
3281,2017-09-01,47.0,NC,68.0,21.0,44.0,66.0,100.0,44.0,66.0,24.0,44.0,65.0,70,41.0,11.0,18.0,6.0,54.0,65.0,53.0,18,63,51.0,51,19,29.0
3282,2017-10-01,48.0,NC,67.0,19.0,62.0,54.0,78.0,45.0,61.0,54.0,41.0,70.0,68,45.0,10.0,16.0,7.0,70.0,58.0,59.0,46,68,51.0,50,19,29.0
3283,2017-11-01,58.0,NC,62.0,13.0,62.0,43.0,56.0,47.0,60.0,60.0,72.0,57.0,67,55.0,10.0,15.0,6.0,61.0,71.0,61.0,33,75,54.0,59,18,25.0
3284,2017-12-01,67.0,NC,62.0,11.0,67.0,27.0,53.0,48.0,55.0,48.0,82.0,49.0,67,66.0,10.0,16.0,4.0,53.0,56.0,50.0,69,80,65.0,55,18,26.0
3285,2018-01-01,47.0,NC,69.0,11.0,64.0,51.0,71.0,44.0,70.0,40.0,60.0,60.0,66,65.0,11.0,20.0,7.0,58.0,56.0,67.0,68,78,62.0,63,25,24.0
3286,2018-02-01,44.0,NC,71.0,25.0,79.0,87.0,67.0,43.0,63.0,51.0,48.0,61.0,64,59.0,10.0,14.0,3.0,75.0,49.0,62.0,37,73,58.0,72,22,31.0
3287,2018-03-01,48.0,NC,68.0,22.0,62.0,84.0,44.0,42.0,62.0,30.0,54.0,65.0,67,61.0,8.0,13.0,8.0,78.0,53.0,60.0,44,76,63.0,71,17,25.0
3288,2018-04-01,50.0,NC,53.0,12.0,61.0,61.0,79.0,41.0,67.0,36.0,47.0,65.0,76,39.0,7.0,14.0,6.0,73.0,54.0,65.0,54,79,57.0,68,20,20.0
3289,2018-05-01,51.0,NC,71.0,8.0,78.0,37.0,46.0,39.0,67.0,54.0,46.0,62.0,73,42.0,8.0,18.0,2.0,96.0,63.0,76.0,45,80,59.0,68,18,28.0
3290,2018-06-01,63.0,NC,73.0,9.0,59.0,52.0,45.0,39.0,72.0,30.0,53.0,64.0,79,40.0,10.0,19.0,5.0,63.0,49.0,94.0,37,81,60.0,69,20,24.0
3291,2018-07-01,64.0,NC,70.0,12.0,51.0,51.0,54.0,42.0,73.0,44.0,55.0,60.0,71,42.0,10.0,21.0,5.0,50.0,43.0,92.0,37,80,64.0,67,18,16.0
3292,2018-08-01,52.0,NC,74.0,9.0,68.0,35.0,19.0,38.0,74.0,51.0,55.0,64.0,79,35.0,8.0,17.0,7.0,71.0,58.0,98.0,52,81,57.0,55,18,25.0
3293,2018-09-01,49.0,NC,43.0,20.0,36.0,63.0,86.0,35.0,61.0,32.0,50.0,58.0,66,35.0,9.0,16.0,5.0,60.0,52.0,84.0,33,75,54.0,57,24,39.0
3294,2018-10-01,52.0,NC,71.0,21.0,80.0,87.0,41.0,33.0,66.0,31.0,43.0,60.0,65,57.0,10.0,13.0,5.0,79.0,57.0,89.0,38,76,94.0,64,23,21.0
3295,2018-11-01,51.0,NC,55.0,17.0,66.0,56.0,46.0,39.0,58.0,57.0,59.0,56.0,73,69.0,9.0,14.0,3.0,68.0,65.0,81.0,42,77,56.0,58,23,14.0
3296,2018-12-01,76.0,NC,75.0,16.0,81.0,54.0,42.0,39.0,56.0,39.0,69.0,47.0,73,75.0,8.0,19.0,4.0,73.0,71.0,82.0,75,83,66.0,57,20,13.0
3297,2019-01-01,49.0,NC,61.0,12.0,66.0,55.0,88.0,34.0,73.0,26.0,50.0,65.0,75,51.0,9.0,16.0,4.0,61.0,57.0,100.0,42,79,63.0,78,27,27.0
3298,2011-01-01,26.0,ND,14.0,0.0,42.0,0.0,0.0,90.0,77.0,75.0,48.0,23.0,34,0.0,0.0,30.0,73.0,40.0,80.0,0.0,0,32,38.0,0,85,37.0
3299,2011-02-01,28.0,ND,30.0,0.0,67.0,53.0,0.0,74.0,74.0,39.0,40.0,37.0,82,44.0,0.0,26.0,100.0,84.0,100.0,0.0,0,39,28.0,0,38,78.0
3300,2011-03-01,26.0,ND,41.0,20.0,0.0,49.0,0.0,94.0,81.0,36.0,59.0,28.0,49,40.0,0.0,19.0,30.0,19.0,76.0,9.0,0,41,29.0,0,46,70.0
3301,2011-04-01,63.0,ND,58.0,0.0,22.0,0.0,0.0,94.0,65.0,38.0,49.0,36.0,26,21.0,0.0,25.0,32.0,0.0,32.0,0.0,0,28,23.0,9,29,74.0
3302,2011-05-01,66.0,ND,46.0,0.0,45.0,0.0,0.0,69.0,79.0,40.0,46.0,51.0,18,0.0,0.0,22.0,56.0,0.0,17.0,0.0,0,42,27.0,0,47,79.0
3303,2011-06-01,31.0,ND,0.0,24.0,49.0,0.0,0.0,76.0,89.0,0.0,53.0,48.0,50,0.0,0.0,29.0,36.0,24.0,55.0,0.0,0,35,29.0,0,54,42.0
3304,2011-07-01,32.0,ND,0.0,0.0,25.0,0.0,0.0,83.0,80.0,0.0,50.0,35.0,31,76.0,0.0,49.0,75.0,24.0,58.0,0.0,41,35,30.0,0,40,44.0
3305,2011-08-01,10.0,ND,47.0,23.0,0.0,0.0,0.0,91.0,70.0,0.0,60.0,45.0,66,46.0,0.0,38.0,81.0,44.0,70.0,0.0,0,35,34.0,0,24,40.0
3306,2011-09-01,9.0,ND,60.0,0.0,66.0,0.0,0.0,95.0,86.0,77.0,45.0,43.0,53,22.0,0.0,31.0,43.0,42.0,49.0,0.0,71,37,31.0,0,15,0.0
3307,2011-10-01,94.0,ND,14.0,0.0,61.0,0.0,90.0,83.0,100.0,72.0,51.0,52.0,16,100.0,0.0,48.0,51.0,78.0,31.0,0.0,33,39,29.0,0,28,0.0
3308,2011-11-01,85.0,ND,27.0,0.0,61.0,0.0,0.0,89.0,64.0,0.0,74.0,22.0,16,40.0,0.0,29.0,40.0,39.0,76.0,0.0,0,43,25.0,9,21,35.0
3309,2011-12-01,51.0,ND,54.0,0.0,0.0,0.0,0.0,86.0,56.0,35.0,62.0,33.0,16,39.0,0.0,47.0,10.0,0.0,30.0,0.0,0,33,25.0,0,38,34.0
3310,2012-01-01,98.0,ND,0.0,0.0,36.0,43.0,79.0,88.0,81.0,32.0,44.0,66.0,58,0.0,0.0,34.0,45.0,17.0,0.0,0.0,0,34,27.0,8,58,31.0
3311,2012-02-01,60.0,ND,12.0,0.0,0.0,0.0,0.0,78.0,77.0,32.0,65.0,70.0,22,71.0,0.0,43.0,36.0,34.0,69.0,0.0,0,51,35.0,8,47,0.0
3312,2012-03-01,60.0,ND,48.0,0.0,54.0,0.0,0.0,69.0,75.0,95.0,42.0,55.0,7,0.0,0.0,30.0,27.0,17.0,27.0,0.0,29,44,67.0,0,25,31.0
3313,2012-04-01,54.0,ND,100.0,0.0,37.0,0.0,0.0,84.0,86.0,0.0,38.0,31.0,23,36.0,0.0,47.0,18.0,53.0,14.0,0.0,0,49,32.0,8,16,32.0
3314,2012-05-01,56.0,ND,0.0,0.0,38.0,91.0,0.0,86.0,76.0,34.0,44.0,42.0,39,38.0,0.0,59.0,47.0,0.0,58.0,0.0,31,44,30.0,8,20,98.0
3315,2012-06-01,35.0,ND,42.0,21.0,64.0,0.0,93.0,78.0,86.0,37.0,62.0,41.0,59,21.0,0.0,20.0,11.0,100.0,48.0,0.0,34,58,47.0,0,33,0.0
3316,2012-07-01,25.0,ND,27.0,0.0,20.0,0.0,88.0,94.0,85.0,0.0,61.0,39.0,32,39.0,0.0,48.0,60.0,38.0,15.0,0.0,0,53,30.0,9,28,0.0
3317,2012-08-01,47.0,ND,38.0,19.0,38.0,0.0,0.0,75.0,80.0,33.0,48.0,68.0,76,18.0,3.0,27.0,37.0,36.0,14.0,8.0,0,43,24.0,0,42,0.0
3318,2012-09-01,54.0,ND,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,45.0,61.0,37,36.0,0.0,4.0,18.0,52.0,14.0,0.0,0,42,27.0,8,28,0.0
3319,2012-10-01,27.0,ND,0.0,16.0,49.0,0.0,0.0,92.0,81.0,57.0,37.0,55.0,6,48.0,0.0,38.0,8.0,61.0,48.0,7.0,52,49,18.0,7,25,56.0
3320,2012-11-01,21.0,ND,33.0,16.0,33.0,39.0,0.0,99.0,59.0,58.0,71.0,40.0,46,48.0,3.0,39.0,16.0,15.0,37.0,0.0,52,55,58.0,7,25,28.0
3321,2012-12-01,62.0,ND,11.0,33.0,0.0,39.0,0.0,99.0,53.0,58.0,60.0,23.0,27,0.0,5.0,58.0,16.0,31.0,12.0,0.0,0,47,27.0,7,42,28.0
3322,2013-01-01,49.0,ND,49.0,15.0,30.0,0.0,0.0,98.0,76.0,26.0,43.0,86.0,36,15.0,5.0,41.0,36.0,28.0,77.0,0.0,0,47,23.0,12,35,0.0
3323,2013-02-01,27.0,ND,0.0,0.0,64.0,0.0,0.0,88.0,61.0,28.0,47.0,57.0,32,16.0,16.0,34.0,31.0,45.0,48.0,0.0,26,56,22.0,0,41,27.0
3324,2013-03-01,55.0,ND,10.0,0.0,59.0,0.0,0.0,92.0,68.0,51.0,63.0,97.0,23,14.0,27.0,72.0,36.0,28.0,87.0,0.0,23,55,33.0,0,25,100.0
3325,2013-04-01,60.0,ND,29.0,0.0,0.0,35.0,0.0,88.0,71.0,25.0,59.0,67.0,12,42.0,21.0,71.0,28.0,27.0,64.0,6.0,0,49,28.0,18,41,0.0
3326,2013-05-01,45.0,ND,53.0,16.0,47.0,0.0,0.0,87.0,84.0,28.0,70.0,73.0,38,31.0,62.0,78.0,0.0,15.0,12.0,0.0,75,60,38.0,0,32,0.0
3327,2013-06-01,37.0,ND,59.0,17.0,0.0,43.0,77.0,89.0,83.0,31.0,68.0,73.0,21,35.0,61.0,100.0,0.0,0.0,13.0,0.0,28,65,35.0,0,18,30.0
3328,2013-07-01,28.0,ND,67.0,0.0,17.0,0.0,73.0,92.0,90.0,0.0,48.0,79.0,53,16.0,100.0,43.0,0.0,16.0,25.0,0.0,0,59,30.0,7,20,0.0
3329,2013-08-01,40.0,ND,21.0,0.0,16.0,0.0,0.0,100.0,87.0,0.0,51.0,70.0,38,62.0,47.0,68.0,15.0,15.0,24.0,0.0,0,53,50.0,0,33,27.0
3330,2013-09-01,50.0,ND,0.0,15.0,15.0,36.0,65.0,77.0,72.0,26.0,54.0,66.0,48,29.0,87.0,57.0,15.0,28.0,22.0,0.0,24,51,35.0,13,18,51.0
3331,2013-10-01,23.0,ND,47.0,0.0,69.0,0.0,0.0,83.0,67.0,0.0,46.0,53.0,33,41.0,87.0,32.0,7.0,52.0,51.0,0.0,0,57,31.0,6,21,24.0
3332,2013-11-01,41.0,ND,29.0,0.0,56.0,0.0,0.0,79.0,59.0,25.0,93.0,59.0,28,28.0,61.0,44.0,14.0,40.0,43.0,0.0,0,51,19.0,6,31,0.0
3333,2013-12-01,39.0,ND,45.0,13.0,53.0,0.0,0.0,81.0,66.0,0.0,88.0,48.0,49,80.0,67.0,64.0,13.0,38.0,20.0,0.0,22,50,37.0,23,51,23.0
3334,2014-01-01,21.0,ND,59.0,12.0,63.0,0.0,55.0,74.0,74.0,67.0,50.0,49.0,41,0.0,76.0,42.0,6.0,36.0,38.0,0.0,0,45,24.0,21,41,22.0
3335,2014-02-01,29.0,ND,18.0,0.0,55.0,33.0,0.0,74.0,75.0,0.0,51.0,76.0,72,14.0,46.0,39.0,0.0,52.0,21.0,0.0,22,55,32.0,18,50,47.0
3336,2014-03-01,43.0,ND,9.0,13.0,25.0,31.0,0.0,79.0,69.0,44.0,65.0,78.0,36,50.0,34.0,44.0,6.0,73.0,66.0,0.0,21,44,29.0,21,35,44.0
3337,2014-04-01,49.0,ND,9.0,13.0,26.0,31.0,0.0,76.0,77.0,45.0,56.0,64.0,41,50.0,36.0,21.0,13.0,73.0,49.0,0.0,21,57,29.0,6,20,0.0
3338,2014-05-01,65.0,ND,19.0,14.0,100.0,68.0,0.0,72.0,76.0,50.0,49.0,71.0,34,14.0,35.0,27.0,14.0,54.0,42.0,13.0,0,63,32.0,12,36,24.0
3339,2014-06-01,50.0,ND,11.0,0.0,34.0,0.0,0.0,80.0,89.0,0.0,58.0,88.0,27,16.0,36.0,40.0,0.0,0.0,51.0,0.0,0,71,35.0,14,20,29.0
3340,2014-07-01,21.0,ND,0.0,0.0,0.0,0.0,0.0,76.0,78.0,0.0,60.0,50.0,66,16.0,30.0,43.0,8.0,16.0,12.0,0.0,0,65,32.0,28,28,28.0
3341,2014-08-01,40.0,ND,44.0,0.0,48.0,0.0,0.0,84.0,73.0,29.0,55.0,77.0,39,32.0,22.0,73.0,8.0,31.0,12.0,0.0,0,50,33.0,21,20,56.0
3342,2014-09-01,12.0,ND,10.0,15.0,30.0,36.0,0.0,66.0,72.0,0.0,55.0,78.0,30,29.0,30.0,49.0,7.0,57.0,22.0,0.0,48,47,26.0,32,21,0.0
3343,2014-10-01,35.0,ND,37.0,14.0,41.0,33.0,60.0,68.0,71.0,49.0,45.0,80.0,45,27.0,16.0,53.0,34.0,26.0,10.0,0.0,22,59,35.0,30,24,24.0
3344,2014-11-01,29.0,ND,66.0,0.0,28.0,0.0,0.0,73.0,58.0,74.0,68.0,77.0,40,41.0,18.0,23.0,7.0,26.0,95.0,6.0,0,52,28.0,60,31,24.0
3345,2014-12-01,58.0,ND,28.0,14.0,14.0,33.0,0.0,74.0,75.0,24.0,100.0,73.0,50,41.0,21.0,36.0,7.0,13.0,63.0,0.0,0,54,23.0,47,57,0.0
3346,2015-01-01,67.0,ND,71.0,0.0,80.0,0.0,0.0,75.0,76.0,46.0,63.0,74.0,54,78.0,20.0,47.0,13.0,38.0,40.0,12.0,0,49,28.0,28,50,0.0
3347,2015-02-01,24.0,ND,10.0,14.0,71.0,0.0,0.0,60.0,77.0,50.0,54.0,59.0,28,14.0,14.0,70.0,14.0,40.0,42.0,13.0,0,55,46.0,24,32,24.0
3348,2015-03-01,67.0,ND,9.0,13.0,27.0,32.0,0.0,68.0,82.0,23.0,56.0,59.0,64,26.0,20.0,47.0,13.0,0.0,40.0,6.0,0,55,26.0,40,50,46.0
3349,2015-04-01,34.0,ND,36.0,14.0,69.0,0.0,0.0,60.0,74.0,72.0,66.0,99.0,61,0.0,25.0,65.0,7.0,39.0,41.0,0.0,0,47,30.0,47,31,24.0
3350,2015-05-01,29.0,ND,18.0,28.0,70.0,100.0,61.0,68.0,79.0,49.0,51.0,85.0,51,14.0,12.0,36.0,7.0,66.0,52.0,0.0,0,52,41.0,23,33,24.0
3351,2015-06-01,28.0,ND,33.0,0.0,17.0,0.0,0.0,70.0,85.0,0.0,69.0,97.0,60,0.0,17.0,55.0,8.0,0.0,12.0,15.0,0,57,34.0,56,42,0.0
3352,2015-07-01,65.0,ND,74.0,0.0,62.0,0.0,68.0,57.0,89.0,56.0,69.0,100.0,100,46.0,10.0,37.0,8.0,45.0,24.0,14.0,0,63,34.0,54,60,54.0
3353,2015-08-01,62.0,ND,30.0,0.0,0.0,0.0,64.0,69.0,86.0,26.0,63.0,74.0,60,15.0,15.0,39.0,15.0,0.0,45.0,13.0,24,58,24.0,44,36,25.0
3354,2015-09-01,35.0,ND,28.0,14.0,14.0,33.0,61.0,61.0,75.0,48.0,48.0,54.0,67,14.0,23.0,20.0,14.0,40.0,31.0,0.0,0,59,37.0,18,26,72.0
3355,2015-10-01,92.0,ND,52.0,13.0,26.0,62.0,0.0,59.0,67.0,23.0,49.0,46.0,68,25.0,17.0,46.0,6.0,25.0,39.0,6.0,21,53,31.0,45,22,22.0
3356,2015-11-01,55.0,ND,36.0,0.0,40.0,0.0,0.0,57.0,66.0,69.0,76.0,41.0,38,26.0,9.0,44.0,7.0,25.0,40.0,6.0,22,51,33.0,28,41,0.0
3357,2015-12-01,65.0,ND,61.0,13.0,26.0,0.0,0.0,61.0,57.0,0.0,80.0,83.0,79,13.0,26.0,46.0,0.0,13.0,39.0,0.0,21,45,32.0,22,36,22.0
3358,2016-01-01,59.0,ND,66.0,11.0,43.0,26.0,0.0,52.0,77.0,0.0,64.0,60.0,43,43.0,14.0,33.0,0.0,31.0,49.0,5.0,0,50,100.0,46,61,19.0
3359,2016-02-01,42.0,ND,37.0,11.0,78.0,27.0,49.0,46.0,74.0,39.0,61.0,43.0,64,77.0,7.0,16.0,11.0,42.0,42.0,0.0,0,57,31.0,53,35,19.0
3360,2016-03-01,22.0,ND,50.0,11.0,42.0,0.0,0.0,51.0,84.0,19.0,55.0,65.0,52,31.0,19.0,30.0,5.0,41.0,40.0,14.0,34,57,26.0,14,31,37.0
3361,2016-04-01,45.0,ND,43.0,11.0,11.0,0.0,47.0,51.0,74.0,0.0,54.0,36.0,52,31.0,20.0,10.0,11.0,20.0,57.0,5.0,35,52,30.0,59,29,0.0
3362,2016-05-01,29.0,ND,46.0,11.0,23.0,55.0,50.0,42.0,76.0,20.0,37.0,51.0,84,34.0,17.0,11.0,0.0,66.0,52.0,5.0,19,63,49.0,30,38,0.0
3363,2016-06-01,31.0,ND,16.0,12.0,25.0,59.0,0.0,46.0,75.0,0.0,64.0,75.0,80,12.0,6.0,29.0,12.0,47.0,9.0,0.0,0,73,27.0,52,19,0.0
3364,2016-07-01,100.0,ND,32.0,0.0,24.0,0.0,52.0,44.0,78.0,21.0,65.0,30.0,82,71.0,4.0,23.0,0.0,80.0,27.0,5.0,0,68,40.0,57,33,0.0
3365,2016-08-01,69.0,ND,40.0,0.0,12.0,0.0,0.0,52.0,73.0,21.0,51.0,72.0,19,47.0,6.0,31.0,0.0,22.0,45.0,16.0,57,65,28.0,51,37,0.0
3366,2016-09-01,41.0,ND,37.0,11.0,33.0,26.0,0.0,36.0,71.0,0.0,46.0,45.0,44,21.0,23.0,18.0,5.0,20.0,32.0,14.0,52,56,20.0,37,20,18.0
3367,2016-10-01,53.0,ND,42.0,21.0,84.0,25.0,0.0,39.0,71.0,18.0,49.0,47.0,42,41.0,10.0,27.0,0.0,40.0,23.0,19.0,17,60,22.0,54,22,18.0
3368,2016-11-01,26.0,ND,35.0,0.0,51.0,0.0,0.0,37.0,57.0,18.0,64.0,75.0,66,61.0,17.0,27.0,5.0,10.0,31.0,14.0,17,52,24.0,49,25,18.0
3369,2016-12-01,68.0,ND,75.0,0.0,20.0,24.0,0.0,43.0,64.0,18.0,72.0,40.0,69,40.0,15.0,19.0,10.0,19.0,15.0,9.0,0,58,24.0,43,45,18.0
3370,2017-01-01,70.0,ND,33.0,10.0,40.0,0.0,0.0,41.0,91.0,35.0,58.0,41.0,60,49.0,11.0,16.0,15.0,28.0,7.0,40.0,16,60,28.0,59,44,34.0
3371,2017-02-01,57.0,ND,14.0,0.0,52.0,0.0,0.0,47.0,77.0,18.0,52.0,69.0,59,31.0,5.0,15.0,0.0,29.0,47.0,14.0,0,54,26.0,68,45,18.0
3372,2017-03-01,63.0,ND,63.0,9.0,38.0,45.0,0.0,44.0,78.0,16.0,50.0,57.0,49,19.0,12.0,9.0,0.0,45.0,35.0,13.0,15,62,21.0,76,38,32.0
3373,2017-04-01,29.0,ND,54.0,0.0,40.0,24.0,0.0,45.0,78.0,18.0,44.0,53.0,82,20.0,8.0,14.0,0.0,10.0,83.0,9.0,16,61,18.0,73,29,17.0
3374,2017-05-01,44.0,ND,64.0,10.0,63.0,0.0,46.0,40.0,82.0,37.0,30.0,53.0,47,31.0,23.0,17.0,0.0,50.0,47.0,38.0,34,63,27.0,54,24,0.0
3375,2017-06-01,63.0,ND,16.0,0.0,35.0,0.0,100.0,44.0,77.0,0.0,65.0,48.0,42,23.0,6.0,19.0,0.0,44.0,0.0,16.0,19,66,37.0,44,43,0.0
3376,2017-07-01,48.0,ND,23.0,0.0,57.0,28.0,51.0,43.0,77.0,100.0,50.0,45.0,97,79.0,15.0,24.0,0.0,33.0,9.0,10.0,0,58,36.0,97,16,0.0
3377,2017-08-01,47.0,ND,34.0,0.0,31.0,0.0,45.0,43.0,86.0,0.0,39.0,48.0,45,40.0,10.0,12.0,5.0,29.0,8.0,28.0,0,69,46.0,71,30,18.0
3378,2017-09-01,33.0,ND,20.0,10.0,40.0,48.0,0.0,49.0,63.0,53.0,36.0,53.0,64,50.0,10.0,14.0,0.0,38.0,52.0,14.0,0,64,27.0,55,8,0.0
3379,2017-10-01,24.0,ND,58.0,10.0,10.0,0.0,42.0,35.0,66.0,17.0,53.0,43.0,63,19.0,11.0,16.0,0.0,45.0,65.0,52.0,0,62,25.0,41,22,33.0
3380,2017-11-01,48.0,ND,13.0,9.0,28.0,23.0,0.0,44.0,69.0,17.0,71.0,58.0,58,84.0,14.0,9.0,0.0,36.0,21.0,17.0,0,65,24.0,65,36,16.0
3381,2017-12-01,44.0,ND,38.0,10.0,19.0,0.0,0.0,46.0,69.0,33.0,73.0,35.0,65,75.0,11.0,9.0,5.0,45.0,78.0,17.0,15,77,35.0,45,26,50.0
3382,2018-01-01,67.0,ND,12.0,18.0,46.0,64.0,0.0,39.0,84.0,16.0,64.0,63.0,62,18.0,14.0,15.0,0.0,25.0,87.0,37.0,14,63,40.0,76,58,0.0
3383,2018-02-01,40.0,ND,26.0,10.0,39.0,47.0,0.0,38.0,79.0,17.0,59.0,69.0,59,29.0,14.0,12.0,0.0,74.0,22.0,35.0,31,69,28.0,92,23,17.0
3384,2018-03-01,41.0,ND,24.0,9.0,80.0,21.0,0.0,38.0,73.0,16.0,59.0,37.0,32,70.0,12.0,23.0,0.0,59.0,47.0,48.0,29,68,33.0,73,26,31.0
3385,2018-04-01,54.0,ND,12.0,9.0,46.0,22.0,0.0,38.0,77.0,0.0,51.0,49.0,60,37.0,12.0,13.0,0.0,27.0,42.0,25.0,0,75,18.0,47,35,0.0
3386,2018-05-01,37.0,ND,66.0,10.0,59.0,24.0,0.0,35.0,78.0,17.0,50.0,44.0,75,29.0,8.0,26.0,0.0,9.0,7.0,22.0,0,76,25.0,55,22,0.0
3387,2018-06-01,61.0,ND,21.0,0.0,52.0,0.0,0.0,37.0,86.0,37.0,60.0,52.0,83,20.0,17.0,7.0,5.0,40.0,16.0,52.0,0,82,33.0,54,23,18.0
3388,2018-07-01,43.0,ND,21.0,20.0,41.0,49.0,0.0,37.0,86.0,18.0,43.0,37.0,50,51.0,7.0,12.0,0.0,39.0,8.0,51.0,0,87,27.0,57,37,0.0
3389,2018-08-01,58.0,ND,61.0,10.0,20.0,0.0,44.0,37.0,80.0,0.0,49.0,47.0,96,58.0,8.0,12.0,10.0,0.0,61.0,45.0,32,73,26.0,52,16,0.0
3390,2018-09-01,33.0,ND,27.0,10.0,69.0,0.0,0.0,29.0,70.0,0.0,43.0,38.0,64,39.0,10.0,9.0,0.0,47.0,45.0,62.0,16,70,34.0,50,8,0.0
3391,2018-10-01,63.0,ND,19.0,19.0,67.0,45.0,41.0,37.0,87.0,83.0,46.0,50.0,54,19.0,13.0,4.0,0.0,45.0,43.0,73.0,15,81,85.0,48,21,0.0
3392,2018-11-01,61.0,ND,20.0,10.0,19.0,23.0,0.0,39.0,67.0,34.0,60.0,53.0,43,94.0,10.0,11.0,0.0,19.0,29.0,56.0,15,75,27.0,70,30,0.0
3393,2018-12-01,71.0,ND,40.0,0.0,10.0,0.0,0.0,36.0,62.0,0.0,71.0,39.0,60,89.0,5.0,21.0,0.0,47.0,97.0,18.0,16,79,22.0,68,37,17.0
3394,2019-01-01,58.0,ND,25.0,0.0,56.0,22.0,40.0,35.0,84.0,0.0,61.0,20.0,67,27.0,5.0,24.0,0.0,44.0,42.0,100.0,0,72,26.0,100,31,16.0
3395,2011-01-01,50.0,OH,96.0,19.0,63.0,32.0,16.0,84.0,76.0,71.0,63.0,39.0,35,35.0,0.0,34.0,80.0,66.0,80.0,0.0,50,40,61.0,2,77,58.0
3396,2011-02-01,52.0,OH,100.0,11.0,72.0,33.0,17.0,85.0,69.0,57.0,54.0,45.0,100,22.0,0.0,31.0,81.0,83.0,71.0,0.0,45,44,45.0,1,59,50.0
3397,2011-03-01,45.0,OH,64.0,8.0,64.0,31.0,0.0,81.0,69.0,32.0,45.0,47.0,57,31.0,0.0,35.0,79.0,55.0,77.0,0.0,41,42,47.0,1,48,51.0
3398,2011-04-01,59.0,OH,76.0,8.0,100.0,25.0,16.0,78.0,69.0,54.0,46.0,37.0,44,23.0,0.0,39.0,70.0,88.0,65.0,0.0,14,42,41.0,3,51,100.0
3399,2011-05-01,60.0,OH,70.0,14.0,62.0,25.0,39.0,77.0,72.0,70.0,44.0,42.0,50,37.0,0.0,41.0,100.0,52.0,61.0,0.0,63,43,40.0,3,53,28.0
3400,2011-06-01,68.0,OH,65.0,7.0,45.0,7.0,26.0,80.0,76.0,36.0,49.0,53.0,44,21.0,0.0,49.0,75.0,45.0,62.0,0.0,46,44,39.0,4,51,72.0
