date,cornell,State
2015-04-05,9,HI
2015-04-12,4,HI
2015-04-19,8,HI
2015-04-26,6,HI
2015-05-03,12,HI
2015-05-10,2,HI
2015-05-17,4,HI
2015-05-24,4,HI
2015-05-31,6,HI
2015-06-07,2,HI
2015-06-14,10,HI
2015-06-21,4,HI
2015-06-28,3,HI
2015-07-05,3,HI
2015-07-12,0,HI
2015-07-19,3,HI
2015-07-26,0,HI
2015-08-02,10,HI
2015-08-09,12,HI
2015-08-16,5,HI
2015-08-23,5,HI
2015-08-30,5,HI
2015-09-06,5,HI
2015-09-13,7,HI
2015-09-20,0,HI
2015-09-27,2,HI
2015-10-04,3,HI
2015-10-11,0,HI
2015-10-18,10,HI
2015-10-25,7,HI
2015-11-01,2,HI
2015-11-08,12,HI
2015-11-15,0,HI
2015-11-22,0,HI
2015-11-29,2,HI
2015-12-06,2,HI
2015-12-13,5,HI
2015-12-20,5,HI
2015-12-27,0,HI
2016-01-03,6,HI
2016-01-10,4,HI
2016-01-17,2,HI
2016-01-24,0,HI
2016-01-31,2,HI
2016-02-07,6,HI
2016-02-14,6,HI
2016-02-21,4,HI
2016-02-28,2,HI
2016-03-06,8,HI
2016-03-13,0,HI
2016-03-20,8,HI
2016-03-27,2,HI
2016-04-03,2,HI
2016-04-10,0,HI
2016-04-17,4,HI
2016-04-24,2,HI
2016-05-01,4,HI
2016-05-08,0,HI
2016-05-15,0,HI
2016-05-22,2,HI
2016-05-29,4,HI
2016-06-05,8,HI
2016-06-12,0,HI
2016-06-19,6,HI
2016-06-26,4,HI
2016-07-03,6,HI
2016-07-10,2,HI
2016-07-17,6,HI
2016-07-24,0,HI
2016-07-31,2,HI
2016-08-07,4,HI
2016-08-14,4,HI
2016-08-21,6,HI
2016-08-28,0,HI
2016-09-04,4,HI
2016-09-11,2,HI
2016-09-18,9,HI
2016-09-25,6,HI
2016-10-02,0,HI
2016-10-09,2,HI
2016-10-16,4,HI
2016-10-23,10,HI
2016-10-30,4,HI
2016-11-06,0,HI
2016-11-13,2,HI
2016-11-20,4,HI
2016-11-27,5,HI
2016-12-04,5,HI
2016-12-11,0,HI
2016-12-18,9,HI
2016-12-25,0,HI
2017-01-01,7,HI
2017-01-08,2,HI
2017-01-15,3,HI
2017-01-22,0,HI
2017-01-29,4,HI
2017-02-05,2,HI
2017-02-12,5,HI
2017-02-19,3,HI
2017-02-26,7,HI
2017-03-05,7,HI
2017-03-12,0,HI
2017-03-19,5,HI
2017-03-26,4,HI
2017-04-02,5,HI
2017-04-09,3,HI
2017-04-16,5,HI
2017-04-23,2,HI
2017-04-30,3,HI
2017-05-07,2,HI
2017-05-14,100,HI
2017-05-21,37,HI
2017-05-28,8,HI
2017-06-04,16,HI
2017-06-11,4,HI
2017-06-18,2,HI
2017-06-25,4,HI
2017-07-02,0,HI
2017-07-09,4,HI
2017-07-16,17,HI
2017-07-23,13,HI
2017-07-30,9,HI
2017-08-06,11,HI
2017-08-13,6,HI
2017-08-20,5,HI
2017-08-27,11,HI
2017-09-03,4,HI
2017-09-10,3,HI
2017-09-17,7,HI
2017-09-24,4,HI
2017-10-01,4,HI
2017-10-08,6,HI
2017-10-15,4,HI
2017-10-22,2,HI
2017-10-29,5,HI
2017-11-05,2,HI
2017-11-12,5,HI
2017-11-19,0,HI
2017-11-26,2,HI
2017-12-03,0,HI
2017-12-10,4,HI
2017-12-17,11,HI
2017-12-24,4,HI
2017-12-31,2,HI
2018-01-07,7,HI
2018-01-14,4,HI
2018-01-21,7,HI
2018-01-28,2,HI
2018-02-04,2,HI
2018-02-11,0,HI
2018-02-18,2,HI
2018-02-25,10,HI
2018-03-04,3,HI
2018-03-11,2,HI
2018-03-18,7,HI
2018-03-25,7,HI
2018-04-01,0,HI
2018-04-08,3,HI
2018-04-15,2,HI
2018-04-22,2,HI
2018-04-29,3,HI
2018-05-06,0,HI
2018-05-13,5,HI
2018-05-20,2,HI
2018-05-27,0,HI
2018-06-03,2,HI
2018-06-10,2,HI
2018-06-17,7,HI
2018-06-24,0,HI
2018-07-01,2,HI
2018-07-08,2,HI
2018-07-15,4,HI
2018-07-22,4,HI
2018-07-29,5,HI
2018-08-05,2,HI
2018-08-12,0,HI
2018-08-19,3,HI
2018-08-26,4,HI
2018-09-02,4,HI
2018-09-09,4,HI
2018-09-16,2,HI
2018-09-23,0,HI
2018-09-30,4,HI
2018-10-07,6,HI
2018-10-14,0,HI
2018-10-21,6,HI
2018-10-28,8,HI
2018-11-04,2,HI
2018-11-11,0,HI
2018-11-18,7,HI
2018-11-25,5,HI
2018-12-02,4,HI
2018-12-09,2,HI
2018-12-16,0,HI
2018-12-23,2,HI
2018-12-30,2,HI
2015-01-04,3,ID
2015-01-11,3,ID
2015-01-18,3,ID
2015-01-25,2,ID
2015-02-01,2,ID
2015-02-08,3,ID
2015-02-15,3,ID
2015-02-22,3,ID
2015-03-01,2,ID
2015-03-08,3,ID
2015-03-15,3,ID
2015-03-22,4,ID
2015-03-29,0,ID
2015-04-05,5,ID
2015-04-12,2,ID
2015-04-19,3,ID
2015-04-26,0,ID
2015-05-03,2,ID
2015-05-10,2,ID
2015-05-17,5,ID
2015-05-24,2,ID
2015-05-31,2,ID
2015-06-07,2,ID
2015-06-14,0,ID
2015-06-21,2,ID
2015-06-28,3,ID
2015-07-05,3,ID
2015-07-12,2,ID
2015-07-19,0,ID
2015-07-26,2,ID
2015-08-02,0,ID
2015-08-09,0,ID
2015-08-16,2,ID
2015-08-23,0,ID
2015-08-30,0,ID
2015-09-06,2,ID
2015-09-13,3,ID
2015-09-20,2,ID
2015-09-27,3,ID
2015-10-04,0,ID
2015-10-11,3,ID
2015-10-18,4,ID
2015-10-25,0,ID
2015-11-01,3,ID
2015-11-08,1,ID
2015-11-15,1,ID
2015-11-22,0,ID
2015-11-29,5,ID
2015-12-06,4,ID
2015-12-13,4,ID
2015-12-20,5,ID
2015-12-27,3,ID
2016-01-03,1,ID
2016-01-10,4,ID
2016-01-17,4,ID
2016-01-24,0,ID
2016-01-31,3,ID
2016-02-07,1,ID
2016-02-14,0,ID
2016-02-21,1,ID
2016-02-28,0,ID
2016-03-06,2,ID
2016-03-13,0,ID
2016-03-20,3,ID
2016-03-27,5,ID
2016-04-03,3,ID
2016-04-10,0,ID
2016-04-17,4,ID
2016-04-24,4,ID
2016-05-01,1,ID
2016-05-08,0,ID
2016-05-15,4,ID
2016-05-22,5,ID
2016-05-29,1,ID
2016-06-05,0,ID
2016-06-12,0,ID
2016-06-19,1,ID
2016-06-26,3,ID
2016-07-03,0,ID
2016-07-10,3,ID
2016-07-17,3,ID
2016-07-24,0,ID
2016-07-31,1,ID
2016-08-07,1,ID
2016-08-14,6,ID
2016-08-21,5,ID
2016-08-28,4,ID
2016-09-04,3,ID
2016-09-11,4,ID
2016-09-18,2,ID
2016-09-25,1,ID
2016-10-02,1,ID
2016-10-09,2,ID
2016-10-16,0,ID
2016-10-23,2,ID
2016-10-30,1,ID
2016-11-06,4,ID
2016-11-13,1,ID
2016-11-20,1,ID
2016-11-27,2,ID
2016-12-04,5,ID
2016-12-11,1,ID
2016-12-18,0,ID
2016-12-25,1,ID
2017-01-01,1,ID
2017-01-08,0,ID
2017-01-15,1,ID
2017-01-22,3,ID
2017-01-29,1,ID
2017-02-05,0,ID
2017-02-12,2,ID
2017-02-19,3,ID
2017-02-26,1,ID
2017-03-05,0,ID
2017-03-12,0,ID
2017-03-19,1,ID
2017-03-26,0,ID
2017-04-02,0,ID
2017-04-09,1,ID
2017-04-16,1,ID
2017-04-23,0,ID
2017-04-30,0,ID
2017-05-07,2,ID
2017-05-14,100,ID
2017-05-21,11,ID
2017-05-28,9,ID
2017-06-04,5,ID
2017-06-11,0,ID
2017-06-18,4,ID
2017-06-25,0,ID
2017-07-02,4,ID
2017-07-09,2,ID
2017-07-16,17,ID
2017-07-23,5,ID
2017-07-30,5,ID
2017-08-06,1,ID
2017-08-13,6,ID
2017-08-20,7,ID
2017-08-27,2,ID
2017-09-03,1,ID
2017-09-10,4,ID
2017-09-17,2,ID
2017-09-24,6,ID
2017-10-01,0,ID
2017-10-08,0,ID
2017-10-15,1,ID
2017-10-22,3,ID
2017-10-29,2,ID
2017-11-05,1,ID
2017-11-12,0,ID
2017-11-19,0,ID
2017-11-26,2,ID
2017-12-03,1,ID
2017-12-10,1,ID
2017-12-17,3,ID
2017-12-24,0,ID
2017-12-31,4,ID
2018-01-07,3,ID
2018-01-14,2,ID
2018-01-21,1,ID
2018-01-28,2,ID
2018-02-04,3,ID
2018-02-11,4,ID
2018-02-18,3,ID
2018-02-25,2,ID
2018-03-04,2,ID
2018-03-11,1,ID
2018-03-18,1,ID
2018-03-25,1,ID
2018-04-01,7,ID
2018-04-08,2,ID
2018-04-15,3,ID
2018-04-22,4,ID
2018-04-29,1,ID
2018-05-06,1,ID
2018-05-13,2,ID
2018-05-20,3,ID
2018-05-27,2,ID
2018-06-03,3,ID
2018-06-10,2,ID
2018-06-17,0,ID
2018-06-24,1,ID
2018-07-01,3,ID
2018-07-08,0,ID
2018-07-15,2,ID
2018-07-22,1,ID
2018-07-29,1,ID
2018-08-05,1,ID
2018-08-12,2,ID
2018-08-19,1,ID
2018-08-26,2,ID
2018-09-02,2,ID
2018-09-09,2,ID
2018-09-16,0,ID
2018-09-23,1,ID
2018-09-30,5,ID
2018-10-07,0,ID
2018-10-14,2,ID
2018-10-21,0,ID
2018-10-28,1,ID
2018-11-04,2,ID
2018-11-11,0,ID
2018-11-18,1,ID
2018-11-25,0,ID
2018-12-02,2,ID
2018-12-09,2,ID
2018-12-16,1,ID
2018-12-23,1,ID
2018-12-30,2,ID
2015-01-04,4,IL
2015-01-11,3,IL
2015-01-18,4,IL
2015-01-25,3,IL
2015-02-01,3,IL
2015-02-08,3,IL
2015-02-15,3,IL
2015-02-22,3,IL
2015-03-01,3,IL
2015-03-08,4,IL
2015-03-15,3,IL
2015-03-22,3,IL
2015-03-29,3,IL
2015-04-05,3,IL
2015-04-12,2,IL
2015-04-19,4,IL
2015-04-26,3,IL
2015-05-03,4,IL
2015-05-10,4,IL
2015-05-17,4,IL
2015-05-24,3,IL
2015-05-31,4,IL
2015-06-07,3,IL
2015-06-14,3,IL
2015-06-21,1,IL
2015-06-28,3,IL
2015-07-05,3,IL
2015-07-12,3,IL
2015-07-19,3,IL
2015-07-26,3,IL
2015-08-02,3,IL
2015-08-09,3,IL
2015-08-16,3,IL
2015-08-23,3,IL
2015-08-30,3,IL
2015-09-06,3,IL
2015-09-13,3,IL
2015-09-20,3,IL
2015-09-27,4,IL
2015-10-04,5,IL
2015-10-11,3,IL
2015-10-18,4,IL
2015-10-25,3,IL
2015-11-01,3,IL
2015-11-08,3,IL
2015-11-15,3,IL
2015-11-22,2,IL
2015-11-29,3,IL
2015-12-06,3,IL
2015-12-13,3,IL
2015-12-20,3,IL
2015-12-27,3,IL
2016-01-03,4,IL
2016-01-10,3,IL
2016-01-17,3,IL
2016-01-24,3,IL
2016-01-31,4,IL
2016-02-07,2,IL
2016-02-14,2,IL
2016-02-21,3,IL
2016-02-28,3,IL
2016-03-06,3,IL
2016-03-13,3,IL
2016-03-20,2,IL
2016-03-27,5,IL
2016-04-03,3,IL
2016-04-10,3,IL
2016-04-17,3,IL
2016-04-24,3,IL
2016-05-01,3,IL
2016-05-08,3,IL
2016-05-15,2,IL
2016-05-22,3,IL
2016-05-29,3,IL
2016-06-05,4,IL
2016-06-12,5,IL
2016-06-19,4,IL
2016-06-26,3,IL
2016-07-03,4,IL
2016-07-10,3,IL
2016-07-17,3,IL
2016-07-24,3,IL
2016-07-31,3,IL
2016-08-07,2,IL
2016-08-14,2,IL
2016-08-21,3,IL
2016-08-28,3,IL
2016-09-04,4,IL
2016-09-11,3,IL
2016-09-18,3,IL
2016-09-25,4,IL
2016-10-02,3,IL
2016-10-09,3,IL
2016-10-16,3,IL
2016-10-23,3,IL
2016-10-30,3,IL
2016-11-06,2,IL
2016-11-13,2,IL
2016-11-20,3,IL
2016-11-27,4,IL
2016-12-04,5,IL
2016-12-11,3,IL
2016-12-18,3,IL
2016-12-25,3,IL
2017-01-01,3,IL
2017-01-08,2,IL
2017-01-15,4,IL
2017-01-22,4,IL
2017-01-29,2,IL
2017-02-05,2,IL
2017-02-12,4,IL
2017-02-19,4,IL
2017-02-26,3,IL
2017-03-05,3,IL
2017-03-12,4,IL
2017-03-19,3,IL
2017-03-26,4,IL
2017-04-02,3,IL
2017-04-09,3,IL
2017-04-16,3,IL
2017-04-23,3,IL
2017-04-30,3,IL
2017-05-07,3,IL
2017-05-14,100,IL
2017-05-21,24,IL
2017-05-28,12,IL
2017-06-04,5,IL
2017-06-11,5,IL
2017-06-18,3,IL
2017-06-25,4,IL
2017-07-02,3,IL
2017-07-09,5,IL
2017-07-16,17,IL
2017-07-23,6,IL
2017-07-30,7,IL
2017-08-06,5,IL
2017-08-13,4,IL
2017-08-20,3,IL
2017-08-27,4,IL
2017-09-03,3,IL
2017-09-10,4,IL
2017-09-17,4,IL
2017-09-24,4,IL
2017-10-01,3,IL
2017-10-08,4,IL
2017-10-15,4,IL
2017-10-22,4,IL
2017-10-29,4,IL
2017-11-05,3,IL
2017-11-12,4,IL
2017-11-19,3,IL
2017-11-26,4,IL
2017-12-03,4,IL
2017-12-10,4,IL
2017-12-17,4,IL
2017-12-24,3,IL
2017-12-31,3,IL
2018-01-07,4,IL
2018-01-14,3,IL
2018-01-21,4,IL
2018-01-28,4,IL
2018-02-04,3,IL
2018-02-11,3,IL
2018-02-18,3,IL
2018-02-25,4,IL
2018-03-04,3,IL
2018-03-11,3,IL
2018-03-18,4,IL
2018-03-25,3,IL
2018-04-01,3,IL
2018-04-08,3,IL
2018-04-15,3,IL
2018-04-22,3,IL
2018-04-29,4,IL
2018-05-06,5,IL
2018-05-13,5,IL
2018-05-20,5,IL
2018-05-27,3,IL
2018-06-03,4,IL
2018-06-10,3,IL
2018-06-17,3,IL
2018-06-24,3,IL
2018-07-01,4,IL
2018-07-08,3,IL
2018-07-15,3,IL
2018-07-22,2,IL
2018-07-29,3,IL
2018-08-05,3,IL
2018-08-12,4,IL
2018-08-19,2,IL
2018-08-26,3,IL
2018-09-02,4,IL
2018-09-09,3,IL
2018-09-16,3,IL
2018-09-23,3,IL
2018-09-30,4,IL
2018-10-07,4,IL
2018-10-14,3,IL
2018-10-21,4,IL
2018-10-28,4,IL
2018-11-04,3,IL
2018-11-11,4,IL
2018-11-18,2,IL
2018-11-25,3,IL
2018-12-02,4,IL
2018-12-09,3,IL
2018-12-16,2,IL
2018-12-23,3,IL
2018-12-30,3,IL
2015-01-04,1,IN
2015-01-11,3,IN
2015-01-18,1,IN
2015-01-25,2,IN
2015-02-01,3,IN
2015-02-08,1,IN
2015-02-15,2,IN
2015-02-22,2,IN
2015-03-01,2,IN
2015-03-08,3,IN
2015-03-15,2,IN
2015-03-22,4,IN
2015-03-29,1,IN
2015-04-05,3,IN
2015-04-12,3,IN
2015-04-19,2,IN
2015-04-26,2,IN
2015-05-03,6,IN
2015-05-10,1,IN
2015-05-17,2,IN
2015-05-24,2,IN
2015-05-31,3,IN
2015-06-07,2,IN
2015-06-14,2,IN
2015-06-21,2,IN
2015-06-28,1,IN
2015-07-05,3,IN
2015-07-12,0,IN
2015-07-19,2,IN
2015-07-26,1,IN
2015-08-02,0,IN
2015-08-09,4,IN
2015-08-16,3,IN
2015-08-23,3,IN
2015-08-30,3,IN
2015-09-06,2,IN
2015-09-13,0,IN
2015-09-20,1,IN
2015-09-27,1,IN
2015-10-04,2,IN
2015-10-11,3,IN
2015-10-18,3,IN
2015-10-25,3,IN
2015-11-01,3,IN
2015-11-08,4,IN
2015-11-15,1,IN
2015-11-22,2,IN
2015-11-29,1,IN
2015-12-06,2,IN
2015-12-13,0,IN
2015-12-20,1,IN
2015-12-27,2,IN
2016-01-03,2,IN
2016-01-10,2,IN
2016-01-17,1,IN
2016-01-24,2,IN
2016-01-31,2,IN
2016-02-07,2,IN
2016-02-14,2,IN
2016-02-21,1,IN
2016-02-28,2,IN
2016-03-06,2,IN
2016-03-13,3,IN
2016-03-20,2,IN
2016-03-27,3,IN
2016-04-03,3,IN
2016-04-10,2,IN
2016-04-17,2,IN
2016-04-24,3,IN
2016-05-01,2,IN
2016-05-08,0,IN
2016-05-15,1,IN
2016-05-22,1,IN
2016-05-29,2,IN
2016-06-05,1,IN
2016-06-12,2,IN
2016-06-19,2,IN
2016-06-26,3,IN
2016-07-03,3,IN
2016-07-10,2,IN
2016-07-17,2,IN
2016-07-24,2,IN
2016-07-31,2,IN
2016-08-07,1,IN
2016-08-14,2,IN
2016-08-21,2,IN
2016-08-28,3,IN
2016-09-04,2,IN
2016-09-11,2,IN
2016-09-18,1,IN
2016-09-25,1,IN
2016-10-02,1,IN
2016-10-09,1,IN
2016-10-16,1,IN
2016-10-23,3,IN
2016-10-30,2,IN
2016-11-06,1,IN
2016-11-13,2,IN
2016-11-20,1,IN
2016-11-27,3,IN
2016-12-04,2,IN
2016-12-11,1,IN
2016-12-18,2,IN
2016-12-25,1,IN
2017-01-01,2,IN
2017-01-08,2,IN
2017-01-15,2,IN
2017-01-22,1,IN
2017-01-29,1,IN
2017-02-05,2,IN
2017-02-12,3,IN
2017-02-19,1,IN
2017-02-26,1,IN
2017-03-05,1,IN
2017-03-12,1,IN
2017-03-19,2,IN
2017-03-26,1,IN
2017-04-02,2,IN
2017-04-09,2,IN
2017-04-16,2,IN
2017-04-23,0,IN
2017-04-30,2,IN
2017-05-07,2,IN
2017-05-14,100,IN
2017-05-21,23,IN
2017-05-28,8,IN
2017-06-04,6,IN
2017-06-11,3,IN
2017-06-18,3,IN
2017-06-25,6,IN
2017-07-02,2,IN
2017-07-09,3,IN
2017-07-16,14,IN
2017-07-23,2,IN
2017-07-30,3,IN
2017-08-06,4,IN
2017-08-13,3,IN
2017-08-20,3,IN
2017-08-27,2,IN
2017-09-03,2,IN
2017-09-10,2,IN
2017-09-17,2,IN
2017-09-24,1,IN
2017-10-01,3,IN
2017-10-08,2,IN
2017-10-15,1,IN
2017-10-22,2,IN
2017-10-29,3,IN
2017-11-05,2,IN
2017-11-12,3,IN
2017-11-19,2,IN
2017-11-26,3,IN
2017-12-03,2,IN
2017-12-10,2,IN
2017-12-17,1,IN
2017-12-24,2,IN
2017-12-31,2,IN
2018-01-07,1,IN
2018-01-14,2,IN
2018-01-21,2,IN
2018-01-28,2,IN
2018-02-04,3,IN
2018-02-11,1,IN
2018-02-18,2,IN
2018-02-25,2,IN
2018-03-04,1,IN
2018-03-11,2,IN
2018-03-18,1,IN
2018-03-25,2,IN
2018-04-01,2,IN
2018-04-08,2,IN
2018-04-15,2,IN
2018-04-22,2,IN
2018-04-29,3,IN
2018-05-06,3,IN
2018-05-13,2,IN
2018-05-20,3,IN
2018-05-27,2,IN
2018-06-03,2,IN
2018-06-10,2,IN
2018-06-17,2,IN
2018-06-24,1,IN
2018-07-01,3,IN
2018-07-08,2,IN
2018-07-15,3,IN
2018-07-22,2,IN
2018-07-29,2,IN
2018-08-05,2,IN
2018-08-12,3,IN
2018-08-19,3,IN
2018-08-26,2,IN
2018-09-02,4,IN
2018-09-09,2,IN
2018-09-16,2,IN
2018-09-23,2,IN
2018-09-30,2,IN
2018-10-07,2,IN
2018-10-14,3,IN
2018-10-21,2,IN
2018-10-28,3,IN
2018-11-04,1,IN
2018-11-11,2,IN
2018-11-18,2,IN
2018-11-25,2,IN
2018-12-02,1,IN
2018-12-09,2,IN
2018-12-16,1,IN
2018-12-23,1,IN
2018-12-30,2,IN
2015-01-04,6,IA
2015-01-11,6,IA
2015-01-18,9,IA
2015-01-25,9,IA
2015-02-01,5,IA
2015-02-08,9,IA
2015-02-15,3,IA
2015-02-22,6,IA
2015-03-01,7,IA
2015-03-08,8,IA
2015-03-15,8,IA
2015-03-22,12,IA
2015-03-29,9,IA
2015-04-05,5,IA
2015-04-12,10,IA
2015-04-19,7,IA
2015-04-26,9,IA
2015-05-03,6,IA
2015-05-10,4,IA
2015-05-17,2,IA
2015-05-24,8,IA
2015-05-31,3,IA
2015-06-07,5,IA
2015-06-14,6,IA
2015-06-21,3,IA
2015-06-28,7,IA
2015-07-05,5,IA
2015-07-12,1,IA
2015-07-19,5,IA
2015-07-26,5,IA
2015-08-02,6,IA
2015-08-09,1,IA
2015-08-16,6,IA
2015-08-23,13,IA
2015-08-30,8,IA
2015-09-06,5,IA
2015-09-13,8,IA
2015-09-20,3,IA
2015-09-27,7,IA
2015-10-04,5,IA
2015-10-11,9,IA
2015-10-18,11,IA
2015-10-25,6,IA
2015-11-01,10,IA
2015-11-08,7,IA
2015-11-15,4,IA
2015-11-22,6,IA
2015-11-29,8,IA
2015-12-06,3,IA
2015-12-13,5,IA
2015-12-20,3,IA
2015-12-27,8,IA
2016-01-03,6,IA
2016-01-10,13,IA
2016-01-17,9,IA
2016-01-24,5,IA
2016-01-31,5,IA
2016-02-07,3,IA
2016-02-14,6,IA
2016-02-21,7,IA
2016-02-28,6,IA
2016-03-06,4,IA
2016-03-13,6,IA
2016-03-20,5,IA
2016-03-27,8,IA
2016-04-03,10,IA
2016-04-10,10,IA
2016-04-17,8,IA
2016-04-24,10,IA
2016-05-01,5,IA
2016-05-08,4,IA
2016-05-15,3,IA
2016-05-22,2,IA
2016-05-29,2,IA
2016-06-05,5,IA
2016-06-12,4,IA
2016-06-19,4,IA
2016-06-26,3,IA
2016-07-03,5,IA
2016-07-10,7,IA
2016-07-17,5,IA
2016-07-24,4,IA
2016-07-31,6,IA
2016-08-07,4,IA
2016-08-14,5,IA
2016-08-21,6,IA
2016-08-28,5,IA
2016-09-04,11,IA
2016-09-11,7,IA
2016-09-18,3,IA
2016-09-25,8,IA
2016-10-02,7,IA
2016-10-09,10,IA
2016-10-16,5,IA
2016-10-23,4,IA
2016-10-30,8,IA
2016-11-06,10,IA
2016-11-13,3,IA
2016-11-20,8,IA
2016-11-27,6,IA
2016-12-04,3,IA
2016-12-11,5,IA
2016-12-18,3,IA
2016-12-25,0,IA
2017-01-01,4,IA
2017-01-08,6,IA
2017-01-15,5,IA
2017-01-22,7,IA
2017-01-29,12,IA
2017-02-05,7,IA
2017-02-12,4,IA
2017-02-19,8,IA
2017-02-26,2,IA
2017-03-05,5,IA
2017-03-12,7,IA
2017-03-19,7,IA
2017-03-26,5,IA
2017-04-02,8,IA
2017-04-09,7,IA
2017-04-16,6,IA
2017-04-23,7,IA
2017-04-30,6,IA
2017-05-07,8,IA
2017-05-14,100,IA
2017-05-21,26,IA
2017-05-28,15,IA
2017-06-04,9,IA
2017-06-11,9,IA
2017-06-18,2,IA
2017-06-25,2,IA
2017-07-02,3,IA
2017-07-09,2,IA
2017-07-16,19,IA
2017-07-23,6,IA
2017-07-30,8,IA
2017-08-06,5,IA
2017-08-13,8,IA
2017-08-20,4,IA
2017-08-27,10,IA
2017-09-03,8,IA
2017-09-10,7,IA
2017-09-17,11,IA
2017-09-24,7,IA
2017-10-01,7,IA
2017-10-08,6,IA
2017-10-15,8,IA
2017-10-22,5,IA
2017-10-29,3,IA
2017-11-05,8,IA
2017-11-12,4,IA
2017-11-19,4,IA
2017-11-26,8,IA
2017-12-03,6,IA
2017-12-10,7,IA
2017-12-17,8,IA
2017-12-24,4,IA
2017-12-31,7,IA
2018-01-07,1,IA
2018-01-14,12,IA
2018-01-21,4,IA
2018-01-28,4,IA
2018-02-04,7,IA
2018-02-11,6,IA
2018-02-18,7,IA
2018-02-25,7,IA
2018-03-04,7,IA
2018-03-11,6,IA
2018-03-18,4,IA
2018-03-25,7,IA
2018-04-01,7,IA
2018-04-08,8,IA
2018-04-15,6,IA
2018-04-22,9,IA
2018-04-29,7,IA
2018-05-06,3,IA
2018-05-13,3,IA
2018-05-20,5,IA
2018-05-27,3,IA
2018-06-03,4,IA
2018-06-10,6,IA
2018-06-17,5,IA
2018-06-24,5,IA
2018-07-01,5,IA
2018-07-08,5,IA
2018-07-15,6,IA
2018-07-22,4,IA
2018-07-29,6,IA
2018-08-05,7,IA
2018-08-12,8,IA
2018-08-19,7,IA
2018-08-26,4,IA
2018-09-02,5,IA
2018-09-09,10,IA
2018-09-16,5,IA
2018-09-23,9,IA
2018-09-30,3,IA
2018-10-07,6,IA
2018-10-14,11,IA
2018-10-21,3,IA
2018-10-28,7,IA
2018-11-04,4,IA
2018-11-11,5,IA
2018-11-18,2,IA
2018-11-25,4,IA
2018-12-02,5,IA
2018-12-09,5,IA
2018-12-16,6,IA
2018-12-23,6,IA
2018-12-30,4,IA
2015-01-04,0,KS
2015-01-11,3,KS
2015-01-18,0,KS
2015-01-25,1,KS
2015-02-01,1,KS
2015-02-08,2,KS
2015-02-15,3,KS
2015-02-22,3,KS
2015-03-01,3,KS
2015-03-08,4,KS
2015-03-15,2,KS
2015-03-22,4,KS
2015-03-29,5,KS
2015-04-05,3,KS
2015-04-12,2,KS
2015-04-19,1,KS
2015-04-26,4,KS
2015-05-03,4,KS
2015-05-10,1,KS
2015-05-17,0,KS
2015-05-24,1,KS
2015-05-31,2,KS
2015-06-07,2,KS
2015-06-14,0,KS
2015-06-21,7,KS
2015-06-28,5,KS
2015-07-05,2,KS
2015-07-12,0,KS
2015-07-19,2,KS
2015-07-26,6,KS
2015-08-02,2,KS
2015-08-09,3,KS
2015-08-16,9,KS
2015-08-23,3,KS
2015-08-30,1,KS
2015-09-06,1,KS
2015-09-13,3,KS
2015-09-20,7,KS
2015-09-27,5,KS
2015-10-04,5,KS
2015-10-11,3,KS
2015-10-18,1,KS
2015-10-25,3,KS
2015-11-01,2,KS
2015-11-08,2,KS
2015-11-15,3,KS
2015-11-22,2,KS
2015-11-29,2,KS
2015-12-06,2,KS
2015-12-13,0,KS
2015-12-20,1,KS
2015-12-27,0,KS
2016-01-03,2,KS
2016-01-10,3,KS
2016-01-17,2,KS
2016-01-24,2,KS
2016-01-31,3,KS
2016-02-07,3,KS
2016-02-14,2,KS
2016-02-21,4,KS
2016-02-28,1,KS
2016-03-06,4,KS
2016-03-13,1,KS
2016-03-20,3,KS
2016-03-27,4,KS
2016-04-03,2,KS
2016-04-10,4,KS
2016-04-17,3,KS
2016-04-24,5,KS
2016-05-01,2,KS
2016-05-08,1,KS
2016-05-15,2,KS
2016-05-22,2,KS
2016-05-29,1,KS
2016-06-05,2,KS
2016-06-12,0,KS
2016-06-19,1,KS
2016-06-26,1,KS
2016-07-03,3,KS
2016-07-10,5,KS
2016-07-17,0,KS
2016-07-24,2,KS
2016-07-31,1,KS
2016-08-07,3,KS
2016-08-14,5,KS
2016-08-21,4,KS
2016-08-28,2,KS
2016-09-04,5,KS
2016-09-11,4,KS
2016-09-18,1,KS
2016-09-25,2,KS
2016-10-02,1,KS
2016-10-09,1,KS
2016-10-16,3,KS
2016-10-23,1,KS
2016-10-30,4,KS
2016-11-06,1,KS
2016-11-13,1,KS
2016-11-20,0,KS
2016-11-27,1,KS
2016-12-04,3,KS
2016-12-11,2,KS
2016-12-18,1,KS
2016-12-25,2,KS
2017-01-01,4,KS
2017-01-08,4,KS
2017-01-15,2,KS
2017-01-22,2,KS
2017-01-29,1,KS
2017-02-05,1,KS
2017-02-12,3,KS
2017-02-19,2,KS
2017-02-26,1,KS
2017-03-05,3,KS
2017-03-12,3,KS
2017-03-19,3,KS
2017-03-26,3,KS
2017-04-02,3,KS
2017-04-09,1,KS
2017-04-16,2,KS
2017-04-23,2,KS
2017-04-30,1,KS
2017-05-07,5,KS
2017-05-14,100,KS
2017-05-21,19,KS
2017-05-28,7,KS
2017-06-04,3,KS
2017-06-11,2,KS
2017-06-18,3,KS
2017-06-25,6,KS
2017-07-02,1,KS
2017-07-09,2,KS
2017-07-16,15,KS
2017-07-23,4,KS
