date,cornell,State
2016-12-11,4,CO
2016-12-18,2,CO
2016-12-25,2,CO
2017-01-01,2,CO
2017-01-08,6,CO
2017-01-15,2,CO
2017-01-22,2,CO
2017-01-29,4,CO
2017-02-05,1,CO
2017-02-12,4,CO
2017-02-19,2,CO
2017-02-26,3,CO
2017-03-05,3,CO
2017-03-12,2,CO
2017-03-19,3,CO
2017-03-26,3,CO
2017-04-02,3,CO
2017-04-09,2,CO
2017-04-16,2,CO
2017-04-23,4,CO
2017-04-30,3,CO
2017-05-07,2,CO
2017-05-14,100,CO
2017-05-21,20,CO
2017-05-28,8,CO
2017-06-04,5,CO
2017-06-11,4,CO
2017-06-18,3,CO
2017-06-25,2,CO
2017-07-02,3,CO
2017-07-09,4,CO
2017-07-16,13,CO
2017-07-23,6,CO
2017-07-30,5,CO
2017-08-06,3,CO
2017-08-13,3,CO
2017-08-20,3,CO
2017-08-27,2,CO
2017-09-03,3,CO
2017-09-10,2,CO
2017-09-17,4,CO
2017-09-24,3,CO
2017-10-01,4,CO
2017-10-08,2,CO
2017-10-15,1,CO
2017-10-22,3,CO
2017-10-29,4,CO
2017-11-05,2,CO
2017-11-12,2,CO
2017-11-19,2,CO
2017-11-26,3,CO
2017-12-03,4,CO
2017-12-10,3,CO
2017-12-17,3,CO
2017-12-24,3,CO
2017-12-31,4,CO
2018-01-07,4,CO
2018-01-14,2,CO
2018-01-21,3,CO
2018-01-28,2,CO
2018-02-04,3,CO
2018-02-11,3,CO
2018-02-18,3,CO
2018-02-25,2,CO
2018-03-04,4,CO
2018-03-11,3,CO
2018-03-18,1,CO
2018-03-25,3,CO
2018-04-01,2,CO
2018-04-08,2,CO
2018-04-15,2,CO
2018-04-22,3,CO
2018-04-29,2,CO
2018-05-06,3,CO
2018-05-13,4,CO
2018-05-20,2,CO
2018-05-27,2,CO
2018-06-03,3,CO
2018-06-10,3,CO
2018-06-17,2,CO
2018-06-24,3,CO
2018-07-01,1,CO
2018-07-08,1,CO
2018-07-15,1,CO
2018-07-22,3,CO
2018-07-29,3,CO
2018-08-05,3,CO
2018-08-12,3,CO
2018-08-19,3,CO
2018-08-26,3,CO
2018-09-02,2,CO
2018-09-09,4,CO
2018-09-16,3,CO
2018-09-23,2,CO
2018-09-30,2,CO
2018-10-07,4,CO
2018-10-14,2,CO
2018-10-21,2,CO
2018-10-28,3,CO
2018-11-04,1,CO
2018-11-11,3,CO
2018-11-18,3,CO
2018-11-25,4,CO
2018-12-02,2,CO
2018-12-09,4,CO
2018-12-16,3,CO
2018-12-23,3,CO
2018-12-30,2,CO
2015-01-04,9,CT
2015-01-11,4,CT
2015-01-18,8,CT
2015-01-25,8,CT
2015-02-01,6,CT
2015-02-08,9,CT
2015-02-15,9,CT
2015-02-22,6,CT
2015-03-01,10,CT
2015-03-08,8,CT
2015-03-15,7,CT
2015-03-22,10,CT
2015-03-29,10,CT
2015-04-05,7,CT
2015-04-12,4,CT
2015-04-19,6,CT
2015-04-26,12,CT
2015-05-03,11,CT
2015-05-10,10,CT
2015-05-17,10,CT
2015-05-24,10,CT
2015-05-31,5,CT
2015-06-07,8,CT
2015-06-14,6,CT
2015-06-21,8,CT
2015-06-28,7,CT
2015-07-05,5,CT
2015-07-12,5,CT
2015-07-19,11,CT
2015-07-26,12,CT
2015-08-02,7,CT
2015-08-09,10,CT
2015-08-16,11,CT
2015-08-23,6,CT
2015-08-30,6,CT
2015-09-06,8,CT
2015-09-13,8,CT
2015-09-20,8,CT
2015-09-27,9,CT
2015-10-04,6,CT
2015-10-11,6,CT
2015-10-18,7,CT
2015-10-25,8,CT
2015-11-01,7,CT
2015-11-08,9,CT
2015-11-15,5,CT
2015-11-22,6,CT
2015-11-29,6,CT
2015-12-06,5,CT
2015-12-13,6,CT
2015-12-20,8,CT
2015-12-27,5,CT
2016-01-03,6,CT
2016-01-10,7,CT
2016-01-17,5,CT
2016-01-24,8,CT
2016-01-31,6,CT
2016-02-07,7,CT
2016-02-14,4,CT
2016-02-21,7,CT
2016-02-28,11,CT
2016-03-06,9,CT
2016-03-13,10,CT
2016-03-20,10,CT
2016-03-27,9,CT
2016-04-03,7,CT
2016-04-10,7,CT
2016-04-17,7,CT
2016-04-24,7,CT
2016-05-01,7,CT
2016-05-08,7,CT
2016-05-15,4,CT
2016-05-22,9,CT
2016-05-29,4,CT
2016-06-05,6,CT
2016-06-12,8,CT
2016-06-19,9,CT
2016-06-26,9,CT
2016-07-03,5,CT
2016-07-10,4,CT
2016-07-17,8,CT
2016-07-24,6,CT
2016-07-31,4,CT
2016-08-07,7,CT
2016-08-14,6,CT
2016-08-21,5,CT
2016-08-28,9,CT
2016-09-04,6,CT
2016-09-11,3,CT
2016-09-18,6,CT
2016-09-25,5,CT
2016-10-02,8,CT
2016-10-09,10,CT
2016-10-16,8,CT
2016-10-23,6,CT
2016-10-30,4,CT
2016-11-06,6,CT
2016-11-13,7,CT
2016-11-20,8,CT
2016-11-27,6,CT
2016-12-04,12,CT
2016-12-11,8,CT
2016-12-18,6,CT
2016-12-25,7,CT
2017-01-01,6,CT
2017-01-08,9,CT
2017-01-15,9,CT
2017-01-22,6,CT
2017-01-29,7,CT
2017-02-05,8,CT
2017-02-12,5,CT
2017-02-19,7,CT
2017-02-26,7,CT
2017-03-05,6,CT
2017-03-12,6,CT
2017-03-19,10,CT
2017-03-26,9,CT
2017-04-02,9,CT
2017-04-09,5,CT
2017-04-16,5,CT
2017-04-23,6,CT
2017-04-30,7,CT
2017-05-07,5,CT
2017-05-14,100,CT
2017-05-21,22,CT
2017-05-28,11,CT
2017-06-04,10,CT
2017-06-11,7,CT
2017-06-18,5,CT
2017-06-25,4,CT
2017-07-02,4,CT
2017-07-09,14,CT
2017-07-16,17,CT
2017-07-23,11,CT
2017-07-30,12,CT
2017-08-06,6,CT
2017-08-13,10,CT
2017-08-20,9,CT
2017-08-27,7,CT
2017-09-03,7,CT
2017-09-10,8,CT
2017-09-17,11,CT
2017-09-24,8,CT
2017-10-01,7,CT
2017-10-08,7,CT
2017-10-15,7,CT
2017-10-22,9,CT
2017-10-29,6,CT
2017-11-05,10,CT
2017-11-12,5,CT
2017-11-19,8,CT
2017-11-26,8,CT
2017-12-03,8,CT
2017-12-10,9,CT
2017-12-17,6,CT
2017-12-24,6,CT
2017-12-31,7,CT
2018-01-07,6,CT
2018-01-14,6,CT
2018-01-21,6,CT
2018-01-28,7,CT
2018-02-04,7,CT
2018-02-11,8,CT
2018-02-18,5,CT
2018-02-25,5,CT
2018-03-04,8,CT
2018-03-11,7,CT
2018-03-18,8,CT
2018-03-25,8,CT
2018-04-01,7,CT
2018-04-08,9,CT
2018-04-15,5,CT
2018-04-22,5,CT
2018-04-29,6,CT
2018-05-06,4,CT
2018-05-13,13,CT
2018-05-20,7,CT
2018-05-27,9,CT
2018-06-03,6,CT
2018-06-10,6,CT
2018-06-17,6,CT
2018-06-24,9,CT
2018-07-01,6,CT
2018-07-08,8,CT
2018-07-15,6,CT
2018-07-22,5,CT
2018-07-29,7,CT
2018-08-05,9,CT
2018-08-12,8,CT
2018-08-19,4,CT
2018-08-26,6,CT
2018-09-02,5,CT
2018-09-09,6,CT
2018-09-16,7,CT
2018-09-23,8,CT
2018-09-30,8,CT
2018-10-07,5,CT
2018-10-14,7,CT
2018-10-21,7,CT
2018-10-28,7,CT
2018-11-04,7,CT
2018-11-11,6,CT
2018-11-18,10,CT
2018-11-25,9,CT
2018-12-02,7,CT
2018-12-09,9,CT
2018-12-16,9,CT
2018-12-23,7,CT
2018-12-30,5,CT
2015-01-04,5,DC
2015-01-11,7,DC
2015-01-18,9,DC
2015-01-25,6,DC
2015-02-01,7,DC
2015-02-08,8,DC
2015-02-15,6,DC
2015-02-22,6,DC
2015-03-01,8,DC
2015-03-08,9,DC
2015-03-15,3,DC
2015-03-22,6,DC
2015-03-29,8,DC
2015-04-05,8,DC
2015-04-12,8,DC
2015-04-19,9,DC
2015-04-26,7,DC
2015-05-03,9,DC
2015-05-10,9,DC
2015-05-17,10,DC
2015-05-24,6,DC
2015-05-31,3,DC
2015-06-07,8,DC
2015-06-14,9,DC
2015-06-21,5,DC
2015-06-28,3,DC
2015-07-05,2,DC
2015-07-12,6,DC
2015-07-19,4,DC
2015-07-26,5,DC
2015-08-02,6,DC
2015-08-09,3,DC
2015-08-16,3,DC
2015-08-23,7,DC
2015-08-30,3,DC
2015-09-06,3,DC
2015-09-13,4,DC
2015-09-20,6,DC
2015-09-27,4,DC
2015-10-04,5,DC
2015-10-11,8,DC
2015-10-18,5,DC
2015-10-25,6,DC
2015-11-01,6,DC
2015-11-08,3,DC
2015-11-15,3,DC
2015-11-22,5,DC
2015-11-29,4,DC
2015-12-06,5,DC
2015-12-13,4,DC
2015-12-20,6,DC
2015-12-27,4,DC
2016-01-03,5,DC
2016-01-10,5,DC
2016-01-17,6,DC
2016-01-24,6,DC
2016-01-31,4,DC
2016-02-07,4,DC
2016-02-14,5,DC
2016-02-21,4,DC
2016-02-28,5,DC
2016-03-06,5,DC
2016-03-13,5,DC
2016-03-20,10,DC
2016-03-27,5,DC
2016-04-03,5,DC
2016-04-10,5,DC
2016-04-17,7,DC
2016-04-24,4,DC
2016-05-01,5,DC
2016-05-08,6,DC
2016-05-15,6,DC
2016-05-22,5,DC
2016-05-29,4,DC
2016-06-05,6,DC
2016-06-12,6,DC
2016-06-19,5,DC
2016-06-26,7,DC
2016-07-03,6,DC
2016-07-10,2,DC
2016-07-17,3,DC
2016-07-24,4,DC
2016-07-31,3,DC
2016-08-07,3,DC
2016-08-14,3,DC
2016-08-21,2,DC
2016-08-28,6,DC
2016-09-04,2,DC
2016-09-11,4,DC
2016-09-18,5,DC
2016-09-25,6,DC
2016-10-02,6,DC
2016-10-09,3,DC
2016-10-16,3,DC
2016-10-23,8,DC
2016-10-30,5,DC
2016-11-06,2,DC
2016-11-13,5,DC
2016-11-20,4,DC
2016-11-27,4,DC
2016-12-04,7,DC
2016-12-11,5,DC
2016-12-18,5,DC
2016-12-25,6,DC
2017-01-01,4,DC
2017-01-08,5,DC
2017-01-15,5,DC
2017-01-22,3,DC
2017-01-29,3,DC
2017-02-05,4,DC
2017-02-12,5,DC
2017-02-19,6,DC
2017-02-26,5,DC
2017-03-05,5,DC
2017-03-12,6,DC
2017-03-19,5,DC
2017-03-26,10,DC
2017-04-02,4,DC
2017-04-09,8,DC
2017-04-16,4,DC
2017-04-23,5,DC
2017-04-30,4,DC
2017-05-07,5,DC
2017-05-14,100,DC
2017-05-21,25,DC
2017-05-28,11,DC
2017-06-04,6,DC
2017-06-11,8,DC
2017-06-18,5,DC
2017-06-25,5,DC
2017-07-02,3,DC
2017-07-09,8,DC
2017-07-16,16,DC
2017-07-23,8,DC
2017-07-30,6,DC
2017-08-06,8,DC
2017-08-13,5,DC
2017-08-20,6,DC
2017-08-27,4,DC
2017-09-03,5,DC
2017-09-10,3,DC
2017-09-17,7,DC
2017-09-24,7,DC
2017-10-01,3,DC
2017-10-08,6,DC
2017-10-15,4,DC
2017-10-22,5,DC
2017-10-29,6,DC
2017-11-05,3,DC
2017-11-12,7,DC
2017-11-19,5,DC
2017-11-26,8,DC
2017-12-03,4,DC
2017-12-10,5,DC
2017-12-17,7,DC
2017-12-24,6,DC
2017-12-31,8,DC
2018-01-07,8,DC
2018-01-14,1,DC
2018-01-21,6,DC
2018-01-28,11,DC
2018-02-04,9,DC
2018-02-11,4,DC
2018-02-18,9,DC
2018-02-25,8,DC
2018-03-04,9,DC
2018-03-11,8,DC
2018-03-18,5,DC
2018-03-25,5,DC
2018-04-01,8,DC
2018-04-08,12,DC
2018-04-15,9,DC
2018-04-22,8,DC
2018-04-29,5,DC
2018-05-06,8,DC
2018-05-13,10,DC
2018-05-20,9,DC
2018-05-27,8,DC
2018-06-03,9,DC
2018-06-10,7,DC
2018-06-17,9,DC
2018-06-24,5,DC
2018-07-01,1,DC
2018-07-08,9,DC
2018-07-15,12,DC
2018-07-22,11,DC
2018-07-29,7,DC
2018-08-05,7,DC
2018-08-12,5,DC
2018-08-19,11,DC
2018-08-26,8,DC
2018-09-02,11,DC
2018-09-09,3,DC
2018-09-16,4,DC
2018-09-23,8,DC
2018-09-30,8,DC
2018-10-07,3,DC
2018-10-14,5,DC
2018-10-21,7,DC
2018-10-28,2,DC
2018-11-04,9,DC
2018-11-11,10,DC
2018-11-18,15,DC
2018-11-25,5,DC
2018-12-02,6,DC
2018-12-09,5,DC
2018-12-16,8,DC
2018-12-23,7,DC
2018-12-30,4,DC
2015-01-04,3,DE
2015-01-11,7,DE
2015-01-18,7,DE
2015-01-25,6,DE
2015-02-01,6,DE
2015-02-08,3,DE
2015-02-15,3,DE
2015-02-22,12,DE
2015-03-01,3,DE
2015-03-08,3,DE
2015-03-15,3,DE
2015-03-22,3,DE
2015-03-29,13,DE
2015-04-05,3,DE
2015-04-12,10,DE
2015-04-19,9,DE
2015-04-26,13,DE
2015-05-03,7,DE
2015-05-10,10,DE
2015-05-17,0,DE
2015-05-24,7,DE
2015-05-31,7,DE
2015-06-07,8,DE
2015-06-14,0,DE
2015-06-21,4,DE
2015-06-28,11,DE
2015-07-05,0,DE
2015-07-12,7,DE
2015-07-19,7,DE
2015-07-26,4,DE
2015-08-02,0,DE
2015-08-09,4,DE
2015-08-16,4,DE
2015-08-23,4,DE
2015-08-30,7,DE
2015-09-06,3,DE
2015-09-13,17,DE
2015-09-20,7,DE
2015-09-27,7,DE
2015-10-04,3,DE
2015-10-11,10,DE
2015-10-18,3,DE
2015-10-25,6,DE
2015-11-01,3,DE
2015-11-08,6,DE
2015-11-15,9,DE
2015-11-22,4,DE
2015-11-29,6,DE
2015-12-06,6,DE
2015-12-13,0,DE
2015-12-20,0,DE
2015-12-27,3,DE
2016-01-03,0,DE
2016-01-10,8,DE
2016-01-17,2,DE
2016-01-24,2,DE
2016-01-31,5,DE
2016-02-07,7,DE
2016-02-14,4,DE
2016-02-21,2,DE
2016-02-28,4,DE
2016-03-06,7,DE
2016-03-13,2,DE
2016-03-20,7,DE
2016-03-27,7,DE
2016-04-03,4,DE
2016-04-10,2,DE
2016-04-17,6,DE
2016-04-24,4,DE
2016-05-01,4,DE
2016-05-08,7,DE
2016-05-15,4,DE
2016-05-22,4,DE
2016-05-29,2,DE
2016-06-05,2,DE
2016-06-12,0,DE
2016-06-19,2,DE
2016-06-26,13,DE
2016-07-03,0,DE
2016-07-10,0,DE
2016-07-17,0,DE
2016-07-24,5,DE
2016-07-31,7,DE
2016-08-07,5,DE
2016-08-14,2,DE
2016-08-21,7,DE
2016-08-28,2,DE
2016-09-04,8,DE
2016-09-11,0,DE
2016-09-18,2,DE
2016-09-25,8,DE
2016-10-02,6,DE
2016-10-09,0,DE
2016-10-16,4,DE
2016-10-23,11,DE
2016-10-30,9,DE
2016-11-06,2,DE
2016-11-13,6,DE
2016-11-20,0,DE
2016-11-27,2,DE
2016-12-04,10,DE
2016-12-11,2,DE
2016-12-18,4,DE
2016-12-25,0,DE
2017-01-01,10,DE
2017-01-08,4,DE
2017-01-15,0,DE
2017-01-22,8,DE
2017-01-29,2,DE
2017-02-05,4,DE
2017-02-12,6,DE
2017-02-19,8,DE
2017-02-26,4,DE
2017-03-05,2,DE
2017-03-12,5,DE
2017-03-19,2,DE
2017-03-26,0,DE
2017-04-02,4,DE
2017-04-09,2,DE
2017-04-16,4,DE
2017-04-23,6,DE
2017-04-30,4,DE
2017-05-07,6,DE
2017-05-14,100,DE
2017-05-21,24,DE
2017-05-28,8,DE
2017-06-04,14,DE
2017-06-11,4,DE
2017-06-18,6,DE
2017-06-25,0,DE
2017-07-02,4,DE
2017-07-09,0,DE
2017-07-16,36,DE
2017-07-23,8,DE
2017-07-30,4,DE
2017-08-06,4,DE
2017-08-13,4,DE
2017-08-20,6,DE
2017-08-27,9,DE
2017-09-03,0,DE
2017-09-10,2,DE
2017-09-17,6,DE
2017-09-24,4,DE
2017-10-01,2,DE
2017-10-08,4,DE
2017-10-15,5,DE
2017-10-22,4,DE
2017-10-29,4,DE
2017-11-05,2,DE
2017-11-12,5,DE
2017-11-19,4,DE
2017-11-26,5,DE
2017-12-03,3,DE
2017-12-10,4,DE
2017-12-17,6,DE
2017-12-24,8,DE
2017-12-31,4,DE
2018-01-07,11,DE
2018-01-14,13,DE
2018-01-21,2,DE
2018-01-28,9,DE
2018-02-04,5,DE
2018-02-11,0,DE
2018-02-18,3,DE
2018-02-25,3,DE
2018-03-04,3,DE
2018-03-11,5,DE
2018-03-18,7,DE
2018-03-25,0,DE
2018-04-01,2,DE
2018-04-08,7,DE
2018-04-15,3,DE
2018-04-22,7,DE
2018-04-29,4,DE
2018-05-06,5,DE
2018-05-13,5,DE
2018-05-20,7,DE
2018-05-27,7,DE
2018-06-03,2,DE
2018-06-10,4,DE
2018-06-17,4,DE
2018-06-24,4,DE
2018-07-01,4,DE
2018-07-08,5,DE
2018-07-15,2,DE
2018-07-22,0,DE
2018-07-29,0,DE
2018-08-05,9,DE
2018-08-12,7,DE
2018-08-19,0,DE
2018-08-26,7,DE
2018-09-02,2,DE
2018-09-09,8,DE
2018-09-16,2,DE
2018-09-23,2,DE
2018-09-30,0,DE
2018-10-07,4,DE
2018-10-14,2,DE
2018-10-21,2,DE
2018-10-28,2,DE
2018-11-04,2,DE
2018-11-11,9,DE
2018-11-18,2,DE
2018-11-25,3,DE
2018-12-02,2,DE
2018-12-09,7,DE
2018-12-16,0,DE
2018-12-23,2,DE
2018-12-30,5,DE
2015-01-04,3,FL
2015-01-11,5,FL
2015-01-18,3,FL
2015-01-25,2,FL
2015-02-01,3,FL
2015-02-08,2,FL
2015-02-15,4,FL
2015-02-22,3,FL
2015-03-01,4,FL
2015-03-08,3,FL
2015-03-15,5,FL
2015-03-22,3,FL
2015-03-29,3,FL
2015-04-05,4,FL
2015-04-12,4,FL
2015-04-19,2,FL
2015-04-26,2,FL
2015-05-03,5,FL
2015-05-10,5,FL
2015-05-17,2,FL
2015-05-24,2,FL
2015-05-31,3,FL
2015-06-07,3,FL
2015-06-14,3,FL
2015-06-21,3,FL
2015-06-28,2,FL
2015-07-05,3,FL
2015-07-12,2,FL
2015-07-19,2,FL
2015-07-26,3,FL
2015-08-02,2,FL
2015-08-09,3,FL
2015-08-16,3,FL
2015-08-23,4,FL
2015-08-30,3,FL
2015-09-06,3,FL
2015-09-13,4,FL
2015-09-20,3,FL
2015-09-27,2,FL
2015-10-04,2,FL
2015-10-11,3,FL
2015-10-18,3,FL
2015-10-25,4,FL
2015-11-01,3,FL
2015-11-08,4,FL
2015-11-15,2,FL
2015-11-22,2,FL
2015-11-29,3,FL
2015-12-06,4,FL
2015-12-13,3,FL
2015-12-20,2,FL
2015-12-27,3,FL
2016-01-03,4,FL
2016-01-10,2,FL
2016-01-17,3,FL
2016-01-24,3,FL
2016-01-31,3,FL
2016-02-07,3,FL
2016-02-14,2,FL
2016-02-21,4,FL
2016-02-28,3,FL
2016-03-06,4,FL
2016-03-13,3,FL
2016-03-20,3,FL
2016-03-27,3,FL
2016-04-03,3,FL
2016-04-10,3,FL
2016-04-17,3,FL
2016-04-24,3,FL
2016-05-01,3,FL
2016-05-08,3,FL
2016-05-15,3,FL
2016-05-22,3,FL
2016-05-29,2,FL
2016-06-05,2,FL
2016-06-12,3,FL
2016-06-19,3,FL
2016-06-26,1,FL
2016-07-03,3,FL
2016-07-10,2,FL
2016-07-17,2,FL
2016-07-24,1,FL
2016-07-31,2,FL
2016-08-07,3,FL
2016-08-14,3,FL
2016-08-21,3,FL
2016-08-28,3,FL
2016-09-04,2,FL
2016-09-11,3,FL
2016-09-18,2,FL
2016-09-25,2,FL
2016-10-02,3,FL
2016-10-09,4,FL
2016-10-16,2,FL
2016-10-23,3,FL
2016-10-30,3,FL
2016-11-06,4,FL
2016-11-13,3,FL
2016-11-20,3,FL
2016-11-27,2,FL
2016-12-04,5,FL
2016-12-11,4,FL
2016-12-18,2,FL
2016-12-25,4,FL
2017-01-01,3,FL
2017-01-08,3,FL
2017-01-15,3,FL
2017-01-22,2,FL
2017-01-29,2,FL
2017-02-05,3,FL
2017-02-12,2,FL
2017-02-19,3,FL
2017-02-26,3,FL
2017-03-05,3,FL
2017-03-12,4,FL
2017-03-19,3,FL
2017-03-26,3,FL
2017-04-02,5,FL
2017-04-09,3,FL
2017-04-16,3,FL
2017-04-23,2,FL
2017-04-30,2,FL
2017-05-07,3,FL
2017-05-14,100,FL
2017-05-21,28,FL
2017-05-28,12,FL
2017-06-04,5,FL
2017-06-11,4,FL
2017-06-18,5,FL
2017-06-25,3,FL
2017-07-02,4,FL
2017-07-09,4,FL
2017-07-16,21,FL
2017-07-23,7,FL
2017-07-30,6,FL
2017-08-06,5,FL
2017-08-13,5,FL
2017-08-20,4,FL
2017-08-27,4,FL
2017-09-03,2,FL
2017-09-10,2,FL
2017-09-17,3,FL
2017-09-24,3,FL
2017-10-01,3,FL
2017-10-08,4,FL
2017-10-15,3,FL
2017-10-22,3,FL
2017-10-29,4,FL
2017-11-05,3,FL
2017-11-12,2,FL
2017-11-19,3,FL
2017-11-26,3,FL
2017-12-03,3,FL
2017-12-10,4,FL
2017-12-17,5,FL
2017-12-24,5,FL
2017-12-31,4,FL
2018-01-07,3,FL
2018-01-14,3,FL
2018-01-21,3,FL
2018-01-28,4,FL
2018-02-04,2,FL
2018-02-11,4,FL
2018-02-18,3,FL
2018-02-25,3,FL
2018-03-04,3,FL
2018-03-11,3,FL
2018-03-18,3,FL
2018-03-25,2,FL
2018-04-01,4,FL
2018-04-08,3,FL
2018-04-15,4,FL
2018-04-22,3,FL
2018-04-29,3,FL
2018-05-06,3,FL
2018-05-13,4,FL
2018-05-20,2,FL
2018-05-27,2,FL
2018-06-03,4,FL
2018-06-10,3,FL
2018-06-17,3,FL
2018-06-24,2,FL
2018-07-01,2,FL
2018-07-08,2,FL
2018-07-15,3,FL
2018-07-22,3,FL
2018-07-29,2,FL
2018-08-05,2,FL
2018-08-12,4,FL
2018-08-19,3,FL
2018-08-26,3,FL
2018-09-02,3,FL
2018-09-09,2,FL
2018-09-16,2,FL
2018-09-23,3,FL
2018-09-30,3,FL
2018-10-07,3,FL
2018-10-14,3,FL
2018-10-21,3,FL
2018-10-28,3,FL
2018-11-04,3,FL
2018-11-11,3,FL
2018-11-18,3,FL
2018-11-25,3,FL
2018-12-02,3,FL
2018-12-09,3,FL
2018-12-16,2,FL
2018-12-23,3,FL
2018-12-30,4,FL
2015-01-04,3,GA
2015-01-11,2,GA
2015-01-18,2,GA
2015-01-25,2,GA
2015-02-01,2,GA
2015-02-08,3,GA
2015-02-15,2,GA
2015-02-22,3,GA
2015-03-01,1,GA
2015-03-08,2,GA
2015-03-15,1,GA
2015-03-22,3,GA
2015-03-29,3,GA
2015-04-05,4,GA
2015-04-12,2,GA
2015-04-19,3,GA
2015-04-26,3,GA
2015-05-03,4,GA
2015-05-10,1,GA
2015-05-17,4,GA
2015-05-24,3,GA
2015-05-31,1,GA
2015-06-07,1,GA
2015-06-14,3,GA
2015-06-21,2,GA
2015-06-28,3,GA
2015-07-05,3,GA
2015-07-12,2,GA
2015-07-19,1,GA
2015-07-26,2,GA
2015-08-02,3,GA
2015-08-09,2,GA
2015-08-16,2,GA
2015-08-23,4,GA
2015-08-30,3,GA
2015-09-06,2,GA
2015-09-13,3,GA
2015-09-20,4,GA
2015-09-27,3,GA
2015-10-04,3,GA
2015-10-11,3,GA
2015-10-18,4,GA
2015-10-25,3,GA
2015-11-01,1,GA
2015-11-08,2,GA
2015-11-15,2,GA
2015-11-22,3,GA
2015-11-29,2,GA
2015-12-06,1,GA
2015-12-13,3,GA
2015-12-20,3,GA
2015-12-27,2,GA
2016-01-03,4,GA
2016-01-10,3,GA
2016-01-17,2,GA
2016-01-24,3,GA
2016-01-31,2,GA
2016-02-07,2,GA
2016-02-14,2,GA
2016-02-21,2,GA
2016-02-28,2,GA
2016-03-06,2,GA
2016-03-13,2,GA
2016-03-20,3,GA
2016-03-27,3,GA
2016-04-03,3,GA
2016-04-10,2,GA
2016-04-17,3,GA
2016-04-24,3,GA
2016-05-01,2,GA
2016-05-08,3,GA
2016-05-15,3,GA
2016-05-22,2,GA
2016-05-29,3,GA
2016-06-05,3,GA
2016-06-12,3,GA
2016-06-19,2,GA
2016-06-26,2,GA
2016-07-03,2,GA
2016-07-10,1,GA
2016-07-17,2,GA
2016-07-24,1,GA
2016-07-31,2,GA
2016-08-07,2,GA
2016-08-14,2,GA
2016-08-21,2,GA
2016-08-28,3,GA
2016-09-04,2,GA
2016-09-11,3,GA
2016-09-18,3,GA
2016-09-25,3,GA
2016-10-02,2,GA
2016-10-09,3,GA
2016-10-16,2,GA
2016-10-23,3,GA
2016-10-30,2,GA
2016-11-06,2,GA
2016-11-13,3,GA
2016-11-20,2,GA
2016-11-27,2,GA
2016-12-04,4,GA
2016-12-11,3,GA
2016-12-18,2,GA
2016-12-25,2,GA
2017-01-01,2,GA
2017-01-08,2,GA
2017-01-15,2,GA
2017-01-22,3,GA
2017-01-29,2,GA
2017-02-05,2,GA
2017-02-12,1,GA
2017-02-19,2,GA
2017-02-26,3,GA
2017-03-05,2,GA
2017-03-12,3,GA
2017-03-19,1,GA
2017-03-26,2,GA
2017-04-02,2,GA
2017-04-09,2,GA
2017-04-16,2,GA
2017-04-23,2,GA
2017-04-30,2,GA
2017-05-07,3,GA
2017-05-14,100,GA
2017-05-21,23,GA
2017-05-28,11,GA
2017-06-04,3,GA
2017-06-11,4,GA
2017-06-18,3,GA
2017-06-25,3,GA
2017-07-02,2,GA
2017-07-09,5,GA
2017-07-16,16,GA
2017-07-23,6,GA
2017-07-30,7,GA
2017-08-06,4,GA
2017-08-13,3,GA
2017-08-20,2,GA
2017-08-27,4,GA
2017-09-03,2,GA
2017-09-10,4,GA
2017-09-17,4,GA
2017-09-24,2,GA
2017-10-01,2,GA
2017-10-08,3,GA
2017-10-15,2,GA
2017-10-22,2,GA
2017-10-29,3,GA
2017-11-05,2,GA
2017-11-12,1,GA
2017-11-19,3,GA
2017-11-26,3,GA
2017-12-03,2,GA
2017-12-10,2,GA
2017-12-17,2,GA
2017-12-24,2,GA
2017-12-31,2,GA
2018-01-07,3,GA
2018-01-14,2,GA
2018-01-21,4,GA
2018-01-28,3,GA
2018-02-04,1,GA
2018-02-11,2,GA
2018-02-18,3,GA
2018-02-25,2,GA
2018-03-04,1,GA
2018-03-11,2,GA
2018-03-18,2,GA
2018-03-25,3,GA
2018-04-01,1,GA
2018-04-08,2,GA
2018-04-15,2,GA
2018-04-22,3,GA
2018-04-29,3,GA
2018-05-06,3,GA
2018-05-13,3,GA
2018-05-20,4,GA
2018-05-27,1,GA
2018-06-03,2,GA
2018-06-10,2,GA
2018-06-17,3,GA
2018-06-24,3,GA
2018-07-01,2,GA
2018-07-08,4,GA
2018-07-15,2,GA
2018-07-22,2,GA
2018-07-29,3,GA
2018-08-05,3,GA
2018-08-12,4,GA
2018-08-19,3,GA
2018-08-26,3,GA
2018-09-02,2,GA
2018-09-09,2,GA
2018-09-16,2,GA
2018-09-23,2,GA
2018-09-30,3,GA
2018-10-07,3,GA
2018-10-14,4,GA
2018-10-21,2,GA
2018-10-28,3,GA
2018-11-04,2,GA
2018-11-11,3,GA
2018-11-18,1,GA
2018-11-25,1,GA
2018-12-02,2,GA
2018-12-09,2,GA
2018-12-16,2,GA
2018-12-23,2,GA
2018-12-30,2,GA
2015-01-04,5,HI
2015-01-11,8,HI
2015-01-18,2,HI
2015-01-25,5,HI
2015-02-01,3,HI
2015-02-08,6,HI
2015-02-15,4,HI
2015-02-22,2,HI
2015-03-01,0,HI
2015-03-08,5,HI
2015-03-15,5,HI
2015-03-22,7,HI
2015-03-29,2,HI
