fips,state,year,month,civ_pop,civ_pop_working_age,percent_working_age,employed,percent_employed,unemployed,unemployment_rate,date,v1,spidersolitaire,blooddrive,brownierecipe,xbox,linkedin,candycrush,omegle,harvard,jobsnearme,pornhub,googleflights,google_unemployment,resumetemplate,stname,_merge
5,Arkansas,2017,2,2318227,1341916,57.9,1292907,55.8,49009,3.7,01feb2017,364,47,0,11,41,58,11,22,49,22,65,64,39,10,Arkansas,matched (3)
6,California,2017,2,30744786,19119415,62.2,18143174,59,976241,5.1,01feb2017,461,65,28,59,42,82,10,29,68,29,74,71,44,50,California,matched (3)
8,Colorado,2017,2,4366569,2943654,67.40000000000001,2863479,65.59999999999999,80175,2.7,01feb2017,558,64,66,78,48,67,10,28,57,28,70,64,23,29,Colorado,matched (3)
9,Connecticut,2017,2,2875855,1905362,66.3,1813502,63.1,91860,4.8,01feb2017,655,61,55,64,44,70,8,30,58,26,70,64,55,13,Connecticut,matched (3)
10,Delaware,2017,2,758631,474041,62.5,452188,59.6,21853,4.6,01feb2017,849,36,0,13,39,54,10,17,33,33,66,75,46,26,Delaware,matched (3)
11,District of Columbia,2017,2,567692,399077,70.3,374887,66,24190,6.1,01feb2017,752,19,12,52,37,53,9,37,44,32,72,34,32,16,District of Columbia,matched (3)
12,Florida,2017,2,16812189,10000028,59.5,9552058,56.8,447970,4.5,01feb2017,946,97,41,46,41,69,11,21,74,28,70,61,25,31,Florida,matched (3)
13,Georgia,2017,2,7952031,5007182,63,4751931,59.8,255251,5.1,01feb2017,1043,74,66,43,46,80,8,23,61,30,74,64,34,32,Georgia,matched (3)
15,Hawaii,2017,2,1094184,687957,62.9,669537,61.2,18420,2.7,01feb2017,1140,46,19,59,35,50,6,6,55,4,69,55,55,0,Hawaii,matched (3)
16,Idaho,2017,2,1292311,825364,63.9,797354,61.7,28010,3.4,01feb2017,1237,80,22,17,53,55,11,15,53,19,66,74,44,29,Idaho,matched (3)
17,Illinois,2017,2,10044985,6478255,64.5,6146694,61.2,331561,5.1,01feb2017,1334,57,70,49,41,80,12,24,70,36,71,67,37,42,Illinois,matched (3)
18,Indiana,2017,2,5163546,3320973,64.3,3196536,61.9,124437,3.7,01feb2017,1431,70,15,48,42,62,9,17,57,41,66,73,21,15,Indiana,matched (3)
19,Iowa,2017,2,2447452,1673335,68.40000000000001,1617568,66.09999999999999,55767,3.3,01feb2017,1528,53,30,61,52,71,12,18,47,28,69,59,51,6,Iowa,matched (3)
20,Kansas,2017,2,2214903,1476730,66.7,1420853,64.09999999999999,55877,3.8,01feb2017,1625,62,26,47,50,69,11,32,42,36,62,68,25,18,Kansas,matched (3)
21,Kentucky,2017,2,3468439,2046620,59,1940603,56,106017,5.2,01feb2017,1722,43,42,45,49,61,9,29,64,21,67,68,24,33,Kentucky,matched (3)
22,Louisiana,2017,2,3583824,2101611,58.6,1982282,55.3,119329,5.7,01feb2017,1819,52,0,23,39,68,9,22,46,28,65,74,40,30,Louisiana,matched (3)
23,Maine,2017,2,1096918,697622,63.6,673093,61.4,24529,3.5,01feb2017,1916,20,52,34,53,50,21,23,64,34,74,43,35,34,Maine,matched (3)
24,Maryland,2017,2,4725870,3195617,67.59999999999999,3057764,64.7,137853,4.3,01feb2017,2013,62,32,35,41,69,10,24,59,24,72,60,37,44,Maryland,matched (3)
25,Massachusetts,2017,2,5567195,3665221,65.8,3525821,63.3,139400,3.8,01feb2017,2110,63,30,14,41,78,11,19,69,27,70,67,37,39,Massachusetts,matched (3)
26,Michigan,2017,2,7938105,4871666,61.4,4641291,58.5,230375,4.7,01feb2017,2207,44,32,73,47,70,11,25,70,33,70,63,35,36,Michigan,matched (3)
27,Minnesota,2017,2,4340501,3049745,70.3,2938220,67.7,111525,3.7,01feb2017,2304,88,88,46,44,57,16,27,64,42,69,58,40,40,Minnesota,matched (3)
28,Mississippi,2017,2,2287327,1280290,56,1212402,53,67888,5.3,01feb2017,2401,47,39,0,42,50,8,23,48,18,69,58,35,30,Mississippi,matched (3)
29,Missouri,2017,2,4765776,3062879,64.3,2941004,61.7,121875,4,01feb2017,2498,73,66,43,47,74,9,27,79,30,70,58,25,15,Missouri,matched (3)
30,Montana,2017,2,829505,524142,63.2,503310,60.7,20832,4,01feb2017,2595,42,0,31,57,36,9,9,54,26,74,70,38,9,Montana,matched (3)
31,Nebraska,2017,2,1457928,1008992,69.2,978897,67.09999999999999,30095,3,01feb2017,2692,52,58,57,40,52,10,22,63,27,68,67,19,15,Nebraska,matched (3)
32,Nevada,2017,2,2307323,1444847,62.6,1369897,59.4,74950,5.2,01feb2017,2789,27,20,22,40,73,8,26,34,22,71,72,26,5,Nevada,matched (3)
33,New Hampshire,2017,2,1102080,752715,68.3,731771,66.40000000000001,20944,2.8,01feb2017,2886,37,0,100,50,75,16,29,64,17,71,45,36,33,New Hampshire,matched (3)
34,New Jersey,2017,2,7044206,4461245,63.3,4257961,60.4,203284,4.6,01feb2017,2983,59,25,66,40,65,12,25,59,31,75,61,40,46,New Jersey,matched (3)
35,New Mexico,2017,2,1621385,935778,57.7,877084,54.1,58694,6.3,01feb2017,3080,42,46,39,53,52,9,33,27,36,75,47,35,13,New Mexico,matched (3)
36,New York,2017,2,15724597,9537224,60.7,9091221,57.8,446003,4.7,01feb2017,3177,56,33,42,45,87,9,30,74,27,72,74,32,64,New York,matched (3)
37,Los Angeles County,2017,2,8067990,5064246,62.8,4815295,59.7,248951,4.9,01feb2017,3274,68,72,31,47,78,11,20,58,30,73,70,30,29,North Carolina,matched (3)
38,North Dakota,2017,2,579229,411676,71.09999999999999,400375,69.09999999999999,11301,2.7,01feb2017,3371,14,0,18,52,69,5,15,47,14,61,23,51,18,North Dakota,matched (3)
39,Ohio,2017,2,9176087,5769047,62.9,5471173,59.6,297874,5.2,01feb2017,3468,44,54,44,45,65,11,25,71,38,70,79,26,34,Ohio,matched (3)
40,Oklahoma,2017,2,2995966,1827377,61,1745589,58.3,81788,4.5,01feb2017,3565,39,13,20,49,59,8,38,80,16,70,54,48,49,Oklahoma,matched (3)
41,Oregon,2017,2,3311879,2072672,62.6,1987188,60,85484,4.1,01feb2017,3662,44,22,60,57,76,14,23,53,23,71,81,24,16,Oregon,matched (3)
42,Pennsylvania,2017,2,10238047,6438587,62.9,6110693,59.7,327894,5.1,01feb2017,3759,69,37,42,46,70,12,26,68,29,71,71,42,56,Pennsylvania,matched (3)
44,Rhode Island,2017,2,858303,551909,64.3,527291,61.4,24618,4.5,01feb2017,3856,52,0,83,39,61,13,25,51,26,66,73,39,13,Rhode Island,matched (3)
45,South Carolina,2017,2,3923016,2303971,58.7,2201818,56.1,102153,4.4,01feb2017,3953,62,20,22,42,52,10,17,55,26,77,71,28,16,South Carolina,matched (3)
46,South Dakota,2017,2,658729,454822,69,440485,66.90000000000001,14337,3.2,01feb2017,4050,25,0,0,52,61,12,14,13,15,62,50,32,0,South Dakota,matched (3)
47,Tennessee,2017,2,5245940,3159650,60.2,3022805,57.6,136845,4.3,01feb2017,4147,69,14,41,48,65,10,24,49,27,73,63,24,28,Tennessee,matched (3)
48,Texas,2017,2,21137736,13490852,63.8,12860135,60.8,630717,4.7,01feb2017,4244,73,28,58,44,74,7,27,59,31,74,60,41,53,Texas,matched (3)
49,Utah,2017,2,2226278,1534344,68.90000000000001,1483394,66.59999999999999,50950,3.3,01feb2017,4341,27,24,54,49,73,15,32,53,30,71,54,32,4,Utah,matched (3)
50,Vermont,2017,2,515549,345177,67,334487,64.90000000000001,10690,3.1,01feb2017,4438,17,41,17,45,65,13,29,60,14,65,64,42,21,Vermont,matched (3)
51,Virginia,2017,2,6573709,4290337,65.3,4120793,62.7,169544,4,01feb2017,4535,40,17,38,43,70,9,32,59,26,71,64,32,33,Virginia,matched (3)
53,Washington,2017,2,5800164,3694700,63.7,3517567,60.6,177133,4.8,01feb2017,4632,42,50,52,51,83,13,24,64,28,72,63,36,30,Washington,matched (3)
54,West Virginia,2017,2,1467145,777364,53,737246,50.3,40118,5.2,01feb2017,4729,7,57,28,49,45,9,19,31,20,71,69,34,21,West Virginia,matched (3)
55,Wisconsin,2017,2,4578523,3128569,68.3,3018688,65.90000000000001,109881,3.5,01feb2017,4826,42,66,61,46,70,14,24,62,31,68,63,31,47,Wisconsin,matched (3)
56,Wyoming,2017,2,448777,294529,65.59999999999999,281452,62.7,13077,4.4,01feb2017,4923,10,0,0,47,64,15,22,25,28,69,40,35,,Wyoming,matched (3)
1,Alabama,2018,2,3840521,2197940,57.2,2111603,55,86337,3.9,01feb2018,85,57,16,19,44,46,7,15,51,54,87,79,33,13,Alabama,matched (3)
2,Alaska,2018,2,546310,355178,65,331455,60.7,23723,6.7,01feb2018,182,30,43,36,38,29,6,21,29,44,78,65,34,20,Alaska,matched (3)
4,Arizona,2018,2,5556021,3376106,60.8,3215169,57.9,160937,4.8,01feb2018,279,52,38,56,46,52,9,22,49,52,83,100,29,35,Arizona,matched (3)
5,Arkansas,2018,2,2328943,1349868,58,1299305,55.8,50563,3.7,01feb2018,376,43,0,19,47,44,10,18,47,50,82,81,36,41,Arkansas,matched (3)
6,California,2018,2,30927719,19217455,62.1,18383340,59.4,834115,4.3,01feb2018,473,73,39,52,43,75,11,19,77,58,98,96,38,60,California,matched (3)
8,Colorado,2018,2,4442172,3048319,68.59999999999999,2957429,66.59999999999999,90890,3,01feb2018,570,65,32,55,50,60,9,22,74,47,92,80,19,28,Colorado,matched (3)
9,Connecticut,2018,2,2880611,1889624,65.59999999999999,1805271,62.7,84353,4.5,01feb2018,667,65,69,20,51,55,12,15,46,58,85,100,51,22,Connecticut,matched (3)
10,Delaware,2018,2,766813,479842,62.6,460368,60,19474,4.1,01feb2018,861,42,26,24,41,47,5,14,65,45,100,84,49,16,Delaware,matched (3)
11,District of Columbia,2018,2,572859,404566,70.59999999999999,381242,66.59999999999999,23324,5.8,01feb2018,764,46,0,42,22,83,12,16,76,51,53,100,22,10,District of Columbia,matched (3)
12,Florida,2018,2,17091874,10123101,59.2,9733243,56.9,389858,3.9,01feb2018,958,73,66,49,43,60,11,17,67,59,94,89,26,25,Florida,matched (3)
13,Georgia,2018,2,8053348,5081503,63.1,4868724,60.5,212779,4.2,01feb2018,1055,77,71,34,48,69,7,19,59,55,96,100,33,36,Georgia,matched (3)
15,Hawaii,2018,2,1093659,679046,62.1,663511,60.7,15535,2.3,01feb2018,1152,61,19,30,38,67,7,12,49,45,91,100,36,16,Hawaii,matched (3)
16,Idaho,2018,2,1322936,848612,64.09999999999999,823187,62.2,25425,3,01feb2018,1249,59,43,33,54,40,10,13,58,71,89,84,36,47,Idaho,matched (3)
17,Illinois,2018,2,10027398,6463085,64.5,6179396,61.6,283689,4.4,01feb2018,1346,80,58,74,48,71,12,24,70,68,92,84,33,36,Illinois,matched (3)
18,Indiana,2018,2,5195405,3357086,64.59999999999999,3244966,62.5,112120,3.3,01feb2018,1443,46,47,49,50,60,12,12,55,58,81,85,19,17,Indiana,matched (3)
19,Iowa,2018,2,2455935,1677313,68.3,1630983,66.40000000000001,46330,2.8,01feb2018,1540,58,28,36,52,60,13,16,39,53,91,84,57,17,Iowa,matched (3)
20,Kansas,2018,2,2219384,1474952,66.5,1424710,64.2,50242,3.4,01feb2018,1637,28,26,39,57,52,8,21,38,64,88,94,24,24,Kansas,matched (3)
21,Kentucky,2018,2,3480164,2053707,59,1964826,56.5,88881,4.3,01feb2018,1734,61,10,42,52,56,10,20,37,47,91,70,25,13,Kentucky,matched (3)
22,Louisiana,2018,2,3581629,2107557,58.8,2007428,56,100129,4.8,01feb2018,1831,39,16,14,43,56,6,16,34,61,94,81,43,24,Louisiana,matched (3)
23,Maine,2018,2,1102031,696733,63.2,674892,61.2,21841,3.1,01feb2018,1928,23,16,0,55,77,18,13,74,29,94,84,27,51,Maine,matched (3)
24,Maryland,2018,2,4743247,3212769,67.7,3079632,64.90000000000001,133137,4.1,01feb2018,2025,61,14,27,44,55,8,10,55,49,93,80,37,27,Maryland,matched (3)
25,Massachusetts,2018,2,5602026,3748938,66.90000000000001,3616193,64.59999999999999,132745,3.5,01feb2018,2122,69,83,37,48,73,13,20,68,66,91,92,36,42,Massachusetts,matched (3)
26,Michigan,2018,2,7966592,4896797,61.5,4680362,58.7,216435,4.4,01feb2018,2219,48,43,57,51,60,11,18,46,56,91,100,36,39,Michigan,matched (3)
27,Minnesota,2018,2,4376708,3063130,70,2970767,67.90000000000001,92363,3,01feb2018,2316,78,28,44,51,58,13,17,74,51,91,79,41,16,Minnesota,matched (3)
28,Mississippi,2018,2,2287121,1271287,55.6,1209516,52.9,61771,4.9,01feb2018,2413,87,36,9,48,37,8,18,45,43,81,100,34,39,Mississippi,matched (3)
29,Missouri,2018,2,4784262,3054065,63.8,2950686,61.7,103379,3.4,01feb2018,2510,51,21,55,52,61,10,20,61,51,86,100,24,26,Missouri,matched (3)
30,Montana,2018,2,838878,527149,62.8,507281,60.5,19868,3.8,01feb2018,2607,22,0,70,49,55,15,8,30,32,94,78,39,9,Montana,matched (3)
31,Nebraska,2018,2,1467509,1018343,69.40000000000001,988614,67.40000000000001,29729,2.9,01feb2018,2704,53,18,54,47,61,7,9,55,47,91,90,17,28,Nebraska,matched (3)
32,Nevada,2018,2,2356533,1486949,63.1,1417368,60.1,69581,4.7,01feb2018,2801,26,49,35,39,55,9,20,47,65,90,83,25,5,Nevada,matched (3)
33,New Hampshire,2018,2,1109746,759267,68.40000000000001,739058,66.59999999999999,20209,2.7,01feb2018,2898,24,89,12,50,57,10,17,56,44,94,100,26,36,New Hampshire,matched (3)
34,New Jersey,2018,2,7058934,4426833,62.7,4229220,59.9,197613,4.5,01feb2018,2995,73,41,36,43,56,12,21,59,51,93,85,45,28,New Jersey,matched (3)
35,New Mexico,2018,2,1627730,934219,57.4,886811,54.5,47408,5.1,01feb2018,3092,54,20,22,52,41,10,31,29,56,99,94,26,6,New Mexico,matched (3)
36,New York,2018,2,15702910,9506088,60.5,9080635,57.8,425453,4.5,01feb2018,3189,77,32,71,47,74,11,20,80,63,97,95,33,46,New York,matched (3)
37,Los Angeles County,2018,2,8076030,5091940,63.1,4856237,60.1,235703,4.6,01feb2018,3286,71,67,51,48,61,10,14,49,62,92,99,27,31,North Carolina,matched (3)
38,North Dakota,2018,2,579733,405555,70,394685,68.09999999999999,10870,2.7,01feb2018,3383,26,0,17,59,69,14,12,22,35,71,81,42,17,North Dakota,matched (3)
39,Ohio,2018,2,9205455,5765139,62.6,5505283,59.8,259856,4.5,01feb2018,3480,63,37,43,52,49,10,13,70,68,87,90,28,29,Ohio,matched (3)
40,Oklahoma,2018,2,3005651,1845258,61.4,1775321,59.1,69937,3.8,01feb2018,3577,55,59,13,54,47,8,23,80,48,86,67,30,36,Oklahoma,matched (3)
41,Oregon,2018,2,3355906,2096731,62.5,2010720,59.9,86011,4.1,01feb2018,3674,66,13,71,67,56,14,21,74,44,82,96,21,30,Oregon,matched (3)
42,Pennsylvania,2018,2,10255216,6403044,62.4,6116640,59.6,286404,4.5,01feb2018,3771,52,27,41,48,58,11,18,66,60,91,95,38,42,Pennsylvania,matched (3)
44,Rhode Island,2018,2,860321,554530,64.5,530755,61.7,23775,4.3,01feb2018,3868,60,0,14,42,64,10,15,53,62,89,87,36,13,Rhode Island,matched (3)
45,South Carolina,2018,2,3980632,2325939,58.4,2238369,56.2,87570,3.8,01feb2018,3965,60,58,21,52,50,8,14,65,53,92,80,32,45,South Carolina,matched (3)
46,South Dakota,2018,2,664847,458394,68.90000000000001,443930,66.8,14464,3.2,01feb2018,4062,39,31,11,46,58,16,11,37,55,73,85,51,36,South Dakota,matched (3)
47,Tennessee,2018,2,5302476,3224656,60.8,3109171,58.6,115485,3.6,01feb2018,4159,61,13,43,47,56,9,21,47,57,94,81,27,48,Tennessee,matched (3)
48,Texas,2018,2,21467072,13735386,64,13182948,61.4,552438,4,01feb2018,4256,73,18,49,46,69,7,20,70,54,93,85,39,42,Texas,matched (3)
49,Utah,2018,2,2278460,1562204,68.59999999999999,1513912,66.40000000000001,48292,3.1,01feb2018,4353,20,12,24,53,68,9,27,65,49,83,100,29,4,Utah,matched (3)
50,Vermont,2018,2,516746,346156,67,336893,65.2,9263,2.7,01feb2018,4450,46,58,15,50,69,5,11,48,46,80,92,38,0,Vermont,matched (3)
51,Virginia,2018,2,6619568,4324074,65.3,4185221,63.2,138853,3.2,01feb2018,4547,56,47,43,46,58,9,17,71,50,89,87,37,41,Virginia,matched (3)
53,Washington,2018,2,5899852,3770387,63.9,3599592,61,170795,4.5,01feb2018,4644,53,41,40,50,72,10,18,56,49,92,94,33,28,Washington,matched (3)
54,West Virginia,2018,2,1457978,782563,53.7,740125,50.8,42438,5.4,01feb2018,4741,43,35,13,51,38,6,12,38,60,85,41,41,19,West Virginia,matched (3)
55,Wisconsin,2018,2,4601268,3128762,68,3035713,66,93049,3,01feb2018,4838,63,33,39,53,55,11,19,56,52,87,96,26,20,Wisconsin,matched (3)
56,Wyoming,2018,2,447629,291319,65.09999999999999,279768,62.5,11551,4,01feb2018,4935,10,0,0,49,48,2,17,18,45,76,38,25,,Wyoming,matched (3)
1,Alabama,2011,3,3719008,2211546,59.5,1988337,53.5,223209,10.1,01mar2011,2,64,0,78,41,25,0,37,66,0,48,0,83,28,Alabama,matched (3)
2,Alaska,2011,3,525889,365077,69.40000000000001,337045,64.09999999999999,28032,7.7,01mar2011,99,46,0,0,55,15,5,42,56,0,32,0,62,94,Alaska,matched (3)
4,Arizona,2011,3,4903584,3043638,62.1,2748304,56,295334,9.699999999999999,01mar2011,196,81,0,30,46,30,0,36,70,0,54,1,76,46,Arizona,matched (3)
5,Arkansas,2011,3,2249376,1361797,60.5,1245986,55.4,115811,8.5,01mar2011,293,40,0,27,40,25,0,29,68,0,41,0,84,51,Arkansas,matched (3)
6,California,2011,3,28855104,18360392,63.6,16174823,56.1,2185569,11.9,01mar2011,390,89,41,44,48,45,0,36,92,0,57,1,78,100,California,matched (3)
8,Colorado,2011,3,3904940,2725870,69.8,2492959,63.8,232911,8.5,01mar2011,487,82,20,66,46,36,0,32,78,0,62,3,69,45,Colorado,matched (3)
9,Connecticut,2011,3,2823242,1921262,68.09999999999999,1745441,61.8,175821,9.199999999999999,01mar2011,584,75,17,19,37,54,0,53,61,0,56,3,71,34,Connecticut,matched (3)
10,Delaware,2011,3,708900,441523,62.3,407596,57.5,33927,7.7,01mar2011,778,0,58,0,47,43,0,26,85,0,50,21,64,36,Delaware,matched (3)
11,District of Columbia,2011,3,513117,350284,68.3,315013,61.4,35271,10.1,01mar2011,681,21,19,57,30,22,0,11,59,0,51,0,58,54,District of Columbia,matched (3)
12,Florida,2011,3,15144614,9284110,61.3,8320238,54.9,963872,10.4,01mar2011,875,71,30,62,48,36,0,35,94,0,63,1,71,60,Florida,matched (3)
13,Georgia,2011,3,7354992,4721391,64.2,4233713,57.6,487678,10.3,01mar2011,972,79,0,33,43,49,0,41,100,0,58,1,66,58,Georgia,matched (3)
15,Hawaii,2011,3,1052504,662537,62.9,618118,58.7,44419,6.7,01mar2011,1069,100,0,18,50,24,1,36,58,0,70,2,53,80,Hawaii,matched (3)
16,Idaho,2011,3,1174877,762885,64.90000000000001,696898,59.3,65987,8.6,01mar2011,1166,56,50,0,58,35,0,28,100,0,35,0,67,68,Idaho,matched (3)
17,Illinois,2011,3,9934118,6562927,66.09999999999999,5944798,59.8,618129,9.4,01mar2011,1263,88,22,60,45,51,0,44,81,0,57,4,63,88,Illinois,matched (3)
18,Indiana,2011,3,4992790,3163109,63.4,2882053,57.7,281056,8.9,01mar2011,1360,100,12,93,52,48,0,28,71,0,44,5,57,85,Indiana,matched (3)
19,Iowa,2011,3,2371291,1670235,70.40000000000001,1576542,66.5,93693,5.6,01mar2011,1457,48,39,30,43,33,0,34,50,0,46,6,56,35,Iowa,matched (3)
20,Kansas,2011,3,2157871,1494025,69.2,1393176,64.59999999999999,100849,6.8,01mar2011,1554,87,28,30,46,43,0,54,71,0,45,5,79,75,Kansas,matched (3)
21,Kentucky,2011,3,3364737,2058006,61.2,1859950,55.3,198056,9.6,01mar2011,1651,70,47,33,45,43,0,46,70,0,41,0,63,73,Kentucky,matched (3)
22,Louisiana,2011,3,3468290,2078080,59.9,1909919,55.1,168161,8.1,01mar2011,1748,24,19,0,40,33,0,41,65,0,52,3,75,90,Louisiana,matched (3)
23,Maine,2011,3,1077871,698290,64.8,642192,59.6,56098,8,01mar2011,1845,46,0,0,48,42,0,40,70,0,43,0,71,12,Maine,matched (3)
24,Maryland,2011,3,4538180,3091247,68.09999999999999,2866135,63.2,225112,7.3,01mar2011,1942,57,15,48,43,43,0,40,79,0,59,5,63,61,Maryland,matched (3)
25,Massachusetts,2011,3,5278872,3470079,65.7,3208279,60.8,261800,7.5,01mar2011,2039,92,62,54,41,50,0,59,83,0,53,2,53,67,Massachusetts,matched (3)
26,Michigan,2011,3,7744011,4684462,60.5,4184534,54,499928,10.7,01mar2011,2136,56,40,70,49,52,0,38,85,0,46,5,65,75,Michigan,matched (3)
27,Minnesota,2011,3,4139353,2943124,71.09999999999999,2745212,66.3,197912,6.7,01mar2011,2233,93,30,52,44,46,0,33,64,0,52,2,76,98,Minnesota,matched (3)
28,Mississippi,2011,3,2241983,1344971,60,1208728,53.9,136243,10.1,01mar2011,2330,14,0,0,39,20,0,55,72,0,42,0,60,15,Mississippi,matched (3)
29,Missouri,2011,3,4641686,3054008,65.8,2781464,59.9,272544,8.9,01mar2011,2427,100,31,37,40,36,0,33,82,1,44,4,65,100,Missouri,matched (3)
30,Montana,2011,3,782536,500168,63.9,464042,59.3,36126,7.2,01mar2011,2524,35,0,0,30,47,0,22,41,0,44,0,43,38,Montana,matched (3)
31,Nebraska,2011,3,1396723,999604,71.59999999999999,954698,68.40000000000001,44906,4.5,01mar2011,2621,60,39,19,34,40,0,58,69,0,53,0,66,0,Nebraska,matched (3)
32,Nevada,2011,3,2086290,1370856,65.7,1188271,57,182585,13.3,01mar2011,2718,79,26,19,49,45,0,35,58,0,48,9,65,51,Nevada,matched (3)
33,New Hampshire,2011,3,1057655,735262,69.5,696494,65.90000000000001,38768,5.3,01mar2011,2815,94,54,84,57,39,0,68,71,0,51,0,73,64,New Hampshire,matched (3)
34,New Jersey,2011,3,6905320,4557107,66,4128833,59.8,428274,9.4,01mar2011,2912,80,59,40,43,51,0,48,93,1,66,3,68,86,New Jersey,matched (3)
35,New Mexico,2011,3,1579589,930022,58.9,860844,54.5,69178,7.4,01mar2011,3009,35,0,57,47,39,0,36,35,0,50,0,72,98,New Mexico,matched (3)
36,New York,2011,3,15441996,9506231,61.6,8733288,56.6,772943,8.1,01mar2011,3106,70,16,35,41,37,0,33,100,0,59,1,72,73,New York,matched (3)
37,Los Angeles County,2011,3,7711607,4933317,64,4328949,56.1,604368,12.3,01mar2011,3203,66,43,48,43,56,0,31,81,0,50,3,72,69,North Carolina,matched (3)
38,North Dakota,2011,3,530222,385333,72.7,371889,70.09999999999999,13444,3.5,01mar2011,3300,41,0,36,59,28,0,19,76,9,40,0,47,70,North Dakota,matched (3)
39,Ohio,2011,3,8987280,5781009,64.3,5259952,58.5,521057,9,01mar2011,3397,64,0,32,45,47,0,35,77,0,47,4,57,51,Ohio,matched (3)
40,Oklahoma,2011,3,2860357,1765628,61.7,1660769,58.1,104859,5.9,01mar2011,3494,53,30,57,50,26,0,20,55,0,41,5,73,55,Oklahoma,matched (3)
41,Oregon,2011,3,3056270,1995613,65.3,1805065,59.1,190548,9.5,01mar2011,3591,57,42,75,61,43,1,36,64,0,40,0,81,39,Oregon,matched (3)
42,Pennsylvania,2011,3,10104013,6378192,63.1,5880105,58.2,498087,7.8,01mar2011,3688,93,50,36,45,45,0,42,95,0,47,2,71,67,Pennsylvania,matched (3)
44,Rhode Island,2011,3,843544,561290,66.5,500025,59.3,61265,10.9,01mar2011,3785,82,0,56,44,37,0,38,78,0,42,0,46,100,Rhode Island,matched (3)
45,South Carolina,2011,3,3600659,2168282,60.2,1937403,53.8,230879,10.6,01mar2011,3882,52,77,14,45,40,0,26,69,0,58,3,66,40,South Carolina,matched (3)
46,South Dakota,2011,3,621685,441026,70.90000000000001,419051,67.40000000000001,21975,5,01mar2011,3979,50,0,69,46,9,0,27,26,0,39,0,56,0,South Dakota,matched (3)
47,Tennessee,2011,3,4959508,3126059,63,2834304,57.1,291755,9.300000000000001,01mar2011,4076,83,34,81,45,35,0,30,95,0,46,4,71,71,Tennessee,matched (3)
48,Texas,2011,3,18862745,12434400,65.90000000000001,11453932,60.7,980468,7.9,01mar2011,4173,64,14,37,44,41,0,29,84,0,54,2,67,66,Texas,matched (3)
49,Utah,2011,3,1981375,1350661,68.2,1252983,63.2,97678,7.2,01mar2011,4270,79,26,63,42,38,0,22,96,0,47,1,69,36,Utah,matched (3)
50,Vermont,2011,3,509358,359114,70.5,338856,66.5,20258,5.6,01mar2011,4367,57,35,0,49,46,0,28,72,0,46,6,64,53,Vermont,matched (3)
51,Virginia,2011,3,6220334,4194471,67.40000000000001,3920687,63,273784,6.5,01mar2011,4464,100,22,64,42,40,0,35,88,0,52,1,76,68,Virginia,matched (3)
53,Washington,2011,3,5290713,3462169,65.40000000000001,3134099,59.2,328070,9.5,01mar2011,4561,56,38,92,47,42,0,36,74,1,44,1,79,70,Washington,matched (3)
54,West Virginia,2011,3,1485267,807674,54.4,740350,49.8,67324,8.300000000000001,01mar2011,4658,50,36,27,36,32,0,37,39,0,38,0,79,39,West Virginia,matched (3)
55,Wisconsin,2011,3,4449917,3079171,69.2,2835621,63.7,243550,7.9,01mar2011,4755,47,14,60,44,41,0,43,62,0,40,1,61,100,Wisconsin,matched (3)
56,Wyoming,2011,3,435685,306066,70.2,287721,66,18345,6,01mar2011,4852,0,0,0,43,19,0,10,43,0,33,0,53,,Wyoming,matched (3)
1,Alabama,2012,3,3738670,2170701,58.1,1997949,53.4,172752,8,01mar2012,14,50,19,34,41,42,0,60,81,0,55,4,69,33,Alabama,matched (3)
2,Alaska,2012,3,533145,365907,68.59999999999999,339291,63.6,26616,7.3,01mar2012,111,59,0,87,31,28,0,30,50,0,52,0,56,0,Alaska,matched (3)
4,Arizona,2012,3,4982065,3027314,60.8,2766197,55.5,261117,8.6,01mar2012,208,71,0,30,42,48,0,42,85,0,60,4,54,47,Arizona,matched (3)
5,Arkansas,2012,3,2263107,1357024,60,1254064,55.4,102960,7.6,01mar2012,305,52,0,0,48,47,0,33,30,0,58,0,56,23,Arkansas,matched (3)
6,California,2012,3,29201590,18474388,63.3,16476663,56.4,1997725,10.8,01mar2012,402,75,36,77,43,60,0,44,94,0,74,3,72,78,California,matched (3)
8,Colorado,2012,3,3972369,2751340,69.3,2528560,63.7,222780,8.1,01mar2012,499,55,16,46,42,61,0,58,78,0,66,4,49,50,Colorado,matched (3)
9,Connecticut,2012,3,2840600,1897790,66.8,1740795,61.3,156995,8.300000000000001,01mar2012,596,55,15,34,39,62,0,58,60,0,61,3,56,80,Connecticut,matched (3)
10,Delaware,2012,3,716594,446320,62.3,414526,57.8,31794,7.1,01mar2012,790,34,0,0,39,49,0,43,56,0,68,9,69,33,Delaware,matched (3)
11,District of Columbia,2012,3,524183,357875,68.3,324111,61.8,33764,9.4,01mar2012,693,26,0,65,35,27,0,42,75,3,78,1,63,30,District of Columbia,matched (3)
12,Florida,2012,3,15366923,9343664,60.8,8527026,55.5,816638,8.699999999999999,01mar2012,887,71,14,44,43,59,0,45,84,0,75,4,72,47,Florida,matched (3)
13,Georgia,2012,3,7447842,4786203,64.3,4331046,58.2,455157,9.5,01mar2012,984,53,27,39,41,59,0,50,72,1,71,2,65,36,Georgia,matched (3)
