fips,state,year,month,civ_pop,civ_pop_working_age,percent_working_age,employed,percent_employed,unemployed,unemployment_rate,date,v1,spidersolitaire,blooddrive,brownierecipe,xbox,linkedin,candycrush,omegle,harvard,jobsnearme,pornhub,googleflights,google_unemployment,resumetemplate,stname,_merge
1,Alabama,2011,1,3716902,2217245,59.7,1990151,53.5,227094,10.2,01jan2011,0,58,22,13,59,27,0,30,75,0,45,5,98,56,Alabama,matched (3)
2,Alaska,2011,1,524325,364782,69.59999999999999,336406,64.2,28376,7.8,01jan2011,97,32,0,56,47,15,0,38,35,0,45,0,95,0,Alaska,matched (3)
4,Arizona,2011,1,4893040,3051635,62.4,2751937,56.2,299698,9.800000000000001,01jan2011,194,67,0,16,60,33,0,25,54,0,52,2,100,49,Arizona,matched (3)
5,Arkansas,2011,1,2246955,1362117,60.6,1246936,55.5,115181,8.5,01jan2011,291,21,21,28,60,35,0,14,100,0,38,0,95,53,Arkansas,matched (3)
6,California,2011,1,28804849,18363014,63.7,16142515,56,2220499,12.1,01jan2011,388,100,37,46,66,43,0,37,89,0,59,2,100,100,California,matched (3)
8,Colorado,2011,1,3894793,2726142,70,2486606,63.8,239536,8.800000000000001,01jan2011,485,55,22,92,61,31,0,32,89,0,56,3,100,74,Colorado,matched (3)
9,Connecticut,2011,1,2820730,1921839,68.09999999999999,1744160,61.8,177679,9.199999999999999,01jan2011,582,46,52,51,58,40,0,52,76,0,58,2,100,30,Connecticut,matched (3)
10,Delaware,2011,1,707737,439961,62.2,405199,57.3,34762,7.9,01jan2011,776,100,0,0,55,33,0,38,65,0,55,0,86,38,Delaware,matched (3)
11,District of Columbia,2011,1,511311,349321,68.3,315627,61.7,33694,9.6,01jan2011,679,69,41,16,45,27,0,49,71,0,53,0,70,37,District of Columbia,matched (3)
12,Florida,2011,1,15114858,9283526,61.4,8292155,54.9,991371,10.7,01jan2011,873,66,38,43,66,40,0,31,90,0,63,2,96,83,Florida,matched (3)
13,Georgia,2011,1,7343423,4711909,64.2,4216993,57.4,494916,10.5,01jan2011,970,49,18,42,68,44,0,39,89,0,56,1,92,67,Georgia,matched (3)
15,Hawaii,2011,1,1050810,660878,62.9,616210,58.6,44668,6.8,01jan2011,1067,76,0,40,61,31,0,51,46,0,60,0,78,11,Hawaii,matched (3)
16,Idaho,2011,1,1173091,761874,64.90000000000001,695383,59.3,66491,8.699999999999999,01jan2011,1164,29,0,60,63,16,0,18,56,0,36,6,100,47,Idaho,matched (3)
17,Illinois,2011,1,9927291,6573539,66.2,5952822,60,620717,9.4,01jan2011,1261,73,54,68,60,46,0,45,83,0,57,0,100,37,Illinois,matched (3)
18,Indiana,2011,1,4988647,3158887,63.3,2869164,57.5,289723,9.199999999999999,01jan2011,1358,74,24,64,65,34,0,40,95,0,45,5,100,29,Indiana,matched (3)
19,Iowa,2011,1,2369608,1676439,70.7,1580360,66.7,96079,5.7,01jan2011,1455,51,0,32,53,21,0,24,46,0,44,0,100,100,Iowa,matched (3)
20,Kansas,2011,1,2156631,1497002,69.40000000000001,1393260,64.59999999999999,103742,6.9,01jan2011,1552,67,0,31,63,47,0,43,61,0,36,5,100,64,Kansas,matched (3)
21,Kentucky,2011,1,3361963,2060919,61.3,1858039,55.3,202880,9.800000000000001,01jan2011,1649,100,25,35,59,33,0,38,43,2,45,0,100,33,Kentucky,matched (3)
22,Louisiana,2011,1,3463212,2082966,60.1,1910437,55.2,172529,8.300000000000001,01jan2011,1746,50,40,38,68,28,0,53,73,0,53,10,90,62,Louisiana,matched (3)
23,Maine,2011,1,1077343,697917,64.8,641581,59.6,56336,8.1,01jan2011,1843,56,33,0,64,14,0,77,74,0,49,0,100,13,Maine,matched (3)
24,Maryland,2011,1,4530894,3090479,68.2,2862249,63.2,228230,7.4,01jan2011,1940,100,47,9,62,37,0,50,72,0,57,3,85,13,Maryland,matched (3)
25,Massachusetts,2011,1,5271497,3474410,65.90000000000001,3205064,60.8,269346,7.8,01jan2011,2037,72,100,43,61,44,0,61,87,0,61,2,80,21,Massachusetts,matched (3)
26,Michigan,2011,1,7740472,4701777,60.7,4183976,54.1,517801,11,01jan2011,2134,100,32,47,60,46,0,44,78,0,49,4,100,39,Michigan,matched (3)
27,Minnesota,2011,1,4134646,2941435,71.09999999999999,2737393,66.2,204042,6.9,01jan2011,2231,80,33,21,58,39,0,37,92,0,51,2,100,77,Minnesota,matched (3)
28,Mississippi,2011,1,2240757,1345507,60,1209251,54,136256,10.1,01jan2011,2328,56,0,52,55,24,0,43,82,0,43,0,98,16,Mississippi,matched (3)
29,Missouri,2011,1,4639278,3057319,65.90000000000001,2774185,59.8,283134,9.300000000000001,01jan2011,2425,49,63,19,61,36,0,45,97,0,43,6,100,94,Missouri,matched (3)
30,Montana,2011,1,781787,500012,64,463453,59.3,36559,7.3,01jan2011,2522,100,0,32,44,30,0,19,26,0,43,0,100,20,Montana,matched (3)
31,Nebraska,2011,1,1395581,997569,71.5,952553,68.3,45016,4.5,01jan2011,2619,45,82,40,56,35,0,27,100,0,45,5,100,62,Nebraska,matched (3)
32,Nevada,2011,1,2084475,1368322,65.59999999999999,1183161,56.8,185161,13.5,01jan2011,2716,74,28,20,68,41,0,45,61,0,54,3,100,40,Nevada,matched (3)
33,New Hampshire,2011,1,1056804,735798,69.59999999999999,696173,65.90000000000001,39625,5.4,01jan2011,2813,21,55,0,64,31,0,32,82,0,49,0,100,28,New Hampshire,matched (3)
34,New Jersey,2011,1,6900649,4555359,66,4125018,59.8,430341,9.4,01jan2011,2910,69,50,30,67,39,0,50,77,0,62,1,92,31,New Jersey,matched (3)
35,New Mexico,2011,1,1577610,930931,59,859575,54.5,71356,7.7,01jan2011,3007,61,0,0,51,29,0,30,45,0,41,0,98,45,New Mexico,matched (3)
36,New York,2011,1,15426512,9528314,61.8,8739920,56.7,788394,8.300000000000001,01jan2011,3104,74,45,54,58,33,0,36,92,0,65,1,99,36,New York,matched (3)
37,Los Angeles County,2011,1,7699590,4937886,64.09999999999999,4324410,56.2,613476,12.4,01jan2011,3201,76,56,63,68,42,0,36,84,0,55,1,92,21,North Carolina,matched (3)
38,North Dakota,2011,1,528987,383753,72.5,370131,70,13622,3.5,01jan2011,3298,14,0,75,48,23,0,30,80,0,37,9,97,37,North Dakota,matched (3)
39,Ohio,2011,1,8984807,5797017,64.5,5258819,58.5,538198,9.300000000000001,01jan2011,3395,96,16,71,63,39,0,34,80,0,47,0,100,58,Ohio,matched (3)
40,Oklahoma,2011,1,2857240,1766062,61.8,1656299,58,109763,6.2,01jan2011,3492,53,0,36,62,24,0,32,75,0,43,10,100,38,Oklahoma,matched (3)
41,Oregon,2011,1,3051188,1995928,65.40000000000001,1799192,59,196736,9.9,01jan2011,3589,64,15,45,72,32,0,34,67,0,51,2,100,42,Oregon,matched (3)
42,Pennsylvania,2011,1,10098314,6379705,63.2,5873507,58.2,506198,7.9,01jan2011,3686,67,29,42,63,42,0,54,92,0,51,4,100,42,Pennsylvania,matched (3)
44,Rhode Island,2011,1,843496,562727,66.7,500696,59.4,62031,11,01jan2011,3783,25,0,59,56,32,0,49,62,0,53,0,100,53,Rhode Island,matched (3)
45,South Carolina,2011,1,3595843,2163248,60.2,1930858,53.7,232390,10.7,01jan2011,3880,23,80,0,63,37,0,45,79,0,51,6,97,42,South Carolina,matched (3)
46,South Dakota,2011,1,620850,441272,71.09999999999999,418997,67.5,22275,5,01jan2011,3977,18,0,24,44,15,0,58,68,0,40,12,96,78,South Dakota,matched (3)
47,Tennessee,2011,1,4953685,3124117,63.1,2827712,57.1,296405,9.5,01jan2011,4074,74,58,52,72,31,0,35,78,1,44,2,100,16,Tennessee,matched (3)
48,Texas,2011,1,18807824,12398361,65.90000000000001,11405419,60.6,992942,8,01jan2011,4171,81,21,61,59,38,0,29,95,0,52,1,83,40,Texas,matched (3)
49,Utah,2011,1,1976447,1352758,68.40000000000001,1251698,63.3,101060,7.5,01jan2011,4268,100,28,56,61,23,0,36,96,0,47,0,100,58,Utah,matched (3)
50,Vermont,2011,1,508926,359600,70.7,338684,66.5,20916,5.8,01jan2011,4365,30,0,29,52,18,0,12,54,0,48,0,91,0,Vermont,matched (3)
51,Virginia,2011,1,6208922,4188985,67.5,3909237,63,279748,6.7,01jan2011,4462,51,66,40,59,39,0,37,86,0,53,2,92,32,Virginia,matched (3)
53,Washington,2011,1,5281050,3473305,65.8,3139432,59.4,333873,9.6,01jan2011,4559,81,13,70,60,35,0,40,71,0,48,3,100,61,Washington,matched (3)
54,West Virginia,2011,1,1485037,810420,54.6,740067,49.8,70353,8.699999999999999,01jan2011,4656,0,0,0,65,23,0,23,27,0,45,12,100,0,West Virginia,matched (3)
55,Wisconsin,2011,1,4447085,3078616,69.2,2831223,63.7,247393,8,01jan2011,4753,41,30,36,58,38,0,44,60,0,43,1,100,44,Wisconsin,matched (3)
56,Wyoming,2011,1,435345,305969,70.3,287153,66,18816,6.1,01jan2011,4850,0,81,0,58,39,0,10,0,0,29,0,67,,Wyoming,matched (3)
1,Alabama,2012,1,3735824,2173177,58.2,1998157,53.5,175020,8.1,01jan2012,12,71,18,65,55,44,0,55,44,0,48,4,87,69,Alabama,matched (3)
2,Alaska,2012,1,532294,366425,68.8,339328,63.7,27097,7.4,01jan2012,109,51,0,45,41,8,0,66,28,0,51,0,94,0,Alaska,matched (3)
4,Arizona,2012,1,4969507,3028300,60.9,2763459,55.6,264841,8.699999999999999,01jan2012,206,89,40,45,51,50,0,46,59,0,66,3,75,44,Arizona,matched (3)
5,Arkansas,2012,1,2261579,1363322,60.3,1258194,55.6,105128,7.7,01jan2012,303,17,0,59,44,36,0,65,35,0,49,6,94,45,Arkansas,matched (3)
6,California,2012,1,29149617,18478244,63.4,16442867,56.4,2035377,11,01jan2012,400,69,36,52,54,59,0,48,79,0,73,3,86,82,California,matched (3)
8,Colorado,2012,1,3961796,2754132,69.5,2529588,63.8,224544,8.199999999999999,01jan2012,497,77,0,88,55,56,0,46,58,1,67,6,67,64,Colorado,matched (3)
9,Connecticut,2012,1,2838475,1904057,67.09999999999999,1747131,61.6,156926,8.199999999999999,01jan2012,594,79,0,58,48,56,0,52,61,0,60,5,81,70,Connecticut,matched (3)
10,Delaware,2012,1,715497,446257,62.4,414481,57.9,31776,7.1,01jan2012,788,52,52,24,38,72,0,57,49,0,56,0,76,82,Delaware,matched (3)
11,District of Columbia,2012,1,522463,354177,67.8,319618,61.2,34559,9.800000000000001,01jan2012,691,17,36,54,37,32,0,51,36,2,80,1,90,22,District of Columbia,matched (3)
12,Florida,2012,1,15331987,9335794,60.9,8501196,55.4,834598,8.9,01jan2012,885,54,50,34,50,53,0,43,84,0,74,3,98,52,Florida,matched (3)
13,Georgia,2012,1,7432059,4783176,64.40000000000001,4321220,58.1,461956,9.699999999999999,01jan2012,982,71,27,84,54,58,0,55,72,0,72,5,84,43,Georgia,matched (3)
15,Hawaii,2012,1,1061235,652737,61.5,608722,57.4,44015,6.7,01jan2012,1079,24,0,31,44,48,0,56,100,0,76,0,98,52,Hawaii,matched (3)
16,Idaho,2012,1,1186323,768709,64.8,709573,59.8,59136,7.7,01jan2012,1176,71,0,49,57,62,0,39,52,0,48,19,80,95,Idaho,matched (3)
17,Illinois,2012,1,9975525,6581090,66,5979812,59.9,601278,9.1,01jan2012,1273,56,31,36,47,66,0,44,69,1,82,5,85,72,Illinois,matched (3)
18,Indiana,2012,1,5018480,3188316,63.5,2914437,58.1,273879,8.6,01jan2012,1370,65,0,60,56,55,0,52,68,0,53,6,80,94,Indiana,matched (3)
19,Iowa,2012,1,2383051,1655012,69.40000000000001,1568570,65.8,86442,5.2,01jan2012,1467,60,17,53,46,48,0,68,46,0,47,8,70,32,Iowa,matched (3)
20,Kansas,2012,1,2168396,1486440,68.59999999999999,1396822,64.40000000000001,89618,6,01jan2012,1564,76,69,25,55,42,0,54,63,0,48,8,91,42,Kansas,matched (3)
21,Kentucky,2012,1,3380376,2051531,60.7,1879304,55.6,172227,8.4,01jan2012,1661,74,15,97,53,55,0,61,72,1,55,5,71,47,Kentucky,matched (3)
22,Louisiana,2012,1,3491743,2071658,59.3,1916726,54.9,154932,7.5,01jan2012,1758,40,0,60,58,42,0,45,44,0,59,5,80,66,Louisiana,matched (3)
23,Maine,2012,1,1081035,701198,64.90000000000001,647429,59.9,53769,7.7,01jan2012,1855,39,0,0,55,73,0,47,61,0,55,4,75,43,Maine,matched (3)
24,Maryland,2012,1,4579537,3108528,67.90000000000001,2891475,63.1,217053,7,01jan2012,1952,69,24,64,48,46,0,47,69,0,72,8,100,65,Maryland,matched (3)
25,Massachusetts,2012,1,5325422,3472361,65.2,3238875,60.8,233486,6.7,01jan2012,2049,55,65,47,48,65,0,62,79,0,66,3,74,69,Massachusetts,matched (3)
26,Michigan,2012,1,7774853,4673008,60.1,4240922,54.5,432086,9.199999999999999,01jan2012,2146,75,33,46,58,65,0,58,65,0,59,5,76,100,Michigan,matched (3)
27,Minnesota,2012,1,4168433,2941312,70.59999999999999,2771438,66.5,169874,5.8,01jan2012,2243,92,0,49,53,73,0,58,94,0,59,3,81,51,Minnesota,matched (3)
28,Mississippi,2012,1,2249728,1332527,59.2,1209512,53.8,123015,9.199999999999999,01jan2012,2340,21,0,58,53,40,0,42,40,0,62,0,86,47,Mississippi,matched (3)
29,Missouri,2012,1,4660021,3033914,65.09999999999999,2810674,60.3,223240,7.4,01jan2012,2437,78,51,39,51,61,0,56,74,0,58,5,85,69,Missouri,matched (3)
30,Montana,2012,1,787793,503294,63.9,471779,59.9,31515,6.3,01jan2012,2534,62,0,79,58,45,3,31,29,0,45,5,68,0,Montana,matched (3)
31,Nebraska,2012,1,1405655,1009980,71.90000000000001,968337,68.90000000000001,41643,4.1,01jan2012,2631,41,0,22,46,46,0,42,23,0,59,5,89,26,Nebraska,matched (3)
32,Nevada,2012,1,2107860,1373690,65.2,1208579,57.3,165111,12,01jan2012,2728,24,18,0,49,44,0,47,48,0,64,4,64,17,Nevada,matched (3)
33,New Hampshire,2012,1,1064576,738461,69.40000000000001,698642,65.59999999999999,39819,5.4,01jan2012,2825,54,0,18,52,81,0,62,75,3,49,0,74,55,New Hampshire,matched (3)
34,New Jersey,2012,1,6935039,4579827,66,4158773,60,421054,9.199999999999999,01jan2012,2922,69,24,67,51,64,0,62,74,0,67,5,84,92,New Jersey,matched (3)
35,New Mexico,2012,1,1589291,929176,58.5,859841,54.1,69335,7.5,01jan2012,3019,20,0,0,65,32,0,59,46,0,48,0,98,12,New Mexico,matched (3)
36,New York,2012,1,15527143,9581121,61.7,8757122,56.4,823999,8.6,01jan2012,3116,66,33,61,47,53,0,53,75,0,73,3,100,83,New York,matched (3)
37,Los Angeles County,2012,1,7776584,4911435,63.2,4341284,55.8,570151,11.6,01jan2012,3213,64,50,37,53,58,0,45,70,0,67,5,92,71,North Carolina,matched (3)
38,North Dakota,2012,1,538375,393660,73.09999999999999,381180,70.8,12480,3.2,01jan2012,3310,0,79,32,44,66,0,34,0,0,47,0,82,31,North Dakota,matched (3)
39,Ohio,2012,1,9010314,5726309,63.6,5281141,58.6,445168,7.8,01jan2012,3407,63,37,30,50,54,0,59,68,1,55,4,77,64,Ohio,matched (3)
40,Oklahoma,2012,1,2881921,1791292,62.2,1692991,58.7,98301,5.5,01jan2012,3504,62,25,38,54,55,0,46,54,0,45,0,87,31,Oklahoma,matched (3)
41,Oregon,2012,1,3083936,1982713,64.3,1802207,58.4,180506,9.1,01jan2012,3601,76,23,89,64,50,1,50,71,0,55,6,91,33,Oregon,matched (3)
42,Pennsylvania,2012,1,10140784,6431325,63.4,5936304,58.5,495021,7.7,01jan2012,3698,58,40,83,51,60,0,57,85,0,56,2,94,70,Pennsylvania,matched (3)
44,Rhode Island,2012,1,846176,559376,66.09999999999999,496950,58.7,62426,11.2,01jan2012,3795,20,0,49,49,63,0,57,51,0,54,15,95,45,Rhode Island,matched (3)
45,South Carolina,2012,1,3634050,2182119,60,1968013,54.2,214106,9.800000000000001,01jan2012,3892,88,21,34,55,62,0,50,72,0,59,2,100,43,South Carolina,matched (3)
46,South Dakota,2012,1,627885,441209,70.3,422007,67.2,19202,4.4,01jan2012,3989,77,0,43,44,40,0,31,24,0,38,0,100,0,South Dakota,matched (3)
47,Tennessee,2012,1,4998033,3107367,62.2,2861807,57.3,245560,7.9,01jan2012,4086,87,18,72,49,69,0,51,96,0,57,5,88,88,Tennessee,matched (3)
48,Texas,2012,1,19167225,12600830,65.7,11705732,61.1,895098,7.1,01jan2012,4183,84,26,60,52,53,0,41,70,0,73,3,100,91,Texas,matched (3)
49,Utah,2012,1,2009353,1357156,67.5,1277412,63.6,79744,5.9,01jan2012,4280,43,0,36,52,47,0,29,39,0,54,3,64,39,Utah,matched (3)
50,Vermont,2012,1,510927,356060,69.7,337924,66.09999999999999,18136,5.1,01jan2012,4377,24,0,0,60,29,0,58,76,0,57,5,58,15,Vermont,matched (3)
51,Virginia,2012,1,6284386,4231959,67.3,3965563,63.1,266396,6.3,01jan2012,4474,28,28,40,54,59,0,60,79,0,63,6,85,61,Virginia,matched (3)
53,Washington,2012,1,5348811,3470587,64.90000000000001,3170602,59.3,299985,8.6,01jan2012,4571,55,27,100,51,53,0,54,75,0,60,3,96,55,Washington,matched (3)
54,West Virginia,2012,1,1487402,806904,54.2,747452,50.3,59452,7.4,01jan2012,4668,36,0,76,48,57,0,32,25,0,53,23,82,19,West Virginia,matched (3)
55,Wisconsin,2012,1,4469954,3073271,68.8,2853474,63.8,219797,7.2,01jan2012,4765,86,24,64,52,67,0,47,63,0,54,2,81,79,Wisconsin,matched (3)
56,Wyoming,2012,1,440412,307909,69.90000000000001,291027,66.09999999999999,16882,5.5,01jan2012,4862,39,0,0,36,8,0,51,60,18,34,0,83,,Wyoming,matched (3)
1,Alabama,2013,1,3756699,2181055,58.1,2017941,53.7,163114,7.5,01jan2013,24,78,0,8,51,71,4,64,72,1,57,3,76,42,Alabama,matched (3)
2,Alaska,2013,1,536984,365252,68,339758,63.3,25494,7,01jan2013,121,38,54,23,43,52,0,39,9,0,64,0,95,0,Alaska,matched (3)
4,Arizona,2013,1,5049118,3023927,59.9,2783920,55.1,240007,7.9,01jan2013,218,61,52,66,56,67,5,76,60,0,69,14,71,19,Arizona,matched (3)
5,Arkansas,2013,1,2272283,1325721,58.3,1227306,54,98415,7.4,01jan2013,315,37,0,20,62,72,5,60,55,0,49,0,76,19,Arkansas,matched (3)
6,California,2013,1,29491475,18615393,63.1,16835906,57.1,1779487,9.6,01jan2013,412,83,36,73,53,70,6,86,77,1,79,6,81,94,California,matched (3)
8,Colorado,2013,1,4031697,2767274,68.59999999999999,2562697,63.6,204577,7.4,01jan2013,509,87,0,80,54,71,5,67,76,0,72,5,58,70,Colorado,matched (3)
9,Connecticut,2013,1,2852027,1866104,65.40000000000001,1713860,60.1,152244,8.199999999999999,01jan2013,606,48,26,20,47,58,4,63,44,2,88,4,81,32,Connecticut,matched (3)
10,Delaware,2013,1,723528,443397,61.3,411523,56.9,31874,7.2,01jan2013,800,14,0,20,54,72,7,50,51,0,59,16,86,53,Delaware,matched (3)
11,District of Columbia,2013,1,533415,374653,70.2,341899,64.09999999999999,32754,8.699999999999999,01jan2013,703,23,33,12,37,53,4,76,60,2,63,3,74,30,District of Columbia,matched (3)
12,Florida,2013,1,15562936,9432835,60.6,8691192,55.8,741643,7.9,01jan2013,897,61,51,73,53,70,5,66,73,0,76,5,81,67,Florida,matched (3)
13,Georgia,2013,1,7521687,4784092,63.6,4368873,58.1,415219,8.699999999999999,01jan2013,994,80,45,77,54,67,6,74,58,1,81,6,89,50,Georgia,matched (3)
15,Hawaii,2013,1,1070601,645877,60.3,612783,57.2,33094,5.1,01jan2013,1091,52,0,40,50,52,6,74,62,0,78,3,89,51,Hawaii,matched (3)
16,Idaho,2013,1,1201017,770127,64.09999999999999,718500,59.8,51627,6.7,01jan2013,1188,98,0,40,63,49,5,80,53,0,46,12,62,31,Idaho,matched (3)
17,Illinois,2013,1,10014739,6582499,65.7,5976602,59.7,605897,9.199999999999999,01jan2013,1285,68,23,65,52,77,7,80,61,1,75,7,80,84,Illinois,matched (3)
18,Indiana,2013,1,5049422,3182174,63,2912845,57.7,269329,8.5,01jan2013,1382,47,0,58,60,78,7,72,63,1,55,5,56,15,Indiana,matched (3)
19,Iowa,2013,1,2397802,1657808,69.09999999999999,1575926,65.7,81882,4.9,01jan2013,1479,52,15,34,53,67,6,74,49,0,63,4,80,27,Iowa,matched (3)
20,Kansas,2013,1,2179353,1486639,68.2,1403681,64.40000000000001,82958,5.6,01jan2013,1576,40,27,35,51,50,5,60,48,0,74,16,67,25,Kansas,matched (3)
21,Kentucky,2013,1,3400639,2068663,60.8,1901562,55.9,167101,8.1,01jan2013,1673,55,17,59,53,75,4,84,45,0,62,5,67,30,Kentucky,matched (3)
22,Louisiana,2013,1,3514795,2095766,59.6,1948681,55.4,147085,7,01jan2013,1770,21,8,47,48,41,5,71,51,0,69,7,63,26,Louisiana,matched (3)
23,Maine,2013,1,1083640,704819,65,654594,60.4,50225,7.1,01jan2013,1867,63,0,53,57,60,4,78,98,5,57,0,91,42,Maine,matched (3)
24,Maryland,2013,1,4622651,3134588,67.8,2919421,63.2,215167,6.9,01jan2013,1964,41,50,50,50,59,6,71,67,1,77,6,92,62,Maryland,matched (3)
25,Massachusetts,2013,1,5381834,3506305,65.2,3267341,60.7,238964,6.8,01jan2013,2061,77,81,61,49,70,9,72,71,0,71,5,67,49,Massachusetts,matched (3)
26,Michigan,2013,1,7811239,4703361,60.2,4275441,54.7,427920,9.1,01jan2013,2158,45,53,85,52,65,6,74,54,1,71,7,73,65,Michigan,matched (3)
27,Minnesota,2013,1,4202927,2958448,70.40000000000001,2801058,66.59999999999999,157390,5.3,01jan2013,2255,49,35,59,47,75,7,76,86,0,70,4,63,89,Minnesota,matched (3)
28,Mississippi,2013,1,2259202,1292358,57.2,1177409,52.1,114949,8.9,01jan2013,2352,26,95,33,58,55,8,87,56,0,73,6,76,10,Mississippi,matched (3)
29,Missouri,2013,1,4680699,3028433,64.7,2820950,60.3,207483,6.9,01jan2013,2449,52,29,74,53,70,6,68,85,1,71,10,72,36,Missouri,matched (3)
30,Montana,2013,1,795282,509413,64.09999999999999,480899,60.5,28514,5.6,01jan2013,2546,36,0,46,51,57,5,67,44,0,66,0,61,14,Montana,matched (3)
31,Nebraska,2013,1,1416284,1019936,72,979763,69.2,40173,3.9,01jan2013,2643,42,32,63,52,84,6,72,47,3,58,0,88,61,Nebraska,matched (3)
32,Nevada,2013,1,2139865,1379414,64.5,1236301,57.8,143113,10.4,01jan2013,2740,5,0,11,53,63,10,67,54,0,79,5,53,35,Nevada,matched (3)
33,New Hampshire,2013,1,1072149,742467,69.3,701920,65.5,40547,5.5,01jan2013,2837,45,0,37,53,70,7,100,79,0,61,15,93,41,New Hampshire,matched (3)
34,New Jersey,2013,1,6963937,4594280,66,4178849,60,415431,9,01jan2013,2934,72,34,60,49,77,8,70,65,1,73,9,81,100,New Jersey,matched (3)
35,New Mexico,2013,1,1597951,928424,58.1,863259,54,65165,7,01jan2013,3031,73,36,20,54,42,6,82,38,0,58,0,74,20,New Mexico,matched (3)
36,New York,2013,1,15609486,9655271,61.9,8869350,56.8,785921,8.1,01jan2013,3128,70,37,63,49,66,7,71,75,1,79,6,81,63,New York,matched (3)
37,Los Angeles County,2013,1,7851758,4943362,63,4433982,56.5,509380,10.3,01jan2013,3225,64,67,100,55,82,5,74,57,0,65,8,100,60,North Carolina,matched (3)
38,North Dakota,2013,1,551287,402891,73.09999999999999,390510,70.8,12381,3.1,01jan2013,3322,49,0,26,43,86,5,41,77,0,52,7,59,0,North Dakota,matched (3)
39,Ohio,2013,1,9042259,5710874,63.2,5280284,58.4,430590,7.5,01jan2013,3419,77,11,63,55,76,7,77,78,2,61,7,64,55,Ohio,matched (3)
40,Oklahoma,2013,1,2909332,1807341,62.1,1711853,58.8,95488,5.3,01jan2013,3516,26,44,41,64,82,4,100,82,0,58,10,74,53,Oklahoma,matched (3)
41,Oregon,2013,1,3112555,1918564,61.6,1755911,56.4,162653,8.5,01jan2013,3613,39,31,48,72,84,9,91,58,0,69,4,66,23,Oregon,matched (3)
42,Pennsylvania,2013,1,10170310,6485609,63.8,5975489,58.8,510120,7.9,01jan2013,3710,64,38,65,56,84,7,78,84,2,63,5,88,96,Pennsylvania,matched (3)
44,Rhode Island,2013,1,849390,557653,65.7,504878,59.4,52775,9.5,01jan2013,3807,56,70,44,42,85,2,79,48,0,64,9,97,60,Rhode Island,matched (3)
45,South Carolina,2013,1,3680527,2194191,59.6,2009163,54.6,185028,8.4,01jan2013,3904,95,18,50,53,69,4,72,64,1,61,4,73,19,South Carolina,matched (3)
46,South Dakota,2013,1,635517,442860,69.7,425254,66.90000000000001,17606,4,01jan2013,4001,91,0,18,54,40,3,44,62,0,53,19,71,0,South Dakota,matched (3)
47,Tennessee,2013,1,5043726,3100704,61.5,2854608,56.6,246096,7.9,01jan2013,4098,71,0,41,60,80,5,80,71,0,60,6,69,57,Tennessee,matched (3)
48,Texas,2013,1,19526310,12782095,65.5,11950350,61.2,831745,6.5,01jan2013,4195,66,27,78,54,72,5,77,73,1,79,6,78,100,Texas,matched (3)
49,Utah,2013,1,2045495,1391627,68,1322501,64.7,69126,5,01jan2013,4292,69,19,76,60,61,11,90,77,0,54,1,44,59,Utah,matched (3)
50,Vermont,2013,1,511973,352098,68.8,335962,65.59999999999999,16136,4.6,01jan2013,4389,39,0,50,39,43,8,32,56,0,75,5,79,15,Vermont,matched (3)
51,Virginia,2013,1,6354601,4233882,66.59999999999999,3987394,62.7,246488,5.8,01jan2013,4486,50,0,50,52,71,5,80,74,0,69,6,76,81,Virginia,matched (3)
53,Washington,2013,1,5412926,3465517,64,3208679,59.3,256838,7.4,01jan2013,4583,81,35,79,56,63,8,82,70,1,66,7,79,36,Washington,matched (3)
54,West Virginia,2013,1,1487419,804599,54.1,746201,50.2,58398,7.3,01jan2013,4680,62,30,44,56,46,3,48,92,0,51,10,66,64,West Virginia,matched (3)
55,Wisconsin,2013,1,4493813,3078665,68.5,2864372,63.7,214293,7,01jan2013,4777,45,80,100,53,75,6,72,63,0,55,8,61,47,Wisconsin,matched (3)
56,Wyoming,2013,1,446651,306849,68.7,291304,65.2,15545,5.1,01jan2013,4874,17,0,0,71,41,0,100,40,0,55,0,65,,Wyoming,matched (3)
1,Alabama,2014,1,3774558,2167589,57.4,2010442,53.3,157147,7.2,01jan2014,36,20,12,67,57,63,60,76,41,1,63,17,66,31,Alabama,matched (3)
2,Alaska,2014,1,539129,365570,67.8,340015,63.1,25555,7,01jan2014,133,21,0,37,67,63,53,61,23,0,56,20,70,42,Alaska,matched (3)
4,Arizona,2014,1,5133536,3061071,59.6,2839124,55.3,221947,7.3,01jan2014,230,74,28,46,55,67,68,65,51,3,66,15,75,32,Arizona,matched (3)
5,Arkansas,2014,1,2281615,1313361,57.6,1226351,53.7,87010,6.6,01jan2014,327,43,0,42,56,73,47,89,60,0,54,31,66,16,Arkansas,matched (3)
6,California,2014,1,29824602,18603550,62.4,17086089,57.3,1517461,8.199999999999999,01jan2014,424,66,47,76,57,83,58,82,77,2,77,13,100,84,California,matched (3)
8,Colorado,2014,1,4104308,2781177,67.8,2615291,63.7,165886,6,01jan2014,521,45,12,81,59,72,61,75,64,2,79,13,59,79,Colorado,matched (3)
9,Connecticut,2014,1,2862385,1870139,65.3,1736172,60.7,133967,7.2,01jan2014,618,60,43,38,64,77,60,68,51,1,71,17,92,22,Connecticut,matched (3)
10,Delaware,2014,1,732347,445213,60.8,417878,57.1,27335,6.1,01jan2014,812,11,0,80,62,39,55,71,64,0,71,13,100,53,Delaware,matched (3)
