date,participants,inflation,federal,market,economic,isPartial,State
2015-03-01,0,2,39,39,4,False,OR
2015-04-01,0,1,41,40,4,False,OR
2015-05-01,0,1,40,60,6,False,OR
2015-06-01,0,2,51,72,3,False,OR
2015-07-01,0,2,51,81,4,False,OR
2015-08-01,0,3,45,80,3,False,OR
2015-09-01,1,3,50,70,4,False,OR
2015-10-01,0,3,49,63,5,False,OR
2015-11-01,1,2,50,65,6,False,OR
2015-12-01,0,3,54,67,5,False,OR
2016-01-01,0,3,50,71,6,False,OR
2016-02-01,0,2,56,63,7,False,OR
2016-03-01,0,3,48,67,6,False,OR
2016-04-01,0,3,50,81,6,False,OR
2016-05-01,1,3,40,81,7,False,OR
2016-06-01,1,2,45,83,4,False,OR
2016-07-01,1,2,41,88,3,False,OR
2016-08-01,1,1,42,79,4,False,OR
2016-09-01,1,2,33,64,5,False,OR
2016-10-01,0,2,43,66,6,False,OR
2016-11-01,0,2,43,80,5,False,OR
2016-12-01,0,2,42,71,5,False,OR
2017-01-01,1,2,45,59,5,False,OR
2017-02-01,0,3,49,67,7,False,OR
2017-03-01,1,3,45,72,5,False,OR
2017-04-01,0,3,51,74,6,False,OR
2017-05-01,0,2,46,84,5,False,OR
2017-06-01,0,2,40,87,5,False,OR
2017-07-01,0,2,41,93,3,False,OR
2017-08-01,1,2,42,80,3,False,OR
2017-09-01,0,2,42,78,4,False,OR
2017-10-01,0,2,43,74,7,False,OR
2017-11-01,0,3,41,77,6,False,OR
2017-12-01,0,2,41,86,5,False,OR
2018-01-01,0,2,51,81,6,False,OR
2018-02-01,0,4,53,90,6,False,OR
2018-03-01,0,2,49,81,6,False,OR
2018-04-01,0,3,50,82,6,False,OR
2018-05-01,1,4,43,86,7,False,OR
2018-06-01,0,2,45,93,4,False,OR
2018-07-01,0,2,43,92,3,False,OR
2018-08-01,0,2,40,84,3,False,OR
2018-09-01,0,2,37,78,4,False,OR
2018-10-01,0,4,44,82,6,False,OR
2018-11-01,0,2,43,86,6,False,OR
2018-12-01,0,3,42,100,3,False,OR
2019-01-01,0,3,50,75,4,False,OR
2011-01-01,0,1,65,50,5,False,PA
2011-02-01,0,2,63,65,10,False,PA
2011-03-01,1,4,62,62,7,False,PA
2011-04-01,0,3,66,65,9,False,PA
2011-05-01,0,2,51,71,7,False,PA
2011-06-01,0,2,57,72,6,False,PA
2011-07-01,1,3,56,71,4,False,PA
2011-08-01,0,2,55,83,4,False,PA
2011-09-01,0,2,56,76,7,False,PA
2011-10-01,0,3,60,73,9,False,PA
2011-11-01,0,2,55,69,7,False,PA
2011-12-01,0,2,54,74,6,False,PA
2012-01-01,1,3,56,61,7,False,PA
2012-02-01,1,3,58,65,8,False,PA
2012-03-01,0,2,54,72,6,False,PA
2012-04-01,0,3,60,72,8,False,PA
2012-05-01,0,2,50,73,8,False,PA
2012-06-01,0,2,53,73,4,False,PA
2012-07-01,1,2,51,70,3,False,PA
2012-08-01,0,2,53,66,4,False,PA
2012-09-01,0,2,50,68,8,False,PA
2012-10-01,0,3,53,60,9,False,PA
2012-11-01,0,2,52,68,8,False,PA
2012-12-01,0,2,51,64,6,False,PA
2013-01-01,0,3,59,56,6,False,PA
2013-02-01,1,2,61,63,7,False,PA
2013-03-01,0,2,61,64,6,False,PA
2013-04-01,0,3,58,65,8,False,PA
2013-05-01,0,2,47,69,5,False,PA
2013-06-01,1,2,47,75,4,False,PA
2013-07-01,0,2,52,69,4,False,PA
2013-08-01,0,2,50,67,4,False,PA
2013-09-01,1,3,51,66,8,False,PA
2013-10-01,0,3,55,70,8,False,PA
2013-11-01,1,3,49,70,6,False,PA
2013-12-01,0,3,51,67,5,False,PA
2014-01-01,0,2,55,59,6,False,PA
2014-02-01,1,3,59,60,6,False,PA
2014-03-01,0,2,54,64,6,False,PA
2014-04-01,0,3,55,71,8,False,PA
2014-05-01,0,3,48,73,6,False,PA
2014-06-01,0,3,49,73,4,False,PA
2014-07-01,1,2,48,78,4,False,PA
2014-08-01,0,2,46,74,4,False,PA
2014-09-01,0,2,49,76,8,False,PA
2014-10-01,0,3,50,74,9,False,PA
2014-11-01,1,3,42,70,6,False,PA
2014-12-01,0,3,45,73,6,False,PA
2015-01-01,0,3,51,61,6,False,PA
2015-02-01,1,3,52,62,8,False,PA
2015-03-01,0,3,55,67,6,False,PA
2015-04-01,0,3,54,72,8,False,PA
2015-05-01,0,3,47,78,6,False,PA
2015-06-01,1,2,48,78,4,False,PA
2015-07-01,1,2,48,87,5,False,PA
2015-08-01,0,3,47,83,3,False,PA
2015-09-01,1,2,46,75,8,False,PA
2015-10-01,1,3,45,73,8,False,PA
2015-11-01,0,3,45,68,6,False,PA
2015-12-01,0,3,47,73,7,False,PA
2016-01-01,0,3,47,73,5,False,PA
2016-02-01,1,3,50,72,7,False,PA
2016-03-01,0,3,44,81,6,False,PA
2016-04-01,1,3,46,79,7,False,PA
2016-05-01,1,2,40,83,5,False,PA
2016-06-01,1,2,40,86,4,False,PA
2016-07-01,0,2,39,85,3,False,PA
2016-08-01,0,2,39,76,4,False,PA
2016-09-01,1,3,39,82,6,False,PA
2016-10-01,1,2,42,78,7,False,PA
2016-11-01,1,3,41,84,7,False,PA
2016-12-01,0,3,39,82,5,False,PA
2017-01-01,1,2,47,70,6,False,PA
2017-02-01,1,3,50,76,6,False,PA
2017-03-01,1,3,46,77,7,False,PA
2017-04-01,1,3,45,85,6,False,PA
2017-05-01,0,3,40,83,6,False,PA
2017-06-01,0,2,39,90,3,False,PA
2017-07-01,0,2,40,94,3,False,PA
2017-08-01,0,2,40,86,3,False,PA
2017-09-01,1,2,39,79,6,False,PA
2017-10-01,1,3,41,78,6,False,PA
2017-11-01,1,3,41,82,6,False,PA
2017-12-01,0,3,42,87,4,False,PA
2018-01-01,1,2,50,76,5,False,PA
2018-02-01,1,3,51,91,6,False,PA
2018-03-01,0,3,46,88,5,False,PA
2018-04-01,1,3,46,88,6,False,PA
2018-05-01,0,2,40,84,6,False,PA
2018-06-01,0,2,44,88,3,False,PA
2018-07-01,0,2,43,99,2,False,PA
2018-08-01,1,2,41,85,3,False,PA
2018-09-01,0,3,39,81,5,False,PA
2018-10-01,0,3,45,85,6,False,PA
2018-11-01,0,2,40,85,5,False,PA
2018-12-01,1,3,45,100,5,False,PA
2019-01-01,0,2,49,75,5,False,PA
2011-01-01,1,1,48,42,7,False,RI
2011-02-01,1,4,63,56,9,False,RI
2011-03-01,1,2,53,56,14,False,RI
2011-04-01,1,3,61,63,8,False,RI
2011-05-01,0,3,46,62,13,False,RI
2011-06-01,0,1,44,56,4,False,RI
2011-07-01,0,1,41,68,4,False,RI
2011-08-01,1,1,40,90,4,False,RI
2011-09-01,1,2,49,73,4,False,RI
2011-10-01,0,2,52,73,13,False,RI
2011-11-01,1,3,43,65,8,False,RI
2011-12-01,0,3,40,73,5,False,RI
2012-01-01,0,3,44,61,6,False,RI
2012-02-01,0,1,65,55,7,False,RI
2012-03-01,0,4,40,61,7,False,RI
2012-04-01,0,5,44,53,10,False,RI
2012-05-01,1,2,45,69,8,False,RI
2012-06-01,0,2,37,57,6,False,RI
2012-07-01,3,1,37,55,5,False,RI
2012-08-01,0,2,44,60,4,False,RI
2012-09-01,1,5,43,65,7,False,RI
2012-10-01,1,4,46,58,16,False,RI
2012-11-01,0,2,35,58,4,False,RI
2012-12-01,0,3,38,59,6,False,RI
2013-01-01,1,0,44,52,8,False,RI
2013-02-01,0,2,45,49,6,False,RI
2013-03-01,0,3,51,59,6,False,RI
2013-04-01,2,2,42,57,9,False,RI
2013-05-01,0,3,48,53,6,False,RI
2013-06-01,0,3,43,58,6,False,RI
2013-07-01,2,2,41,74,4,False,RI
2013-08-01,1,4,40,58,3,False,RI
2013-09-01,1,1,33,59,6,False,RI
2013-10-01,0,3,44,61,8,False,RI
2013-11-01,0,3,37,69,5,False,RI
2013-12-01,0,1,39,61,5,False,RI
2014-01-01,1,1,42,51,7,False,RI
2014-02-01,0,2,48,60,7,False,RI
2014-03-01,1,4,47,55,7,False,RI
2014-04-01,0,4,40,62,6,False,RI
2014-05-01,0,2,44,60,4,False,RI
2014-06-01,0,3,37,65,4,False,RI
2014-07-01,2,1,41,72,3,False,RI
2014-08-01,0,2,35,79,3,False,RI
2014-09-01,1,0,36,68,10,False,RI
2014-10-01,0,3,39,62,9,False,RI
2014-11-01,0,1,38,67,11,False,RI
2014-12-01,0,1,33,67,5,False,RI
2015-01-01,0,2,36,66,5,False,RI
2015-02-01,1,2,41,51,4,False,RI
2015-03-01,0,2,40,59,7,False,RI
2015-04-01,0,4,45,52,10,False,RI
2015-05-01,0,1,31,54,4,False,RI
2015-06-01,0,2,35,62,2,False,RI
2015-07-01,0,1,33,79,3,False,RI
2015-08-01,0,3,37,74,3,False,RI
2015-09-01,0,2,38,62,7,False,RI
2015-10-01,1,3,43,68,8,False,RI
2015-11-01,0,4,28,67,8,False,RI
2015-12-01,0,2,34,72,8,False,RI
2016-01-01,0,3,37,75,3,False,RI
2016-02-01,2,3,43,76,5,False,RI
2016-03-01,0,3,48,72,9,False,RI
2016-04-01,0,3,34,81,8,False,RI
2016-05-01,0,3,35,68,6,False,RI
2016-06-01,0,1,34,88,6,False,RI
2016-07-01,0,3,35,87,3,False,RI
2016-08-01,0,1,30,71,3,False,RI
2016-09-01,0,1,24,70,5,False,RI
2016-10-01,1,3,34,65,8,False,RI
2016-11-01,0,1,32,90,9,False,RI
2016-12-01,0,3,30,73,7,False,RI
2017-01-01,1,2,36,71,6,False,RI
2017-02-01,2,4,43,63,6,False,RI
2017-03-01,0,2,37,64,6,False,RI
2017-04-01,0,3,41,83,7,False,RI
2017-05-01,1,2,39,85,9,False,RI
2017-06-01,0,1,34,88,4,False,RI
2017-07-01,0,1,34,90,2,False,RI
2017-08-01,0,1,30,88,2,False,RI
2017-09-01,0,3,30,80,6,False,RI
2017-10-01,1,3,38,77,8,False,RI
2017-11-01,1,3,34,87,3,False,RI
2017-12-01,0,3,35,81,9,False,RI
2018-01-01,0,0,40,74,6,False,RI
2018-02-01,0,4,43,88,8,False,RI
2018-03-01,1,2,36,86,6,False,RI
2018-04-01,1,5,44,80,6,False,RI
2018-05-01,0,2,32,83,6,False,RI
2018-06-01,0,1,35,92,5,False,RI
2018-07-01,0,2,30,100,1,False,RI
2018-08-01,0,1,30,83,2,False,RI
2018-09-01,1,2,29,78,4,False,RI
2018-10-01,1,2,33,76,7,False,RI
2018-11-01,0,3,38,97,7,False,RI
2018-12-01,1,3,35,99,5,False,RI
2019-01-01,0,0,41,72,6,False,RI
2011-01-01,0,2,93,44,6,False,SC
2011-02-01,1,1,100,60,7,False,SC
2011-03-01,0,1,95,46,8,False,SC
2011-04-01,0,4,86,50,6,False,SC
2011-05-01,0,1,90,62,7,False,SC
2011-06-01,0,2,87,57,4,False,SC
2011-07-01,0,1,82,57,3,False,SC
2011-08-01,0,2,86,63,5,False,SC
2011-09-01,0,2,83,57,6,False,SC
2011-10-01,0,2,90,53,7,False,SC
2011-11-01,0,1,87,60,8,False,SC
2011-12-01,0,1,86,62,5,False,SC
2012-01-01,0,2,96,55,5,False,SC
2012-02-01,0,1,91,53,6,False,SC
2012-03-01,0,2,87,59,7,False,SC
2012-04-01,0,2,90,64,7,False,SC
2012-05-01,0,1,84,55,5,False,SC
2012-06-01,0,1,87,56,4,False,SC
2012-07-01,0,1,76,55,3,False,SC
2012-08-01,0,1,81,48,6,False,SC
2012-09-01,0,2,82,48,7,False,SC
2012-10-01,0,1,78,45,6,False,SC
2012-11-01,0,2,78,48,8,False,SC
2012-12-01,0,1,84,52,4,False,SC
2013-01-01,0,2,86,39,4,False,SC
2013-02-01,0,2,92,51,6,False,SC
2013-03-01,1,2,87,50,7,False,SC
2013-04-01,1,1,80,54,6,False,SC
2013-05-01,0,2,80,49,7,False,SC
2013-06-01,0,1,77,51,3,False,SC
2013-07-01,0,1,86,54,3,False,SC
2013-08-01,0,0,79,53,4,False,SC
2013-09-01,0,2,76,47,6,False,SC
2013-10-01,0,2,82,49,5,False,SC
2013-11-01,0,2,78,50,6,False,SC
2013-12-01,0,2,74,52,5,False,SC
2014-01-01,0,1,76,43,6,False,SC
2014-02-01,1,3,80,43,6,False,SC
2014-03-01,0,2,69,52,5,False,SC
2014-04-01,0,2,76,55,6,False,SC
2014-05-01,0,1,75,52,5,False,SC
2014-06-01,0,1,69,52,4,False,SC
2014-07-01,0,1,66,56,3,False,SC
2014-08-01,0,1,63,57,4,False,SC
2014-09-01,1,1,59,50,7,False,SC
2014-10-01,0,2,56,51,5,False,SC
2014-11-01,0,1,54,48,6,False,SC
2014-12-01,0,2,59,60,6,False,SC
2015-01-01,0,2,64,47,6,False,SC
2015-02-01,0,2,71,48,7,False,SC
2015-03-01,1,2,64,51,5,False,SC
2015-04-01,0,2,60,53,7,False,SC
2015-05-01,0,1,63,56,6,False,SC
2015-06-01,1,1,56,56,3,False,SC
2015-07-01,0,1,50,49,2,False,SC
2015-08-01,0,2,47,58,3,False,SC
2015-09-01,0,2,52,52,6,False,SC
2015-10-01,0,1,56,48,5,False,SC
2015-11-01,0,2,57,50,6,False,SC
2015-12-01,0,2,59,52,6,False,SC
2016-01-01,0,2,57,56,7,False,SC
2016-02-01,1,2,64,53,8,False,SC
2016-03-01,1,1,54,58,6,False,SC
2016-04-01,1,2,58,57,7,False,SC
2016-05-01,0,2,51,58,6,False,SC
2016-06-01,0,1,54,65,3,False,SC
2016-07-01,0,2,50,66,3,False,SC
2016-08-01,0,1,50,56,5,False,SC
2016-09-01,0,1,50,57,7,False,SC
2016-10-01,0,2,48,52,5,False,SC
2016-11-01,0,2,53,59,4,False,SC
2016-12-01,0,1,50,55,5,False,SC
2017-01-01,0,1,56,47,6,False,SC
2017-02-01,1,2,67,56,6,False,SC
2017-03-01,0,2,56,55,8,False,SC
2017-04-01,1,2,55,64,6,False,SC
2017-05-01,0,2,51,60,6,False,SC
2017-06-01,0,1,54,65,2,False,SC
2017-07-01,0,1,55,63,3,False,SC
2017-08-01,0,1,56,60,2,False,SC
2017-09-01,0,1,51,52,6,False,SC
2017-10-01,0,2,54,58,7,False,SC
2017-11-01,0,2,59,57,6,False,SC
2017-12-01,0,1,54,63,5,False,SC
2018-01-01,0,1,62,55,5,False,SC
2018-02-01,1,2,71,65,6,False,SC
2018-03-01,1,1,62,59,5,False,SC
2018-04-01,0,2,59,62,6,False,SC
2018-05-01,0,2,55,60,5,False,SC
2018-06-01,0,1,60,72,2,False,SC
2018-07-01,0,2,57,69,2,False,SC
2018-08-01,0,1,57,62,3,False,SC
2018-09-01,0,1,54,52,5,False,SC
2018-10-01,0,2,53,58,6,False,SC
2018-11-01,0,2,57,59,8,False,SC
2018-12-01,0,2,64,68,4,False,SC
2019-01-01,0,1,62,55,6,False,SC
2011-01-01,0,2,100,25,6,False,SD
2011-02-01,1,3,89,25,3,False,SD
2011-03-01,0,2,81,33,4,False,SD
2011-04-01,0,2,87,32,4,False,SD
2011-05-01,0,1,80,36,4,False,SD
2011-06-01,0,0,73,27,7,False,SD
2011-07-01,0,3,86,28,2,False,SD
2011-08-01,1,1,62,29,2,False,SD
2011-09-01,0,2,70,30,3,False,SD
2011-10-01,1,2,71,30,7,False,SD
2011-11-01,0,1,88,35,3,False,SD
2011-12-01,0,2,70,34,3,False,SD
2012-01-01,1,1,80,30,2,False,SD
2012-02-01,1,1,77,24,5,False,SD
2012-03-01,1,1,74,25,4,False,SD
2012-04-01,0,1,80,33,5,False,SD
2012-05-01,0,1,73,28,7,False,SD
2012-06-01,0,2,81,27,3,False,SD
2012-07-01,1,2,66,20,2,False,SD
2012-08-01,2,1,85,34,3,False,SD
2012-09-01,0,2,62,29,7,False,SD
2012-10-01,0,1,74,25,6,False,SD
2012-11-01,1,1,71,23,5,False,SD
2012-12-01,0,2,72,26,5,False,SD
2013-01-01,1,2,68,26,4,False,SD
2013-02-01,0,2,81,27,8,False,SD
2013-03-01,0,3,72,24,3,False,SD
2013-04-01,0,2,69,30,5,False,SD
2013-05-01,0,1,73,29,3,False,SD
2013-06-01,0,0,74,26,1,False,SD
2013-07-01,0,1,97,21,5,False,SD
2013-08-01,0,4,71,18,1,False,SD
2013-09-01,0,1,77,28,5,False,SD
2013-10-01,1,0,69,27,4,False,SD
2013-11-01,1,1,63,30,6,False,SD
2013-12-01,0,1,58,16,3,False,SD
2014-01-01,0,1,69,29,7,False,SD
2014-02-01,1,4,63,27,2,False,SD
2014-03-01,1,1,55,27,5,False,SD
2014-04-01,0,4,69,26,7,False,SD
2014-05-01,1,1,55,20,3,False,SD
2014-06-01,0,3,73,33,5,False,SD
2014-07-01,1,2,79,30,2,False,SD
2014-08-01,0,2,77,31,3,False,SD
2014-09-01,1,2,62,26,7,False,SD
2014-10-01,0,2,57,35,5,False,SD
2014-11-01,0,2,64,18,6,False,SD
2014-12-01,1,0,69,29,2,False,SD
2015-01-01,0,3,53,25,3,False,SD
2015-02-01,0,1,58,20,3,False,SD
2015-03-01,0,2,62,27,3,False,SD
2015-04-01,0,3,61,25,6,False,SD
2015-05-01,1,1,60,30,4,False,SD
2015-06-01,0,0,80,25,4,False,SD
2015-07-01,1,1,61,26,4,False,SD
2015-08-01,1,0,68,26,2,False,SD
2015-09-01,1,2,59,33,5,False,SD
2015-10-01,0,2,64,28,7,False,SD
2015-11-01,1,1,59,28,3,False,SD
2015-12-01,1,1,69,29,7,False,SD
2016-01-01,0,2,51,31,3,False,SD
2016-02-01,0,3,62,30,6,False,SD
2016-03-01,0,2,51,36,3,False,SD
2016-04-01,0,3,62,36,7,False,SD
2016-05-01,0,1,51,26,2,False,SD
2016-06-01,0,1,59,34,1,False,SD
2016-07-01,0,1,49,26,2,False,SD
2016-08-01,0,2,59,35,1,False,SD
2016-09-01,0,2,52,26,4,False,SD
2016-10-01,0,1,46,28,6,False,SD
2016-11-01,0,1,45,25,4,False,SD
2016-12-01,0,2,47,29,4,False,SD
2017-01-01,1,1,47,29,2,False,SD
2017-02-01,0,2,56,33,5,False,SD
2017-03-01,0,1,58,32,5,False,SD
2017-04-01,1,3,57,32,3,False,SD
2017-05-01,0,2,50,26,2,False,SD
2017-06-01,0,1,53,31,2,False,SD
2017-07-01,0,1,53,30,1,False,SD
2017-08-01,1,0,47,28,3,False,SD
2017-09-01,0,3,53,31,3,False,SD
2017-10-01,1,0,46,31,3,False,SD
2017-11-01,0,2,42,33,4,False,SD
2017-12-01,0,1,57,31,4,False,SD
2018-01-01,0,2,52,35,2,False,SD
2018-02-01,0,4,55,29,6,False,SD
2018-03-01,0,1,48,29,2,False,SD
2018-04-01,0,1,55,30,6,False,SD
2018-05-01,0,1,50,32,2,False,SD
2018-06-01,0,0,49,36,2,False,SD
2018-07-01,0,1,58,35,1,False,SD
2018-08-01,0,1,52,33,4,False,SD
2018-09-01,0,2,48,32,5,False,SD
2018-10-01,0,1,52,31,3,False,SD
2018-11-01,0,2,60,31,5,False,SD
2018-12-01,0,3,48,38,4,False,SD
2019-01-01,1,1,50,33,3,False,SD
2011-01-01,1,2,91,66,6,False,TN
2011-02-01,0,3,83,80,11,False,TN
2011-03-01,1,2,73,72,11,False,TN
2011-04-01,1,3,84,76,8,False,TN
2011-05-01,0,2,72,74,8,False,TN
2011-06-01,0,3,71,89,8,False,TN
2011-07-01,0,2,74,80,6,False,TN
2011-08-01,0,3,77,100,9,False,TN
2011-09-01,1,3,75,85,7,False,TN
2011-10-01,1,4,76,80,10,False,TN
2011-11-01,0,5,70,79,9,False,TN
2011-12-01,0,2,76,86,8,False,TN
2012-01-01,1,3,74,76,9,False,TN
2012-02-01,1,3,76,78,12,False,TN
2012-03-01,0,3,72,90,7,False,TN
2012-04-01,1,3,74,86,11,False,TN
2012-05-01,0,2,68,75,7,False,TN
2012-06-01,0,2,72,81,7,False,TN
2012-07-01,1,2,55,74,6,False,TN
2012-08-01,1,2,69,72,8,False,TN
2012-09-01,1,3,69,70,10,False,TN
2012-10-01,1,4,66,67,7,False,TN
2012-11-01,1,3,74,76,8,False,TN
2012-12-01,0,1,76,65,7,False,TN
2013-01-01,0,2,72,68,8,False,TN
2013-02-01,1,3,76,68,10,False,TN
2013-03-01,1,4,69,65,8,False,TN
2013-04-01,1,2,71,74,8,False,TN
2013-05-01,0,1,66,74,5,False,TN
2013-06-01,0,2,64,78,5,False,TN
2013-07-01,0,2,71,79,4,False,TN
2013-08-01,0,2,70,72,5,False,TN
2013-09-01,1,3,64,75,10,False,TN
2013-10-01,0,3,70,71,7,False,TN
2013-11-01,0,3,65,73,7,False,TN
2013-12-01,0,4,65,70,6,False,TN
2014-01-01,1,2,64,62,7,False,TN
2014-02-01,0,3,74,68,11,False,TN
2014-03-01,0,2,62,69,6,False,TN
2014-04-01,1,2,69,80,8,False,TN
2014-05-01,0,3,62,77,7,False,TN
2014-06-01,0,3,62,75,3,False,TN
2014-07-01,0,2,60,85,5,False,TN
2014-08-01,1,2,60,76,7,False,TN
2014-09-01,1,2,67,80,8,False,TN
2014-10-01,1,3,66,80,8,False,TN
2014-11-01,0,2,62,73,9,False,TN
2014-12-01,0,3,59,72,4,False,TN
2015-01-01,0,3,64,71,8,False,TN
2015-02-01,1,3,67,70,5,False,TN
2015-03-01,1,3,65,79,6,False,TN
2015-04-01,1,3,66,83,8,False,TN
2015-05-01,0,2,60,78,5,False,TN
2015-06-01,0,2,63,82,4,False,TN
2015-07-01,0,2,60,85,5,False,TN
2015-08-01,0,3,59,92,5,False,TN
2015-09-01,1,3,59,79,7,False,TN
2015-10-01,0,3,58,70,8,False,TN
2015-11-01,0,3,58,80,8,False,TN
2015-12-01,1,3,60,75,4,False,TN
2016-01-01,0,3,56,78,6,False,TN
2016-02-01,1,3,61,77,8,False,TN
2016-03-01,1,3,56,80,8,False,TN
2016-04-01,0,3,52,89,9,False,TN
2016-05-01,1,3,52,93,6,False,TN
2016-06-01,0,2,53,90,4,False,TN
2016-07-01,0,3,46,89,4,False,TN
2016-08-01,1,3,53,76,7,False,TN
2016-09-01,0,4,50,82,8,False,TN
2016-10-01,1,2,50,88,7,False,TN
2016-11-01,1,2,55,89,6,False,TN
2016-12-01,0,3,51,77,5,False,TN
2017-01-01,1,2,62,75,7,False,TN
2017-02-01,1,2,62,80,7,False,TN
2017-03-01,1,2,50,81,7,False,TN
2017-04-01,1,4,55,93,7,False,TN
2017-05-01,0,3,49,86,4,False,TN
2017-06-01,0,2,47,90,3,False,TN
2017-07-01,0,2,51,94,2,False,TN
2017-08-01,0,1,55,86,4,False,TN
2017-09-01,1,3,48,85,7,False,TN
2017-10-01,0,2,52,81,6,False,TN
2017-11-01,1,3,53,85,7,False,TN
2017-12-01,0,3,55,89,5,False,TN
2018-01-01,0,2,56,77,7,False,TN
2018-02-01,1,3,60,91,7,False,TN
2018-03-01,1,2,58,85,6,False,TN
2018-04-01,1,3,56,92,6,False,TN
2018-05-01,0,3,53,87,4,False,TN
2018-06-01,0,3,53,97,3,False,TN
2018-07-01,1,2,53,92,3,False,TN
2018-08-01,0,2,51,87,5,False,TN
2018-09-01,1,2,51,83,7,False,TN
2018-10-01,1,3,53,92,8,False,TN
2018-11-01,0,2,52,84,7,False,TN
2018-12-01,0,3,57,95,4,False,TN
2019-01-01,0,2,58,82,6,False,TN
2011-01-01,1,2,72,63,8,False,TX
2011-02-01,1,2,66,70,8,False,TX
2011-03-01,0,2,65,74,9,False,TX
2011-04-01,0,4,66,77,9,False,TX
2011-05-01,0,2,57,72,8,False,TX
2011-06-01,0,2,60,78,6,False,TX
2011-07-01,0,2,64,79,4,False,TX
2011-08-01,0,2,65,89,6,False,TX
2011-09-01,0,2,65,85,10,False,TX
2011-10-01,0,3,62,79,10,False,TX
2011-11-01,0,3,63,89,8,False,TX
2011-12-01,0,2,62,84,7,False,TX
2012-01-01,0,2,69,76,8,False,TX
2012-02-01,0,2,68,76,9,False,TX
2012-03-01,0,2,64,97,7,False,TX
2012-04-01,0,2,65,86,9,False,TX
2012-05-01,0,2,61,77,8,False,TX
2012-06-01,0,2,64,78,5,False,TX
2012-07-01,1,2,60,72,5,False,TX
2012-08-01,0,2,60,69,5,False,TX
2012-09-01,0,2,59,69,10,False,TX
2012-10-01,0,2,59,68,9,False,TX
2012-11-01,0,3,62,80,10,False,TX
2012-12-01,0,2,62,74,7,False,TX
2013-01-01,0,3,67,68,8,False,TX
2013-02-01,1,3,64,68,9,False,TX
2013-03-01,0,2,60,73,7,False,TX
2013-04-01,1,3,64,73,10,False,TX
2013-05-01,0,2,56,69,9,False,TX
2013-06-01,0,2,53,71,5,False,TX
2013-07-01,1,2,58,70,4,False,TX
2013-08-01,0,2,55,67,5,False,TX
2013-09-01,1,3,54,71,10,False,TX
2013-10-01,0,3,59,70,11,False,TX
2013-11-01,0,3,55,83,8,False,TX
2013-12-01,0,2,57,70,7,False,TX
2014-01-01,0,2,60,70,9,False,TX
2014-02-01,1,2,61,71,11,False,TX
2014-03-01,0,3,57,75,9,False,TX
2014-04-01,1,3,57,76,11,False,TX
2014-05-01,0,3,56,73,9,False,TX
2014-06-01,1,2,56,72,5,False,TX
2014-07-01,1,2,55,76,5,False,TX
2014-08-01,0,2,54,75,5,False,TX
2014-09-01,0,2,55,70,12,False,TX
2014-10-01,1,3,57,76,11,False,TX
2014-11-01,1,3,56,84,10,False,TX
2014-12-01,0,3,57,80,10,False,TX
2015-01-01,1,3,60,71,10,False,TX
2015-02-01,1,4,63,70,11,False,TX
2015-03-01,0,3,59,77,8,False,TX
2015-04-01,1,3,61,75,13,False,TX
2015-05-01,0,3,54,72,9,False,TX
2015-06-01,0,2,57,74,6,False,TX
2015-07-01,0,2,58,80,5,False,TX
2015-08-01,0,2,55,83,5,False,TX
2015-09-01,1,3,59,80,11,False,TX
2015-10-01,1,3,59,77,9,False,TX
2015-11-01,0,3,56,82,9,False,TX
2015-12-01,0,2,57,80,8,False,TX
2016-01-01,0,2,56,84,9,False,TX
2016-02-01,1,3,59,83,11,False,TX
2016-03-01,1,3,49,83,9,False,TX
2016-04-01,1,3,52,77,11,False,TX
2016-05-01,0,3,47,82,9,False,TX
2016-06-01,0,2,46,82,5,False,TX
2016-07-01,1,2,49,82,4,False,TX
2016-08-01,0,2,47,71,5,False,TX
2016-09-01,1,2,49,75,10,False,TX
2016-10-01,0,3,47,72,9,False,TX
2016-11-01,1,3,48,93,10,False,TX
2016-12-01,0,2,48,87,7,False,TX
2017-01-01,1,2,52,71,9,False,TX
2017-02-01,1,3,53,78,12,False,TX
2017-03-01,1,3,50,82,9,False,TX
2017-04-01,1,3,50,84,10,False,TX
2017-05-01,1,3,45,77,9,False,TX
2017-06-01,0,2,48,80,4,False,TX
2017-07-01,1,2,47,86,4,False,TX
2017-08-01,0,1,47,76,5,False,TX
2017-09-01,1,3,48,77,10,False,TX
2017-10-01,0,3,47,80,10,False,TX
2017-11-01,1,3,50,91,9,False,TX
2017-12-01,1,3,48,89,7,False,TX
2018-01-01,1,2,53,84,9,False,TX
2018-02-01,1,4,56,96,11,False,TX
2018-03-01,1,3,51,89,9,False,TX
2018-04-01,1,4,50,87,11,False,TX
2018-05-01,1,3,46,82,8,False,TX
2018-06-01,1,2,47,83,4,False,TX
2018-07-01,1,2,46,85,4,False,TX
2018-08-01,0,3,49,83,6,False,TX
2018-09-01,1,3,48,80,11,False,TX
2018-10-01,1,3,48,85,10,False,TX
2018-11-01,1,3,51,98,8,False,TX
2018-12-01,0,3,54,100,8,False,TX
2019-01-01,1,3,56,84,9,False,TX
2011-01-01,0,5,49,71,10,False,UT
2011-02-01,1,4,56,66,8,False,UT
2011-03-01,0,5,58,69,9,False,UT
2011-04-01,1,6,57,85,6,False,UT
2011-05-01,0,3,51,81,6,False,UT
2011-06-01,1,4,55,86,5,False,UT
