date,xbox,isPartial,State
2014-02-01,53,False,CA
2014-03-01,54,False,CA
2014-04-01,49,False,CA
2014-05-01,46,False,CA
2014-06-01,57,False,CA
2014-07-01,55,False,CA
2014-08-01,53,False,CA
2014-09-01,50,False,CA
2014-10-01,44,False,CA
2014-11-01,76,False,CA
2014-12-01,93,False,CA
2015-01-01,59,False,CA
2015-02-01,47,False,CA
2015-03-01,46,False,CA
2015-04-01,51,False,CA
2015-05-01,47,False,CA
2015-06-01,62,False,CA
2015-07-01,55,False,CA
2015-08-01,52,False,CA
2015-09-01,46,False,CA
2015-10-01,47,False,CA
2015-11-01,83,False,CA
2015-12-01,84,False,CA
2016-01-01,59,False,CA
2016-02-01,50,False,CA
2016-03-01,48,False,CA
2016-04-01,46,False,CA
2016-05-01,47,False,CA
2016-06-01,59,False,CA
2016-07-01,51,False,CA
2016-08-01,47,False,CA
2016-09-01,44,False,CA
2016-10-01,45,False,CA
2016-11-01,59,False,CA
2016-12-01,72,False,CA
2017-01-01,53,False,CA
2017-02-01,42,False,CA
2017-03-01,40,False,CA
2017-04-01,40,False,CA
2017-05-01,36,False,CA
2017-06-01,52,False,CA
2017-07-01,49,False,CA
2017-08-01,42,False,CA
2017-09-01,41,False,CA
2017-10-01,38,False,CA
2017-11-01,67,False,CA
2017-12-01,71,False,CA
2018-01-01,52,False,CA
2018-02-01,43,False,CA
2018-03-01,48,False,CA
2018-04-01,44,False,CA
2018-05-01,41,False,CA
2018-06-01,49,False,CA
2018-07-01,47,False,CA
2018-08-01,44,False,CA
2018-09-01,42,False,CA
2018-10-01,37,False,CA
2018-11-01,56,False,CA
2018-12-01,58,False,CA
2019-01-01,41,False,CA
2011-01-01,61,False,CO
2011-02-01,58,False,CO
2011-03-01,46,False,CO
2011-04-01,48,False,CO
2011-05-01,49,False,CO
2011-06-01,50,False,CO
2011-07-01,53,False,CO
2011-08-01,41,False,CO
2011-09-01,45,False,CO
2011-10-01,44,False,CO
2011-11-01,65,False,CO
2011-12-01,79,False,CO
2012-01-01,55,False,CO
2012-02-01,45,False,CO
2012-03-01,42,False,CO
2012-04-01,41,False,CO
2012-05-01,43,False,CO
2012-06-01,50,False,CO
2012-07-01,55,False,CO
2012-08-01,45,False,CO
2012-09-01,43,False,CO
2012-10-01,51,False,CO
2012-11-01,69,False,CO
2012-12-01,68,False,CO
2013-01-01,54,False,CO
2013-02-01,57,False,CO
2013-03-01,53,False,CO
2013-04-01,46,False,CO
2013-05-01,72,False,CO
2013-06-01,73,False,CO
2013-07-01,64,False,CO
2013-08-01,62,False,CO
2013-09-01,55,False,CO
2013-10-01,51,False,CO
2013-11-01,100,False,CO
2013-12-01,98,False,CO
2014-01-01,59,False,CO
2014-02-01,55,False,CO
2014-03-01,63,False,CO
2014-04-01,53,False,CO
2014-05-01,49,False,CO
2014-06-01,54,False,CO
2014-07-01,53,False,CO
2014-08-01,60,False,CO
2014-09-01,55,False,CO
2014-10-01,45,False,CO
2014-11-01,80,False,CO
2014-12-01,99,False,CO
2015-01-01,66,False,CO
2015-02-01,53,False,CO
2015-03-01,52,False,CO
2015-04-01,48,False,CO
2015-05-01,51,False,CO
2015-06-01,64,False,CO
2015-07-01,57,False,CO
2015-08-01,52,False,CO
2015-09-01,47,False,CO
2015-10-01,51,False,CO
2015-11-01,92,False,CO
2015-12-01,96,False,CO
2016-01-01,62,False,CO
2016-02-01,55,False,CO
2016-03-01,56,False,CO
2016-04-01,52,False,CO
2016-05-01,52,False,CO
2016-06-01,63,False,CO
2016-07-01,53,False,CO
2016-08-01,50,False,CO
2016-09-01,47,False,CO
2016-10-01,50,False,CO
2016-11-01,68,False,CO
2016-12-01,85,False,CO
2017-01-01,63,False,CO
2017-02-01,48,False,CO
2017-03-01,50,False,CO
2017-04-01,45,False,CO
2017-05-01,40,False,CO
2017-06-01,59,False,CO
2017-07-01,51,False,CO
2017-08-01,45,False,CO
2017-09-01,49,False,CO
2017-10-01,44,False,CO
2017-11-01,76,False,CO
2017-12-01,82,False,CO
2018-01-01,63,False,CO
2018-02-01,50,False,CO
2018-03-01,55,False,CO
2018-04-01,51,False,CO
2018-05-01,49,False,CO
2018-06-01,49,False,CO
2018-07-01,52,False,CO
2018-08-01,52,False,CO
2018-09-01,46,False,CO
2018-10-01,46,False,CO
2018-11-01,65,False,CO
2018-12-01,70,False,CO
2019-01-01,52,False,CO
2011-01-01,58,False,CT
2011-02-01,47,False,CT
2011-03-01,37,False,CT
2011-04-01,40,False,CT
2011-05-01,41,False,CT
2011-06-01,57,False,CT
2011-07-01,53,False,CT
2011-08-01,53,False,CT
2011-09-01,43,False,CT
2011-10-01,44,False,CT
2011-11-01,63,False,CT
2011-12-01,77,False,CT
2012-01-01,48,False,CT
2012-02-01,47,False,CT
2012-03-01,39,False,CT
2012-04-01,39,False,CT
2012-05-01,37,False,CT
2012-06-01,47,False,CT
2012-07-01,53,False,CT
2012-08-01,52,False,CT
2012-09-01,40,False,CT
2012-10-01,48,False,CT
2012-11-01,68,False,CT
2012-12-01,59,False,CT
2013-01-01,47,False,CT
2013-02-01,48,False,CT
2013-03-01,50,False,CT
2013-04-01,44,False,CT
2013-05-01,64,False,CT
2013-06-01,65,False,CT
2013-07-01,58,False,CT
2013-08-01,58,False,CT
2013-09-01,52,False,CT
2013-10-01,48,False,CT
2013-11-01,99,False,CT
2013-12-01,100,False,CT
2014-01-01,64,False,CT
2014-02-01,52,False,CT
2014-03-01,57,False,CT
2014-04-01,49,False,CT
2014-05-01,32,False,CT
2014-06-01,46,False,CT
2014-07-01,51,False,CT
2014-08-01,51,False,CT
2014-09-01,46,False,CT
2014-10-01,41,False,CT
2014-11-01,70,False,CT
2014-12-01,90,False,CT
2015-01-01,53,False,CT
2015-02-01,45,False,CT
2015-03-01,39,False,CT
2015-04-01,41,False,CT
2015-05-01,37,False,CT
2015-06-01,53,False,CT
2015-07-01,51,False,CT
2015-08-01,54,False,CT
2015-09-01,46,False,CT
2015-10-01,44,False,CT
2015-11-01,83,False,CT
2015-12-01,85,False,CT
2016-01-01,55,False,CT
2016-02-01,52,False,CT
2016-03-01,46,False,CT
2016-04-01,40,False,CT
2016-05-01,44,False,CT
2016-06-01,53,False,CT
2016-07-01,47,False,CT
2016-08-01,46,False,CT
2016-09-01,40,False,CT
2016-10-01,44,False,CT
2016-11-01,55,False,CT
2016-12-01,73,False,CT
2017-01-01,48,False,CT
2017-02-01,44,False,CT
2017-03-01,42,False,CT
2017-04-01,37,False,CT
2017-05-01,37,False,CT
2017-06-01,45,False,CT
2017-07-01,51,False,CT
2017-08-01,46,False,CT
2017-09-01,39,False,CT
2017-10-01,36,False,CT
2017-11-01,64,False,CT
2017-12-01,72,False,CT
2018-01-01,54,False,CT
2018-02-01,51,False,CT
2018-03-01,57,False,CT
2018-04-01,44,False,CT
2018-05-01,38,False,CT
2018-06-01,45,False,CT
2018-07-01,41,False,CT
2018-08-01,46,False,CT
2018-09-01,41,False,CT
2018-10-01,39,False,CT
2018-11-01,52,False,CT
2018-12-01,58,False,CT
2019-01-01,40,False,CT
2011-01-01,45,False,DC
2011-02-01,38,False,DC
2011-03-01,30,False,DC
2011-04-01,34,False,DC
2011-05-01,33,False,DC
2011-06-01,35,False,DC
2011-07-01,33,False,DC
2011-08-01,36,False,DC
2011-09-01,32,False,DC
2011-10-01,44,False,DC
2011-11-01,62,False,DC
2011-12-01,73,False,DC
2012-01-01,37,False,DC
2012-02-01,35,False,DC
2012-03-01,35,False,DC
2012-04-01,32,False,DC
2012-05-01,36,False,DC
2012-06-01,45,False,DC
2012-07-01,38,False,DC
2012-08-01,43,False,DC
2012-09-01,37,False,DC
2012-10-01,37,False,DC
2012-11-01,51,False,DC
2012-12-01,49,False,DC
2013-01-01,37,False,DC
2013-02-01,38,False,DC
2013-03-01,42,False,DC
2013-04-01,37,False,DC
2013-05-01,52,False,DC
2013-06-01,48,False,DC
2013-07-01,32,False,DC
2013-08-01,31,False,DC
2013-09-01,41,False,DC
2013-10-01,37,False,DC
2013-11-01,75,False,DC
2013-12-01,73,False,DC
2014-01-01,46,False,DC
2014-02-01,36,False,DC
2014-03-01,45,False,DC
2014-04-01,32,False,DC
2014-05-01,22,False,DC
2014-06-01,26,False,DC
2014-07-01,35,False,DC
2014-08-01,48,False,DC
2014-09-01,52,False,DC
2014-10-01,44,False,DC
2014-11-01,81,False,DC
2014-12-01,100,False,DC
2015-01-01,62,False,DC
2015-02-01,51,False,DC
2015-03-01,42,False,DC
2015-04-01,38,False,DC
2015-05-01,38,False,DC
2015-06-01,55,False,DC
2015-07-01,48,False,DC
2015-08-01,56,False,DC
2015-09-01,51,False,DC
2015-10-01,52,False,DC
2015-11-01,90,False,DC
2015-12-01,98,False,DC
2016-01-01,54,False,DC
2016-02-01,48,False,DC
2016-03-01,42,False,DC
2016-04-01,33,False,DC
2016-05-01,38,False,DC
2016-06-01,45,False,DC
2016-07-01,38,False,DC
2016-08-01,44,False,DC
2016-09-01,38,False,DC
2016-10-01,36,False,DC
2016-11-01,56,False,DC
2016-12-01,71,False,DC
2017-01-01,48,False,DC
2017-02-01,37,False,DC
2017-03-01,36,False,DC
2017-04-01,31,False,DC
2017-05-01,29,False,DC
2017-06-01,44,False,DC
2017-07-01,38,False,DC
2017-08-01,37,False,DC
2017-09-01,34,False,DC
2017-10-01,31,False,DC
2017-11-01,45,False,DC
2017-12-01,49,False,DC
2018-01-01,40,False,DC
2018-02-01,22,False,DC
2018-03-01,29,False,DC
2018-04-01,27,False,DC
2018-05-01,26,False,DC
2018-06-01,22,False,DC
2018-07-01,22,False,DC
2018-08-01,22,False,DC
2018-09-01,23,False,DC
2018-10-01,24,False,DC
2018-11-01,32,False,DC
2018-12-01,32,False,DC
2019-01-01,24,False,DC
2011-01-01,55,False,DE
2011-02-01,45,False,DE
2011-03-01,47,False,DE
2011-04-01,36,False,DE
2011-05-01,34,False,DE
2011-06-01,38,False,DE
2011-07-01,46,False,DE
2011-08-01,43,False,DE
2011-09-01,38,False,DE
2011-10-01,46,False,DE
2011-11-01,79,False,DE
2011-12-01,85,False,DE
2012-01-01,38,False,DE
2012-02-01,43,False,DE
2012-03-01,39,False,DE
2012-04-01,40,False,DE
2012-05-01,37,False,DE
2012-06-01,44,False,DE
2012-07-01,55,False,DE
2012-08-01,44,False,DE
2012-09-01,47,False,DE
2012-10-01,50,False,DE
2012-11-01,69,False,DE
2012-12-01,84,False,DE
2013-01-01,54,False,DE
2013-02-01,39,False,DE
2013-03-01,61,False,DE
2013-04-01,46,False,DE
2013-05-01,59,False,DE
2013-06-01,69,False,DE
2013-07-01,55,False,DE
2013-08-01,54,False,DE
2013-09-01,48,False,DE
2013-10-01,52,False,DE
2013-11-01,100,False,DE
2013-12-01,95,False,DE
2014-01-01,62,False,DE
2014-02-01,53,False,DE
2014-03-01,54,False,DE
2014-04-01,43,False,DE
2014-05-01,36,False,DE
2014-06-01,51,False,DE
2014-07-01,58,False,DE
2014-08-01,52,False,DE
2014-09-01,46,False,DE
2014-10-01,35,False,DE
2014-11-01,63,False,DE
2014-12-01,95,False,DE
2015-01-01,41,False,DE
2015-02-01,46,False,DE
2015-03-01,44,False,DE
2015-04-01,33,False,DE
2015-05-01,32,False,DE
2015-06-01,55,False,DE
2015-07-01,43,False,DE
2015-08-01,46,False,DE
2015-09-01,37,False,DE
2015-10-01,54,False,DE
2015-11-01,65,False,DE
2015-12-01,72,False,DE
2016-01-01,55,False,DE
2016-02-01,43,False,DE
2016-03-01,45,False,DE
2016-04-01,40,False,DE
2016-05-01,35,False,DE
2016-06-01,47,False,DE
2016-07-01,51,False,DE
2016-08-01,40,False,DE
2016-09-01,38,False,DE
2016-10-01,38,False,DE
2016-11-01,57,False,DE
2016-12-01,67,False,DE
2017-01-01,53,False,DE
2017-02-01,39,False,DE
2017-03-01,40,False,DE
2017-04-01,30,False,DE
2017-05-01,32,False,DE
2017-06-01,46,False,DE
2017-07-01,37,False,DE
2017-08-01,44,False,DE
2017-09-01,38,False,DE
2017-10-01,32,False,DE
2017-11-01,67,False,DE
2017-12-01,78,False,DE
2018-01-01,53,False,DE
2018-02-01,41,False,DE
2018-03-01,50,False,DE
2018-04-01,43,False,DE
2018-05-01,37,False,DE
2018-06-01,46,False,DE
2018-07-01,46,False,DE
2018-08-01,43,False,DE
2018-09-01,35,False,DE
2018-10-01,33,False,DE
2018-11-01,56,False,DE
2018-12-01,53,False,DE
2019-01-01,52,False,DE
2011-01-01,66,False,FL
2011-02-01,53,False,FL
2011-03-01,48,False,FL
2011-04-01,53,False,FL
2011-05-01,52,False,FL
2011-06-01,67,False,FL
2011-07-01,63,False,FL
2011-08-01,54,False,FL
2011-09-01,52,False,FL
2011-10-01,54,False,FL
2011-11-01,73,False,FL
2011-12-01,83,False,FL
2012-01-01,50,False,FL
2012-02-01,45,False,FL
2012-03-01,43,False,FL
2012-04-01,42,False,FL
2012-05-01,49,False,FL
2012-06-01,63,False,FL
2012-07-01,63,False,FL
2012-08-01,52,False,FL
2012-09-01,52,False,FL
2012-10-01,49,False,FL
2012-11-01,64,False,FL
2012-12-01,69,False,FL
2013-01-01,53,False,FL
2013-02-01,48,False,FL
2013-03-01,49,False,FL
2013-04-01,44,False,FL
2013-05-01,69,False,FL
2013-06-01,80,False,FL
2013-07-01,62,False,FL
2013-08-01,60,False,FL
2013-09-01,60,False,FL
2013-10-01,54,False,FL
2013-11-01,100,False,FL
2013-12-01,99,False,FL
2014-01-01,57,False,FL
2014-02-01,53,False,FL
2014-03-01,57,False,FL
2014-04-01,50,False,FL
2014-05-01,51,False,FL
2014-06-01,61,False,FL
2014-07-01,60,False,FL
2014-08-01,55,False,FL
2014-09-01,52,False,FL
2014-10-01,50,False,FL
2014-11-01,78,False,FL
2014-12-01,97,False,FL
2015-01-01,60,False,FL
2015-02-01,48,False,FL
2015-03-01,50,False,FL
2015-04-01,51,False,FL
2015-05-01,50,False,FL
2015-06-01,73,False,FL
2015-07-01,64,False,FL
2015-08-01,62,False,FL
2015-09-01,50,False,FL
2015-10-01,51,False,FL
2015-11-01,86,False,FL
2015-12-01,90,False,FL
2016-01-01,56,False,FL
2016-02-01,49,False,FL
2016-03-01,49,False,FL
2016-04-01,46,False,FL
2016-05-01,47,False,FL
2016-06-01,66,False,FL
2016-07-01,58,False,FL
2016-08-01,49,False,FL
2016-09-01,46,False,FL
2016-10-01,45,False,FL
2016-11-01,62,False,FL
2016-12-01,71,False,FL
2017-01-01,49,False,FL
2017-02-01,41,False,FL
2017-03-01,40,False,FL
2017-04-01,40,False,FL
2017-05-01,39,False,FL
2017-06-01,56,False,FL
2017-07-01,49,False,FL
2017-08-01,45,False,FL
2017-09-01,45,False,FL
2017-10-01,39,False,FL
2017-11-01,62,False,FL
2017-12-01,71,False,FL
2018-01-01,50,False,FL
2018-02-01,43,False,FL
2018-03-01,48,False,FL
2018-04-01,42,False,FL
2018-05-01,44,False,FL
2018-06-01,54,False,FL
2018-07-01,49,False,FL
2018-08-01,45,False,FL
2018-09-01,45,False,FL
2018-10-01,39,False,FL
2018-11-01,53,False,FL
2018-12-01,58,False,FL
2019-01-01,40,False,FL
2011-01-01,68,False,GA
2011-02-01,43,False,GA
2011-03-01,43,False,GA
2011-04-01,46,False,GA
2011-05-01,50,False,GA
2011-06-01,59,False,GA
2011-07-01,57,False,GA
2011-08-01,50,False,GA
2011-09-01,49,False,GA
2011-10-01,52,False,GA
2011-11-01,75,False,GA
2011-12-01,89,False,GA
2012-01-01,54,False,GA
2012-02-01,48,False,GA
2012-03-01,41,False,GA
2012-04-01,41,False,GA
2012-05-01,45,False,GA
2012-06-01,57,False,GA
2012-07-01,58,False,GA
2012-08-01,52,False,GA
2012-09-01,46,False,GA
