date,ebay,State
2016-11-06,57,MO
2016-11-13,60,MO
2016-11-20,72,MO
2016-11-27,69,MO
2016-12-04,72,MO
2016-12-11,62,MO
2016-12-18,63,MO
2016-12-25,64,MO
2017-01-01,70,MO
2017-01-08,60,MO
2017-01-15,58,MO
2017-01-22,58,MO
2017-01-29,65,MO
2017-02-05,62,MO
2017-02-12,61,MO
2017-02-19,66,MO
2017-02-26,56,MO
2017-03-05,66,MO
2017-03-12,71,MO
2017-03-19,67,MO
2017-03-26,66,MO
2017-04-02,67,MO
2017-04-09,54,MO
2017-04-16,68,MO
2017-04-23,57,MO
2017-04-30,59,MO
2017-05-07,57,MO
2017-05-14,62,MO
2017-05-21,67,MO
2017-05-28,61,MO
2017-06-04,58,MO
2017-06-11,59,MO
2017-06-18,65,MO
2017-06-25,58,MO
2017-07-02,65,MO
2017-07-09,62,MO
2017-07-16,67,MO
2017-07-23,68,MO
2017-07-30,70,MO
2017-08-06,71,MO
2017-08-13,61,MO
2017-08-20,56,MO
2017-08-27,58,MO
2017-09-03,66,MO
2017-09-10,56,MO
2017-09-17,61,MO
2017-09-24,65,MO
2017-10-01,59,MO
2017-10-08,58,MO
2017-10-15,56,MO
2017-10-22,63,MO
2017-10-29,61,MO
2017-11-05,67,MO
2017-11-12,62,MO
2017-11-19,64,MO
2017-11-26,65,MO
2017-12-03,69,MO
2017-12-10,75,MO
2017-12-17,59,MO
2017-12-24,68,MO
2017-12-31,54,MO
2018-01-07,60,MO
2018-01-14,57,MO
2018-01-21,50,MO
2018-01-28,62,MO
2018-02-04,61,MO
2018-02-11,57,MO
2018-02-18,57,MO
2018-02-25,62,MO
2018-03-04,58,MO
2018-03-11,61,MO
2018-03-18,58,MO
2018-03-25,62,MO
2018-04-01,56,MO
2018-04-08,58,MO
2018-04-15,52,MO
2018-04-22,51,MO
2018-04-29,54,MO
2018-05-06,54,MO
2018-05-13,55,MO
2018-05-20,52,MO
2018-05-27,57,MO
2018-06-03,53,MO
2018-06-10,55,MO
2018-06-17,55,MO
2018-06-24,54,MO
2018-07-01,57,MO
2018-07-08,58,MO
2018-07-15,61,MO
2018-07-22,53,MO
2018-07-29,50,MO
2018-08-05,52,MO
2018-08-12,54,MO
2018-08-19,48,MO
2018-08-26,50,MO
2018-09-02,52,MO
2018-09-09,46,MO
2018-09-16,44,MO
2018-09-23,50,MO
2018-09-30,44,MO
2018-10-07,48,MO
2018-10-14,52,MO
2018-10-21,49,MO
2018-10-28,46,MO
2018-11-04,50,MO
2018-11-11,47,MO
2018-11-18,60,MO
2018-11-25,55,MO
2018-12-02,54,MO
2018-12-09,53,MO
2018-12-16,49,MO
2018-12-23,51,MO
2018-12-30,46,MO
2015-01-04,75,MT
2015-01-11,77,MT
2015-01-18,86,MT
2015-01-25,61,MT
2015-02-01,77,MT
2015-02-08,94,MT
2015-02-15,82,MT
2015-02-22,66,MT
2015-03-01,80,MT
2015-03-08,90,MT
2015-03-15,65,MT
2015-03-22,65,MT
2015-03-29,72,MT
2015-04-05,66,MT
2015-04-12,74,MT
2015-04-19,64,MT
2015-04-26,73,MT
2015-05-03,65,MT
2015-05-10,83,MT
2015-05-17,83,MT
2015-05-24,94,MT
2015-05-31,82,MT
2015-06-07,69,MT
2015-06-14,74,MT
2015-06-21,74,MT
2015-06-28,76,MT
2015-07-05,76,MT
2015-07-12,100,MT
2015-07-19,67,MT
2015-07-26,72,MT
2015-08-02,65,MT
2015-08-09,80,MT
2015-08-16,87,MT
2015-08-23,76,MT
2015-08-30,66,MT
2015-09-06,66,MT
2015-09-13,59,MT
2015-09-20,68,MT
2015-09-27,55,MT
2015-10-04,51,MT
2015-10-11,65,MT
2015-10-18,77,MT
2015-10-25,73,MT
2015-11-01,73,MT
2015-11-08,71,MT
2015-11-15,74,MT
2015-11-22,75,MT
2015-11-29,73,MT
2015-12-06,79,MT
2015-12-13,78,MT
2015-12-20,65,MT
2015-12-27,69,MT
2016-01-03,66,MT
2016-01-10,72,MT
2016-01-17,67,MT
2016-01-24,49,MT
2016-01-31,46,MT
2016-02-07,62,MT
2016-02-14,61,MT
2016-02-21,52,MT
2016-02-28,56,MT
2016-03-06,68,MT
2016-03-13,56,MT
2016-03-20,60,MT
2016-03-27,56,MT
2016-04-03,57,MT
2016-04-10,62,MT
2016-04-17,55,MT
2016-04-24,56,MT
2016-05-01,54,MT
2016-05-08,64,MT
2016-05-15,71,MT
2016-05-22,46,MT
2016-05-29,62,MT
2016-06-05,62,MT
2016-06-12,54,MT
2016-06-19,52,MT
2016-06-26,48,MT
2016-07-03,50,MT
2016-07-10,49,MT
2016-07-17,68,MT
2016-07-24,55,MT
2016-07-31,53,MT
2016-08-07,52,MT
2016-08-14,43,MT
2016-08-21,63,MT
2016-08-28,54,MT
2016-09-04,42,MT
2016-09-11,53,MT
2016-09-18,47,MT
2016-09-25,65,MT
2016-10-02,52,MT
2016-10-09,43,MT
2016-10-16,48,MT
2016-10-23,66,MT
2016-10-30,38,MT
2016-11-06,48,MT
2016-11-13,49,MT
2016-11-20,62,MT
2016-11-27,52,MT
2016-12-04,48,MT
2016-12-11,54,MT
2016-12-18,44,MT
2016-12-25,41,MT
2017-01-01,52,MT
2017-01-08,54,MT
2017-01-15,60,MT
2017-01-22,48,MT
2017-01-29,44,MT
2017-02-05,58,MT
2017-02-12,61,MT
2017-02-19,50,MT
2017-02-26,56,MT
2017-03-05,52,MT
2017-03-12,63,MT
2017-03-19,43,MT
2017-03-26,69,MT
2017-04-02,50,MT
2017-04-09,60,MT
2017-04-16,46,MT
2017-04-23,50,MT
2017-04-30,53,MT
2017-05-07,53,MT
2017-05-14,38,MT
2017-05-21,61,MT
2017-05-28,42,MT
2017-06-04,58,MT
2017-06-11,43,MT
2017-06-18,49,MT
2017-06-25,58,MT
2017-07-02,59,MT
2017-07-09,44,MT
2017-07-16,57,MT
2017-07-23,50,MT
2017-07-30,46,MT
2017-08-06,52,MT
2017-08-13,44,MT
2017-08-20,57,MT
2017-08-27,44,MT
2017-09-03,59,MT
2017-09-10,48,MT
2017-09-17,65,MT
2017-09-24,49,MT
2017-10-01,44,MT
2017-10-08,58,MT
2017-10-15,46,MT
2017-10-22,50,MT
2017-10-29,44,MT
2017-11-05,51,MT
2017-11-12,46,MT
2017-11-19,47,MT
2017-11-26,65,MT
2017-12-03,64,MT
2017-12-10,64,MT
2017-12-17,51,MT
2017-12-24,46,MT
2017-12-31,56,MT
2018-01-07,52,MT
2018-01-14,49,MT
2018-01-21,49,MT
2018-01-28,44,MT
2018-02-04,45,MT
2018-02-11,45,MT
2018-02-18,48,MT
2018-02-25,40,MT
2018-03-04,47,MT
2018-03-11,43,MT
2018-03-18,45,MT
2018-03-25,36,MT
2018-04-01,49,MT
2018-04-08,52,MT
2018-04-15,40,MT
2018-04-22,47,MT
2018-04-29,40,MT
2018-05-06,36,MT
2018-05-13,48,MT
2018-05-20,46,MT
2018-05-27,48,MT
2018-06-03,44,MT
2018-06-10,39,MT
2018-06-17,53,MT
2018-06-24,52,MT
2018-07-01,40,MT
2018-07-08,35,MT
2018-07-15,44,MT
2018-07-22,39,MT
2018-07-29,29,MT
2018-08-05,30,MT
2018-08-12,35,MT
2018-08-19,36,MT
2018-08-26,37,MT
2018-09-02,39,MT
2018-09-09,38,MT
2018-09-16,44,MT
2018-09-23,46,MT
2018-09-30,45,MT
2018-10-07,50,MT
2018-10-14,43,MT
2018-10-21,42,MT
2018-10-28,38,MT
2018-11-04,33,MT
2018-11-11,39,MT
2018-11-18,53,MT
2018-11-25,52,MT
2018-12-02,43,MT
2018-12-09,49,MT
2018-12-16,38,MT
2018-12-23,41,MT
2018-12-30,38,MT
2015-01-04,86,NE
2015-01-11,82,NE
2015-01-18,90,NE
2015-01-25,64,NE
2015-02-01,64,NE
2015-02-08,75,NE
2015-02-15,94,NE
2015-02-22,88,NE
2015-03-01,86,NE
2015-03-08,82,NE
2015-03-15,87,NE
2015-03-22,89,NE
2015-03-29,84,NE
2015-04-05,86,NE
2015-04-12,100,NE
2015-04-19,95,NE
2015-04-26,78,NE
2015-05-03,95,NE
2015-05-10,78,NE
2015-05-17,95,NE
2015-05-24,87,NE
2015-05-31,80,NE
2015-06-07,77,NE
2015-06-14,89,NE
2015-06-21,86,NE
2015-06-28,88,NE
2015-07-05,90,NE
2015-07-12,88,NE
2015-07-19,70,NE
2015-07-26,74,NE
2015-08-02,92,NE
2015-08-09,88,NE
2015-08-16,84,NE
2015-08-23,87,NE
2015-08-30,80,NE
2015-09-06,62,NE
2015-09-13,80,NE
2015-09-20,85,NE
2015-09-27,74,NE
2015-10-04,80,NE
2015-10-11,75,NE
2015-10-18,78,NE
2015-10-25,65,NE
2015-11-01,80,NE
2015-11-08,64,NE
2015-11-15,72,NE
2015-11-22,94,NE
2015-11-29,78,NE
2015-12-06,79,NE
2015-12-13,74,NE
2015-12-20,88,NE
2015-12-27,87,NE
2016-01-03,71,NE
2016-01-10,65,NE
2016-01-17,71,NE
2016-01-24,66,NE
2016-01-31,69,NE
2016-02-07,60,NE
2016-02-14,65,NE
2016-02-21,79,NE
2016-02-28,64,NE
2016-03-06,67,NE
2016-03-13,75,NE
2016-03-20,76,NE
2016-03-27,63,NE
2016-04-03,59,NE
2016-04-10,61,NE
2016-04-17,48,NE
2016-04-24,59,NE
2016-05-01,57,NE
2016-05-08,59,NE
2016-05-15,61,NE
2016-05-22,55,NE
2016-05-29,66,NE
2016-06-05,71,NE
2016-06-12,66,NE
2016-06-19,65,NE
2016-06-26,69,NE
2016-07-03,68,NE
2016-07-10,66,NE
2016-07-17,66,NE
2016-07-24,70,NE
2016-07-31,65,NE
2016-08-07,56,NE
2016-08-14,59,NE
2016-08-21,60,NE
2016-08-28,57,NE
2016-09-04,56,NE
2016-09-11,52,NE
2016-09-18,57,NE
2016-09-25,63,NE
2016-10-02,62,NE
2016-10-09,53,NE
2016-10-16,49,NE
2016-10-23,65,NE
2016-10-30,53,NE
2016-11-06,49,NE
2016-11-13,56,NE
2016-11-20,71,NE
2016-11-27,71,NE
2016-12-04,61,NE
2016-12-11,56,NE
2016-12-18,55,NE
2016-12-25,75,NE
2017-01-01,62,NE
2017-01-08,52,NE
2017-01-15,57,NE
2017-01-22,67,NE
2017-01-29,57,NE
2017-02-05,62,NE
2017-02-12,57,NE
2017-02-19,63,NE
2017-02-26,55,NE
2017-03-05,65,NE
2017-03-12,67,NE
2017-03-19,60,NE
2017-03-26,53,NE
2017-04-02,59,NE
2017-04-09,59,NE
2017-04-16,53,NE
2017-04-23,73,NE
2017-04-30,75,NE
2017-05-07,54,NE
2017-05-14,66,NE
2017-05-21,53,NE
2017-05-28,64,NE
2017-06-04,54,NE
2017-06-11,53,NE
2017-06-18,53,NE
2017-06-25,54,NE
2017-07-02,57,NE
2017-07-09,60,NE
2017-07-16,65,NE
2017-07-23,62,NE
2017-07-30,62,NE
2017-08-06,73,NE
2017-08-13,63,NE
2017-08-20,59,NE
2017-08-27,46,NE
2017-09-03,51,NE
2017-09-10,66,NE
2017-09-17,49,NE
2017-09-24,49,NE
2017-10-01,57,NE
2017-10-08,60,NE
2017-10-15,59,NE
2017-10-22,59,NE
2017-10-29,53,NE
2017-11-05,59,NE
2017-11-12,55,NE
2017-11-19,64,NE
2017-11-26,56,NE
2017-12-03,65,NE
2017-12-10,66,NE
2017-12-17,52,NE
2017-12-24,64,NE
2017-12-31,61,NE
2018-01-07,49,NE
2018-01-14,57,NE
2018-01-21,58,NE
2018-01-28,57,NE
2018-02-04,54,NE
2018-02-11,46,NE
2018-02-18,46,NE
2018-02-25,65,NE
2018-03-04,62,NE
2018-03-11,50,NE
2018-03-18,54,NE
2018-03-25,68,NE
2018-04-01,52,NE
2018-04-08,59,NE
2018-04-15,54,NE
2018-04-22,57,NE
2018-04-29,52,NE
2018-05-06,49,NE
2018-05-13,51,NE
2018-05-20,55,NE
2018-05-27,49,NE
2018-06-03,43,NE
2018-06-10,54,NE
2018-06-17,48,NE
2018-06-24,46,NE
2018-07-01,53,NE
2018-07-08,45,NE
2018-07-15,49,NE
2018-07-22,49,NE
2018-07-29,53,NE
2018-08-05,56,NE
2018-08-12,47,NE
2018-08-19,46,NE
2018-08-26,48,NE
2018-09-02,40,NE
2018-09-09,48,NE
2018-09-16,48,NE
2018-09-23,39,NE
2018-09-30,51,NE
2018-10-07,51,NE
2018-10-14,41,NE
2018-10-21,41,NE
2018-10-28,47,NE
2018-11-04,46,NE
2018-11-11,49,NE
2018-11-18,53,NE
2018-11-25,53,NE
2018-12-02,51,NE
2018-12-09,51,NE
2018-12-16,40,NE
2018-12-23,42,NE
2018-12-30,48,NE
2015-01-04,87,NV
2015-01-11,90,NV
2015-01-18,81,NV
2015-01-25,83,NV
2015-02-01,85,NV
2015-02-08,77,NV
2015-02-15,84,NV
2015-02-22,71,NV
2015-03-01,83,NV
2015-03-08,99,NV
2015-03-15,75,NV
2015-03-22,73,NV
2015-03-29,78,NV
2015-04-05,74,NV
2015-04-12,85,NV
2015-04-19,74,NV
2015-04-26,83,NV
2015-05-03,87,NV
2015-05-10,80,NV
2015-05-17,80,NV
2015-05-24,100,NV
2015-05-31,74,NV
2015-06-07,88,NV
2015-06-14,83,NV
2015-06-21,66,NV
2015-06-28,79,NV
2015-07-05,80,NV
2015-07-12,77,NV
2015-07-19,83,NV
2015-07-26,76,NV
2015-08-02,91,NV
2015-08-09,81,NV
2015-08-16,89,NV
2015-08-23,80,NV
2015-08-30,78,NV
2015-09-06,74,NV
2015-09-13,70,NV
2015-09-20,71,NV
2015-09-27,76,NV
2015-10-04,70,NV
2015-10-11,68,NV
2015-10-18,68,NV
2015-10-25,76,NV
2015-11-01,84,NV
2015-11-08,78,NV
2015-11-15,73,NV
2015-11-22,66,NV
2015-11-29,87,NV
2015-12-06,92,NV
2015-12-13,74,NV
2015-12-20,83,NV
2015-12-27,75,NV
2016-01-03,53,NV
2016-01-10,67,NV
2016-01-17,65,NV
2016-01-24,62,NV
2016-01-31,65,NV
2016-02-07,64,NV
2016-02-14,69,NV
2016-02-21,60,NV
2016-02-28,59,NV
2016-03-06,65,NV
2016-03-13,56,NV
2016-03-20,60,NV
2016-03-27,55,NV
2016-04-03,61,NV
2016-04-10,60,NV
2016-04-17,56,NV
2016-04-24,56,NV
2016-05-01,57,NV
2016-05-08,65,NV
2016-05-15,60,NV
2016-05-22,62,NV
2016-05-29,59,NV
2016-06-05,55,NV
2016-06-12,50,NV
2016-06-19,55,NV
2016-06-26,65,NV
2016-07-03,65,NV
2016-07-10,53,NV
2016-07-17,56,NV
2016-07-24,63,NV
2016-07-31,61,NV
2016-08-07,63,NV
2016-08-14,65,NV
2016-08-21,61,NV
2016-08-28,47,NV
2016-09-04,54,NV
2016-09-11,54,NV
2016-09-18,56,NV
2016-09-25,55,NV
2016-10-02,50,NV
2016-10-09,54,NV
2016-10-16,56,NV
2016-10-23,60,NV
2016-10-30,46,NV
2016-11-06,52,NV
2016-11-13,50,NV
2016-11-20,60,NV
2016-11-27,63,NV
2016-12-04,54,NV
2016-12-11,67,NV
2016-12-18,62,NV
2016-12-25,47,NV
2017-01-01,56,NV
2017-01-08,60,NV
2017-01-15,56,NV
2017-01-22,55,NV
2017-01-29,54,NV
2017-02-05,57,NV
2017-02-12,49,NV
2017-02-19,49,NV
2017-02-26,54,NV
2017-03-05,56,NV
2017-03-12,53,NV
2017-03-19,52,NV
2017-03-26,64,NV
2017-04-02,56,NV
2017-04-09,59,NV
2017-04-16,47,NV
2017-04-23,53,NV
2017-04-30,61,NV
2017-05-07,56,NV
2017-05-14,54,NV
2017-05-21,50,NV
2017-05-28,58,NV
2017-06-04,51,NV
2017-06-11,62,NV
2017-06-18,50,NV
2017-06-25,54,NV
2017-07-02,51,NV
2017-07-09,54,NV
2017-07-16,56,NV
2017-07-23,51,NV
2017-07-30,59,NV
2017-08-06,55,NV
2017-08-13,57,NV
2017-08-20,43,NV
2017-08-27,44,NV
2017-09-03,44,NV
2017-09-10,46,NV
2017-09-17,54,NV
2017-09-24,48,NV
2017-10-01,48,NV
2017-10-08,46,NV
2017-10-15,58,NV
2017-10-22,52,NV
2017-10-29,59,NV
2017-11-05,53,NV
2017-11-12,57,NV
2017-11-19,59,NV
2017-11-26,64,NV
2017-12-03,52,NV
2017-12-10,56,NV
2017-12-17,50,NV
2017-12-24,54,NV
2017-12-31,47,NV
2018-01-07,40,NV
2018-01-14,52,NV
2018-01-21,50,NV
2018-01-28,52,NV
2018-02-04,54,NV
2018-02-11,50,NV
2018-02-18,54,NV
2018-02-25,47,NV
2018-03-04,48,NV
2018-03-11,46,NV
2018-03-18,52,NV
2018-03-25,50,NV
2018-04-01,42,NV
2018-04-08,56,NV
2018-04-15,49,NV
2018-04-22,45,NV
2018-04-29,36,NV
2018-05-06,37,NV
2018-05-13,44,NV
2018-05-20,47,NV
2018-05-27,47,NV
2018-06-03,47,NV
2018-06-10,44,NV
2018-06-17,42,NV
2018-06-24,42,NV
2018-07-01,55,NV
2018-07-08,46,NV
2018-07-15,43,NV
2018-07-22,48,NV
2018-07-29,48,NV
2018-08-05,35,NV
2018-08-12,42,NV
2018-08-19,42,NV
2018-08-26,44,NV
2018-09-02,42,NV
2018-09-09,41,NV
2018-09-16,36,NV
2018-09-23,37,NV
2018-09-30,40,NV
2018-10-07,42,NV
2018-10-14,39,NV
2018-10-21,41,NV
2018-10-28,42,NV
2018-11-04,40,NV
2018-11-11,45,NV
2018-11-18,46,NV
2018-11-25,48,NV
2018-12-02,44,NV
2018-12-09,54,NV
2018-12-16,43,NV
2018-12-23,40,NV
2018-12-30,40,NV
2015-01-04,80,NH
2015-01-11,81,NH
2015-01-18,72,NH
2015-01-25,59,NH
2015-02-01,70,NH
2015-02-08,89,NH
2015-02-15,77,NH
2015-02-22,75,NH
2015-03-01,83,NH
2015-03-08,91,NH
2015-03-15,74,NH
2015-03-22,55,NH
2015-03-29,70,NH
2015-04-05,98,NH
2015-04-12,65,NH
2015-04-19,70,NH
2015-04-26,100,NH
2015-05-03,76,NH
2015-05-10,61,NH
2015-05-17,75,NH
2015-05-24,73,NH
2015-05-31,58,NH
2015-06-07,70,NH
2015-06-14,84,NH
2015-06-21,81,NH
2015-06-28,84,NH
2015-07-05,74,NH
2015-07-12,79,NH
2015-07-19,70,NH
2015-07-26,72,NH
2015-08-02,75,NH
2015-08-09,89,NH
2015-08-16,65,NH
2015-08-23,76,NH
2015-08-30,65,NH
2015-09-06,86,NH
2015-09-13,64,NH
2015-09-20,62,NH
2015-09-27,55,NH
2015-10-04,59,NH
2015-10-11,81,NH
2015-10-18,60,NH
2015-10-25,58,NH
2015-11-01,64,NH
2015-11-08,64,NH
2015-11-15,68,NH
2015-11-22,87,NH
2015-11-29,62,NH
2015-12-06,67,NH
2015-12-13,76,NH
2015-12-20,72,NH
2015-12-27,73,NH
2016-01-03,70,NH
2016-01-10,53,NH
2016-01-17,58,NH
2016-01-24,77,NH
2016-01-31,56,NH
2016-02-07,65,NH
2016-02-14,66,NH
2016-02-21,54,NH
2016-02-28,61,NH
2016-03-06,67,NH
2016-03-13,60,NH
2016-03-20,67,NH
2016-03-27,54,NH
2016-04-03,59,NH
2016-04-10,49,NH
2016-04-17,60,NH
2016-04-24,37,NH
2016-05-01,55,NH
2016-05-08,49,NH
2016-05-15,61,NH
2016-05-22,55,NH
2016-05-29,63,NH
2016-06-05,57,NH
2016-06-12,56,NH
2016-06-19,52,NH
2016-06-26,57,NH
2016-07-03,52,NH
2016-07-10,47,NH
2016-07-17,48,NH
2016-07-24,58,NH
2016-07-31,53,NH
2016-08-07,55,NH
2016-08-14,42,NH
2016-08-21,52,NH
2016-08-28,65,NH
2016-09-04,63,NH
2016-09-11,50,NH
2016-09-18,50,NH
2016-09-25,46,NH
2016-10-02,49,NH
2016-10-09,56,NH
2016-10-16,66,NH
2016-10-23,53,NH
2016-10-30,48,NH
2016-11-06,44,NH
2016-11-13,58,NH
2016-11-20,52,NH
2016-11-27,58,NH
2016-12-04,55,NH
2016-12-11,58,NH
2016-12-18,50,NH
2016-12-25,41,NH
2017-01-01,54,NH
2017-01-08,58,NH
2017-01-15,59,NH
2017-01-22,44,NH
2017-01-29,59,NH
2017-02-05,47,NH
2017-02-12,53,NH
2017-02-19,65,NH
2017-02-26,68,NH
2017-03-05,52,NH
2017-03-12,52,NH
2017-03-19,57,NH
2017-03-26,54,NH
2017-04-02,55,NH
2017-04-09,53,NH
2017-04-16,51,NH
2017-04-23,58,NH
2017-04-30,53,NH
2017-05-07,46,NH
2017-05-14,32,NH
2017-05-21,59,NH
2017-05-28,47,NH
2017-06-04,61,NH
2017-06-11,46,NH
2017-06-18,49,NH
2017-06-25,50,NH
2017-07-02,51,NH
2017-07-09,62,NH
2017-07-16,63,NH
2017-07-23,59,NH
2017-07-30,54,NH
2017-08-06,52,NH
2017-08-13,48,NH
2017-08-20,53,NH
2017-08-27,52,NH
2017-09-03,47,NH
2017-09-10,54,NH
2017-09-17,51,NH
2017-09-24,49,NH
2017-10-01,49,NH
2017-10-08,44,NH
2017-10-15,56,NH
2017-10-22,44,NH
2017-10-29,32,NH
2017-11-05,57,NH
2017-11-12,50,NH
2017-11-19,61,NH
2017-11-26,52,NH
2017-12-03,57,NH
2017-12-10,53,NH
2017-12-17,57,NH
2017-12-24,56,NH
2017-12-31,44,NH
2018-01-07,41,NH
2018-01-14,42,NH
2018-01-21,55,NH
2018-01-28,60,NH
2018-02-04,36,NH
2018-02-11,50,NH
2018-02-18,52,NH
2018-02-25,58,NH
2018-03-04,48,NH
2018-03-11,50,NH
2018-03-18,42,NH
2018-03-25,50,NH
2018-04-01,54,NH
2018-04-08,45,NH
2018-04-15,43,NH
2018-04-22,52,NH
2018-04-29,47,NH
2018-05-06,45,NH
2018-05-13,52,NH
2018-05-20,46,NH
2018-05-27,38,NH
2018-06-03,44,NH
2018-06-10,45,NH
2018-06-17,43,NH
2018-06-24,49,NH
2018-07-01,55,NH
2018-07-08,46,NH
2018-07-15,40,NH
2018-07-22,38,NH
2018-07-29,49,NH
2018-08-05,38,NH
2018-08-12,44,NH
2018-08-19,47,NH
2018-08-26,48,NH
2018-09-02,50,NH
2018-09-09,44,NH
2018-09-16,40,NH
2018-09-23,40,NH
2018-09-30,49,NH
2018-10-07,39,NH
2018-10-14,49,NH
2018-10-21,40,NH
2018-10-28,31,NH
2018-11-04,36,NH
2018-11-11,34,NH
2018-11-18,51,NH
2018-11-25,48,NH
2018-12-02,50,NH
2018-12-09,40,NH
2018-12-16,50,NH
2018-12-23,40,NH
2018-12-30,41,NH
2015-01-04,89,NJ
2015-01-11,86,NJ
2015-01-18,100,NJ
2015-01-25,86,NJ
2015-02-01,84,NJ
2015-02-08,84,NJ
2015-02-15,86,NJ
2015-02-22,85,NJ
2015-03-01,84,NJ
2015-03-08,87,NJ
2015-03-15,83,NJ
2015-03-22,91,NJ
2015-03-29,83,NJ
2015-04-05,85,NJ
2015-04-12,88,NJ
2015-04-19,87,NJ
2015-04-26,83,NJ
2015-05-03,84,NJ
2015-05-10,78,NJ
2015-05-17,87,NJ
2015-05-24,83,NJ
2015-05-31,77,NJ
2015-06-07,93,NJ
2015-06-14,92,NJ
2015-06-21,85,NJ
2015-06-28,81,NJ
2015-07-05,79,NJ
2015-07-12,79,NJ
2015-07-19,82,NJ
2015-07-26,79,NJ
2015-08-02,83,NJ
2015-08-09,88,NJ
2015-08-16,83,NJ
2015-08-23,87,NJ
2015-08-30,79,NJ
2015-09-06,77,NJ
2015-09-13,77,NJ
2015-09-20,79,NJ
2015-09-27,82,NJ
2015-10-04,73,NJ
2015-10-11,76,NJ
2015-10-18,77,NJ
2015-10-25,76,NJ
2015-11-01,78,NJ
2015-11-08,82,NJ
2015-11-15,77,NJ
2015-11-22,82,NJ
2015-11-29,92,NJ
2015-12-06,83,NJ
2015-12-13,85,NJ
2015-12-20,78,NJ
2015-12-27,73,NJ
2016-01-03,68,NJ
2016-01-10,66,NJ
2016-01-17,68,NJ
2016-01-24,66,NJ
2016-01-31,66,NJ
2016-02-07,67,NJ
2016-02-14,70,NJ
2016-02-21,64,NJ
2016-02-28,65,NJ
2016-03-06,66,NJ
2016-03-13,64,NJ
2016-03-20,67,NJ
2016-03-27,58,NJ
2016-04-03,68,NJ
2016-04-10,60,NJ
2016-04-17,65,NJ
2016-04-24,60,NJ
2016-05-01,64,NJ
2016-05-08,58,NJ
2016-05-15,59,NJ
2016-05-22,62,NJ
2016-05-29,63,NJ
2016-06-05,62,NJ
2016-06-12,60,NJ
2016-06-19,66,NJ
2016-06-26,59,NJ
2016-07-03,58,NJ
2016-07-10,60,NJ
2016-07-17,58,NJ
2016-07-24,59,NJ
2016-07-31,68,NJ
2016-08-07,61,NJ
2016-08-14,64,NJ
2016-08-21,68,NJ
2016-08-28,63,NJ
2016-09-04,64,NJ
2016-09-11,53,NJ
2016-09-18,62,NJ
2016-09-25,60,NJ
2016-10-02,63,NJ
2016-10-09,59,NJ
2016-10-16,58,NJ
2016-10-23,56,NJ
2016-10-30,51,NJ
2016-11-06,54,NJ
2016-11-13,59,NJ
2016-11-20,64,NJ
2016-11-27,65,NJ
2016-12-04,63,NJ
2016-12-11,66,NJ
2016-12-18,60,NJ
2016-12-25,63,NJ
2017-01-01,57,NJ
2017-01-08,53,NJ
2017-01-15,62,NJ
2017-01-22,62,NJ
2017-01-29,58,NJ
2017-02-05,61,NJ
2017-02-12,62,NJ
2017-02-19,60,NJ
2017-02-26,56,NJ
2017-03-05,60,NJ
2017-03-12,58,NJ
2017-03-19,57,NJ
2017-03-26,62,NJ
2017-04-02,56,NJ
2017-04-09,59,NJ
2017-04-16,55,NJ
2017-04-23,59,NJ
2017-04-30,57,NJ
2017-05-07,54,NJ
2017-05-14,57,NJ
2017-05-21,50,NJ
2017-05-28,54,NJ
2017-06-04,56,NJ
2017-06-11,50,NJ
2017-06-18,52,NJ
2017-06-25,58,NJ
2017-07-02,52,NJ
2017-07-09,55,NJ
2017-07-16,58,NJ
2017-07-23,57,NJ
2017-07-30,60,NJ
2017-08-06,57,NJ
2017-08-13,59,NJ
2017-08-20,56,NJ
2017-08-27,59,NJ
2017-09-03,54,NJ
2017-09-10,54,NJ
2017-09-17,56,NJ
2017-09-24,57,NJ
2017-10-01,58,NJ
2017-10-08,55,NJ
2017-10-15,60,NJ
2017-10-22,54,NJ
2017-10-29,52,NJ
2017-11-05,54,NJ
2017-11-12,59,NJ
2017-11-19,61,NJ
2017-11-26,60,NJ
2017-12-03,63,NJ
2017-12-10,59,NJ
2017-12-17,59,NJ
2017-12-24,60,NJ
2017-12-31,48,NJ
2018-01-07,48,NJ
2018-01-14,49,NJ
2018-01-21,55,NJ
2018-01-28,45,NJ
2018-02-04,50,NJ
2018-02-11,46,NJ
2018-02-18,50,NJ
2018-02-25,50,NJ
2018-03-04,52,NJ
2018-03-11,50,NJ
2018-03-18,48,NJ
2018-03-25,52,NJ
2018-04-01,52,NJ
2018-04-08,53,NJ
2018-04-15,53,NJ
2018-04-22,47,NJ
2018-04-29,51,NJ
2018-05-06,48,NJ
2018-05-13,50,NJ
2018-05-20,49,NJ
2018-05-27,49,NJ
2018-06-03,47,NJ
2018-06-10,48,NJ
2018-06-17,47,NJ
2018-06-24,54,NJ
2018-07-01,45,NJ
2018-07-08,45,NJ
2018-07-15,49,NJ
2018-07-22,51,NJ
2018-07-29,50,NJ
2018-08-05,48,NJ
2018-08-12,47,NJ
2018-08-19,47,NJ
2018-08-26,52,NJ
2018-09-02,45,NJ
2018-09-09,43,NJ
2018-09-16,47,NJ
2018-09-23,41,NJ
2018-09-30,44,NJ
2018-10-07,43,NJ
2018-10-14,42,NJ
2018-10-21,39,NJ
2018-10-28,45,NJ
