date,ebay,State
2017-09-24,44,ID
2017-10-01,52,ID
2017-10-08,43,ID
2017-10-15,48,ID
2017-10-22,53,ID
2017-10-29,50,ID
2017-11-05,59,ID
2017-11-12,53,ID
2017-11-19,63,ID
2017-11-26,48,ID
2017-12-03,54,ID
2017-12-10,57,ID
2017-12-17,57,ID
2017-12-24,45,ID
2017-12-31,56,ID
2018-01-07,52,ID
2018-01-14,58,ID
2018-01-21,55,ID
2018-01-28,57,ID
2018-02-04,47,ID
2018-02-11,51,ID
2018-02-18,49,ID
2018-02-25,49,ID
2018-03-04,49,ID
2018-03-11,47,ID
2018-03-18,54,ID
2018-03-25,52,ID
2018-04-01,47,ID
2018-04-08,52,ID
2018-04-15,44,ID
2018-04-22,48,ID
2018-04-29,44,ID
2018-05-06,41,ID
2018-05-13,41,ID
2018-05-20,36,ID
2018-05-27,39,ID
2018-06-03,52,ID
2018-06-10,43,ID
2018-06-17,52,ID
2018-06-24,40,ID
2018-07-01,36,ID
2018-07-08,48,ID
2018-07-15,45,ID
2018-07-22,39,ID
2018-07-29,39,ID
2018-08-05,38,ID
2018-08-12,35,ID
2018-08-19,43,ID
2018-08-26,38,ID
2018-09-02,44,ID
2018-09-09,41,ID
2018-09-16,43,ID
2018-09-23,40,ID
2018-09-30,44,ID
2018-10-07,51,ID
2018-10-14,34,ID
2018-10-21,43,ID
2018-10-28,41,ID
2018-11-04,32,ID
2018-11-11,45,ID
2018-11-18,55,ID
2018-11-25,49,ID
2018-12-02,43,ID
2018-12-09,58,ID
2018-12-16,45,ID
2018-12-23,42,ID
2018-12-30,46,ID
2015-01-04,94,IL
2015-01-11,100,IL
2015-01-18,99,IL
2015-01-25,95,IL
2015-02-01,99,IL
2015-02-08,98,IL
2015-02-15,99,IL
2015-02-22,92,IL
2015-03-01,99,IL
2015-03-08,94,IL
2015-03-15,86,IL
2015-03-22,98,IL
2015-03-29,93,IL
2015-04-05,97,IL
2015-04-12,90,IL
2015-04-19,92,IL
2015-04-26,96,IL
2015-05-03,87,IL
2015-05-10,88,IL
2015-05-17,86,IL
2015-05-24,91,IL
2015-05-31,90,IL
2015-06-07,86,IL
2015-06-14,97,IL
2015-06-21,95,IL
2015-06-28,86,IL
2015-07-05,88,IL
2015-07-12,87,IL
2015-07-19,89,IL
2015-07-26,88,IL
2015-08-02,92,IL
2015-08-09,90,IL
2015-08-16,88,IL
2015-08-23,87,IL
2015-08-30,80,IL
2015-09-06,81,IL
2015-09-13,78,IL
2015-09-20,87,IL
2015-09-27,84,IL
2015-10-04,87,IL
2015-10-11,80,IL
2015-10-18,85,IL
2015-10-25,77,IL
2015-11-01,83,IL
2015-11-08,82,IL
2015-11-15,86,IL
2015-11-22,98,IL
2015-11-29,100,IL
2015-12-06,86,IL
2015-12-13,90,IL
2015-12-20,87,IL
2015-12-27,92,IL
2016-01-03,76,IL
2016-01-10,69,IL
2016-01-17,72,IL
2016-01-24,75,IL
2016-01-31,74,IL
2016-02-07,73,IL
2016-02-14,79,IL
2016-02-21,80,IL
2016-02-28,75,IL
2016-03-06,74,IL
2016-03-13,76,IL
2016-03-20,77,IL
2016-03-27,79,IL
2016-04-03,79,IL
2016-04-10,68,IL
2016-04-17,68,IL
2016-04-24,67,IL
2016-05-01,70,IL
2016-05-08,69,IL
2016-05-15,74,IL
2016-05-22,68,IL
2016-05-29,68,IL
2016-06-05,73,IL
2016-06-12,70,IL
2016-06-19,71,IL
2016-06-26,72,IL
2016-07-03,69,IL
2016-07-10,73,IL
2016-07-17,70,IL
2016-07-24,72,IL
2016-07-31,75,IL
2016-08-07,66,IL
2016-08-14,67,IL
2016-08-21,72,IL
2016-08-28,71,IL
2016-09-04,70,IL
2016-09-11,66,IL
2016-09-18,61,IL
2016-09-25,63,IL
2016-10-02,68,IL
2016-10-09,62,IL
2016-10-16,65,IL
2016-10-23,60,IL
2016-10-30,57,IL
2016-11-06,63,IL
2016-11-13,67,IL
2016-11-20,73,IL
2016-11-27,77,IL
2016-12-04,73,IL
2016-12-11,77,IL
2016-12-18,67,IL
2016-12-25,71,IL
2017-01-01,71,IL
2017-01-08,65,IL
2017-01-15,69,IL
2017-01-22,69,IL
2017-01-29,62,IL
2017-02-05,64,IL
2017-02-12,67,IL
2017-02-19,73,IL
2017-02-26,77,IL
2017-03-05,69,IL
2017-03-12,63,IL
2017-03-19,70,IL
2017-03-26,70,IL
2017-04-02,65,IL
2017-04-09,65,IL
2017-04-16,64,IL
2017-04-23,72,IL
2017-04-30,67,IL
2017-05-07,63,IL
2017-05-14,69,IL
2017-05-21,68,IL
2017-05-28,65,IL
2017-06-04,65,IL
2017-06-11,66,IL
2017-06-18,68,IL
2017-06-25,65,IL
2017-07-02,64,IL
2017-07-09,67,IL
2017-07-16,66,IL
2017-07-23,74,IL
2017-07-30,67,IL
2017-08-06,73,IL
2017-08-13,68,IL
2017-08-20,61,IL
2017-08-27,65,IL
2017-09-03,63,IL
2017-09-10,62,IL
2017-09-17,60,IL
2017-09-24,63,IL
2017-10-01,62,IL
2017-10-08,59,IL
2017-10-15,63,IL
2017-10-22,63,IL
2017-10-29,60,IL
2017-11-05,65,IL
2017-11-12,66,IL
2017-11-19,74,IL
2017-11-26,70,IL
2017-12-03,73,IL
2017-12-10,67,IL
2017-12-17,64,IL
2017-12-24,68,IL
2017-12-31,66,IL
2018-01-07,62,IL
2018-01-14,61,IL
2018-01-21,60,IL
2018-01-28,60,IL
2018-02-04,59,IL
2018-02-11,62,IL
2018-02-18,61,IL
2018-02-25,66,IL
2018-03-04,66,IL
2018-03-11,60,IL
2018-03-18,64,IL
2018-03-25,62,IL
2018-04-01,60,IL
2018-04-08,62,IL
2018-04-15,58,IL
2018-04-22,55,IL
2018-04-29,55,IL
2018-05-06,54,IL
2018-05-13,51,IL
2018-05-20,51,IL
2018-05-27,58,IL
2018-06-03,56,IL
2018-06-10,58,IL
2018-06-17,57,IL
2018-06-24,56,IL
2018-07-01,56,IL
2018-07-08,55,IL
2018-07-15,54,IL
2018-07-22,55,IL
2018-07-29,55,IL
2018-08-05,54,IL
2018-08-12,57,IL
2018-08-19,50,IL
2018-08-26,51,IL
2018-09-02,55,IL
2018-09-09,54,IL
2018-09-16,50,IL
2018-09-23,49,IL
2018-09-30,48,IL
2018-10-07,47,IL
2018-10-14,52,IL
2018-10-21,51,IL
2018-10-28,50,IL
2018-11-04,48,IL
2018-11-11,50,IL
2018-11-18,62,IL
2018-11-25,56,IL
2018-12-02,58,IL
2018-12-09,56,IL
2018-12-16,54,IL
2018-12-23,55,IL
2018-12-30,53,IL
2015-01-04,92,IN
2015-01-11,85,IN
2015-01-18,93,IN
2015-01-25,83,IN
2015-02-01,93,IN
2015-02-08,91,IN
2015-02-15,94,IN
2015-02-22,91,IN
2015-03-01,90,IN
2015-03-08,86,IN
2015-03-15,87,IN
2015-03-22,88,IN
2015-03-29,86,IN
2015-04-05,86,IN
2015-04-12,82,IN
2015-04-19,93,IN
2015-04-26,87,IN
2015-05-03,77,IN
2015-05-10,86,IN
2015-05-17,83,IN
2015-05-24,85,IN
2015-05-31,94,IN
2015-06-07,92,IN
2015-06-14,99,IN
2015-06-21,95,IN
2015-06-28,100,IN
2015-07-05,93,IN
2015-07-12,95,IN
2015-07-19,99,IN
2015-07-26,91,IN
2015-08-02,84,IN
2015-08-09,84,IN
2015-08-16,84,IN
2015-08-23,77,IN
2015-08-30,75,IN
2015-09-06,69,IN
2015-09-13,74,IN
2015-09-20,75,IN
2015-09-27,82,IN
2015-10-04,76,IN
2015-10-11,82,IN
2015-10-18,88,IN
2015-10-25,83,IN
2015-11-01,75,IN
2015-11-08,79,IN
2015-11-15,85,IN
2015-11-22,95,IN
2015-11-29,94,IN
2015-12-06,88,IN
2015-12-13,86,IN
2015-12-20,95,IN
2015-12-27,96,IN
2016-01-03,68,IN
2016-01-10,65,IN
2016-01-17,77,IN
2016-01-24,65,IN
2016-01-31,70,IN
2016-02-07,69,IN
2016-02-14,68,IN
2016-02-21,74,IN
2016-02-28,70,IN
2016-03-06,73,IN
2016-03-13,64,IN
2016-03-20,72,IN
2016-03-27,69,IN
2016-04-03,69,IN
2016-04-10,68,IN
2016-04-17,67,IN
2016-04-24,62,IN
2016-05-01,66,IN
2016-05-08,64,IN
2016-05-15,72,IN
2016-05-22,68,IN
2016-05-29,69,IN
2016-06-05,69,IN
2016-06-12,72,IN
2016-06-19,75,IN
2016-06-26,70,IN
2016-07-03,71,IN
2016-07-10,70,IN
2016-07-17,68,IN
2016-07-24,70,IN
2016-07-31,70,IN
2016-08-07,68,IN
2016-08-14,61,IN
2016-08-21,59,IN
2016-08-28,63,IN
2016-09-04,65,IN
2016-09-11,58,IN
2016-09-18,61,IN
2016-09-25,57,IN
2016-10-02,67,IN
2016-10-09,57,IN
2016-10-16,59,IN
2016-10-23,58,IN
2016-10-30,56,IN
2016-11-06,56,IN
2016-11-13,65,IN
2016-11-20,72,IN
2016-11-27,69,IN
2016-12-04,67,IN
2016-12-11,69,IN
2016-12-18,65,IN
2016-12-25,71,IN
2017-01-01,65,IN
2017-01-08,60,IN
2017-01-15,60,IN
2017-01-22,63,IN
2017-01-29,62,IN
2017-02-05,62,IN
2017-02-12,63,IN
2017-02-19,61,IN
2017-02-26,59,IN
2017-03-05,65,IN
2017-03-12,67,IN
2017-03-19,64,IN
2017-03-26,64,IN
2017-04-02,59,IN
2017-04-09,60,IN
2017-04-16,62,IN
2017-04-23,60,IN
2017-04-30,67,IN
2017-05-07,65,IN
2017-05-14,56,IN
2017-05-21,61,IN
2017-05-28,63,IN
2017-06-04,64,IN
2017-06-11,65,IN
2017-06-18,66,IN
2017-06-25,66,IN
2017-07-02,59,IN
2017-07-09,62,IN
2017-07-16,63,IN
2017-07-23,64,IN
2017-07-30,66,IN
2017-08-06,66,IN
2017-08-13,67,IN
2017-08-20,57,IN
2017-08-27,59,IN
2017-09-03,61,IN
2017-09-10,57,IN
2017-09-17,57,IN
2017-09-24,57,IN
2017-10-01,57,IN
2017-10-08,60,IN
2017-10-15,56,IN
2017-10-22,57,IN
2017-10-29,63,IN
2017-11-05,62,IN
2017-11-12,62,IN
2017-11-19,69,IN
2017-11-26,73,IN
2017-12-03,70,IN
2017-12-10,67,IN
2017-12-17,64,IN
2017-12-24,63,IN
2017-12-31,57,IN
2018-01-07,57,IN
2018-01-14,55,IN
2018-01-21,52,IN
2018-01-28,51,IN
2018-02-04,54,IN
2018-02-11,51,IN
2018-02-18,54,IN
2018-02-25,66,IN
2018-03-04,62,IN
2018-03-11,56,IN
2018-03-18,59,IN
2018-03-25,61,IN
2018-04-01,56,IN
2018-04-08,54,IN
2018-04-15,58,IN
2018-04-22,56,IN
2018-04-29,53,IN
2018-05-06,50,IN
2018-05-13,54,IN
2018-05-20,53,IN
2018-05-27,53,IN
2018-06-03,56,IN
2018-06-10,56,IN
2018-06-17,57,IN
2018-06-24,58,IN
2018-07-01,53,IN
2018-07-08,55,IN
2018-07-15,57,IN
2018-07-22,58,IN
2018-07-29,55,IN
2018-08-05,52,IN
2018-08-12,49,IN
2018-08-19,48,IN
2018-08-26,50,IN
2018-09-02,49,IN
2018-09-09,51,IN
2018-09-16,44,IN
2018-09-23,45,IN
2018-09-30,45,IN
2018-10-07,50,IN
2018-10-14,50,IN
2018-10-21,48,IN
2018-10-28,49,IN
2018-11-04,47,IN
2018-11-11,50,IN
2018-11-18,58,IN
2018-11-25,58,IN
2018-12-02,50,IN
2018-12-09,54,IN
2018-12-16,50,IN
2018-12-23,53,IN
2018-12-30,50,IN
2015-01-04,100,IA
2015-01-11,74,IA
2015-01-18,85,IA
2015-01-25,90,IA
2015-02-01,83,IA
2015-02-08,79,IA
2015-02-15,100,IA
2015-02-22,84,IA
2015-03-01,88,IA
2015-03-08,85,IA
2015-03-15,81,IA
2015-03-22,92,IA
2015-03-29,89,IA
2015-04-05,85,IA
2015-04-12,81,IA
2015-04-19,92,IA
2015-04-26,79,IA
2015-05-03,75,IA
2015-05-10,86,IA
2015-05-17,86,IA
2015-05-24,84,IA
2015-05-31,92,IA
2015-06-07,91,IA
2015-06-14,79,IA
2015-06-21,70,IA
2015-06-28,93,IA
2015-07-05,86,IA
2015-07-12,92,IA
2015-07-19,71,IA
2015-07-26,82,IA
2015-08-02,95,IA
2015-08-09,76,IA
2015-08-16,88,IA
2015-08-23,88,IA
2015-08-30,85,IA
2015-09-06,80,IA
2015-09-13,76,IA
2015-09-20,69,IA
2015-09-27,66,IA
2015-10-04,66,IA
2015-10-11,71,IA
2015-10-18,75,IA
2015-10-25,73,IA
2015-11-01,79,IA
2015-11-08,78,IA
2015-11-15,67,IA
2015-11-22,84,IA
2015-11-29,73,IA
2015-12-06,83,IA
2015-12-13,72,IA
2015-12-20,81,IA
2015-12-27,81,IA
2016-01-03,72,IA
2016-01-10,61,IA
2016-01-17,71,IA
2016-01-24,73,IA
2016-01-31,70,IA
2016-02-07,67,IA
2016-02-14,76,IA
2016-02-21,64,IA
2016-02-28,66,IA
2016-03-06,66,IA
2016-03-13,65,IA
2016-03-20,65,IA
2016-03-27,63,IA
2016-04-03,58,IA
2016-04-10,67,IA
2016-04-17,59,IA
2016-04-24,56,IA
2016-05-01,63,IA
2016-05-08,56,IA
2016-05-15,58,IA
2016-05-22,55,IA
2016-05-29,65,IA
2016-06-05,68,IA
2016-06-12,70,IA
2016-06-19,63,IA
2016-06-26,64,IA
2016-07-03,54,IA
2016-07-10,61,IA
2016-07-17,64,IA
2016-07-24,51,IA
2016-07-31,53,IA
2016-08-07,61,IA
2016-08-14,65,IA
2016-08-21,45,IA
2016-08-28,63,IA
2016-09-04,68,IA
2016-09-11,49,IA
2016-09-18,59,IA
2016-09-25,55,IA
2016-10-02,51,IA
2016-10-09,60,IA
2016-10-16,60,IA
2016-10-23,61,IA
2016-10-30,56,IA
2016-11-06,50,IA
2016-11-13,63,IA
2016-11-20,73,IA
2016-11-27,62,IA
2016-12-04,67,IA
2016-12-11,72,IA
2016-12-18,60,IA
2016-12-25,72,IA
2017-01-01,59,IA
2017-01-08,59,IA
2017-01-15,63,IA
2017-01-22,65,IA
2017-01-29,54,IA
2017-02-05,57,IA
2017-02-12,48,IA
2017-02-19,61,IA
2017-02-26,63,IA
2017-03-05,64,IA
2017-03-12,60,IA
2017-03-19,62,IA
2017-03-26,59,IA
2017-04-02,64,IA
2017-04-09,58,IA
2017-04-16,52,IA
2017-04-23,64,IA
2017-04-30,53,IA
2017-05-07,55,IA
2017-05-14,52,IA
2017-05-21,54,IA
2017-05-28,63,IA
2017-06-04,48,IA
2017-06-11,56,IA
2017-06-18,67,IA
2017-06-25,55,IA
2017-07-02,56,IA
2017-07-09,66,IA
2017-07-16,56,IA
2017-07-23,68,IA
2017-07-30,59,IA
2017-08-06,64,IA
2017-08-13,61,IA
2017-08-20,52,IA
2017-08-27,62,IA
2017-09-03,56,IA
2017-09-10,52,IA
2017-09-17,57,IA
2017-09-24,57,IA
2017-10-01,57,IA
2017-10-08,48,IA
2017-10-15,60,IA
2017-10-22,53,IA
2017-10-29,46,IA
2017-11-05,50,IA
2017-11-12,60,IA
2017-11-19,63,IA
2017-11-26,59,IA
2017-12-03,54,IA
2017-12-10,62,IA
2017-12-17,53,IA
2017-12-24,59,IA
2017-12-31,66,IA
2018-01-07,54,IA
2018-01-14,54,IA
2018-01-21,50,IA
2018-01-28,55,IA
2018-02-04,54,IA
2018-02-11,45,IA
2018-02-18,57,IA
2018-02-25,49,IA
2018-03-04,58,IA
2018-03-11,53,IA
2018-03-18,56,IA
2018-03-25,54,IA
2018-04-01,52,IA
2018-04-08,60,IA
2018-04-15,42,IA
2018-04-22,52,IA
2018-04-29,49,IA
2018-05-06,49,IA
2018-05-13,49,IA
2018-05-20,51,IA
2018-05-27,55,IA
2018-06-03,54,IA
2018-06-10,64,IA
2018-06-17,53,IA
2018-06-24,48,IA
2018-07-01,52,IA
2018-07-08,48,IA
2018-07-15,52,IA
2018-07-22,49,IA
2018-07-29,51,IA
2018-08-05,52,IA
2018-08-12,52,IA
2018-08-19,47,IA
2018-08-26,41,IA
2018-09-02,40,IA
2018-09-09,43,IA
2018-09-16,37,IA
2018-09-23,44,IA
2018-09-30,46,IA
2018-10-07,47,IA
2018-10-14,38,IA
2018-10-21,40,IA
2018-10-28,44,IA
2018-11-04,40,IA
2018-11-11,44,IA
2018-11-18,54,IA
2018-11-25,60,IA
2018-12-02,47,IA
2018-12-09,49,IA
2018-12-16,52,IA
2018-12-23,58,IA
2018-12-30,51,IA
2015-01-04,83,KS
2015-01-11,83,KS
2015-01-18,97,KS
2015-01-25,85,KS
2015-02-01,75,KS
2015-02-08,92,KS
2015-02-15,88,KS
2015-02-22,92,KS
2015-03-01,88,KS
2015-03-08,77,KS
2015-03-15,90,KS
2015-03-22,89,KS
2015-03-29,77,KS
2015-04-05,78,KS
2015-04-12,86,KS
2015-04-19,92,KS
2015-04-26,88,KS
2015-05-03,74,KS
2015-05-10,91,KS
2015-05-17,90,KS
2015-05-24,87,KS
2015-05-31,89,KS
2015-06-07,84,KS
2015-06-14,90,KS
2015-06-21,88,KS
2015-06-28,94,KS
2015-07-05,96,KS
2015-07-12,100,KS
2015-07-19,87,KS
2015-07-26,98,KS
2015-08-02,95,KS
2015-08-09,76,KS
2015-08-16,97,KS
2015-08-23,92,KS
2015-08-30,89,KS
2015-09-06,74,KS
2015-09-13,80,KS
2015-09-20,83,KS
2015-09-27,84,KS
2015-10-04,78,KS
2015-10-11,68,KS
2015-10-18,65,KS
2015-10-25,65,KS
2015-11-01,65,KS
2015-11-08,74,KS
2015-11-15,67,KS
2015-11-22,55,KS
2015-11-29,40,KS
2015-12-06,36,KS
2015-12-13,40,KS
2015-12-20,28,KS
2015-12-27,41,KS
2016-01-03,65,KS
2016-01-10,67,KS
2016-01-17,76,KS
2016-01-24,68,KS
2016-01-31,78,KS
2016-02-07,70,KS
2016-02-14,72,KS
2016-02-21,77,KS
2016-02-28,67,KS
2016-03-06,65,KS
2016-03-13,68,KS
2016-03-20,68,KS
2016-03-27,73,KS
2016-04-03,63,KS
2016-04-10,73,KS
2016-04-17,63,KS
2016-04-24,61,KS
2016-05-01,63,KS
2016-05-08,64,KS
2016-05-15,65,KS
2016-05-22,71,KS
2016-05-29,71,KS
2016-06-05,68,KS
2016-06-12,66,KS
2016-06-19,70,KS
2016-06-26,70,KS
2016-07-03,67,KS
2016-07-10,73,KS
2016-07-17,73,KS
2016-07-24,70,KS
2016-07-31,70,KS
2016-08-07,64,KS
2016-08-14,58,KS
2016-08-21,60,KS
2016-08-28,65,KS
2016-09-04,58,KS
2016-09-11,61,KS
2016-09-18,49,KS
2016-09-25,58,KS
2016-10-02,52,KS
2016-10-09,55,KS
2016-10-16,52,KS
2016-10-23,59,KS
2016-10-30,54,KS
2016-11-06,57,KS
2016-11-13,61,KS
2016-11-20,68,KS
2016-11-27,72,KS
2016-12-04,66,KS
2016-12-11,66,KS
2016-12-18,66,KS
2016-12-25,65,KS
2017-01-01,65,KS
2017-01-08,60,KS
2017-01-15,56,KS
2017-01-22,59,KS
2017-01-29,61,KS
2017-02-05,58,KS
2017-02-12,59,KS
2017-02-19,62,KS
2017-02-26,57,KS
2017-03-05,62,KS
2017-03-12,61,KS
2017-03-19,66,KS
2017-03-26,66,KS
2017-04-02,62,KS
2017-04-09,64,KS
2017-04-16,62,KS
2017-04-23,56,KS
2017-04-30,65,KS
2017-05-07,61,KS
2017-05-14,60,KS
2017-05-21,61,KS
2017-05-28,61,KS
2017-06-04,48,KS
2017-06-11,52,KS
2017-06-18,53,KS
2017-06-25,63,KS
2017-07-02,48,KS
2017-07-09,60,KS
2017-07-16,68,KS
2017-07-23,61,KS
2017-07-30,63,KS
2017-08-06,62,KS
2017-08-13,53,KS
2017-08-20,49,KS
2017-08-27,60,KS
2017-09-03,50,KS
2017-09-10,53,KS
2017-09-17,48,KS
2017-09-24,45,KS
2017-10-01,54,KS
2017-10-08,48,KS
2017-10-15,52,KS
2017-10-22,44,KS
2017-10-29,50,KS
2017-11-05,57,KS
2017-11-12,65,KS
2017-11-19,80,KS
2017-11-26,69,KS
2017-12-03,68,KS
2017-12-10,69,KS
2017-12-17,68,KS
2017-12-24,66,KS
2017-12-31,61,KS
2018-01-07,64,KS
2018-01-14,66,KS
2018-01-21,66,KS
2018-01-28,55,KS
2018-02-04,64,KS
2018-02-11,58,KS
2018-02-18,62,KS
2018-02-25,70,KS
2018-03-04,62,KS
2018-03-11,58,KS
2018-03-18,62,KS
2018-03-25,62,KS
2018-04-01,65,KS
2018-04-08,65,KS
2018-04-15,62,KS
2018-04-22,67,KS
2018-04-29,60,KS
2018-05-06,56,KS
2018-05-13,49,KS
2018-05-20,58,KS
2018-05-27,68,KS
2018-06-03,64,KS
2018-06-10,61,KS
2018-06-17,58,KS
2018-06-24,64,KS
2018-07-01,61,KS
2018-07-08,55,KS
2018-07-15,59,KS
2018-07-22,61,KS
2018-07-29,63,KS
2018-08-05,58,KS
2018-08-12,59,KS
2018-08-19,53,KS
2018-08-26,52,KS
2018-09-02,48,KS
2018-09-09,50,KS
2018-09-16,49,KS
2018-09-23,52,KS
2018-09-30,51,KS
2018-10-07,53,KS
2018-10-14,46,KS
2018-10-21,49,KS
2018-10-28,50,KS
2018-11-04,48,KS
2018-11-11,56,KS
2018-11-18,61,KS
2018-11-25,56,KS
2018-12-02,59,KS
2018-12-09,55,KS
2018-12-16,58,KS
2018-12-23,55,KS
2018-12-30,48,KS
2015-01-04,79,KY
2015-01-11,74,KY
2015-01-18,71,KY
2015-01-25,75,KY
2015-02-01,76,KY
2015-02-08,74,KY
2015-02-15,72,KY
2015-02-22,79,KY
2015-03-01,72,KY
2015-03-08,73,KY
2015-03-15,70,KY
2015-03-22,74,KY
2015-03-29,68,KY
2015-04-05,78,KY
2015-04-12,71,KY
2015-04-19,74,KY
2015-04-26,72,KY
2015-05-03,71,KY
2015-05-10,76,KY
2015-05-17,60,KY
2015-05-24,76,KY
2015-05-31,71,KY
2015-06-07,68,KY
2015-06-14,71,KY
2015-06-21,81,KY
2015-06-28,75,KY
2015-07-05,89,KY
2015-07-12,100,KY
2015-07-19,90,KY
2015-07-26,87,KY
2015-08-02,96,KY
2015-08-09,81,KY
2015-08-16,80,KY
2015-08-23,70,KY
2015-08-30,72,KY
2015-09-06,76,KY
2015-09-13,75,KY
2015-09-20,85,KY
2015-09-27,76,KY
2015-10-04,80,KY
2015-10-11,79,KY
2015-10-18,75,KY
2015-10-25,71,KY
2015-11-01,74,KY
2015-11-08,83,KY
2015-11-15,73,KY
2015-11-22,98,KY
2015-11-29,90,KY
2015-12-06,85,KY
2015-12-13,88,KY
2015-12-20,86,KY
2015-12-27,86,KY
2016-01-03,61,KY
2016-01-10,62,KY
2016-01-17,69,KY
2016-01-24,66,KY
2016-01-31,68,KY
2016-02-07,64,KY
2016-02-14,70,KY
2016-02-21,59,KY
2016-02-28,67,KY
2016-03-06,65,KY
2016-03-13,67,KY
2016-03-20,60,KY
2016-03-27,62,KY
2016-04-03,65,KY
2016-04-10,67,KY
2016-04-17,57,KY
2016-04-24,62,KY
2016-05-01,63,KY
2016-05-08,63,KY
2016-05-15,63,KY
2016-05-22,62,KY
2016-05-29,60,KY
2016-06-05,66,KY
2016-06-12,72,KY
2016-06-19,62,KY
2016-06-26,60,KY
2016-07-03,62,KY
2016-07-10,49,KY
2016-07-17,65,KY
2016-07-24,70,KY
2016-07-31,64,KY
2016-08-07,61,KY
2016-08-14,60,KY
2016-08-21,60,KY
2016-08-28,57,KY
2016-09-04,60,KY
2016-09-11,52,KY
2016-09-18,56,KY
2016-09-25,50,KY
2016-10-02,50,KY
2016-10-09,53,KY
2016-10-16,66,KY
2016-10-23,47,KY
2016-10-30,52,KY
2016-11-06,55,KY
2016-11-13,59,KY
2016-11-20,71,KY
2016-11-27,67,KY
2016-12-04,64,KY
2016-12-11,62,KY
2016-12-18,57,KY
2016-12-25,61,KY
2017-01-01,63,KY
2017-01-08,59,KY
2017-01-15,61,KY
2017-01-22,58,KY
2017-01-29,53,KY
2017-02-05,55,KY
2017-02-12,55,KY
2017-02-19,61,KY
2017-02-26,71,KY
2017-03-05,59,KY
2017-03-12,65,KY
2017-03-19,57,KY
2017-03-26,61,KY
2017-04-02,61,KY
2017-04-09,53,KY
2017-04-16,60,KY
2017-04-23,62,KY
2017-04-30,62,KY
2017-05-07,53,KY
2017-05-14,55,KY
2017-05-21,60,KY
2017-05-28,54,KY
2017-06-04,58,KY
2017-06-11,61,KY
2017-06-18,56,KY
2017-06-25,56,KY
2017-07-02,59,KY
2017-07-09,58,KY
2017-07-16,62,KY
2017-07-23,65,KY
2017-07-30,73,KY
2017-08-06,56,KY
2017-08-13,57,KY
2017-08-20,52,KY
2017-08-27,57,KY
2017-09-03,56,KY
2017-09-10,56,KY
2017-09-17,64,KY
2017-09-24,48,KY
2017-10-01,58,KY
2017-10-08,57,KY
2017-10-15,56,KY
2017-10-22,52,KY
2017-10-29,49,KY
2017-11-05,57,KY
2017-11-12,56,KY
2017-11-19,65,KY
2017-11-26,60,KY
2017-12-03,68,KY
2017-12-10,60,KY
2017-12-17,60,KY
2017-12-24,57,KY
2017-12-31,60,KY
2018-01-07,49,KY
2018-01-14,47,KY
2018-01-21,50,KY
2018-01-28,48,KY
2018-02-04,50,KY
2018-02-11,54,KY
2018-02-18,51,KY
2018-02-25,54,KY
2018-03-04,57,KY
2018-03-11,45,KY
2018-03-18,49,KY
2018-03-25,47,KY
2018-04-01,52,KY
2018-04-08,44,KY
2018-04-15,51,KY
2018-04-22,49,KY
2018-04-29,48,KY
2018-05-06,50,KY
2018-05-13,44,KY
2018-05-20,52,KY
2018-05-27,50,KY
2018-06-03,48,KY
2018-06-10,48,KY
2018-06-17,49,KY
2018-06-24,53,KY
2018-07-01,44,KY
2018-07-08,51,KY
2018-07-15,51,KY
2018-07-22,48,KY
2018-07-29,53,KY
2018-08-05,48,KY
2018-08-12,43,KY
2018-08-19,48,KY
2018-08-26,43,KY
2018-09-02,41,KY
2018-09-09,41,KY
2018-09-16,46,KY
2018-09-23,38,KY
2018-09-30,38,KY
2018-10-07,53,KY
2018-10-14,44,KY
2018-10-21,47,KY
2018-10-28,45,KY
2018-11-04,47,KY
2018-11-11,42,KY
2018-11-18,51,KY
2018-11-25,52,KY
2018-12-02,48,KY
2018-12-09,50,KY
2018-12-16,41,KY
2018-12-23,50,KY
2018-12-30,49,KY
2015-01-04,88,LA
2015-01-11,95,LA
2015-01-18,84,LA
2015-01-25,75,LA
2015-02-01,90,LA
2015-02-08,82,LA
2015-02-15,94,LA
2015-02-22,93,LA
2015-03-01,89,LA
2015-03-08,96,LA
2015-03-15,98,LA
2015-03-22,81,LA
2015-03-29,82,LA
2015-04-05,89,LA
2015-04-12,90,LA
2015-04-19,88,LA
2015-04-26,74,LA
2015-05-03,89,LA
2015-05-10,70,LA
2015-05-17,100,LA
2015-05-24,83,LA
2015-05-31,95,LA
2015-06-07,95,LA
2015-06-14,88,LA
2015-06-21,93,LA
2015-06-28,100,LA
2015-07-05,99,LA
2015-07-12,94,LA
2015-07-19,96,LA
2015-07-26,95,LA
2015-08-02,97,LA
2015-08-09,92,LA
2015-08-16,93,LA
2015-08-23,87,LA
2015-08-30,82,LA
2015-09-06,86,LA
2015-09-13,81,LA
2015-09-20,79,LA
2015-09-27,79,LA
2015-10-04,91,LA
2015-10-11,84,LA
2015-10-18,80,LA
2015-10-25,73,LA
2015-11-01,81,LA
2015-11-08,100,LA
2015-11-15,86,LA
2015-11-22,93,LA
2015-11-29,96,LA
2015-12-06,88,LA
2015-12-13,86,LA
2015-12-20,91,LA
2015-12-27,90,LA
2016-01-03,65,LA
2016-01-10,67,LA
