date,unemployment,State
2016-12-11,45,MO
2016-12-18,54,MO
2016-12-25,64,MO
2017-01-01,80,MO
2017-01-08,84,MO
2017-01-15,65,MO
2017-01-22,82,MO
2017-01-29,61,MO
2017-02-05,54,MO
2017-02-12,45,MO
2017-02-19,40,MO
2017-02-26,37,MO
2017-03-05,40,MO
2017-03-12,33,MO
2017-03-19,50,MO
2017-03-26,38,MO
2017-04-02,35,MO
2017-04-09,44,MO
2017-04-16,42,MO
2017-04-23,34,MO
2017-04-30,28,MO
2017-05-07,52,MO
2017-05-14,27,MO
2017-05-21,42,MO
2017-05-28,45,MO
2017-06-04,54,MO
2017-06-11,44,MO
2017-06-18,34,MO
2017-06-25,53,MO
2017-07-02,39,MO
2017-07-09,43,MO
2017-07-16,49,MO
2017-07-23,41,MO
2017-07-30,55,MO
2017-08-06,36,MO
2017-08-13,31,MO
2017-08-20,23,MO
2017-08-27,31,MO
2017-09-03,41,MO
2017-09-10,36,MO
2017-09-17,39,MO
2017-09-24,36,MO
2017-10-01,45,MO
2017-10-08,38,MO
2017-10-15,37,MO
2017-10-22,38,MO
2017-10-29,36,MO
2017-11-05,30,MO
2017-11-12,29,MO
2017-11-19,27,MO
2017-11-26,29,MO
2017-12-03,43,MO
2017-12-10,34,MO
2017-12-17,25,MO
2017-12-24,37,MO
2017-12-31,69,MO
2018-01-07,54,MO
2018-01-14,58,MO
2018-01-21,46,MO
2018-01-28,55,MO
2018-02-04,35,MO
2018-02-11,49,MO
2018-02-18,39,MO
2018-02-25,35,MO
2018-03-04,39,MO
2018-03-11,27,MO
2018-03-18,38,MO
2018-03-25,31,MO
2018-04-01,41,MO
2018-04-08,33,MO
2018-04-15,40,MO
2018-04-22,36,MO
2018-04-29,31,MO
2018-05-06,34,MO
2018-05-13,40,MO
2018-05-20,43,MO
2018-05-27,43,MO
2018-06-03,44,MO
2018-06-10,37,MO
2018-06-17,39,MO
2018-06-24,33,MO
2018-07-01,34,MO
2018-07-08,40,MO
2018-07-15,43,MO
2018-07-22,39,MO
2018-07-29,30,MO
2018-08-05,38,MO
2018-08-12,45,MO
2018-08-19,30,MO
2018-08-26,32,MO
2018-09-02,31,MO
2018-09-09,30,MO
2018-09-16,36,MO
2018-09-23,33,MO
2018-09-30,26,MO
2018-10-07,38,MO
2018-10-14,28,MO
2018-10-21,43,MO
2018-10-28,42,MO
2018-11-04,27,MO
2018-11-11,39,MO
2018-11-18,22,MO
2018-11-25,36,MO
2018-12-02,43,MO
2018-12-09,41,MO
2018-12-16,36,MO
2018-12-23,57,MO
2018-12-30,64,MO
2015-01-04,75,MT
2015-01-11,29,MT
2015-01-18,70,MT
2015-01-25,73,MT
2015-02-01,50,MT
2015-02-08,34,MT
2015-02-15,11,MT
2015-02-22,44,MT
2015-03-01,66,MT
2015-03-08,29,MT
2015-03-15,44,MT
2015-03-22,31,MT
2015-03-29,24,MT
2015-04-05,39,MT
2015-04-12,44,MT
2015-04-19,62,MT
2015-04-26,23,MT
2015-05-03,51,MT
2015-05-10,23,MT
2015-05-17,23,MT
2015-05-24,35,MT
2015-05-31,6,MT
2015-06-07,25,MT
2015-06-14,42,MT
2015-06-21,37,MT
2015-06-28,12,MT
2015-07-05,46,MT
2015-07-12,35,MT
2015-07-19,17,MT
2015-07-26,29,MT
2015-08-02,23,MT
2015-08-09,11,MT
2015-08-16,40,MT
2015-08-23,22,MT
2015-08-30,21,MT
2015-09-06,33,MT
2015-09-13,15,MT
2015-09-20,21,MT
2015-09-27,21,MT
2015-10-04,26,MT
2015-10-11,11,MT
2015-10-18,15,MT
2015-10-25,35,MT
2015-11-01,54,MT
2015-11-08,35,MT
2015-11-15,54,MT
2015-11-22,26,MT
2015-11-29,62,MT
2015-12-06,38,MT
2015-12-13,100,MT
2015-12-20,40,MT
2015-12-27,10,MT
2016-01-03,61,MT
2016-01-10,35,MT
2016-01-17,33,MT
2016-01-24,65,MT
2016-01-31,55,MT
2016-02-07,46,MT
2016-02-14,83,MT
2016-02-21,32,MT
2016-02-28,31,MT
2016-03-06,27,MT
2016-03-13,55,MT
2016-03-20,40,MT
2016-03-27,37,MT
2016-04-03,24,MT
2016-04-10,36,MT
2016-04-17,37,MT
2016-04-24,22,MT
2016-05-01,33,MT
2016-05-08,38,MT
2016-05-15,9,MT
2016-05-22,28,MT
2016-05-29,25,MT
2016-06-05,24,MT
2016-06-12,15,MT
2016-06-19,15,MT
2016-06-26,15,MT
2016-07-03,25,MT
2016-07-10,19,MT
2016-07-17,19,MT
2016-07-24,14,MT
2016-07-31,14,MT
2016-08-07,25,MT
2016-08-14,10,MT
2016-08-21,25,MT
2016-08-28,32,MT
2016-09-04,14,MT
2016-09-11,18,MT
2016-09-18,31,MT
2016-09-25,18,MT
2016-10-02,22,MT
2016-10-09,13,MT
2016-10-16,23,MT
2016-10-23,36,MT
2016-10-30,18,MT
2016-11-06,8,MT
2016-11-13,13,MT
2016-11-20,32,MT
2016-11-27,29,MT
2016-12-04,49,MT
2016-12-11,45,MT
2016-12-18,58,MT
2016-12-25,36,MT
2017-01-01,37,MT
2017-01-08,49,MT
2017-01-15,33,MT
2017-01-22,32,MT
2017-01-29,39,MT
2017-02-05,19,MT
2017-02-12,53,MT
2017-02-19,31,MT
2017-02-26,45,MT
2017-03-05,15,MT
2017-03-12,52,MT
2017-03-19,28,MT
2017-03-26,25,MT
2017-04-02,53,MT
2017-04-09,36,MT
2017-04-16,40,MT
2017-04-23,12,MT
2017-04-30,29,MT
2017-05-07,21,MT
2017-05-14,22,MT
2017-05-21,28,MT
2017-05-28,24,MT
2017-06-04,18,MT
2017-06-11,50,MT
2017-06-18,18,MT
2017-06-25,41,MT
2017-07-02,18,MT
2017-07-09,4,MT
2017-07-16,22,MT
2017-07-23,35,MT
2017-07-30,17,MT
2017-08-06,17,MT
2017-08-13,29,MT
2017-08-20,25,MT
2017-08-27,24,MT
2017-09-03,16,MT
2017-09-10,23,MT
2017-09-17,47,MT
2017-09-24,45,MT
2017-10-01,24,MT
2017-10-08,20,MT
2017-10-15,34,MT
2017-10-22,24,MT
2017-10-29,36,MT
2017-11-05,24,MT
2017-11-12,38,MT
2017-11-19,21,MT
2017-11-26,41,MT
2017-12-03,38,MT
2017-12-10,70,MT
2017-12-17,49,MT
2017-12-24,30,MT
2017-12-31,27,MT
2018-01-07,56,MT
2018-01-14,52,MT
2018-01-21,48,MT
2018-01-28,74,MT
2018-02-04,25,MT
2018-02-11,40,MT
2018-02-18,50,MT
2018-02-25,65,MT
2018-03-04,18,MT
2018-03-11,22,MT
2018-03-18,30,MT
2018-03-25,47,MT
2018-04-01,18,MT
2018-04-08,37,MT
2018-04-15,19,MT
2018-04-22,8,MT
2018-04-29,38,MT
2018-05-06,12,MT
2018-05-13,24,MT
2018-05-20,44,MT
2018-05-27,12,MT
2018-06-03,28,MT
2018-06-10,19,MT
2018-06-17,26,MT
2018-06-24,12,MT
2018-07-01,12,MT
2018-07-08,15,MT
2018-07-15,8,MT
2018-07-22,12,MT
2018-07-29,11,MT
2018-08-05,19,MT
2018-08-12,15,MT
2018-08-19,31,MT
2018-08-26,4,MT
2018-09-02,12,MT
2018-09-09,7,MT
2018-09-16,27,MT
2018-09-23,19,MT
2018-09-30,27,MT
2018-10-07,27,MT
2018-10-14,21,MT
2018-10-21,12,MT
2018-10-28,20,MT
2018-11-04,42,MT
2018-11-11,27,MT
2018-11-18,41,MT
2018-11-25,48,MT
2018-12-02,27,MT
2018-12-09,39,MT
2018-12-16,32,MT
2018-12-23,48,MT
2018-12-30,39,MT
2015-01-04,37,NE
2015-01-11,99,NE
2015-01-18,100,NE
2015-01-25,64,NE
2015-02-01,78,NE
2015-02-08,79,NE
2015-02-15,96,NE
2015-02-22,70,NE
2015-03-01,60,NE
2015-03-08,55,NE
2015-03-15,63,NE
2015-03-22,74,NE
2015-03-29,42,NE
2015-04-05,62,NE
2015-04-12,41,NE
2015-04-19,76,NE
2015-04-26,52,NE
2015-05-03,41,NE
2015-05-10,100,NE
2015-05-17,27,NE
2015-05-24,51,NE
2015-05-31,60,NE
2015-06-07,61,NE
2015-06-14,60,NE
2015-06-21,86,NE
2015-06-28,61,NE
2015-07-05,94,NE
2015-07-12,62,NE
2015-07-19,42,NE
2015-07-26,51,NE
2015-08-02,51,NE
2015-08-09,55,NE
2015-08-16,29,NE
2015-08-23,29,NE
2015-08-30,57,NE
2015-09-06,34,NE
2015-09-13,57,NE
2015-09-20,47,NE
2015-09-27,42,NE
2015-10-04,61,NE
2015-10-11,61,NE
2015-10-18,37,NE
2015-10-25,69,NE
2015-11-01,54,NE
2015-11-08,46,NE
2015-11-15,81,NE
2015-11-22,34,NE
2015-11-29,51,NE
2015-12-06,52,NE
2015-12-13,40,NE
2015-12-20,37,NE
2015-12-27,58,NE
2016-01-03,62,NE
2016-01-10,69,NE
2016-01-17,61,NE
2016-01-24,61,NE
2016-01-31,43,NE
2016-02-07,53,NE
2016-02-14,54,NE
2016-02-21,62,NE
2016-02-28,74,NE
2016-03-06,64,NE
2016-03-13,45,NE
2016-03-20,45,NE
2016-03-27,49,NE
2016-04-03,35,NE
2016-04-10,32,NE
2016-04-17,39,NE
2016-04-24,15,NE
2016-05-01,24,NE
2016-05-08,33,NE
2016-05-15,38,NE
2016-05-22,21,NE
2016-05-29,27,NE
2016-06-05,30,NE
2016-06-12,25,NE
2016-06-19,34,NE
2016-06-26,39,NE
2016-07-03,45,NE
2016-07-10,26,NE
2016-07-17,39,NE
2016-07-24,27,NE
2016-07-31,9,NE
2016-08-07,4,NE
2016-08-14,30,NE
2016-08-21,42,NE
2016-08-28,36,NE
2016-09-04,36,NE
2016-09-11,38,NE
2016-09-18,27,NE
2016-09-25,27,NE
2016-10-02,35,NE
2016-10-09,39,NE
2016-10-16,28,NE
2016-10-23,24,NE
2016-10-30,43,NE
2016-11-06,26,NE
2016-11-13,50,NE
2016-11-20,31,NE
2016-11-27,51,NE
2016-12-04,36,NE
2016-12-11,34,NE
2016-12-18,28,NE
2016-12-25,46,NE
2017-01-01,33,NE
2017-01-08,68,NE
2017-01-15,61,NE
2017-01-22,62,NE
2017-01-29,54,NE
2017-02-05,25,NE
2017-02-12,37,NE
2017-02-19,25,NE
2017-02-26,42,NE
2017-03-05,25,NE
2017-03-12,66,NE
2017-03-19,40,NE
2017-03-26,21,NE
2017-04-02,29,NE
2017-04-09,37,NE
2017-04-16,41,NE
2017-04-23,29,NE
2017-04-30,22,NE
2017-05-07,49,NE
2017-05-14,12,NE
2017-05-21,41,NE
2017-05-28,26,NE
2017-06-04,32,NE
2017-06-11,47,NE
2017-06-18,31,NE
2017-06-25,41,NE
2017-07-02,17,NE
2017-07-09,20,NE
2017-07-16,36,NE
2017-07-23,24,NE
2017-07-30,47,NE
2017-08-06,50,NE
2017-08-13,31,NE
2017-08-20,36,NE
2017-08-27,36,NE
2017-09-03,41,NE
2017-09-10,25,NE
2017-09-17,21,NE
2017-09-24,32,NE
2017-10-01,35,NE
2017-10-08,14,NE
2017-10-15,37,NE
2017-10-22,18,NE
2017-10-29,24,NE
2017-11-05,23,NE
2017-11-12,44,NE
2017-11-19,45,NE
2017-11-26,39,NE
2017-12-03,46,NE
2017-12-10,48,NE
2017-12-17,51,NE
2017-12-24,40,NE
2017-12-31,22,NE
2018-01-07,66,NE
2018-01-14,31,NE
2018-01-21,54,NE
2018-01-28,24,NE
2018-02-04,37,NE
2018-02-11,38,NE
2018-02-18,43,NE
2018-02-25,54,NE
2018-03-04,51,NE
2018-03-11,31,NE
2018-03-18,21,NE
2018-03-25,39,NE
2018-04-01,31,NE
2018-04-08,48,NE
2018-04-15,27,NE
2018-04-22,32,NE
2018-04-29,59,NE
2018-05-06,43,NE
2018-05-13,58,NE
2018-05-20,38,NE
2018-05-27,39,NE
2018-06-03,34,NE
2018-06-10,48,NE
2018-06-17,29,NE
2018-06-24,37,NE
2018-07-01,35,NE
2018-07-08,18,NE
2018-07-15,34,NE
2018-07-22,31,NE
2018-07-29,26,NE
2018-08-05,30,NE
2018-08-12,25,NE
2018-08-19,41,NE
2018-08-26,24,NE
2018-09-02,40,NE
2018-09-09,20,NE
2018-09-16,24,NE
2018-09-23,34,NE
2018-09-30,27,NE
2018-10-07,20,NE
2018-10-14,25,NE
2018-10-21,10,NE
2018-10-28,21,NE
2018-11-04,34,NE
2018-11-11,40,NE
2018-11-18,15,NE
2018-11-25,24,NE
2018-12-02,52,NE
2018-12-09,25,NE
2018-12-16,26,NE
2018-12-23,37,NE
2018-12-30,31,NE
2015-01-04,53,NV
2015-01-11,83,NV
2015-01-18,89,NV
2015-01-25,87,NV
2015-02-01,81,NV
2015-02-08,64,NV
2015-02-15,71,NV
2015-02-22,54,NV
2015-03-01,55,NV
2015-03-08,61,NV
2015-03-15,100,NV
2015-03-22,35,NV
2015-03-29,80,NV
2015-04-05,81,NV
2015-04-12,66,NV
2015-04-19,52,NV
2015-04-26,39,NV
2015-05-03,62,NV
2015-05-10,85,NV
2015-05-17,74,NV
2015-05-24,36,NV
2015-05-31,54,NV
2015-06-07,63,NV
2015-06-14,64,NV
2015-06-21,84,NV
2015-06-28,77,NV
2015-07-05,67,NV
2015-07-12,64,NV
2015-07-19,52,NV
2015-07-26,65,NV
2015-08-02,62,NV
2015-08-09,70,NV
2015-08-16,79,NV
2015-08-23,54,NV
2015-08-30,70,NV
2015-09-06,59,NV
2015-09-13,57,NV
2015-09-20,43,NV
2015-09-27,67,NV
2015-10-04,73,NV
2015-10-11,62,NV
2015-10-18,43,NV
2015-10-25,53,NV
2015-11-01,58,NV
2015-11-08,97,NV
2015-11-15,84,NV
2015-11-22,62,NV
2015-11-29,64,NV
2015-12-06,86,NV
2015-12-13,60,NV
2015-12-20,64,NV
2015-12-27,53,NV
2016-01-03,88,NV
2016-01-10,87,NV
2016-01-17,69,NV
2016-01-24,67,NV
2016-01-31,64,NV
2016-02-07,62,NV
2016-02-14,66,NV
2016-02-21,66,NV
2016-02-28,46,NV
2016-03-06,53,NV
2016-03-13,60,NV
2016-03-20,63,NV
2016-03-27,60,NV
2016-04-03,68,NV
2016-04-10,62,NV
2016-04-17,46,NV
2016-04-24,61,NV
2016-05-01,56,NV
2016-05-08,47,NV
2016-05-15,55,NV
2016-05-22,54,NV
2016-05-29,66,NV
2016-06-05,52,NV
2016-06-12,49,NV
2016-06-19,56,NV
2016-06-26,55,NV
2016-07-03,66,NV
2016-07-10,45,NV
2016-07-17,39,NV
2016-07-24,64,NV
2016-07-31,50,NV
2016-08-07,46,NV
2016-08-14,42,NV
2016-08-21,48,NV
2016-08-28,41,NV
2016-09-04,42,NV
2016-09-11,45,NV
2016-09-18,46,NV
2016-09-25,37,NV
2016-10-02,54,NV
2016-10-09,48,NV
2016-10-16,50,NV
2016-10-23,46,NV
2016-10-30,40,NV
2016-11-06,49,NV
2016-11-13,56,NV
2016-11-20,50,NV
2016-11-27,56,NV
2016-12-04,42,NV
2016-12-11,56,NV
2016-12-18,66,NV
2016-12-25,41,NV
2017-01-01,51,NV
2017-01-08,80,NV
2017-01-15,62,NV
2017-01-22,61,NV
2017-01-29,70,NV
2017-02-05,66,NV
2017-02-12,41,NV
2017-02-19,51,NV
2017-02-26,55,NV
2017-03-05,52,NV
2017-03-12,50,NV
2017-03-19,77,NV
2017-03-26,43,NV
2017-04-02,58,NV
2017-04-09,59,NV
2017-04-16,46,NV
2017-04-23,66,NV
2017-04-30,44,NV
2017-05-07,56,NV
2017-05-14,52,NV
2017-05-21,55,NV
2017-05-28,50,NV
2017-06-04,55,NV
2017-06-11,69,NV
2017-06-18,41,NV
2017-06-25,46,NV
2017-07-02,64,NV
2017-07-09,46,NV
2017-07-16,43,NV
2017-07-23,56,NV
2017-07-30,40,NV
2017-08-06,52,NV
2017-08-13,39,NV
2017-08-20,47,NV
2017-08-27,27,NV
2017-09-03,51,NV
2017-09-10,64,NV
2017-09-17,33,NV
2017-09-24,40,NV
2017-10-01,51,NV
2017-10-08,51,NV
2017-10-15,35,NV
2017-10-22,56,NV
2017-10-29,63,NV
2017-11-05,34,NV
2017-11-12,60,NV
2017-11-19,59,NV
2017-11-26,75,NV
2017-12-03,56,NV
2017-12-10,67,NV
2017-12-17,49,NV
2017-12-24,52,NV
2017-12-31,68,NV
2018-01-07,41,NV
2018-01-14,72,NV
2018-01-21,49,NV
2018-01-28,73,NV
2018-02-04,57,NV
2018-02-11,53,NV
2018-02-18,57,NV
2018-02-25,48,NV
2018-03-04,38,NV
2018-03-11,67,NV
2018-03-18,45,NV
2018-03-25,40,NV
2018-04-01,44,NV
2018-04-08,40,NV
2018-04-15,57,NV
2018-04-22,50,NV
2018-04-29,36,NV
2018-05-06,43,NV
2018-05-13,35,NV
2018-05-20,35,NV
2018-05-27,51,NV
2018-06-03,45,NV
2018-06-10,57,NV
2018-06-17,50,NV
2018-06-24,43,NV
2018-07-01,49,NV
2018-07-08,39,NV
2018-07-15,41,NV
2018-07-22,44,NV
2018-07-29,58,NV
2018-08-05,56,NV
2018-08-12,52,NV
2018-08-19,48,NV
2018-08-26,45,NV
2018-09-02,58,NV
2018-09-09,56,NV
2018-09-16,33,NV
2018-09-23,31,NV
2018-09-30,35,NV
2018-10-07,59,NV
2018-10-14,50,NV
2018-10-21,34,NV
2018-10-28,54,NV
2018-11-04,60,NV
2018-11-11,67,NV
2018-11-18,36,NV
2018-11-25,62,NV
2018-12-02,53,NV
2018-12-09,49,NV
2018-12-16,42,NV
2018-12-23,66,NV
2018-12-30,51,NV
2015-01-04,63,NH
2015-01-11,100,NH
2015-01-18,54,NH
2015-01-25,46,NH
2015-02-01,57,NH
2015-02-08,24,NH
2015-02-15,48,NH
2015-02-22,22,NH
2015-03-01,53,NH
2015-03-08,54,NH
2015-03-15,21,NH
2015-03-22,37,NH
2015-03-29,13,NH
2015-04-05,25,NH
2015-04-12,45,NH
2015-04-19,53,NH
2015-04-26,51,NH
2015-05-03,28,NH
2015-05-10,47,NH
2015-05-17,38,NH
2015-05-24,39,NH
2015-05-31,31,NH
2015-06-07,31,NH
2015-06-14,33,NH
2015-06-21,23,NH
2015-06-28,37,NH
2015-07-05,33,NH
2015-07-12,33,NH
2015-07-19,56,NH
2015-07-26,23,NH
2015-08-02,42,NH
2015-08-09,27,NH
2015-08-16,56,NH
2015-08-23,14,NH
2015-08-30,41,NH
2015-09-06,50,NH
2015-09-13,26,NH
2015-09-20,22,NH
2015-09-27,17,NH
2015-10-04,26,NH
2015-10-11,52,NH
2015-10-18,21,NH
2015-10-25,28,NH
2015-11-01,8,NH
2015-11-08,33,NH
2015-11-15,29,NH
2015-11-22,27,NH
2015-11-29,39,NH
2015-12-06,28,NH
2015-12-13,58,NH
2015-12-20,24,NH
2015-12-27,42,NH
2016-01-03,48,NH
2016-01-10,46,NH
2016-01-17,51,NH
2016-01-24,29,NH
2016-01-31,46,NH
2016-02-07,36,NH
2016-02-14,27,NH
2016-02-21,33,NH
2016-02-28,52,NH
2016-03-06,41,NH
2016-03-13,35,NH
2016-03-20,31,NH
2016-03-27,37,NH
2016-04-03,15,NH
2016-04-10,31,NH
2016-04-17,29,NH
2016-04-24,40,NH
2016-05-01,21,NH
2016-05-08,31,NH
2016-05-15,36,NH
2016-05-22,23,NH
2016-05-29,39,NH
2016-06-05,16,NH
2016-06-12,40,NH
2016-06-19,34,NH
2016-06-26,36,NH
2016-07-03,37,NH
2016-07-10,47,NH
2016-07-17,44,NH
2016-07-24,33,NH
2016-07-31,20,NH
2016-08-07,30,NH
2016-08-14,38,NH
2016-08-21,38,NH
2016-08-28,13,NH
2016-09-04,28,NH
2016-09-11,37,NH
2016-09-18,30,NH
2016-09-25,31,NH
2016-10-02,37,NH
2016-10-09,15,NH
2016-10-16,31,NH
2016-10-23,30,NH
2016-10-30,36,NH
2016-11-06,25,NH
2016-11-13,39,NH
2016-11-20,25,NH
2016-11-27,32,NH
2016-12-04,34,NH
2016-12-11,46,NH
2016-12-18,35,NH
2016-12-25,12,NH
2017-01-01,29,NH
2017-01-08,31,NH
2017-01-15,40,NH
2017-01-22,36,NH
2017-01-29,36,NH
2017-02-05,25,NH
2017-02-12,28,NH
2017-02-19,35,NH
2017-02-26,41,NH
2017-03-05,27,NH
2017-03-12,22,NH
2017-03-19,17,NH
2017-03-26,22,NH
2017-04-02,24,NH
2017-04-09,17,NH
2017-04-16,25,NH
2017-04-23,24,NH
2017-04-30,25,NH
2017-05-07,34,NH
2017-05-14,15,NH
2017-05-21,30,NH
2017-05-28,15,NH
2017-06-04,32,NH
2017-06-11,33,NH
2017-06-18,18,NH
2017-06-25,22,NH
2017-07-02,28,NH
2017-07-09,24,NH
2017-07-16,24,NH
2017-07-23,21,NH
2017-07-30,9,NH
2017-08-06,28,NH
2017-08-13,20,NH
2017-08-20,26,NH
2017-08-27,18,NH
2017-09-03,30,NH
2017-09-10,19,NH
2017-09-17,17,NH
2017-09-24,14,NH
2017-10-01,25,NH
2017-10-08,21,NH
2017-10-15,5,NH
2017-10-22,19,NH
2017-10-29,14,NH
2017-11-05,33,NH
2017-11-12,24,NH
2017-11-19,22,NH
2017-11-26,11,NH
2017-12-03,22,NH
2017-12-10,40,NH
2017-12-17,25,NH
2017-12-24,38,NH
2017-12-31,44,NH
2018-01-07,34,NH
2018-01-14,34,NH
2018-01-21,39,NH
2018-01-28,42,NH
2018-02-04,28,NH
2018-02-11,36,NH
2018-02-18,40,NH
2018-02-25,30,NH
2018-03-04,28,NH
2018-03-11,26,NH
2018-03-18,31,NH
2018-03-25,13,NH
2018-04-01,31,NH
2018-04-08,26,NH
2018-04-15,23,NH
2018-04-22,17,NH
2018-04-29,24,NH
2018-05-06,11,NH
2018-05-13,16,NH
2018-05-20,13,NH
2018-05-27,27,NH
2018-06-03,19,NH
2018-06-10,13,NH
2018-06-17,28,NH
2018-06-24,25,NH
2018-07-01,22,NH
2018-07-08,24,NH
2018-07-15,30,NH
2018-07-22,18,NH
2018-07-29,16,NH
2018-08-05,24,NH
2018-08-12,19,NH
2018-08-19,15,NH
2018-08-26,11,NH
2018-09-02,25,NH
2018-09-09,11,NH
2018-09-16,13,NH
2018-09-23,22,NH
2018-09-30,19,NH
2018-10-07,27,NH
2018-10-14,22,NH
2018-10-21,24,NH
2018-10-28,19,NH
2018-11-04,26,NH
2018-11-11,22,NH
2018-11-18,25,NH
2018-11-25,24,NH
2018-12-02,30,NH
2018-12-09,27,NH
2018-12-16,27,NH
2018-12-23,18,NH
2018-12-30,38,NH
2015-01-04,77,NJ
2015-01-11,68,NJ
2015-01-18,87,NJ
2015-01-25,85,NJ
2015-02-01,100,NJ
2015-02-08,85,NJ
2015-02-15,59,NJ
2015-02-22,66,NJ
2015-03-01,69,NJ
2015-03-08,58,NJ
2015-03-15,62,NJ
2015-03-22,60,NJ
2015-03-29,72,NJ
2015-04-05,72,NJ
2015-04-12,67,NJ
2015-04-19,57,NJ
2015-04-26,56,NJ
2015-05-03,52,NJ
2015-05-10,52,NJ
2015-05-17,53,NJ
2015-05-24,66,NJ
2015-05-31,48,NJ
2015-06-07,48,NJ
2015-06-14,54,NJ
2015-06-21,47,NJ
2015-06-28,58,NJ
2015-07-05,60,NJ
2015-07-12,51,NJ
2015-07-19,58,NJ
2015-07-26,48,NJ
2015-08-02,50,NJ
2015-08-09,40,NJ
2015-08-16,52,NJ
2015-08-23,61,NJ
2015-08-30,57,NJ
2015-09-06,54,NJ
2015-09-13,57,NJ
2015-09-20,53,NJ
2015-09-27,45,NJ
2015-10-04,53,NJ
2015-10-11,47,NJ
2015-10-18,54,NJ
2015-10-25,41,NJ
2015-11-01,56,NJ
2015-11-08,61,NJ
2015-11-15,51,NJ
2015-11-22,48,NJ
2015-11-29,50,NJ
2015-12-06,44,NJ
2015-12-13,54,NJ
2015-12-20,51,NJ
2015-12-27,51,NJ
2016-01-03,77,NJ
2016-01-10,78,NJ
2016-01-17,57,NJ
2016-01-24,77,NJ
2016-01-31,74,NJ
2016-02-07,68,NJ
2016-02-14,64,NJ
2016-02-21,56,NJ
2016-02-28,58,NJ
2016-03-06,59,NJ
2016-03-13,46,NJ
2016-03-20,53,NJ
2016-03-27,57,NJ
2016-04-03,58,NJ
2016-04-10,57,NJ
2016-04-17,54,NJ
2016-04-24,45,NJ
2016-05-01,56,NJ
2016-05-08,46,NJ
2016-05-15,47,NJ
2016-05-22,53,NJ
2016-05-29,48,NJ
2016-06-05,43,NJ
2016-06-12,48,NJ
2016-06-19,51,NJ
2016-06-26,64,NJ
2016-07-03,54,NJ
2016-07-10,53,NJ
2016-07-17,54,NJ
2016-07-24,51,NJ
2016-07-31,50,NJ
2016-08-07,41,NJ
2016-08-14,46,NJ
2016-08-21,47,NJ
2016-08-28,59,NJ
2016-09-04,46,NJ
2016-09-11,39,NJ
2016-09-18,42,NJ
2016-09-25,48,NJ
2016-10-02,48,NJ
2016-10-09,50,NJ
2016-10-16,43,NJ
2016-10-23,52,NJ
2016-10-30,47,NJ
2016-11-06,49,NJ
2016-11-13,52,NJ
2016-11-20,32,NJ
2016-11-27,51,NJ
2016-12-04,51,NJ
2016-12-11,56,NJ
2016-12-18,56,NJ
2016-12-25,63,NJ
2017-01-01,67,NJ
2017-01-08,62,NJ
2017-01-15,74,NJ
2017-01-22,71,NJ
2017-01-29,69,NJ
2017-02-05,67,NJ
2017-02-12,61,NJ
2017-02-19,57,NJ
2017-02-26,56,NJ
2017-03-05,53,NJ
2017-03-12,52,NJ
2017-03-19,55,NJ
2017-03-26,44,NJ
2017-04-02,48,NJ
2017-04-09,55,NJ
2017-04-16,51,NJ
2017-04-23,47,NJ
2017-04-30,43,NJ
2017-05-07,51,NJ
2017-05-14,41,NJ
2017-05-21,45,NJ
2017-05-28,49,NJ
2017-06-04,47,NJ
2017-06-11,45,NJ
2017-06-18,46,NJ
2017-06-25,52,NJ
2017-07-02,44,NJ
2017-07-09,68,NJ
2017-07-16,55,NJ
2017-07-23,50,NJ
2017-07-30,51,NJ
2017-08-06,44,NJ
2017-08-13,48,NJ
2017-08-20,47,NJ
2017-08-27,47,NJ
2017-09-03,52,NJ
2017-09-10,42,NJ
2017-09-17,39,NJ
2017-09-24,49,NJ
2017-10-01,42,NJ
2017-10-08,45,NJ
2017-10-15,49,NJ
2017-10-22,46,NJ
2017-10-29,56,NJ
2017-11-05,52,NJ
2017-11-12,52,NJ
2017-11-19,35,NJ
2017-11-26,51,NJ
2017-12-03,47,NJ
2017-12-10,48,NJ
2017-12-17,48,NJ
2017-12-24,59,NJ
2017-12-31,58,NJ
2018-01-07,72,NJ
2018-01-14,66,NJ
2018-01-21,86,NJ
2018-01-28,90,NJ
2018-02-04,83,NJ
2018-02-11,67,NJ
2018-02-18,78,NJ
2018-02-25,57,NJ
2018-03-04,60,NJ
2018-03-11,55,NJ
2018-03-18,46,NJ
2018-03-25,55,NJ
2018-04-01,56,NJ
2018-04-08,52,NJ
2018-04-15,50,NJ
2018-04-22,51,NJ
2018-04-29,55,NJ
2018-05-06,37,NJ
2018-05-13,43,NJ
2018-05-20,45,NJ
2018-05-27,40,NJ
2018-06-03,44,NJ
2018-06-10,43,NJ
2018-06-17,55,NJ
2018-06-24,54,NJ
2018-07-01,50,NJ
2018-07-08,50,NJ
2018-07-15,55,NJ
2018-07-22,43,NJ
2018-07-29,49,NJ
2018-08-05,53,NJ
2018-08-12,52,NJ
2018-08-19,52,NJ
2018-08-26,59,NJ
2018-09-02,48,NJ
2018-09-09,52,NJ
2018-09-16,44,NJ
2018-09-23,43,NJ
2018-09-30,45,NJ
2018-10-07,50,NJ
2018-10-14,44,NJ
2018-10-21,51,NJ
2018-10-28,51,NJ
2018-11-04,58,NJ
2018-11-11,52,NJ
2018-11-18,72,NJ
2018-11-25,48,NJ
