date,unemployment,State
2017-11-12,49,ID
2017-11-19,61,ID
2017-11-26,59,ID
2017-12-03,45,ID
2017-12-10,57,ID
2017-12-17,41,ID
2017-12-24,64,ID
2017-12-31,71,ID
2018-01-07,67,ID
2018-01-14,100,ID
2018-01-21,73,ID
2018-01-28,63,ID
2018-02-04,62,ID
2018-02-11,47,ID
2018-02-18,51,ID
2018-02-25,51,ID
2018-03-04,62,ID
2018-03-11,33,ID
2018-03-18,34,ID
2018-03-25,21,ID
2018-04-01,45,ID
2018-04-08,22,ID
2018-04-15,42,ID
2018-04-22,30,ID
2018-04-29,15,ID
2018-05-06,34,ID
2018-05-13,23,ID
2018-05-20,27,ID
2018-05-27,40,ID
2018-06-03,32,ID
2018-06-10,43,ID
2018-06-17,28,ID
2018-06-24,60,ID
2018-07-01,37,ID
2018-07-08,34,ID
2018-07-15,32,ID
2018-07-22,20,ID
2018-07-29,35,ID
2018-08-05,28,ID
2018-08-12,16,ID
2018-08-19,44,ID
2018-08-26,19,ID
2018-09-02,24,ID
2018-09-09,23,ID
2018-09-16,19,ID
2018-09-23,43,ID
2018-09-30,27,ID
2018-10-07,31,ID
2018-10-14,28,ID
2018-10-21,43,ID
2018-10-28,35,ID
2018-11-04,36,ID
2018-11-11,53,ID
2018-11-18,36,ID
2018-11-25,77,ID
2018-12-02,52,ID
2018-12-09,50,ID
2018-12-16,69,ID
2018-12-23,56,ID
2018-12-30,44,ID
2015-01-04,90,IL
2015-01-11,92,IL
2015-01-18,91,IL
2015-01-25,100,IL
2015-02-01,75,IL
2015-02-08,78,IL
2015-02-15,70,IL
2015-02-22,87,IL
2015-03-01,84,IL
2015-03-08,74,IL
2015-03-15,69,IL
2015-03-22,77,IL
2015-03-29,59,IL
2015-04-05,68,IL
2015-04-12,67,IL
2015-04-19,81,IL
2015-04-26,76,IL
2015-05-03,60,IL
2015-05-10,60,IL
2015-05-17,55,IL
2015-05-24,61,IL
2015-05-31,58,IL
2015-06-07,60,IL
2015-06-14,68,IL
2015-06-21,76,IL
2015-06-28,56,IL
2015-07-05,73,IL
2015-07-12,60,IL
2015-07-19,67,IL
2015-07-26,63,IL
2015-08-02,73,IL
2015-08-09,57,IL
2015-08-16,52,IL
2015-08-23,54,IL
2015-08-30,54,IL
2015-09-06,57,IL
2015-09-13,55,IL
2015-09-20,56,IL
2015-09-27,57,IL
2015-10-04,59,IL
2015-10-11,77,IL
2015-10-18,46,IL
2015-10-25,57,IL
2015-11-01,58,IL
2015-11-08,67,IL
2015-11-15,50,IL
2015-11-22,51,IL
2015-11-29,68,IL
2015-12-06,59,IL
2015-12-13,55,IL
2015-12-20,62,IL
2015-12-27,69,IL
2016-01-03,82,IL
2016-01-10,66,IL
2016-01-17,86,IL
2016-01-24,92,IL
2016-01-31,78,IL
2016-02-07,68,IL
2016-02-14,57,IL
2016-02-21,60,IL
2016-02-28,66,IL
2016-03-06,63,IL
2016-03-13,54,IL
2016-03-20,59,IL
2016-03-27,58,IL
2016-04-03,47,IL
2016-04-10,57,IL
2016-04-17,43,IL
2016-04-24,51,IL
2016-05-01,40,IL
2016-05-08,46,IL
2016-05-15,53,IL
2016-05-22,40,IL
2016-05-29,60,IL
2016-06-05,43,IL
2016-06-12,48,IL
2016-06-19,50,IL
2016-06-26,55,IL
2016-07-03,60,IL
2016-07-10,50,IL
2016-07-17,53,IL
2016-07-24,53,IL
2016-07-31,65,IL
2016-08-07,43,IL
2016-08-14,54,IL
2016-08-21,39,IL
2016-08-28,49,IL
2016-09-04,49,IL
2016-09-11,50,IL
2016-09-18,50,IL
2016-09-25,46,IL
2016-10-02,56,IL
2016-10-09,61,IL
2016-10-16,43,IL
2016-10-23,55,IL
2016-10-30,52,IL
2016-11-06,55,IL
2016-11-13,51,IL
2016-11-20,51,IL
2016-11-27,63,IL
2016-12-04,71,IL
2016-12-11,63,IL
2016-12-18,61,IL
2016-12-25,69,IL
2017-01-01,68,IL
2017-01-08,79,IL
2017-01-15,76,IL
2017-01-22,84,IL
2017-01-29,72,IL
2017-02-05,64,IL
2017-02-12,67,IL
2017-02-19,69,IL
2017-02-26,46,IL
2017-03-05,51,IL
2017-03-12,42,IL
2017-03-19,54,IL
2017-03-26,46,IL
2017-04-02,53,IL
2017-04-09,42,IL
2017-04-16,54,IL
2017-04-23,53,IL
2017-04-30,42,IL
2017-05-07,43,IL
2017-05-14,47,IL
2017-05-21,46,IL
2017-05-28,45,IL
2017-06-04,46,IL
2017-06-11,40,IL
2017-06-18,42,IL
2017-06-25,43,IL
2017-07-02,57,IL
2017-07-09,53,IL
2017-07-16,48,IL
2017-07-23,45,IL
2017-07-30,57,IL
2017-08-06,44,IL
2017-08-13,43,IL
2017-08-20,34,IL
2017-08-27,44,IL
2017-09-03,49,IL
2017-09-10,45,IL
2017-09-17,41,IL
2017-09-24,41,IL
2017-10-01,46,IL
2017-10-08,36,IL
2017-10-15,41,IL
2017-10-22,40,IL
2017-10-29,57,IL
2017-11-05,46,IL
2017-11-12,60,IL
2017-11-19,36,IL
2017-11-26,56,IL
2017-12-03,56,IL
2017-12-10,60,IL
2017-12-17,54,IL
2017-12-24,46,IL
2017-12-31,67,IL
2018-01-07,70,IL
2018-01-14,64,IL
2018-01-21,67,IL
2018-01-28,59,IL
2018-02-04,58,IL
2018-02-11,48,IL
2018-02-18,51,IL
2018-02-25,58,IL
2018-03-04,53,IL
2018-03-11,55,IL
2018-03-18,47,IL
2018-03-25,59,IL
2018-04-01,51,IL
2018-04-08,48,IL
2018-04-15,52,IL
2018-04-22,48,IL
2018-04-29,44,IL
2018-05-06,45,IL
2018-05-13,50,IL
2018-05-20,33,IL
2018-05-27,46,IL
2018-06-03,51,IL
2018-06-10,45,IL
2018-06-17,42,IL
2018-06-24,52,IL
2018-07-01,48,IL
2018-07-08,48,IL
2018-07-15,49,IL
2018-07-22,44,IL
2018-07-29,41,IL
2018-08-05,51,IL
2018-08-12,42,IL
2018-08-19,40,IL
2018-08-26,45,IL
2018-09-02,41,IL
2018-09-09,43,IL
2018-09-16,42,IL
2018-09-23,39,IL
2018-09-30,45,IL
2018-10-07,49,IL
2018-10-14,45,IL
2018-10-21,54,IL
2018-10-28,44,IL
2018-11-04,51,IL
2018-11-11,53,IL
2018-11-18,42,IL
2018-11-25,50,IL
2018-12-02,64,IL
2018-12-09,54,IL
2018-12-16,58,IL
2018-12-23,41,IL
2018-12-30,54,IL
2015-01-04,100,IN
2015-01-11,86,IN
2015-01-18,73,IN
2015-01-25,76,IN
2015-02-01,81,IN
2015-02-08,55,IN
2015-02-15,72,IN
2015-02-22,72,IN
2015-03-01,71,IN
2015-03-08,57,IN
2015-03-15,64,IN
2015-03-22,37,IN
2015-03-29,64,IN
2015-04-05,66,IN
2015-04-12,85,IN
2015-04-19,56,IN
2015-04-26,61,IN
2015-05-03,54,IN
2015-05-10,73,IN
2015-05-17,44,IN
2015-05-24,48,IN
2015-05-31,48,IN
2015-06-07,44,IN
2015-06-14,49,IN
2015-06-21,69,IN
2015-06-28,38,IN
2015-07-05,49,IN
2015-07-12,61,IN
2015-07-19,70,IN
2015-07-26,32,IN
2015-08-02,66,IN
2015-08-09,50,IN
2015-08-16,61,IN
2015-08-23,40,IN
2015-08-30,47,IN
2015-09-06,46,IN
2015-09-13,51,IN
2015-09-20,42,IN
2015-09-27,51,IN
2015-10-04,53,IN
2015-10-11,48,IN
2015-10-18,42,IN
2015-10-25,43,IN
2015-11-01,50,IN
2015-11-08,50,IN
2015-11-15,40,IN
2015-11-22,54,IN
2015-11-29,51,IN
2015-12-06,59,IN
2015-12-13,40,IN
2015-12-20,44,IN
2015-12-27,73,IN
2016-01-03,75,IN
2016-01-10,72,IN
2016-01-17,97,IN
2016-01-24,77,IN
2016-01-31,76,IN
2016-02-07,72,IN
2016-02-14,45,IN
2016-02-21,52,IN
2016-02-28,64,IN
2016-03-06,53,IN
2016-03-13,38,IN
2016-03-20,46,IN
2016-03-27,58,IN
2016-04-03,39,IN
2016-04-10,73,IN
2016-04-17,40,IN
2016-04-24,57,IN
2016-05-01,47,IN
2016-05-08,45,IN
2016-05-15,55,IN
2016-05-22,65,IN
2016-05-29,25,IN
2016-06-05,45,IN
2016-06-12,61,IN
2016-06-19,48,IN
2016-06-26,53,IN
2016-07-03,37,IN
2016-07-10,68,IN
2016-07-17,56,IN
2016-07-24,35,IN
2016-07-31,55,IN
2016-08-07,39,IN
2016-08-14,32,IN
2016-08-21,41,IN
2016-08-28,40,IN
2016-09-04,32,IN
2016-09-11,61,IN
2016-09-18,45,IN
2016-09-25,50,IN
2016-10-02,41,IN
2016-10-09,38,IN
2016-10-16,33,IN
2016-10-23,31,IN
2016-10-30,41,IN
2016-11-06,38,IN
2016-11-13,49,IN
2016-11-20,34,IN
2016-11-27,49,IN
2016-12-04,60,IN
2016-12-11,61,IN
2016-12-18,43,IN
2016-12-25,45,IN
2017-01-01,71,IN
2017-01-08,48,IN
2017-01-15,74,IN
2017-01-22,53,IN
2017-01-29,75,IN
2017-02-05,65,IN
2017-02-12,41,IN
2017-02-19,51,IN
2017-02-26,55,IN
2017-03-05,40,IN
2017-03-12,40,IN
2017-03-19,43,IN
2017-03-26,44,IN
2017-04-02,48,IN
2017-04-09,40,IN
2017-04-16,48,IN
2017-04-23,49,IN
2017-04-30,29,IN
2017-05-07,50,IN
2017-05-14,51,IN
2017-05-21,48,IN
2017-05-28,37,IN
2017-06-04,37,IN
2017-06-11,45,IN
2017-06-18,48,IN
2017-06-25,44,IN
2017-07-02,46,IN
2017-07-09,52,IN
2017-07-16,34,IN
2017-07-23,55,IN
2017-07-30,51,IN
2017-08-06,37,IN
2017-08-13,36,IN
2017-08-20,37,IN
2017-08-27,33,IN
2017-09-03,29,IN
2017-09-10,48,IN
2017-09-17,35,IN
2017-09-24,31,IN
2017-10-01,38,IN
2017-10-08,23,IN
2017-10-15,41,IN
2017-10-22,54,IN
2017-10-29,44,IN
2017-11-05,32,IN
2017-11-12,51,IN
2017-11-19,34,IN
2017-11-26,42,IN
2017-12-03,50,IN
2017-12-10,59,IN
2017-12-17,59,IN
2017-12-24,47,IN
2017-12-31,69,IN
2018-01-07,69,IN
2018-01-14,67,IN
2018-01-21,69,IN
2018-01-28,76,IN
2018-02-04,58,IN
2018-02-11,53,IN
2018-02-18,61,IN
2018-02-25,65,IN
2018-03-04,58,IN
2018-03-11,52,IN
2018-03-18,38,IN
2018-03-25,34,IN
2018-04-01,46,IN
2018-04-08,49,IN
2018-04-15,46,IN
2018-04-22,41,IN
2018-04-29,38,IN
2018-05-06,40,IN
2018-05-13,47,IN
2018-05-20,35,IN
2018-05-27,49,IN
2018-06-03,34,IN
2018-06-10,41,IN
2018-06-17,51,IN
2018-06-24,42,IN
2018-07-01,37,IN
2018-07-08,52,IN
2018-07-15,35,IN
2018-07-22,45,IN
2018-07-29,35,IN
2018-08-05,31,IN
2018-08-12,37,IN
2018-08-19,31,IN
2018-08-26,38,IN
2018-09-02,40,IN
2018-09-09,35,IN
2018-09-16,38,IN
2018-09-23,32,IN
2018-09-30,29,IN
2018-10-07,34,IN
2018-10-14,32,IN
2018-10-21,53,IN
2018-10-28,37,IN
2018-11-04,40,IN
2018-11-11,34,IN
2018-11-18,28,IN
2018-11-25,46,IN
2018-12-02,39,IN
2018-12-09,48,IN
2018-12-16,48,IN
2018-12-23,40,IN
2018-12-30,54,IN
2015-01-04,80,IA
2015-01-11,73,IA
2015-01-18,46,IA
2015-01-25,79,IA
2015-02-01,62,IA
2015-02-08,47,IA
2015-02-15,76,IA
2015-02-22,63,IA
2015-03-01,48,IA
2015-03-08,41,IA
2015-03-15,70,IA
2015-03-22,35,IA
2015-03-29,44,IA
2015-04-05,42,IA
2015-04-12,20,IA
2015-04-19,54,IA
2015-04-26,34,IA
2015-05-03,46,IA
2015-05-10,20,IA
2015-05-17,38,IA
2015-05-24,41,IA
2015-05-31,49,IA
2015-06-07,57,IA
2015-06-14,27,IA
2015-06-21,59,IA
2015-06-28,53,IA
2015-07-05,70,IA
2015-07-12,46,IA
2015-07-19,61,IA
2015-07-26,63,IA
2015-08-02,46,IA
2015-08-09,53,IA
2015-08-16,58,IA
2015-08-23,32,IA
2015-08-30,36,IA
2015-09-06,50,IA
2015-09-13,21,IA
2015-09-20,24,IA
2015-09-27,33,IA
2015-10-04,39,IA
2015-10-11,26,IA
2015-10-18,52,IA
2015-10-25,33,IA
2015-11-01,70,IA
2015-11-08,62,IA
2015-11-15,43,IA
2015-11-22,60,IA
2015-11-29,47,IA
2015-12-06,57,IA
2015-12-13,37,IA
2015-12-20,80,IA
2015-12-27,51,IA
2016-01-03,99,IA
2016-01-10,52,IA
2016-01-17,65,IA
2016-01-24,61,IA
2016-01-31,55,IA
2016-02-07,53,IA
2016-02-14,64,IA
2016-02-21,36,IA
2016-02-28,74,IA
2016-03-06,52,IA
2016-03-13,20,IA
2016-03-20,52,IA
2016-03-27,57,IA
2016-04-03,29,IA
2016-04-10,64,IA
2016-04-17,35,IA
2016-04-24,52,IA
2016-05-01,46,IA
2016-05-08,39,IA
2016-05-15,63,IA
2016-05-22,46,IA
2016-05-29,54,IA
2016-06-05,59,IA
2016-06-12,29,IA
2016-06-19,50,IA
2016-06-26,59,IA
2016-07-03,30,IA
2016-07-10,32,IA
2016-07-17,55,IA
2016-07-24,62,IA
2016-07-31,68,IA
2016-08-07,42,IA
2016-08-14,77,IA
2016-08-21,34,IA
2016-08-28,43,IA
2016-09-04,43,IA
2016-09-11,30,IA
2016-09-18,25,IA
2016-09-25,40,IA
2016-10-02,49,IA
2016-10-09,57,IA
2016-10-16,45,IA
2016-10-23,45,IA
2016-10-30,36,IA
2016-11-06,58,IA
2016-11-13,53,IA
2016-11-20,62,IA
2016-11-27,84,IA
2016-12-04,69,IA
2016-12-11,79,IA
2016-12-18,79,IA
2016-12-25,100,IA
2017-01-01,82,IA
2017-01-08,60,IA
2017-01-15,85,IA
2017-01-22,82,IA
2017-01-29,73,IA
2017-02-05,55,IA
2017-02-12,54,IA
2017-02-19,87,IA
2017-02-26,71,IA
2017-03-05,53,IA
2017-03-12,63,IA
2017-03-19,69,IA
2017-03-26,63,IA
2017-04-02,48,IA
2017-04-09,43,IA
2017-04-16,39,IA
2017-04-23,46,IA
2017-04-30,61,IA
2017-05-07,60,IA
2017-05-14,42,IA
2017-05-21,35,IA
2017-05-28,39,IA
2017-06-04,57,IA
2017-06-11,55,IA
2017-06-18,52,IA
2017-06-25,53,IA
2017-07-02,28,IA
2017-07-09,47,IA
2017-07-16,42,IA
2017-07-23,42,IA
2017-07-30,30,IA
2017-08-06,58,IA
2017-08-13,46,IA
2017-08-20,35,IA
2017-08-27,20,IA
2017-09-03,33,IA
2017-09-10,37,IA
2017-09-17,33,IA
2017-09-24,40,IA
2017-10-01,51,IA
2017-10-08,31,IA
2017-10-15,42,IA
2017-10-22,47,IA
2017-10-29,64,IA
2017-11-05,51,IA
2017-11-12,42,IA
2017-11-19,42,IA
2017-11-26,46,IA
2017-12-03,80,IA
2017-12-10,65,IA
2017-12-17,76,IA
2017-12-24,82,IA
2017-12-31,99,IA
2018-01-07,83,IA
2018-01-14,66,IA
2018-01-21,49,IA
2018-01-28,85,IA
2018-02-04,65,IA
2018-02-11,67,IA
2018-02-18,65,IA
2018-02-25,49,IA
2018-03-04,70,IA
2018-03-11,51,IA
2018-03-18,50,IA
2018-03-25,41,IA
2018-04-01,34,IA
2018-04-08,48,IA
2018-04-15,51,IA
2018-04-22,55,IA
2018-04-29,50,IA
2018-05-06,45,IA
2018-05-13,48,IA
2018-05-20,46,IA
2018-05-27,28,IA
2018-06-03,54,IA
2018-06-10,53,IA
2018-06-17,38,IA
2018-06-24,47,IA
2018-07-01,77,IA
2018-07-08,40,IA
2018-07-15,42,IA
2018-07-22,46,IA
2018-07-29,42,IA
2018-08-05,36,IA
2018-08-12,27,IA
2018-08-19,46,IA
2018-08-26,37,IA
2018-09-02,31,IA
2018-09-09,27,IA
2018-09-16,24,IA
2018-09-23,53,IA
2018-09-30,53,IA
2018-10-07,47,IA
2018-10-14,49,IA
2018-10-21,52,IA
2018-10-28,47,IA
2018-11-04,35,IA
2018-11-11,37,IA
2018-11-18,49,IA
2018-11-25,58,IA
2018-12-02,56,IA
2018-12-09,73,IA
2018-12-16,53,IA
2018-12-23,71,IA
2018-12-30,77,IA
2015-01-04,63,KS
2015-01-11,90,KS
2015-01-18,100,KS
2015-01-25,89,KS
2015-02-01,59,KS
2015-02-08,57,KS
2015-02-15,79,KS
2015-02-22,74,KS
2015-03-01,51,KS
2015-03-08,43,KS
2015-03-15,48,KS
2015-03-22,43,KS
2015-03-29,59,KS
2015-04-05,64,KS
2015-04-12,45,KS
2015-04-19,60,KS
2015-04-26,56,KS
2015-05-03,49,KS
2015-05-10,51,KS
2015-05-17,19,KS
2015-05-24,72,KS
2015-05-31,78,KS
2015-06-07,72,KS
2015-06-14,59,KS
2015-06-21,58,KS
2015-06-28,35,KS
2015-07-05,75,KS
2015-07-12,84,KS
2015-07-19,28,KS
2015-07-26,65,KS
2015-08-02,28,KS
2015-08-09,72,KS
2015-08-16,56,KS
2015-08-23,79,KS
2015-08-30,62,KS
2015-09-06,52,KS
2015-09-13,57,KS
2015-09-20,67,KS
2015-09-27,59,KS
2015-10-04,63,KS
2015-10-11,50,KS
2015-10-18,45,KS
2015-10-25,33,KS
2015-11-01,53,KS
2015-11-08,29,KS
2015-11-15,23,KS
2015-11-22,23,KS
2015-11-29,37,KS
2015-12-06,23,KS
2015-12-13,26,KS
2015-12-20,19,KS
2015-12-27,17,KS
2016-01-03,94,KS
2016-01-10,60,KS
2016-01-17,83,KS
2016-01-24,94,KS
2016-01-31,78,KS
2016-02-07,50,KS
2016-02-14,54,KS
2016-02-21,54,KS
2016-02-28,63,KS
2016-03-06,60,KS
2016-03-13,41,KS
2016-03-20,38,KS
2016-03-27,46,KS
2016-04-03,52,KS
2016-04-10,49,KS
2016-04-17,54,KS
2016-04-24,66,KS
2016-05-01,24,KS
2016-05-08,48,KS
2016-05-15,51,KS
2016-05-22,47,KS
2016-05-29,50,KS
2016-06-05,62,KS
2016-06-12,58,KS
2016-06-19,40,KS
2016-06-26,55,KS
2016-07-03,49,KS
2016-07-10,60,KS
2016-07-17,57,KS
2016-07-24,70,KS
2016-07-31,43,KS
2016-08-07,30,KS
2016-08-14,57,KS
2016-08-21,65,KS
2016-08-28,44,KS
2016-09-04,37,KS
2016-09-11,47,KS
2016-09-18,28,KS
2016-09-25,35,KS
2016-10-02,47,KS
2016-10-09,48,KS
2016-10-16,35,KS
2016-10-23,43,KS
2016-10-30,30,KS
2016-11-06,57,KS
2016-11-13,73,KS
2016-11-20,56,KS
2016-11-27,59,KS
2016-12-04,43,KS
2016-12-11,42,KS
2016-12-18,57,KS
2016-12-25,60,KS
2017-01-01,66,KS
2017-01-08,82,KS
2017-01-15,71,KS
2017-01-22,69,KS
2017-01-29,41,KS
2017-02-05,57,KS
2017-02-12,53,KS
2017-02-19,36,KS
2017-02-26,48,KS
2017-03-05,32,KS
2017-03-12,59,KS
2017-03-19,39,KS
2017-03-26,37,KS
2017-04-02,60,KS
2017-04-09,53,KS
2017-04-16,47,KS
2017-04-23,40,KS
2017-04-30,48,KS
2017-05-07,43,KS
2017-05-14,46,KS
2017-05-21,30,KS
2017-05-28,60,KS
2017-06-04,30,KS
2017-06-11,26,KS
2017-06-18,35,KS
2017-06-25,57,KS
2017-07-02,31,KS
2017-07-09,62,KS
2017-07-16,63,KS
2017-07-23,37,KS
2017-07-30,46,KS
2017-08-06,50,KS
2017-08-13,34,KS
2017-08-20,23,KS
2017-08-27,21,KS
2017-09-03,30,KS
2017-09-10,30,KS
2017-09-17,30,KS
2017-09-24,50,KS
2017-10-01,44,KS
2017-10-08,20,KS
2017-10-15,26,KS
2017-10-22,38,KS
2017-10-29,47,KS
2017-11-05,39,KS
2017-11-12,31,KS
2017-11-19,44,KS
2017-11-26,43,KS
2017-12-03,58,KS
2017-12-10,47,KS
2017-12-17,33,KS
2017-12-24,51,KS
2017-12-31,66,KS
2018-01-07,73,KS
2018-01-14,69,KS
2018-01-21,69,KS
2018-01-28,60,KS
2018-02-04,31,KS
2018-02-11,35,KS
2018-02-18,41,KS
2018-02-25,50,KS
2018-03-04,32,KS
2018-03-11,58,KS
2018-03-18,28,KS
2018-03-25,52,KS
2018-04-01,50,KS
2018-04-08,56,KS
2018-04-15,56,KS
2018-04-22,51,KS
2018-04-29,38,KS
2018-05-06,50,KS
2018-05-13,46,KS
2018-05-20,27,KS
2018-05-27,19,KS
2018-06-03,50,KS
2018-06-10,32,KS
2018-06-17,36,KS
2018-06-24,29,KS
2018-07-01,47,KS
2018-07-08,23,KS
2018-07-15,33,KS
2018-07-22,33,KS
2018-07-29,39,KS
2018-08-05,43,KS
2018-08-12,47,KS
2018-08-19,28,KS
2018-08-26,35,KS
2018-09-02,36,KS
2018-09-09,52,KS
2018-09-16,44,KS
2018-09-23,30,KS
2018-09-30,62,KS
2018-10-07,44,KS
2018-10-14,39,KS
2018-10-21,45,KS
2018-10-28,44,KS
2018-11-04,39,KS
2018-11-11,41,KS
2018-11-18,32,KS
2018-11-25,52,KS
2018-12-02,39,KS
2018-12-09,54,KS
2018-12-16,37,KS
2018-12-23,45,KS
2018-12-30,53,KS
2015-01-04,100,KY
2015-01-11,63,KY
2015-01-18,72,KY
2015-01-25,83,KY
2015-02-01,54,KY
2015-02-08,56,KY
2015-02-15,67,KY
2015-02-22,47,KY
2015-03-01,55,KY
2015-03-08,65,KY
2015-03-15,69,KY
2015-03-22,46,KY
2015-03-29,60,KY
2015-04-05,52,KY
2015-04-12,54,KY
2015-04-19,39,KY
2015-04-26,59,KY
2015-05-03,37,KY
2015-05-10,30,KY
2015-05-17,57,KY
2015-05-24,43,KY
2015-05-31,36,KY
2015-06-07,47,KY
2015-06-14,54,KY
2015-06-21,45,KY
2015-06-28,41,KY
2015-07-05,63,KY
2015-07-12,64,KY
2015-07-19,46,KY
2015-07-26,52,KY
2015-08-02,46,KY
2015-08-09,26,KY
2015-08-16,49,KY
2015-08-23,43,KY
2015-08-30,51,KY
2015-09-06,44,KY
2015-09-13,47,KY
2015-09-20,60,KY
2015-09-27,39,KY
2015-10-04,55,KY
2015-10-11,54,KY
2015-10-18,29,KY
2015-10-25,56,KY
2015-11-01,38,KY
2015-11-08,40,KY
2015-11-15,48,KY
2015-11-22,55,KY
2015-11-29,63,KY
2015-12-06,67,KY
2015-12-13,42,KY
2015-12-20,40,KY
2015-12-27,36,KY
2016-01-03,90,KY
2016-01-10,54,KY
2016-01-17,54,KY
2016-01-24,81,KY
2016-01-31,63,KY
2016-02-07,66,KY
2016-02-14,53,KY
2016-02-21,41,KY
2016-02-28,49,KY
2016-03-06,63,KY
2016-03-13,36,KY
2016-03-20,49,KY
2016-03-27,43,KY
2016-04-03,55,KY
2016-04-10,45,KY
2016-04-17,55,KY
2016-04-24,52,KY
2016-05-01,53,KY
2016-05-08,43,KY
2016-05-15,33,KY
2016-05-22,61,KY
2016-05-29,60,KY
2016-06-05,36,KY
2016-06-12,37,KY
2016-06-19,59,KY
2016-06-26,38,KY
2016-07-03,53,KY
2016-07-10,35,KY
2016-07-17,43,KY
2016-07-24,50,KY
2016-07-31,55,KY
2016-08-07,42,KY
2016-08-14,50,KY
2016-08-21,63,KY
2016-08-28,37,KY
2016-09-04,44,KY
2016-09-11,41,KY
2016-09-18,33,KY
2016-09-25,41,KY
2016-10-02,28,KY
2016-10-09,35,KY
2016-10-16,35,KY
2016-10-23,52,KY
2016-10-30,35,KY
2016-11-06,34,KY
2016-11-13,34,KY
2016-11-20,41,KY
2016-11-27,26,KY
2016-12-04,37,KY
2016-12-11,50,KY
2016-12-18,52,KY
2016-12-25,47,KY
2017-01-01,57,KY
2017-01-08,74,KY
2017-01-15,74,KY
2017-01-22,40,KY
2017-01-29,65,KY
2017-02-05,41,KY
2017-02-12,43,KY
2017-02-19,62,KY
2017-02-26,38,KY
2017-03-05,33,KY
2017-03-12,36,KY
2017-03-19,41,KY
2017-03-26,50,KY
2017-04-02,64,KY
2017-04-09,54,KY
2017-04-16,42,KY
2017-04-23,48,KY
2017-04-30,48,KY
2017-05-07,32,KY
2017-05-14,49,KY
2017-05-21,54,KY
2017-05-28,49,KY
2017-06-04,36,KY
2017-06-11,36,KY
2017-06-18,53,KY
2017-06-25,35,KY
2017-07-02,35,KY
2017-07-09,59,KY
2017-07-16,57,KY
2017-07-23,63,KY
2017-07-30,42,KY
2017-08-06,52,KY
2017-08-13,45,KY
2017-08-20,35,KY
2017-08-27,34,KY
2017-09-03,48,KY
2017-09-10,36,KY
2017-09-17,40,KY
2017-09-24,37,KY
2017-10-01,33,KY
2017-10-08,42,KY
2017-10-15,39,KY
2017-10-22,47,KY
2017-10-29,60,KY
2017-11-05,38,KY
2017-11-12,49,KY
2017-11-19,33,KY
2017-11-26,57,KY
2017-12-03,42,KY
2017-12-10,43,KY
2017-12-17,50,KY
2017-12-24,43,KY
2017-12-31,61,KY
2018-01-07,63,KY
2018-01-14,59,KY
2018-01-21,76,KY
2018-01-28,51,KY
2018-02-04,51,KY
2018-02-11,54,KY
2018-02-18,38,KY
2018-02-25,39,KY
2018-03-04,59,KY
2018-03-11,42,KY
2018-03-18,58,KY
2018-03-25,37,KY
2018-04-01,37,KY
2018-04-08,50,KY
2018-04-15,42,KY
2018-04-22,34,KY
2018-04-29,44,KY
2018-05-06,54,KY
2018-05-13,63,KY
2018-05-20,48,KY
2018-05-27,50,KY
2018-06-03,45,KY
2018-06-10,45,KY
2018-06-17,37,KY
2018-06-24,37,KY
2018-07-01,34,KY
2018-07-08,38,KY
2018-07-15,52,KY
2018-07-22,63,KY
2018-07-29,53,KY
2018-08-05,38,KY
2018-08-12,34,KY
2018-08-19,44,KY
2018-08-26,36,KY
2018-09-02,35,KY
2018-09-09,35,KY
2018-09-16,31,KY
2018-09-23,29,KY
2018-09-30,46,KY
2018-10-07,43,KY
2018-10-14,51,KY
2018-10-21,50,KY
2018-10-28,40,KY
2018-11-04,51,KY
2018-11-11,42,KY
2018-11-18,24,KY
2018-11-25,46,KY
2018-12-02,28,KY
2018-12-09,50,KY
2018-12-16,50,KY
2018-12-23,67,KY
2018-12-30,51,KY
2015-01-04,100,LA
2015-01-11,65,LA
2015-01-18,74,LA
2015-01-25,62,LA
2015-02-01,90,LA
2015-02-08,64,LA
2015-02-15,58,LA
2015-02-22,64,LA
2015-03-01,52,LA
2015-03-08,52,LA
2015-03-15,59,LA
2015-03-22,69,LA
2015-03-29,73,LA
2015-04-05,95,LA
2015-04-12,60,LA
2015-04-19,81,LA
2015-04-26,50,LA
2015-05-03,65,LA
2015-05-10,61,LA
2015-05-17,58,LA
2015-05-24,70,LA
2015-05-31,99,LA
2015-06-07,53,LA
2015-06-14,43,LA
2015-06-21,83,LA
2015-06-28,89,LA
2015-07-05,70,LA
2015-07-12,48,LA
2015-07-19,70,LA
2015-07-26,79,LA
2015-08-02,63,LA
2015-08-09,47,LA
2015-08-16,64,LA
2015-08-23,44,LA
2015-08-30,84,LA
2015-09-06,40,LA
2015-09-13,91,LA
2015-09-20,62,LA
2015-09-27,57,LA
2015-10-04,57,LA
2015-10-11,39,LA
2015-10-18,47,LA
2015-10-25,41,LA
2015-11-01,45,LA
2015-11-08,85,LA
2015-11-15,42,LA
2015-11-22,52,LA
2015-11-29,49,LA
2015-12-06,50,LA
2015-12-13,44,LA
2015-12-20,60,LA
2015-12-27,42,LA
2016-01-03,77,LA
2016-01-10,64,LA
2016-01-17,71,LA
2016-01-24,65,LA
2016-01-31,83,LA
2016-02-07,72,LA
2016-02-14,55,LA
2016-02-21,51,LA
