date,participants,isPartial,State
2015-09-01,34,False,AK
2015-10-01,32,False,AK
2015-11-01,0,False,AK
2015-12-01,0,False,AK
2016-01-01,31,False,AK
2016-02-01,0,False,AK
2016-03-01,0,False,AK
2016-04-01,61,False,AK
2016-05-01,0,False,AK
2016-06-01,0,False,AK
2016-07-01,30,False,AK
2016-08-01,30,False,AK
2016-09-01,30,False,AK
2016-10-01,0,False,AK
2016-11-01,0,False,AK
2016-12-01,30,False,AK
2017-01-01,88,False,AK
2017-02-01,62,False,AK
2017-03-01,28,False,AK
2017-04-01,29,False,AK
2017-05-01,30,False,AK
2017-06-01,0,False,AK
2017-07-01,32,False,AK
2017-08-01,0,False,AK
2017-09-01,30,False,AK
2017-10-01,59,False,AK
2017-11-01,0,False,AK
2017-12-01,0,False,AK
2018-01-01,28,False,AK
2018-02-01,61,False,AK
2018-03-01,55,False,AK
2018-04-01,29,False,AK
2018-05-01,0,False,AK
2018-06-01,0,False,AK
2018-07-01,57,False,AK
2018-08-01,0,False,AK
2018-09-01,0,False,AK
2018-10-01,0,False,AK
2018-11-01,0,False,AK
2018-12-01,0,False,AK
2019-01-01,0,False,AK
2011-01-01,24,False,AZ
2011-02-01,25,False,AZ
2011-03-01,22,False,AZ
2011-04-01,0,False,AZ
2011-05-01,11,False,AZ
2011-06-01,36,False,AZ
2011-07-01,25,False,AZ
2011-08-01,23,False,AZ
2011-09-01,23,False,AZ
2011-10-01,43,False,AZ
2011-11-01,43,False,AZ
2011-12-01,31,False,AZ
2012-01-01,48,False,AZ
2012-02-01,90,False,AZ
2012-03-01,18,False,AZ
2012-04-01,57,False,AZ
2012-05-01,29,False,AZ
2012-06-01,41,False,AZ
2012-07-01,59,False,AZ
2012-08-01,37,False,AZ
2012-09-01,35,False,AZ
2012-10-01,26,False,AZ
2012-11-01,27,False,AZ
2012-12-01,52,False,AZ
2013-01-01,45,False,AZ
2013-02-01,44,False,AZ
2013-03-01,28,False,AZ
2013-04-01,36,False,AZ
2013-05-01,15,False,AZ
2013-06-01,51,False,AZ
2013-07-01,25,False,AZ
2013-08-01,48,False,AZ
2013-09-01,16,False,AZ
2013-10-01,55,False,AZ
2013-11-01,65,False,AZ
2013-12-01,15,False,AZ
2014-01-01,56,False,AZ
2014-02-01,30,False,AZ
2014-03-01,7,False,AZ
2014-04-01,27,False,AZ
2014-05-01,28,False,AZ
2014-06-01,25,False,AZ
2014-07-01,25,False,AZ
2014-08-01,24,False,AZ
2014-09-01,55,False,AZ
2014-10-01,24,False,AZ
2014-11-01,41,False,AZ
2014-12-01,41,False,AZ
2015-01-01,100,False,AZ
2015-02-01,50,False,AZ
2015-03-01,38,False,AZ
2015-04-01,55,False,AZ
2015-05-01,72,False,AZ
2015-06-01,57,False,AZ
2015-07-01,16,False,AZ
2015-08-01,30,False,AZ
2015-09-01,22,False,AZ
2015-10-01,58,False,AZ
2015-11-01,46,False,AZ
2015-12-01,59,False,AZ
2016-01-01,69,False,AZ
2016-02-01,33,False,AZ
2016-03-01,49,False,AZ
2016-04-01,77,False,AZ
2016-05-01,45,False,AZ
2016-06-01,41,False,AZ
2016-07-01,41,False,AZ
2016-08-01,61,False,AZ
2016-09-01,52,False,AZ
2016-10-01,51,False,AZ
2016-11-01,43,False,AZ
2016-12-01,24,False,AZ
2017-01-01,51,False,AZ
2017-02-01,59,False,AZ
2017-03-01,48,False,AZ
2017-04-01,56,False,AZ
2017-05-01,41,False,AZ
2017-06-01,43,False,AZ
2017-07-01,30,False,AZ
2017-08-01,11,False,AZ
2017-09-01,50,False,AZ
2017-10-01,49,False,AZ
2017-11-01,44,False,AZ
2017-12-01,34,False,AZ
2018-01-01,31,False,AZ
2018-02-01,67,False,AZ
2018-03-01,62,False,AZ
2018-04-01,43,False,AZ
2018-05-01,43,False,AZ
2018-06-01,29,False,AZ
2018-07-01,45,False,AZ
2018-08-01,27,False,AZ
2018-09-01,70,False,AZ
2018-10-01,11,False,AZ
2018-11-01,60,False,AZ
2018-12-01,38,False,AZ
2019-01-01,30,False,AZ
2011-01-01,38,False,AR
2011-02-01,79,False,AR
2011-03-01,36,False,AR
2011-04-01,0,False,AR
2011-05-01,0,False,AR
2011-06-01,0,False,AR
2011-07-01,0,False,AR
2011-08-01,0,False,AR
2011-09-01,0,False,AR
2011-10-01,35,False,AR
2011-11-01,0,False,AR
2011-12-01,35,False,AR
2012-01-01,32,False,AR
2012-02-01,32,False,AR
2012-03-01,32,False,AR
2012-04-01,33,False,AR
2012-05-01,33,False,AR
2012-06-01,35,False,AR
2012-07-01,97,False,AR
2012-08-01,94,False,AR
2012-09-01,94,False,AR
2012-10-01,87,False,AR
2012-11-01,0,False,AR
2012-12-01,60,False,AR
2013-01-01,55,False,AR
2013-02-01,85,False,AR
2013-03-01,27,False,AR
2013-04-01,27,False,AR
2013-05-01,0,False,AR
2013-06-01,0,False,AR
2013-07-01,53,False,AR
2013-08-01,0,False,AR
2013-09-01,24,False,AR
2013-10-01,46,False,AR
2013-11-01,24,False,AR
2013-12-01,24,False,AR
2014-01-01,44,False,AR
2014-02-01,0,False,AR
2014-03-01,0,False,AR
2014-04-01,22,False,AR
2014-05-01,23,False,AR
2014-06-01,0,False,AR
2014-07-01,0,False,AR
2014-08-01,0,False,AR
2014-09-01,25,False,AR
2014-10-01,24,False,AR
2014-11-01,100,False,AR
2014-12-01,48,False,AR
2015-01-01,47,False,AR
2015-02-01,0,False,AR
2015-03-01,75,False,AR
2015-04-01,98,False,AR
2015-05-01,0,False,AR
2015-06-01,56,False,AR
2015-07-01,54,False,AR
2015-08-01,0,False,AR
2015-09-01,24,False,AR
2015-10-01,19,False,AR
2015-11-01,0,False,AR
2015-12-01,36,False,AR
2016-01-01,30,False,AR
2016-02-01,90,False,AR
2016-03-01,29,False,AR
2016-04-01,47,False,AR
2016-05-01,15,False,AR
2016-06-01,0,False,AR
2016-07-01,48,False,AR
2016-08-01,31,False,AR
2016-09-01,29,False,AR
2016-10-01,15,False,AR
2016-11-01,29,False,AR
2016-12-01,0,False,AR
2017-01-01,14,False,AR
2017-02-01,87,False,AR
2017-03-01,0,False,AR
2017-04-01,28,False,AR
2017-05-01,15,False,AR
2017-06-01,64,False,AR
2017-07-01,16,False,AR
2017-08-01,28,False,AR
2017-09-01,29,False,AR
2017-10-01,53,False,AR
2017-11-01,13,False,AR
2017-12-01,26,False,AR
2018-01-01,24,False,AR
2018-02-01,26,False,AR
2018-03-01,12,False,AR
2018-04-01,25,False,AR
2018-05-01,13,False,AR
2018-06-01,27,False,AR
2018-07-01,27,False,AR
2018-08-01,0,False,AR
2018-09-01,77,False,AR
2018-10-01,49,False,AR
2018-11-01,38,False,AR
2018-12-01,26,False,AR
2019-01-01,24,False,AR
2011-01-01,54,False,CA
2011-02-01,42,False,CA
2011-03-01,61,False,CA
2011-04-01,36,False,CA
2011-05-01,40,False,CA
2011-06-01,43,False,CA
2011-07-01,29,False,CA
2011-08-01,36,False,CA
2011-09-01,51,False,CA
2011-10-01,57,False,CA
2011-11-01,51,False,CA
2011-12-01,32,False,CA
2012-01-01,52,False,CA
2012-02-01,67,False,CA
2012-03-01,57,False,CA
2012-04-01,34,False,CA
2012-05-01,51,False,CA
2012-06-01,40,False,CA
2012-07-01,94,False,CA
2012-08-01,40,False,CA
2012-09-01,50,False,CA
2012-10-01,67,False,CA
2012-11-01,60,False,CA
2012-12-01,36,False,CA
2013-01-01,60,False,CA
2013-02-01,70,False,CA
2013-03-01,38,False,CA
2013-04-01,59,False,CA
2013-05-01,54,False,CA
2013-06-01,36,False,CA
2013-07-01,50,False,CA
2013-08-01,63,False,CA
2013-09-01,52,False,CA
2013-10-01,61,False,CA
2013-11-01,37,False,CA
2013-12-01,29,False,CA
2014-01-01,61,False,CA
2014-02-01,86,False,CA
2014-03-01,59,False,CA
2014-04-01,48,False,CA
2014-05-01,35,False,CA
2014-06-01,62,False,CA
2014-07-01,51,False,CA
2014-08-01,60,False,CA
2014-09-01,88,False,CA
2014-10-01,74,False,CA
2014-11-01,70,False,CA
2014-12-01,41,False,CA
2015-01-01,65,False,CA
2015-02-01,69,False,CA
2015-03-01,64,False,CA
2015-04-01,61,False,CA
2015-05-01,47,False,CA
2015-06-01,45,False,CA
2015-07-01,59,False,CA
2015-08-01,32,False,CA
2015-09-01,69,False,CA
2015-10-01,74,False,CA
2015-11-01,89,False,CA
2015-12-01,53,False,CA
2016-01-01,70,False,CA
2016-02-01,86,False,CA
2016-03-01,78,False,CA
2016-04-01,57,False,CA
2016-05-01,71,False,CA
2016-06-01,54,False,CA
2016-07-01,58,False,CA
2016-08-01,66,False,CA
2016-09-01,64,False,CA
2016-10-01,67,False,CA
2016-11-01,62,False,CA
2016-12-01,46,False,CA
2017-01-01,64,False,CA
2017-02-01,100,False,CA
2017-03-01,57,False,CA
2017-04-01,73,False,CA
2017-05-01,74,False,CA
2017-06-01,56,False,CA
2017-07-01,61,False,CA
2017-08-01,49,False,CA
2017-09-01,40,False,CA
2017-10-01,62,False,CA
2017-11-01,71,False,CA
2017-12-01,64,False,CA
2018-01-01,79,False,CA
2018-02-01,96,False,CA
2018-03-01,74,False,CA
2018-04-01,70,False,CA
2018-05-01,77,False,CA
2018-06-01,59,False,CA
2018-07-01,54,False,CA
2018-08-01,41,False,CA
2018-09-01,93,False,CA
2018-10-01,79,False,CA
2018-11-01,80,False,CA
2018-12-01,58,False,CA
2019-01-01,65,False,CA
2011-01-01,15,False,CO
2011-02-01,46,False,CO
2011-03-01,42,False,CO
2011-04-01,14,False,CO
2011-05-01,15,False,CO
2011-06-01,63,False,CO
2011-07-01,55,False,CO
2011-08-01,42,False,CO
2011-09-01,85,False,CO
2011-10-01,13,False,CO
2011-11-01,0,False,CO
2011-12-01,25,False,CO
2012-01-01,24,False,CO
2012-02-01,23,False,CO
2012-03-01,34,False,CO
2012-04-01,59,False,CO
2012-05-01,58,False,CO
2012-06-01,36,False,CO
2012-07-01,86,False,CO
2012-08-01,69,False,CO
2012-09-01,11,False,CO
2012-10-01,19,False,CO
2012-11-01,21,False,CO
2012-12-01,10,False,CO
2013-01-01,18,False,CO
2013-02-01,10,False,CO
2013-03-01,39,False,CO
2013-04-01,28,False,CO
2013-05-01,20,False,CO
2013-06-01,28,False,CO
2013-07-01,21,False,CO
2013-08-01,61,False,CO
2013-09-01,62,False,CO
2013-10-01,28,False,CO
2013-11-01,10,False,CO
2013-12-01,27,False,CO
2014-01-01,51,False,CO
2014-02-01,100,False,CO
2014-03-01,32,False,CO
2014-04-01,9,False,CO
2014-05-01,61,False,CO
2014-06-01,62,False,CO
2014-07-01,68,False,CO
2014-08-01,46,False,CO
2014-09-01,55,False,CO
2014-10-01,82,False,CO
2014-11-01,42,False,CO
2014-12-01,40,False,CO
2015-01-01,50,False,CO
2015-02-01,21,False,CO
2015-03-01,33,False,CO
2015-04-01,78,False,CO
2015-05-01,81,False,CO
2015-06-01,24,False,CO
2015-07-01,78,False,CO
2015-08-01,32,False,CO
2015-09-01,59,False,CO
2015-10-01,68,False,CO
2015-11-01,33,False,CO
2015-12-01,21,False,CO
2016-01-01,32,False,CO
2016-02-01,33,False,CO
2016-03-01,54,False,CO
2016-04-01,74,False,CO
2016-05-01,32,False,CO
2016-06-01,17,False,CO
2016-07-01,43,False,CO
2016-08-01,43,False,CO
2016-09-01,58,False,CO
2016-10-01,32,False,CO
2016-11-01,64,False,CO
2016-12-01,38,False,CO
2017-01-01,44,False,CO
2017-02-01,84,False,CO
2017-03-01,41,False,CO
2017-04-01,51,False,CO
2017-05-01,88,False,CO
2017-06-01,15,False,CO
2017-07-01,46,False,CO
2017-08-01,35,False,CO
2017-09-01,43,False,CO
2017-10-01,14,False,CO
2017-11-01,67,False,CO
2017-12-01,14,False,CO
2018-01-01,55,False,CO
2018-02-01,59,False,CO
2018-03-01,68,False,CO
2018-04-01,50,False,CO
2018-05-01,63,False,CO
2018-06-01,44,False,CO
2018-07-01,49,False,CO
2018-08-01,83,False,CO
2018-09-01,35,False,CO
2018-10-01,55,False,CO
2018-11-01,50,False,CO
2018-12-01,35,False,CO
2019-01-01,40,False,CO
2011-01-01,16,False,CT
2011-02-01,17,False,CT
2011-03-01,32,False,CT
2011-04-01,0,False,CT
2011-05-01,0,False,CT
2011-06-01,17,False,CT
2011-07-01,17,False,CT
2011-08-01,16,False,CT
2011-09-01,31,False,CT
2011-10-01,30,False,CT
2011-11-01,31,False,CT
2011-12-01,14,False,CT
2012-01-01,13,False,CT
2012-02-01,14,False,CT
2012-03-01,14,False,CT
2012-04-01,42,False,CT
2012-05-01,26,False,CT
2012-06-01,57,False,CT
2012-07-01,14,False,CT
2012-08-01,0,False,CT
2012-09-01,13,False,CT
2012-10-01,63,False,CT
2012-11-01,0,False,CT
2012-12-01,13,False,CT
2013-01-01,40,False,CT
2013-02-01,50,False,CT
2013-03-01,11,False,CT
2013-04-01,23,False,CT
2013-05-01,12,False,CT
2013-06-01,24,False,CT
2013-07-01,35,False,CT
2013-08-01,46,False,CT
2013-09-01,23,False,CT
2013-10-01,11,False,CT
2013-11-01,22,False,CT
2013-12-01,21,False,CT
2014-01-01,20,False,CT
2014-02-01,55,False,CT
2014-03-01,72,False,CT
2014-04-01,56,False,CT
2014-05-01,27,False,CT
2014-06-01,35,False,CT
2014-07-01,14,False,CT
2014-08-01,46,False,CT
2014-09-01,45,False,CT
2014-10-01,14,False,CT
2014-11-01,61,False,CT
2014-12-01,30,False,CT
2015-01-01,43,False,CT
2015-02-01,76,False,CT
2015-03-01,57,False,CT
2015-04-01,59,False,CT
2015-05-01,60,False,CT
2015-06-01,44,False,CT
2015-07-01,68,False,CT
2015-08-01,41,False,CT
2015-09-01,100,False,CT
2015-10-01,59,False,CT
2015-11-01,48,False,CT
2015-12-01,23,False,CT
2016-01-01,26,False,CT
2016-02-01,79,False,CT
2016-03-01,42,False,CT
2016-04-01,18,False,CT
2016-05-01,26,False,CT
2016-06-01,9,False,CT
2016-07-01,46,False,CT
2016-08-01,56,False,CT
2016-09-01,35,False,CT
2016-10-01,34,False,CT
2016-11-01,25,False,CT
2016-12-01,40,False,CT
2017-01-01,48,False,CT
2017-02-01,68,False,CT
2017-03-01,23,False,CT
2017-04-01,57,False,CT
2017-05-01,41,False,CT
2017-06-01,35,False,CT
2017-07-01,45,False,CT
2017-08-01,26,False,CT
2017-09-01,8,False,CT
2017-10-01,24,False,CT
2017-11-01,31,False,CT
2017-12-01,23,False,CT
2018-01-01,37,False,CT
2018-02-01,57,False,CT
2018-03-01,44,False,CT
2018-04-01,30,False,CT
2018-05-01,37,False,CT
2018-06-01,31,False,CT
2018-07-01,80,False,CT
2018-08-01,8,False,CT
2018-09-01,47,False,CT
2018-10-01,38,False,CT
2018-11-01,45,False,CT
2018-12-01,31,False,CT
2019-01-01,67,False,CT
2011-01-01,23,False,DC
2011-02-01,24,False,DC
2011-03-01,42,False,DC
2011-04-01,30,False,DC
2011-05-01,42,False,DC
2011-06-01,8,False,DC
2011-07-01,32,False,DC
2011-08-01,8,False,DC
2011-09-01,32,False,DC
2011-10-01,14,False,DC
2011-11-01,0,False,DC
2011-12-01,7,False,DC
2012-01-01,27,False,DC
2012-02-01,48,False,DC
2012-03-01,12,False,DC
2012-04-01,49,False,DC
2012-05-01,17,False,DC
2012-06-01,36,False,DC
2012-07-01,59,False,DC
2012-08-01,16,False,DC
2012-09-01,31,False,DC
2012-10-01,23,False,DC
2012-11-01,59,False,DC
2012-12-01,12,False,DC
2013-01-01,18,False,DC
2013-02-01,25,False,DC
2013-03-01,33,False,DC
2013-04-01,22,False,DC
2013-05-01,12,False,DC
2013-06-01,51,False,DC
2013-07-01,53,False,DC
2013-08-01,56,False,DC
2013-09-01,90,False,DC
2013-10-01,56,False,DC
2013-11-01,48,False,DC
2013-12-01,40,False,DC
2014-01-01,10,False,DC
2014-02-01,20,False,DC
2014-03-01,34,False,DC
2014-04-01,24,False,DC
2014-05-01,76,False,DC
2014-06-01,30,False,DC
2014-07-01,74,False,DC
2014-08-01,9,False,DC
2014-09-01,21,False,DC
2014-10-01,36,False,DC
2014-11-01,15,False,DC
2014-12-01,5,False,DC
2015-01-01,52,False,DC
2015-02-01,47,False,DC
2015-03-01,33,False,DC
2015-04-01,11,False,DC
2015-05-01,28,False,DC
2015-06-01,17,False,DC
2015-07-01,25,False,DC
2015-08-01,36,False,DC
2015-09-01,24,False,DC
2015-10-01,35,False,DC
2015-11-01,38,False,DC
2015-12-01,5,False,DC
2016-01-01,25,False,DC
2016-02-01,55,False,DC
2016-03-01,29,False,DC
2016-04-01,24,False,DC
2016-05-01,48,False,DC
2016-06-01,32,False,DC
2016-07-01,21,False,DC
2016-08-01,33,False,DC
2016-09-01,18,False,DC
2016-10-01,27,False,DC
2016-11-01,21,False,DC
2016-12-01,22,False,DC
2017-01-01,51,False,DC
2017-02-01,6,False,DC
2017-03-01,28,False,DC
2017-04-01,12,False,DC
2017-05-01,45,False,DC
2017-06-01,6,False,DC
2017-07-01,39,False,DC
2017-08-01,18,False,DC
2017-09-01,41,False,DC
2017-10-01,42,False,DC
2017-11-01,35,False,DC
2017-12-01,34,False,DC
2018-01-01,30,False,DC
2018-02-01,77,False,DC
2018-03-01,40,False,DC
2018-04-01,27,False,DC
2018-05-01,69,False,DC
2018-06-01,100,False,DC
2018-07-01,86,False,DC
2018-08-01,15,False,DC
2018-09-01,29,False,DC
2018-10-01,51,False,DC
2018-11-01,28,False,DC
2018-12-01,15,False,DC
2019-01-01,55,False,DC
2011-01-01,0,False,DE
2011-02-01,0,False,DE
2011-03-01,0,False,DE
2011-04-01,0,False,DE
2011-05-01,0,False,DE
2011-06-01,0,False,DE
2011-07-01,0,False,DE
2011-08-01,0,False,DE
2011-09-01,0,False,DE
2011-10-01,0,False,DE
2011-11-01,72,False,DE
2011-12-01,0,False,DE
2012-01-01,0,False,DE
2012-02-01,68,False,DE
2012-03-01,32,False,DE
2012-04-01,0,False,DE
2012-05-01,65,False,DE
2012-06-01,35,False,DE
2012-07-01,0,False,DE
2012-08-01,0,False,DE
2012-09-01,31,False,DE
2012-10-01,57,False,DE
2012-11-01,59,False,DE
2012-12-01,0,False,DE
2013-01-01,0,False,DE
2013-02-01,28,False,DE
2013-03-01,25,False,DE
2013-04-01,0,False,DE
2013-05-01,26,False,DE
2013-06-01,0,False,DE
2013-07-01,0,False,DE
2013-08-01,0,False,DE
2013-09-01,58,False,DE
2013-10-01,27,False,DE
2013-11-01,0,False,DE
2013-12-01,0,False,DE
2014-01-01,22,False,DE
2014-02-01,78,False,DE
2014-03-01,46,False,DE
2014-04-01,100,False,DE
2014-05-01,0,False,DE
2014-06-01,30,False,DE
2014-07-01,29,False,DE
2014-08-01,0,False,DE
2014-09-01,0,False,DE
2014-10-01,0,False,DE
2014-11-01,28,False,DE
2014-12-01,0,False,DE
2015-01-01,0,False,DE
2015-02-01,58,False,DE
2015-03-01,0,False,DE
2015-04-01,0,False,DE
2015-05-01,0,False,DE
2015-06-01,0,False,DE
2015-07-01,30,False,DE
2015-08-01,0,False,DE
2015-09-01,57,False,DE
2015-10-01,26,False,DE
2015-11-01,27,False,DE
2015-12-01,27,False,DE
2016-01-01,36,False,DE
2016-02-01,39,False,DE
2016-03-01,18,False,DE
2016-04-01,18,False,DE
2016-05-01,36,False,DE
2016-06-01,20,False,DE
2016-07-01,0,False,DE
2016-08-01,0,False,DE
2016-09-01,18,False,DE
2016-10-01,18,False,DE
2016-11-01,17,False,DE
2016-12-01,0,False,DE
2017-01-01,49,False,DE
2017-02-01,35,False,DE
2017-03-01,30,False,DE
2017-04-01,16,False,DE
2017-05-01,48,False,DE
2017-06-01,18,False,DE
2017-07-01,17,False,DE
2017-08-01,0,False,DE
2017-09-01,0,False,DE
2017-10-01,15,False,DE
2017-11-01,15,False,DE
2017-12-01,15,False,DE
2018-01-01,15,False,DE
2018-02-01,96,False,DE
2018-03-01,29,False,DE
2018-04-01,15,False,DE
2018-05-01,0,False,DE
2018-06-01,16,False,DE
2018-07-01,15,False,DE
2018-08-01,15,False,DE
2018-09-01,15,False,DE
2018-10-01,0,False,DE
2018-11-01,30,False,DE
2018-12-01,0,False,DE
2019-01-01,15,False,DE
2011-01-01,29,False,FL
2011-02-01,66,False,FL
2011-03-01,37,False,FL
2011-04-01,82,False,FL
2011-05-01,34,False,FL
2011-06-01,15,False,FL
2011-07-01,28,False,FL
2011-08-01,25,False,FL
2011-09-01,48,False,FL
2011-10-01,57,False,FL
2011-11-01,31,False,FL
2011-12-01,29,False,FL
2012-01-01,38,False,FL
2012-02-01,100,False,FL
2012-03-01,22,False,FL
2012-04-01,27,False,FL
2012-05-01,20,False,FL
2012-06-01,29,False,FL
2012-07-01,59,False,FL
2012-08-01,48,False,FL
2012-09-01,59,False,FL
2012-10-01,31,False,FL
2012-11-01,22,False,FL
2012-12-01,42,False,FL
2013-01-01,59,False,FL
2013-02-01,31,False,FL
2013-03-01,32,False,FL
2013-04-01,42,False,FL
2013-05-01,28,False,FL
2013-06-01,38,False,FL
2013-07-01,34,False,FL
2013-08-01,25,False,FL
2013-09-01,64,False,FL
2013-10-01,42,False,FL
2013-11-01,27,False,FL
2013-12-01,39,False,FL
2014-01-01,47,False,FL
2014-02-01,59,False,FL
2014-03-01,30,False,FL
2014-04-01,43,False,FL
2014-05-01,34,False,FL
2014-06-01,57,False,FL
2014-07-01,40,False,FL
2014-08-01,27,False,FL
2014-09-01,60,False,FL
2014-10-01,25,False,FL
2014-11-01,59,False,FL
2014-12-01,52,False,FL
2015-01-01,57,False,FL
2015-02-01,59,False,FL
2015-03-01,47,False,FL
2015-04-01,22,False,FL
2015-05-01,60,False,FL
2015-06-01,42,False,FL
2015-07-01,58,False,FL
2015-08-01,34,False,FL
2015-09-01,66,False,FL
2015-10-01,77,False,FL
2015-11-01,53,False,FL
2015-12-01,43,False,FL
2016-01-01,65,False,FL
2016-02-01,76,False,FL
2016-03-01,79,False,FL
2016-04-01,73,False,FL
2016-05-01,58,False,FL
2016-06-01,50,False,FL
2016-07-01,40,False,FL
2016-08-01,53,False,FL
2016-09-01,71,False,FL
2016-10-01,63,False,FL
2016-11-01,54,False,FL
2016-12-01,43,False,FL
2017-01-01,57,False,FL
2017-02-01,76,False,FL
2017-03-01,75,False,FL
2017-04-01,71,False,FL
2017-05-01,46,False,FL
2017-06-01,58,False,FL
2017-07-01,39,False,FL
2017-08-01,56,False,FL
2017-09-01,83,False,FL
2017-10-01,84,False,FL
2017-11-01,59,False,FL
2017-12-01,42,False,FL
2018-01-01,68,False,FL
2018-02-01,99,False,FL
2018-03-01,62,False,FL
2018-04-01,55,False,FL
2018-05-01,47,False,FL
2018-06-01,56,False,FL
2018-07-01,48,False,FL
2018-08-01,51,False,FL
2018-09-01,80,False,FL
2018-10-01,65,False,FL
2018-11-01,82,False,FL
2018-12-01,54,False,FL
2019-01-01,45,False,FL
2011-01-01,35,False,GA
2011-02-01,30,False,GA
2011-03-01,13,False,GA
2011-04-01,21,False,GA
2011-05-01,7,False,GA
2011-06-01,20,False,GA
2011-07-01,32,False,GA
2011-08-01,19,False,GA
2011-09-01,31,False,GA
2011-10-01,18,False,GA
2011-11-01,30,False,GA
2011-12-01,35,False,GA
2012-01-01,31,False,GA
2012-02-01,54,False,GA
2012-03-01,15,False,GA
2012-04-01,10,False,GA
2012-05-01,49,False,GA
2012-06-01,19,False,GA
2012-07-01,20,False,GA
2012-08-01,23,False,GA
2012-09-01,55,False,GA
