date,participants,isPartial,State
2012-10-01,47,False,GA
2012-11-01,25,False,GA
2012-12-01,13,False,GA
2013-01-01,35,False,GA
2013-02-01,28,False,GA
2013-03-01,29,False,GA
2013-04-01,51,False,GA
2013-05-01,36,False,GA
2013-06-01,36,False,GA
2013-07-01,18,False,GA
2013-08-01,13,False,GA
2013-09-01,45,False,GA
2013-10-01,38,False,GA
2013-11-01,26,False,GA
2013-12-01,37,False,GA
2014-01-01,33,False,GA
2014-02-01,44,False,GA
2014-03-01,45,False,GA
2014-04-01,38,False,GA
2014-05-01,40,False,GA
2014-06-01,39,False,GA
2014-07-01,32,False,GA
2014-08-01,22,False,GA
2014-09-01,58,False,GA
2014-10-01,40,False,GA
2014-11-01,24,False,GA
2014-12-01,24,False,GA
2015-01-01,41,False,GA
2015-02-01,29,False,GA
2015-03-01,50,False,GA
2015-04-01,19,False,GA
2015-05-01,15,False,GA
2015-06-01,30,False,GA
2015-07-01,40,False,GA
2015-08-01,47,False,GA
2015-09-01,74,False,GA
2015-10-01,30,False,GA
2015-11-01,22,False,GA
2015-12-01,24,False,GA
2016-01-01,67,False,GA
2016-02-01,74,False,GA
2016-03-01,36,False,GA
2016-04-01,35,False,GA
2016-05-01,25,False,GA
2016-06-01,45,False,GA
2016-07-01,33,False,GA
2016-08-01,26,False,GA
2016-09-01,62,False,GA
2016-10-01,45,False,GA
2016-11-01,66,False,GA
2016-12-01,43,False,GA
2017-01-01,100,False,GA
2017-02-01,44,False,GA
2017-03-01,45,False,GA
2017-04-01,52,False,GA
2017-05-01,54,False,GA
2017-06-01,32,False,GA
2017-07-01,18,False,GA
2017-08-01,36,False,GA
2017-09-01,45,False,GA
2017-10-01,29,False,GA
2017-11-01,36,False,GA
2017-12-01,26,False,GA
2018-01-01,53,False,GA
2018-02-01,64,False,GA
2018-03-01,61,False,GA
2018-04-01,33,False,GA
2018-05-01,37,False,GA
2018-06-01,71,False,GA
2018-07-01,60,False,GA
2018-08-01,34,False,GA
2018-09-01,59,False,GA
2018-10-01,53,False,GA
2018-11-01,44,False,GA
2018-12-01,31,False,GA
2019-01-01,77,False,GA
2011-01-01,0,False,HI
2011-02-01,72,False,HI
2011-03-01,0,False,HI
2011-04-01,100,False,HI
2011-05-01,0,False,HI
2011-06-01,35,False,HI
2011-07-01,34,False,HI
2011-08-01,0,False,HI
2011-09-01,0,False,HI
2011-10-01,30,False,HI
2011-11-01,92,False,HI
2011-12-01,30,False,HI
2012-01-01,28,False,HI
2012-02-01,58,False,HI
2012-03-01,55,False,HI
2012-04-01,0,False,HI
2012-05-01,28,False,HI
2012-06-01,0,False,HI
2012-07-01,49,False,HI
2012-08-01,23,False,HI
2012-09-01,23,False,HI
2012-10-01,0,False,HI
2012-11-01,52,False,HI
2012-12-01,0,False,HI
2013-01-01,47,False,HI
2013-02-01,51,False,HI
2013-03-01,0,False,HI
2013-04-01,23,False,HI
2013-05-01,0,False,HI
2013-06-01,47,False,HI
2013-07-01,0,False,HI
2013-08-01,0,False,HI
2013-09-01,43,False,HI
2013-10-01,21,False,HI
2013-11-01,0,False,HI
2013-12-01,0,False,HI
2014-01-01,18,False,HI
2014-02-01,40,False,HI
2014-03-01,0,False,HI
2014-04-01,85,False,HI
2014-05-01,21,False,HI
2014-06-01,49,False,HI
2014-07-01,0,False,HI
2014-08-01,24,False,HI
2014-09-01,34,False,HI
2014-10-01,11,False,HI
2014-11-01,15,False,HI
2014-12-01,0,False,HI
2015-01-01,58,False,HI
2015-02-01,35,False,HI
2015-03-01,30,False,HI
2015-04-01,0,False,HI
2015-05-01,0,False,HI
2015-06-01,40,False,HI
2015-07-01,23,False,HI
2015-08-01,23,False,HI
2015-09-01,23,False,HI
2015-10-01,46,False,HI
2015-11-01,71,False,HI
2015-12-01,23,False,HI
2016-01-01,55,False,HI
2016-02-01,38,False,HI
2016-03-01,0,False,HI
2016-04-01,18,False,HI
2016-05-01,18,False,HI
2016-06-01,19,False,HI
2016-07-01,36,False,HI
2016-08-01,37,False,HI
2016-09-01,36,False,HI
2016-10-01,35,False,HI
2016-11-01,70,False,HI
2016-12-01,33,False,HI
2017-01-01,32,False,HI
2017-02-01,70,False,HI
2017-03-01,47,False,HI
2017-04-01,82,False,HI
2017-05-01,17,False,HI
2017-06-01,0,False,HI
2017-07-01,0,False,HI
2017-08-01,17,False,HI
2017-09-01,33,False,HI
2017-10-01,17,False,HI
2017-11-01,17,False,HI
2017-12-01,17,False,HI
2018-01-01,32,False,HI
2018-02-01,52,False,HI
2018-03-01,16,False,HI
2018-04-01,16,False,HI
2018-05-01,0,False,HI
2018-06-01,36,False,HI
2018-07-01,51,False,HI
2018-08-01,49,False,HI
2018-09-01,35,False,HI
2018-10-01,34,False,HI
2018-11-01,0,False,HI
2018-12-01,52,False,HI
2019-01-01,33,False,HI
2011-01-01,0,False,ID
2011-02-01,37,False,ID
2011-03-01,0,False,ID
2011-04-01,0,False,ID
2011-05-01,34,False,ID
2011-06-01,76,False,ID
2011-07-01,39,False,ID
2011-08-01,0,False,ID
2011-09-01,0,False,ID
2011-10-01,32,False,ID
2011-11-01,0,False,ID
2011-12-01,94,False,ID
2012-01-01,28,False,ID
2012-02-01,58,False,ID
2012-03-01,56,False,ID
2012-04-01,29,False,ID
2012-05-01,0,False,ID
2012-06-01,0,False,ID
2012-07-01,30,False,ID
2012-08-01,58,False,ID
2012-09-01,0,False,ID
2012-10-01,25,False,ID
2012-11-01,0,False,ID
2012-12-01,0,False,ID
2013-01-01,70,False,ID
2013-02-01,100,False,ID
2013-03-01,23,False,ID
2013-04-01,0,False,ID
2013-05-01,24,False,ID
2013-06-01,0,False,ID
2013-07-01,25,False,ID
2013-08-01,50,False,ID
2013-09-01,23,False,ID
2013-10-01,0,False,ID
2013-11-01,0,False,ID
2013-12-01,0,False,ID
2014-01-01,39,False,ID
2014-02-01,0,False,ID
2014-03-01,0,False,ID
2014-04-01,41,False,ID
2014-05-01,22,False,ID
2014-06-01,26,False,ID
2014-07-01,0,False,ID
2014-08-01,25,False,ID
2014-09-01,69,False,ID
2014-10-01,22,False,ID
2014-11-01,23,False,ID
2014-12-01,22,False,ID
2015-01-01,0,False,ID
2015-02-01,47,False,ID
2015-03-01,45,False,ID
2015-04-01,67,False,ID
2015-05-01,22,False,ID
2015-06-01,23,False,ID
2015-07-01,21,False,ID
2015-08-01,0,False,ID
2015-09-01,20,False,ID
2015-10-01,0,False,ID
2015-11-01,18,False,ID
2015-12-01,18,False,ID
2016-01-01,16,False,ID
2016-02-01,0,False,ID
2016-03-01,32,False,ID
2016-04-01,34,False,ID
2016-05-01,50,False,ID
2016-06-01,18,False,ID
2016-07-01,0,False,ID
2016-08-01,17,False,ID
2016-09-01,0,False,ID
2016-10-01,15,False,ID
2016-11-01,15,False,ID
2016-12-01,15,False,ID
2017-01-01,14,False,ID
2017-02-01,73,False,ID
2017-03-01,40,False,ID
2017-04-01,0,False,ID
2017-05-01,0,False,ID
2017-06-01,16,False,ID
2017-07-01,31,False,ID
2017-08-01,43,False,ID
2017-09-01,14,False,ID
2017-10-01,55,False,ID
2017-11-01,42,False,ID
2017-12-01,42,False,ID
2018-01-01,26,False,ID
2018-02-01,0,False,ID
2018-03-01,27,False,ID
2018-04-01,14,False,ID
2018-05-01,27,False,ID
2018-06-01,0,False,ID
2018-07-01,14,False,ID
2018-08-01,14,False,ID
2018-09-01,0,False,ID
2018-10-01,68,False,ID
2018-11-01,14,False,ID
2018-12-01,0,False,ID
2019-01-01,0,False,ID
2011-01-01,42,False,IL
2011-02-01,67,False,IL
2011-03-01,59,False,IL
2011-04-01,21,False,IL
2011-05-01,58,False,IL
2011-06-01,40,False,IL
2011-07-01,32,False,IL
2011-08-01,49,False,IL
2011-09-01,37,False,IL
2011-10-01,29,False,IL
2011-11-01,41,False,IL
2011-12-01,31,False,IL
2012-01-01,48,False,IL
2012-02-01,60,False,IL
2012-03-01,49,False,IL
2012-04-01,62,False,IL
2012-05-01,59,False,IL
2012-06-01,14,False,IL
2012-07-01,90,False,IL
2012-08-01,45,False,IL
2012-09-01,27,False,IL
2012-10-01,62,False,IL
2012-11-01,49,False,IL
2012-12-01,28,False,IL
2013-01-01,34,False,IL
2013-02-01,37,False,IL
2013-03-01,46,False,IL
2013-04-01,56,False,IL
2013-05-01,23,False,IL
2013-06-01,47,False,IL
2013-07-01,70,False,IL
2013-08-01,27,False,IL
2013-09-01,51,False,IL
2013-10-01,65,False,IL
2013-11-01,41,False,IL
2013-12-01,45,False,IL
2014-01-01,46,False,IL
2014-02-01,82,False,IL
2014-03-01,54,False,IL
2014-04-01,57,False,IL
2014-05-01,68,False,IL
2014-06-01,66,False,IL
2014-07-01,58,False,IL
2014-08-01,16,False,IL
2014-09-01,59,False,IL
2014-10-01,70,False,IL
2014-11-01,27,False,IL
2014-12-01,33,False,IL
2015-01-01,54,False,IL
2015-02-01,76,False,IL
2015-03-01,83,False,IL
2015-04-01,50,False,IL
2015-05-01,73,False,IL
2015-06-01,50,False,IL
2015-07-01,41,False,IL
2015-08-01,35,False,IL
2015-09-01,87,False,IL
2015-10-01,78,False,IL
2015-11-01,71,False,IL
2015-12-01,34,False,IL
2016-01-01,75,False,IL
2016-02-01,76,False,IL
2016-03-01,55,False,IL
2016-04-01,72,False,IL
2016-05-01,65,False,IL
2016-06-01,83,False,IL
2016-07-01,56,False,IL
2016-08-01,67,False,IL
2016-09-01,42,False,IL
2016-10-01,50,False,IL
2016-11-01,28,False,IL
2016-12-01,49,False,IL
2017-01-01,100,False,IL
2017-02-01,86,False,IL
2017-03-01,66,False,IL
2017-04-01,73,False,IL
2017-05-01,57,False,IL
2017-06-01,45,False,IL
2017-07-01,61,False,IL
2017-08-01,86,False,IL
2017-09-01,62,False,IL
2017-10-01,97,False,IL
2017-11-01,67,False,IL
2017-12-01,43,False,IL
2018-01-01,65,False,IL
2018-02-01,81,False,IL
2018-03-01,54,False,IL
2018-04-01,78,False,IL
2018-05-01,45,False,IL
2018-06-01,30,False,IL
2018-07-01,87,False,IL
2018-08-01,46,False,IL
2018-09-01,47,False,IL
2018-10-01,55,False,IL
2018-11-01,39,False,IL
2018-12-01,47,False,IL
2019-01-01,68,False,IL
2011-01-01,15,False,IN
2011-02-01,30,False,IN
2011-03-01,100,False,IN
2011-04-01,29,False,IN
2011-05-01,0,False,IN
2011-06-01,32,False,IN
2011-07-01,16,False,IN
2011-08-01,0,False,IN
2011-09-01,14,False,IN
2011-10-01,26,False,IN
2011-11-01,25,False,IN
2011-12-01,13,False,IN
2012-01-01,59,False,IN
2012-02-01,48,False,IN
2012-03-01,48,False,IN
2012-04-01,12,False,IN
2012-05-01,62,False,IN
2012-06-01,40,False,IN
2012-07-01,12,False,IN
2012-08-01,36,False,IN
2012-09-01,0,False,IN
2012-10-01,65,False,IN
2012-11-01,11,False,IN
2012-12-01,33,False,IN
2013-01-01,40,False,IN
2013-02-01,10,False,IN
2013-03-01,56,False,IN
2013-04-01,45,False,IN
2013-05-01,9,False,IN
2013-06-01,11,False,IN
2013-07-01,31,False,IN
2013-08-01,39,False,IN
2013-09-01,19,False,IN
2013-10-01,55,False,IN
2013-11-01,19,False,IN
2013-12-01,0,False,IN
2014-01-01,50,False,IN
2014-02-01,56,False,IN
2014-03-01,62,False,IN
2014-04-01,27,False,IN
2014-05-01,58,False,IN
2014-06-01,35,False,IN
2014-07-01,46,False,IN
2014-08-01,21,False,IN
2014-09-01,49,False,IN
2014-10-01,59,False,IN
2014-11-01,51,False,IN
2014-12-01,0,False,IN
2015-01-01,10,False,IN
2015-02-01,57,False,IN
2015-03-01,22,False,IN
2015-04-01,54,False,IN
2015-05-01,58,False,IN
2015-06-01,51,False,IN
2015-07-01,24,False,IN
2015-08-01,22,False,IN
2015-09-01,20,False,IN
2015-10-01,60,False,IN
2015-11-01,41,False,IN
2015-12-01,29,False,IN
2016-01-01,52,False,IN
2016-02-01,40,False,IN
2016-03-01,51,False,IN
2016-04-01,19,False,IN
2016-05-01,53,False,IN
2016-06-01,15,False,IN
2016-07-01,42,False,IN
2016-08-01,33,False,IN
2016-09-01,63,False,IN
2016-10-01,31,False,IN
2016-11-01,36,False,IN
2016-12-01,48,False,IN
2017-01-01,68,False,IN
2017-02-01,84,False,IN
2017-03-01,33,False,IN
2017-04-01,35,False,IN
2017-05-01,48,False,IN
2017-06-01,33,False,IN
2017-07-01,39,False,IN
2017-08-01,34,False,IN
2017-09-01,39,False,IN
2017-10-01,49,False,IN
2017-11-01,61,False,IN
2017-12-01,17,False,IN
2018-01-01,70,False,IN
2018-02-01,28,False,IN
2018-03-01,41,False,IN
2018-04-01,52,False,IN
2018-05-01,27,False,IN
2018-06-01,29,False,IN
2018-07-01,34,False,IN
2018-08-01,5,False,IN
2018-09-01,80,False,IN
2018-10-01,21,False,IN
2018-11-01,37,False,IN
2018-12-01,22,False,IN
2019-01-01,67,False,IN
2011-01-01,23,False,IA
2011-02-01,23,False,IA
2011-03-01,0,False,IA
2011-04-01,43,False,IA
2011-05-01,44,False,IA
2011-06-01,76,False,IA
2011-07-01,0,False,IA
2011-08-01,66,False,IA
2011-09-01,0,False,IA
2011-10-01,0,False,IA
2011-11-01,57,False,IA
2011-12-01,0,False,IA
2012-01-01,19,False,IA
2012-02-01,19,False,IA
2012-03-01,60,False,IA
2012-04-01,20,False,IA
2012-05-01,0,False,IA
2012-06-01,0,False,IA
2012-07-01,87,False,IA
2012-08-01,0,False,IA
2012-09-01,20,False,IA
2012-10-01,53,False,IA
2012-11-01,53,False,IA
2012-12-01,19,False,IA
2013-01-01,49,False,IA
2013-02-01,35,False,IA
2013-03-01,32,False,IA
2013-04-01,32,False,IA
2013-05-01,16,False,IA
2013-06-01,19,False,IA
2013-07-01,52,False,IA
2013-08-01,61,False,IA
2013-09-01,0,False,IA
2013-10-01,57,False,IA
2013-11-01,16,False,IA
2013-12-01,24,False,IA
2014-01-01,24,False,IA
2014-02-01,26,False,IA
2014-03-01,24,False,IA
2014-04-01,59,False,IA
2014-05-01,0,False,IA
2014-06-01,60,False,IA
2014-07-01,95,False,IA
2014-08-01,0,False,IA
2014-09-01,100,False,IA
2014-10-01,0,False,IA
2014-11-01,49,False,IA
2014-12-01,16,False,IA
2015-01-01,60,False,IA
2015-02-01,47,False,IA
2015-03-01,16,False,IA
2015-04-01,46,False,IA
2015-05-01,32,False,IA
2015-06-01,0,False,IA
2015-07-01,80,False,IA
2015-08-01,31,False,IA
2015-09-01,14,False,IA
2015-10-01,27,False,IA
2015-11-01,55,False,IA
2015-12-01,54,False,IA
2016-01-01,12,False,IA
2016-02-01,45,False,IA
2016-03-01,86,False,IA
2016-04-01,24,False,IA
2016-05-01,0,False,IA
2016-06-01,41,False,IA
2016-07-01,68,False,IA
2016-08-01,39,False,IA
2016-09-01,94,False,IA
2016-10-01,11,False,IA
2016-11-01,0,False,IA
2016-12-01,22,False,IA
2017-01-01,62,False,IA
2017-02-01,66,False,IA
2017-03-01,20,False,IA
2017-04-01,42,False,IA
2017-05-01,44,False,IA
2017-06-01,25,False,IA
2017-07-01,25,False,IA
2017-08-01,22,False,IA
2017-09-01,63,False,IA
2017-10-01,20,False,IA
2017-11-01,30,False,IA
2017-12-01,41,False,IA
2018-01-01,67,False,IA
2018-02-01,31,False,IA
2018-03-01,29,False,IA
2018-04-01,60,False,IA
2018-05-01,10,False,IA
2018-06-01,45,False,IA
2018-07-01,56,False,IA
2018-08-01,32,False,IA
2018-09-01,31,False,IA
2018-10-01,40,False,IA
2018-11-01,20,False,IA
2018-12-01,21,False,IA
2019-01-01,30,False,IA
2011-01-01,49,False,KS
2011-02-01,26,False,KS
2011-03-01,24,False,KS
2011-04-01,24,False,KS
2011-05-01,24,False,KS
2011-06-01,26,False,KS
2011-07-01,26,False,KS
2011-08-01,0,False,KS
2011-09-01,0,False,KS
2011-10-01,87,False,KS
2011-11-01,44,False,KS
2011-12-01,21,False,KS
2012-01-01,20,False,KS
2012-02-01,19,False,KS
2012-03-01,61,False,KS
2012-04-01,20,False,KS
2012-05-01,65,False,KS
2012-06-01,45,False,KS
2012-07-01,44,False,KS
2012-08-01,61,False,KS
2012-09-01,100,False,KS
2012-10-01,38,False,KS
2012-11-01,54,False,KS
2012-12-01,0,False,KS
2013-01-01,24,False,KS
2013-02-01,0,False,KS
2013-03-01,30,False,KS
2013-04-01,15,False,KS
2013-05-01,33,False,KS
2013-06-01,54,False,KS
2013-07-01,0,False,KS
2013-08-01,0,False,KS
2013-09-01,10,False,KS
2013-10-01,37,False,KS
2013-11-01,43,False,KS
2013-12-01,10,False,KS
2014-01-01,49,False,KS
2014-02-01,10,False,KS
2014-03-01,54,False,KS
2014-04-01,21,False,KS
2014-05-01,0,False,KS
2014-06-01,36,False,KS
2014-07-01,24,False,KS
2014-08-01,35,False,KS
2014-09-01,34,False,KS
2014-10-01,58,False,KS
2014-11-01,27,False,KS
2014-12-01,41,False,KS
2015-01-01,27,False,KS
2015-02-01,30,False,KS
2015-03-01,15,False,KS
2015-04-01,29,False,KS
2015-05-01,15,False,KS
2015-06-01,0,False,KS
2015-07-01,18,False,KS
2015-08-01,18,False,KS
2015-09-01,17,False,KS
2015-10-01,41,False,KS
2015-11-01,11,False,KS
2015-12-01,18,False,KS
2016-01-01,11,False,KS
2016-02-01,75,False,KS
2016-03-01,11,False,KS
2016-04-01,24,False,KS
2016-05-01,12,False,KS
2016-06-01,27,False,KS
2016-07-01,41,False,KS
2016-08-01,12,False,KS
2016-09-01,44,False,KS
2016-10-01,42,False,KS
2016-11-01,34,False,KS
2016-12-01,0,False,KS
2017-01-01,83,False,KS
2017-02-01,23,False,KS
2017-03-01,30,False,KS
2017-04-01,32,False,KS
2017-05-01,0,False,KS
2017-06-01,20,False,KS
2017-07-01,55,False,KS
2017-08-01,9,False,KS
2017-09-01,18,False,KS
2017-10-01,25,False,KS
2017-11-01,10,False,KS
2017-12-01,23,False,KS
2018-01-01,65,False,KS
2018-02-01,34,False,KS
2018-03-01,21,False,KS
2018-04-01,88,False,KS
2018-05-01,34,False,KS
2018-06-01,12,False,KS
2018-07-01,47,False,KS
2018-08-01,23,False,KS
2018-09-01,57,False,KS
2018-10-01,22,False,KS
2018-11-01,44,False,KS
2018-12-01,34,False,KS
2019-01-01,74,False,KS
2011-01-01,90,False,KY
2011-02-01,47,False,KY
2011-03-01,22,False,KY
2011-04-01,71,False,KY
2011-05-01,0,False,KY
2011-06-01,25,False,KY
2011-07-01,48,False,KY
2011-08-01,0,False,KY
2011-09-01,21,False,KY
2011-10-01,0,False,KY
2011-11-01,17,False,KY
2011-12-01,0,False,KY
2012-01-01,28,False,KY
2012-02-01,16,False,KY
2012-03-01,0,False,KY
2012-04-01,96,False,KY
2012-05-01,0,False,KY
2012-06-01,0,False,KY
2012-07-01,37,False,KY
2012-08-01,36,False,KY
2012-09-01,35,False,KY
2012-10-01,42,False,KY
2012-11-01,27,False,KY
2012-12-01,16,False,KY
2013-01-01,15,False,KY
2013-02-01,33,False,KY
2013-03-01,43,False,KY
2013-04-01,30,False,KY
2013-05-01,15,False,KY
2013-06-01,46,False,KY
2013-07-01,31,False,KY
2013-08-01,43,False,KY
2013-09-01,70,False,KY
2013-10-01,10,False,KY
2013-11-01,11,False,KY
2013-12-01,22,False,KY
2014-01-01,53,False,KY
2014-02-01,37,False,KY
2014-03-01,25,False,KY
2014-04-01,48,False,KY
2014-05-01,23,False,KY
2014-06-01,0,False,KY
2014-07-01,15,False,KY
2014-08-01,45,False,KY
2014-09-01,10,False,KY
2014-10-01,18,False,KY
2014-11-01,19,False,KY
2014-12-01,9,False,KY
2015-01-01,46,False,KY
2015-02-01,49,False,KY
2015-03-01,38,False,KY
2015-04-01,40,False,KY
2015-05-01,41,False,KY
2015-06-01,11,False,KY
2015-07-01,16,False,KY
2015-08-01,16,False,KY
2015-09-01,31,False,KY
2015-10-01,30,False,KY
2015-11-01,15,False,KY
2015-12-01,45,False,KY
2016-01-01,10,False,KY
2016-02-01,63,False,KY
2016-03-01,41,False,KY
2016-04-01,54,False,KY
2016-05-01,32,False,KY
2016-06-01,45,False,KY
2016-07-01,45,False,KY
2016-08-01,22,False,KY
2016-09-01,42,False,KY
2016-10-01,51,False,KY
2016-11-01,100,False,KY
2016-12-01,0,False,KY
2017-01-01,73,False,KY
2017-02-01,59,False,KY
2017-03-01,52,False,KY
2017-04-01,29,False,KY
2017-05-01,20,False,KY
2017-06-01,21,False,KY
2017-07-01,30,False,KY
2017-08-01,28,False,KY
2017-09-01,46,False,KY
2017-10-01,36,False,KY
2017-11-01,27,False,KY
2017-12-01,9,False,KY
2018-01-01,42,False,KY
2018-02-01,90,False,KY
2018-03-01,16,False,KY
2018-04-01,80,False,KY
2018-05-01,17,False,KY
2018-06-01,37,False,KY
2018-07-01,45,False,KY
2018-08-01,53,False,KY
2018-09-01,35,False,KY
2018-10-01,17,False,KY
2018-11-01,35,False,KY
2018-12-01,18,False,KY
2019-01-01,42,False,KY
2011-01-01,99,False,LA
2011-02-01,26,False,LA
2011-03-01,24,False,LA
2011-04-01,0,False,LA
2011-05-01,0,False,LA
2011-06-01,27,False,LA
2011-07-01,54,False,LA
2011-08-01,25,False,LA
2011-09-01,0,False,LA
2011-10-01,0,False,LA
2011-11-01,45,False,LA
2011-12-01,0,False,LA
2012-01-01,0,False,LA
2012-02-01,84,False,LA
2012-03-01,31,False,LA
2012-04-01,16,False,LA
2012-05-01,16,False,LA
2012-06-01,37,False,LA
2012-07-01,36,False,LA
2012-08-01,25,False,LA
2012-09-01,13,False,LA
2012-10-01,32,False,LA
2012-11-01,60,False,LA
2012-12-01,25,False,LA
2013-01-01,21,False,LA
2013-02-01,47,False,LA
2013-03-01,23,False,LA
2013-04-01,53,False,LA
2013-05-01,37,False,LA
2013-06-01,15,False,LA
2013-07-01,0,False,LA
2013-08-01,27,False,LA
2013-09-01,15,False,LA
2013-10-01,29,False,LA
2013-11-01,31,False,LA
2013-12-01,44,False,LA
2014-01-01,27,False,LA
2014-02-01,73,False,LA
2014-03-01,35,False,LA
2014-04-01,60,False,LA
2014-05-01,59,False,LA
2014-06-01,13,False,LA
2014-07-01,12,False,LA
2014-08-01,42,False,LA
2014-09-01,43,False,LA
2014-10-01,28,False,LA
2014-11-01,45,False,LA
2014-12-01,60,False,LA
2015-01-01,43,False,LA
2015-02-01,32,False,LA
2015-03-01,62,False,LA
2015-04-01,16,False,LA
2015-05-01,0,False,LA
2015-06-01,18,False,LA
2015-07-01,92,False,LA
2015-08-01,35,False,LA
2015-09-01,34,False,LA
2015-10-01,17,False,LA
2015-11-01,34,False,LA
2015-12-01,100,False,LA
2016-01-01,34,False,LA
2016-02-01,36,False,LA
2016-03-01,89,False,LA
2016-04-01,33,False,LA
2016-05-01,11,False,LA
2016-06-01,11,False,LA
2016-07-01,46,False,LA
2016-08-01,23,False,LA
2016-09-01,55,False,LA
2016-10-01,32,False,LA
2016-11-01,21,False,LA
2016-12-01,60,False,LA
2017-01-01,10,False,LA
2017-02-01,52,False,LA
2017-03-01,99,False,LA
2017-04-01,20,False,LA
2017-05-01,30,False,LA
2017-06-01,52,False,LA
2017-07-01,64,False,LA
2017-08-01,29,False,LA
2017-09-01,50,False,LA
2017-10-01,48,False,LA
2017-11-01,29,False,LA
2017-12-01,19,False,LA
2018-01-01,36,False,LA
2018-02-01,69,False,LA
2018-03-01,81,False,LA
2018-04-01,56,False,LA
2018-05-01,28,False,LA
2018-06-01,19,False,LA
2018-07-01,38,False,LA
2018-08-01,84,False,LA
2018-09-01,19,False,LA
2018-10-01,38,False,LA
2018-11-01,19,False,LA
2018-12-01,19,False,LA
2019-01-01,37,False,LA
2011-01-01,71,False,ME
2011-02-01,0,False,ME
2011-03-01,0,False,ME
2011-04-01,36,False,ME
2011-05-01,0,False,ME
2011-06-01,0,False,ME
2011-07-01,37,False,ME
2011-08-01,67,False,ME
2011-09-01,0,False,ME
2011-10-01,32,False,ME
2011-11-01,67,False,ME
2011-12-01,0,False,ME
2012-01-01,30,False,ME
2012-02-01,0,False,ME
2012-03-01,29,False,ME
2012-04-01,62,False,ME
2012-05-01,0,False,ME
2012-06-01,0,False,ME
2012-07-01,30,False,ME
2012-08-01,0,False,ME
2012-09-01,0,False,ME
2012-10-01,0,False,ME
2012-11-01,0,False,ME
2012-12-01,0,False,ME
2013-01-01,59,False,ME
2013-02-01,0,False,ME
2013-03-01,0,False,ME
2013-04-01,50,False,ME
2013-05-01,0,False,ME
2013-06-01,0,False,ME
2013-07-01,51,False,ME
2013-08-01,0,False,ME
2013-09-01,23,False,ME
2013-10-01,23,False,ME
2013-11-01,24,False,ME
2013-12-01,23,False,ME
2014-01-01,22,False,ME
2014-02-01,24,False,ME
2014-03-01,43,False,ME
2014-04-01,23,False,ME
2014-05-01,24,False,ME
2014-06-01,29,False,ME
2014-07-01,0,False,ME
2014-08-01,53,False,ME
2014-09-01,51,False,ME
2014-10-01,0,False,ME
2014-11-01,0,False,ME
2014-12-01,25,False,ME
2015-01-01,0,False,ME
2015-02-01,26,False,ME
2015-03-01,48,False,ME
2015-04-01,100,False,ME
2015-05-01,0,False,ME
2015-06-01,26,False,ME
2015-07-01,0,False,ME
2015-08-01,92,False,ME
2015-09-01,0,False,ME
2015-10-01,0,False,ME
2015-11-01,23,False,ME
2015-12-01,0,False,ME
2016-01-01,20,False,ME
2016-02-01,21,False,ME
2016-03-01,78,False,ME
2016-04-01,21,False,ME
2016-05-01,39,False,ME
2016-06-01,0,False,ME
2016-07-01,59,False,ME
2016-08-01,39,False,ME
2016-09-01,0,False,ME
2016-10-01,18,False,ME
2016-11-01,0,False,ME
2016-12-01,37,False,ME
2017-01-01,0,False,ME
2017-02-01,19,False,ME
2017-03-01,17,False,ME
2017-04-01,74,False,ME
2017-05-01,18,False,ME
2017-06-01,19,False,ME
2017-07-01,18,False,ME
2017-08-01,0,False,ME
2017-09-01,17,False,ME
2017-10-01,67,False,ME
2017-11-01,17,False,ME
2017-12-01,0,False,ME
2018-01-01,0,False,ME
2018-02-01,53,False,ME
2018-03-01,32,False,ME
2018-04-01,34,False,ME
2018-05-01,82,False,ME
2018-06-01,17,False,ME
2018-07-01,16,False,ME
2018-08-01,63,False,ME
2018-09-01,33,False,ME
2018-10-01,16,False,ME
2018-11-01,50,False,ME
2018-12-01,0,False,ME
2019-01-01,0,False,ME
2011-01-01,44,False,MD
2011-02-01,0,False,MD
2011-03-01,11,False,MD
2011-04-01,34,False,MD
2011-05-01,11,False,MD
2011-06-01,56,False,MD
2011-07-01,46,False,MD
2011-08-01,32,False,MD
2011-09-01,51,False,MD
2011-10-01,39,False,MD
2011-11-01,38,False,MD
2011-12-01,18,False,MD
2012-01-01,25,False,MD
2012-02-01,9,False,MD
2012-03-01,27,False,MD
2012-04-01,56,False,MD
2012-05-01,70,False,MD
2012-06-01,48,False,MD
2012-07-01,65,False,MD
2012-08-01,53,False,MD
2012-09-01,89,False,MD
2012-10-01,49,False,MD
2012-11-01,48,False,MD
2012-12-01,19,False,MD
2013-01-01,58,False,MD
2013-02-01,27,False,MD
2013-03-01,28,False,MD
2013-04-01,22,False,MD
2013-05-01,33,False,MD
2013-06-01,26,False,MD
2013-07-01,38,False,MD
2013-08-01,38,False,MD
2013-09-01,39,False,MD
2013-10-01,38,False,MD
2013-11-01,24,False,MD
2013-12-01,36,False,MD
2014-01-01,49,False,MD
2014-02-01,53,False,MD
2014-03-01,21,False,MD
2014-04-01,45,False,MD
2014-05-01,48,False,MD
2014-06-01,0,False,MD
2014-07-01,42,False,MD
2014-08-01,61,False,MD
2014-09-01,49,False,MD
2014-10-01,16,False,MD
2014-11-01,51,False,MD
2014-12-01,59,False,MD
2015-01-01,33,False,MD
2015-02-01,18,False,MD
