date,harvard,isPartial,State
2017-08-01,65,False,FL
2017-09-01,66,False,FL
2017-10-01,72,False,FL
2017-11-01,76,False,FL
2017-12-01,70,False,FL
2018-01-01,78,False,FL
2018-02-01,67,False,FL
2018-03-01,60,False,FL
2018-04-01,57,False,FL
2018-05-01,71,False,FL
2018-06-01,64,False,FL
2018-07-01,52,False,FL
2018-08-01,67,False,FL
2018-09-01,72,False,FL
2018-10-01,70,False,FL
2018-11-01,66,False,FL
2018-12-01,72,False,FL
2019-01-01,71,False,FL
2011-01-01,89,False,GA
2011-02-01,82,False,GA
2011-03-01,100,False,GA
2011-04-01,75,False,GA
2011-05-01,80,False,GA
2011-06-01,68,False,GA
2011-07-01,60,False,GA
2011-08-01,75,False,GA
2011-09-01,85,False,GA
2011-10-01,71,False,GA
2011-11-01,91,False,GA
2011-12-01,71,False,GA
2012-01-01,72,False,GA
2012-02-01,80,False,GA
2012-03-01,72,False,GA
2012-04-01,55,False,GA
