date,linkedin,isPartial,State
2015-03-01,78,False,AZ
2015-04-01,88,False,AZ
2015-05-01,88,False,AZ
2015-06-01,96,False,AZ
2015-07-01,89,False,AZ
2015-08-01,92,False,AZ
2015-09-01,100,False,AZ
2015-10-01,83,False,AZ
2015-11-01,72,False,AZ
2015-12-01,76,False,AZ
2016-01-01,65,False,AZ
2016-02-01,65,False,AZ
2016-03-01,68,False,AZ
2016-04-01,60,False,AZ
2016-05-01,70,False,AZ
2016-06-01,75,False,AZ
2016-07-01,60,False,AZ
2016-08-01,66,False,AZ
2016-09-01,65,False,AZ
2016-10-01,57,False,AZ
2016-11-01,55,False,AZ
2016-12-01,55,False,AZ
2017-01-01,61,False,AZ
2017-02-01,61,False,AZ
2017-03-01,59,False,AZ
2017-04-01,45,False,AZ
2017-05-01,55,False,AZ
2017-06-01,56,False,AZ
2017-07-01,50,False,AZ
2017-08-01,58,False,AZ
2017-09-01,60,False,AZ
2017-10-01,56,False,AZ
2017-11-01,52,False,AZ
2017-12-01,40,False,AZ
2018-01-01,54,False,AZ
2018-02-01,52,False,AZ
2018-03-01,51,False,AZ
2018-04-01,53,False,AZ
2018-05-01,56,False,AZ
2018-06-01,51,False,AZ
2018-07-01,42,False,AZ
2018-08-01,53,False,AZ
2018-09-01,48,False,AZ
2018-10-01,49,False,AZ
2018-11-01,46,False,AZ
2018-12-01,41,False,AZ
2019-01-01,48,False,AZ
2011-01-01,35,False,AR
2011-02-01,38,False,AR
2011-03-01,25,False,AR
2011-04-01,20,False,AR
2011-05-01,45,False,AR
2011-06-01,54,False,AR
2011-07-01,50,False,AR
2011-08-01,53,False,AR
2011-09-01,31,False,AR
2011-10-01,33,False,AR
2011-11-01,27,False,AR
2011-12-01,44,False,AR
2012-01-01,36,False,AR
2012-02-01,60,False,AR
2012-03-01,47,False,AR
2012-04-01,43,False,AR
2012-05-01,47,False,AR
2012-06-01,66,False,AR
2012-07-01,57,False,AR
2012-08-01,40,False,AR
2012-09-01,66,False,AR
2012-10-01,54,False,AR
2012-11-01,55,False,AR
2012-12-01,43,False,AR
2013-01-01,72,False,AR
2013-02-01,57,False,AR
2013-03-01,62,False,AR
2013-04-01,90,False,AR
2013-05-01,65,False,AR
2013-06-01,78,False,AR
2013-07-01,100,False,AR
2013-08-01,96,False,AR
2013-09-01,77,False,AR
2013-10-01,80,False,AR
2013-11-01,79,False,AR
2013-12-01,53,False,AR
2014-01-01,73,False,AR
2014-02-01,70,False,AR
2014-03-01,61,False,AR
2014-04-01,71,False,AR
2014-05-01,57,False,AR
2014-06-01,90,False,AR
2014-07-01,84,False,AR
2014-08-01,61,False,AR
2014-09-01,76,False,AR
2014-10-01,68,False,AR
2014-11-01,62,False,AR
2014-12-01,59,False,AR
2015-01-01,80,False,AR
2015-02-01,67,False,AR
2015-03-01,81,False,AR
2015-04-01,75,False,AR
2015-05-01,74,False,AR
2015-06-01,78,False,AR
2015-07-01,65,False,AR
2015-08-01,85,False,AR
2015-09-01,75,False,AR
2015-10-01,72,False,AR
2015-11-01,59,False,AR
2015-12-01,44,False,AR
2016-01-01,66,False,AR
2016-02-01,58,False,AR
2016-03-01,52,False,AR
2016-04-01,47,False,AR
2016-05-01,53,False,AR
2016-06-01,54,False,AR
2016-07-01,52,False,AR
2016-08-01,43,False,AR
2016-09-01,43,False,AR
2016-10-01,42,False,AR
2016-11-01,46,False,AR
2016-12-01,49,False,AR
2017-01-01,48,False,AR
2017-02-01,58,False,AR
2017-03-01,47,False,AR
2017-04-01,47,False,AR
2017-05-01,44,False,AR
2017-06-01,36,False,AR
2017-07-01,36,False,AR
2017-08-01,51,False,AR
2017-09-01,54,False,AR
2017-10-01,42,False,AR
2017-11-01,37,False,AR
2017-12-01,35,False,AR
2018-01-01,47,False,AR
2018-02-01,44,False,AR
2018-03-01,41,False,AR
2018-04-01,39,False,AR
2018-05-01,36,False,AR
2018-06-01,49,False,AR
2018-07-01,39,False,AR
2018-08-01,52,False,AR
2018-09-01,45,False,AR
2018-10-01,44,False,AR
2018-11-01,31,False,AR
2018-12-01,30,False,AR
2019-01-01,40,False,AR
2011-01-01,43,False,CA
2011-02-01,45,False,CA
2011-03-01,45,False,CA
2011-04-01,41,False,CA
2011-05-01,51,False,CA
2011-06-01,54,False,CA
2011-07-01,55,False,CA
2011-08-01,55,False,CA
2011-09-01,52,False,CA
2011-10-01,51,False,CA
2011-11-01,49,False,CA
2011-12-01,48,False,CA
2012-01-01,59,False,CA
2012-02-01,62,False,CA
2012-03-01,60,False,CA
2012-04-01,54,False,CA
2012-05-01,57,False,CA
2012-06-01,69,False,CA
2012-07-01,59,False,CA
2012-08-01,63,False,CA
2012-09-01,61,False,CA
2012-10-01,66,False,CA
2012-11-01,59,False,CA
2012-12-01,52,False,CA
2013-01-01,70,False,CA
2013-02-01,72,False,CA
2013-03-01,74,False,CA
2013-04-01,81,False,CA
2013-05-01,80,False,CA
2013-06-01,79,False,CA
2013-07-01,81,False,CA
2013-08-01,88,False,CA
2013-09-01,80,False,CA
2013-10-01,80,False,CA
2013-11-01,72,False,CA
2013-12-01,62,False,CA
2014-01-01,83,False,CA
2014-02-01,81,False,CA
2014-03-01,81,False,CA
2014-04-01,82,False,CA
2014-05-01,80,False,CA
2014-06-01,83,False,CA
2014-07-01,93,False,CA
2014-08-01,90,False,CA
2014-09-01,92,False,CA
2014-10-01,96,False,CA
2014-11-01,80,False,CA
2014-12-01,69,False,CA
2015-01-01,86,False,CA
2015-02-01,91,False,CA
2015-03-01,88,False,CA
2015-04-01,89,False,CA
2015-05-01,88,False,CA
2015-06-01,100,False,CA
2015-07-01,98,False,CA
2015-08-01,100,False,CA
2015-09-01,93,False,CA
2015-10-01,96,False,CA
2015-11-01,88,False,CA
2015-12-01,80,False,CA
2016-01-01,80,False,CA
2016-02-01,92,False,CA
2016-03-01,83,False,CA
2016-04-01,85,False,CA
2016-05-01,85,False,CA
2016-06-01,96,False,CA
2016-07-01,78,False,CA
2016-08-01,82,False,CA
2016-09-01,79,False,CA
2016-10-01,73,False,CA
2016-11-01,73,False,CA
2016-12-01,66,False,CA
2017-01-01,78,False,CA
2017-02-01,82,False,CA
2017-03-01,83,False,CA
2017-04-01,76,False,CA
2017-05-01,72,False,CA
2017-06-01,79,False,CA
2017-07-01,73,False,CA
2017-08-01,77,False,CA
2017-09-01,71,False,CA
2017-10-01,70,False,CA
2017-11-01,64,False,CA
2017-12-01,56,False,CA
2018-01-01,73,False,CA
2018-02-01,75,False,CA
2018-03-01,77,False,CA
2018-04-01,72,False,CA
2018-05-01,72,False,CA
2018-06-01,74,False,CA
2018-07-01,70,False,CA
2018-08-01,74,False,CA
2018-09-01,68,False,CA
2018-10-01,68,False,CA
2018-11-01,60,False,CA
2018-12-01,54,False,CA
2019-01-01,74,False,CA
2011-01-01,31,False,CO
2011-02-01,38,False,CO
2011-03-01,36,False,CO
2011-04-01,29,False,CO
2011-05-01,38,False,CO
2011-06-01,46,False,CO
2011-07-01,39,False,CO
2011-08-01,43,False,CO
2011-09-01,46,False,CO
2011-10-01,43,False,CO
2011-11-01,43,False,CO
2011-12-01,43,False,CO
2012-01-01,56,False,CO
2012-02-01,63,False,CO
2012-03-01,61,False,CO
2012-04-01,54,False,CO
2012-05-01,49,False,CO
2012-06-01,62,False,CO
2012-07-01,55,False,CO
2012-08-01,47,False,CO
2012-09-01,49,False,CO
2012-10-01,49,False,CO
2012-11-01,58,False,CO
2012-12-01,50,False,CO
2013-01-01,71,False,CO
2013-02-01,71,False,CO
2013-03-01,68,False,CO
2013-04-01,73,False,CO
2013-05-01,72,False,CO
2013-06-01,70,False,CO
2013-07-01,75,False,CO
2013-08-01,89,False,CO
2013-09-01,77,False,CO
2013-10-01,73,False,CO
2013-11-01,66,False,CO
2013-12-01,57,False,CO
2014-01-01,72,False,CO
2014-02-01,67,False,CO
2014-03-01,63,False,CO
2014-04-01,74,False,CO
2014-05-01,76,False,CO
2014-06-01,76,False,CO
2014-07-01,70,False,CO
2014-08-01,69,False,CO
2014-09-01,76,False,CO
2014-10-01,75,False,CO
2014-11-01,69,False,CO
2014-12-01,61,False,CO
2015-01-01,74,False,CO
2015-02-01,74,False,CO
2015-03-01,82,False,CO
2015-04-01,85,False,CO
2015-05-01,81,False,CO
2015-06-01,100,False,CO
2015-07-01,89,False,CO
2015-08-01,100,False,CO
2015-09-01,86,False,CO
2015-10-01,85,False,CO
2015-11-01,79,False,CO
2015-12-01,76,False,CO
2016-01-01,71,False,CO
2016-02-01,75,False,CO
2016-03-01,70,False,CO
2016-04-01,77,False,CO
2016-05-01,74,False,CO
2016-06-01,81,False,CO
2016-07-01,65,False,CO
2016-08-01,70,False,CO
2016-09-01,67,False,CO
2016-10-01,72,False,CO
2016-11-01,66,False,CO
2016-12-01,59,False,CO
2017-01-01,69,False,CO
2017-02-01,67,False,CO
2017-03-01,73,False,CO
2017-04-01,66,False,CO
2017-05-01,67,False,CO
2017-06-01,61,False,CO
2017-07-01,56,False,CO
2017-08-01,64,False,CO
2017-09-01,59,False,CO
2017-10-01,62,False,CO
2017-11-01,55,False,CO
2017-12-01,42,False,CO
2018-01-01,60,False,CO
2018-02-01,60,False,CO
2018-03-01,61,False,CO
2018-04-01,64,False,CO
2018-05-01,57,False,CO
2018-06-01,64,False,CO
2018-07-01,52,False,CO
2018-08-01,57,False,CO
2018-09-01,58,False,CO
2018-10-01,61,False,CO
2018-11-01,54,False,CO
2018-12-01,44,False,CO
2019-01-01,61,False,CO
2011-01-01,40,False,CT
2011-02-01,38,False,CT
2011-03-01,54,False,CT
2011-04-01,45,False,CT
2011-05-01,44,False,CT
2011-06-01,64,False,CT
2011-07-01,57,False,CT
2011-08-01,54,False,CT
2011-09-01,59,False,CT
2011-10-01,54,False,CT
2011-11-01,50,False,CT
2011-12-01,44,False,CT
2012-01-01,56,False,CT
2012-02-01,58,False,CT
2012-03-01,62,False,CT
2012-04-01,62,False,CT
2012-05-01,61,False,CT
2012-06-01,79,False,CT
2012-07-01,57,False,CT
2012-08-01,69,False,CT
2012-09-01,56,False,CT
2012-10-01,66,False,CT
2012-11-01,58,False,CT
2012-12-01,36,False,CT
2013-01-01,58,False,CT
2013-02-01,87,False,CT
2013-03-01,79,False,CT
2013-04-01,76,False,CT
2013-05-01,78,False,CT
2013-06-01,88,False,CT
2013-07-01,89,False,CT
2013-08-01,88,False,CT
2013-09-01,90,False,CT
2013-10-01,80,False,CT
2013-11-01,75,False,CT
2013-12-01,62,False,CT
2014-01-01,77,False,CT
2014-02-01,79,False,CT
2014-03-01,75,False,CT
2014-04-01,82,False,CT
2014-05-01,62,False,CT
2014-06-01,79,False,CT
2014-07-01,96,False,CT
2014-08-01,92,False,CT
2014-09-01,92,False,CT
2014-10-01,84,False,CT
2014-11-01,87,False,CT
2014-12-01,78,False,CT
2015-01-01,91,False,CT
2015-02-01,92,False,CT
2015-03-01,99,False,CT
2015-04-01,90,False,CT
2015-05-01,92,False,CT
2015-06-01,90,False,CT
2015-07-01,96,False,CT
2015-08-01,100,False,CT
2015-09-01,85,False,CT
2015-10-01,96,False,CT
2015-11-01,83,False,CT
2015-12-01,80,False,CT
2016-01-01,78,False,CT
2016-02-01,83,False,CT
2016-03-01,75,False,CT
2016-04-01,71,False,CT
2016-05-01,75,False,CT
2016-06-01,71,False,CT
2016-07-01,62,False,CT
2016-08-01,66,False,CT
2016-09-01,70,False,CT
2016-10-01,65,False,CT
2016-11-01,56,False,CT
2016-12-01,54,False,CT
2017-01-01,72,False,CT
2017-02-01,70,False,CT
2017-03-01,62,False,CT
2017-04-01,53,False,CT
2017-05-01,57,False,CT
2017-06-01,67,False,CT
2017-07-01,68,False,CT
2017-08-01,57,False,CT
2017-09-01,57,False,CT
2017-10-01,60,False,CT
2017-11-01,52,False,CT
2017-12-01,47,False,CT
2018-01-01,54,False,CT
2018-02-01,55,False,CT
2018-03-01,54,False,CT
2018-04-01,58,False,CT
2018-05-01,61,False,CT
2018-06-01,55,False,CT
2018-07-01,53,False,CT
2018-08-01,53,False,CT
2018-09-01,55,False,CT
2018-10-01,49,False,CT
2018-11-01,45,False,CT
2018-12-01,43,False,CT
2019-01-01,60,False,CT
2011-01-01,27,False,DC
2011-02-01,34,False,DC
2011-03-01,22,False,DC
2011-04-01,21,False,DC
2011-05-01,23,False,DC
2011-06-01,25,False,DC
2011-07-01,26,False,DC
2011-08-01,29,False,DC
2011-09-01,28,False,DC
2011-10-01,25,False,DC
2011-11-01,29,False,DC
2011-12-01,22,False,DC
2012-01-01,32,False,DC
2012-02-01,33,False,DC
2012-03-01,27,False,DC
2012-04-01,27,False,DC
2012-05-01,26,False,DC
2012-06-01,30,False,DC
2012-07-01,29,False,DC
2012-08-01,27,False,DC
2012-09-01,29,False,DC
2012-10-01,27,False,DC
2012-11-01,44,False,DC
2012-12-01,41,False,DC
2013-01-01,53,False,DC
2013-02-01,55,False,DC
2013-03-01,48,False,DC
2013-04-01,43,False,DC
2013-05-01,50,False,DC
2013-06-01,52,False,DC
2013-07-01,88,False,DC
2013-08-01,90,False,DC
2013-09-01,79,False,DC
2013-10-01,77,False,DC
2013-11-01,74,False,DC
2013-12-01,56,False,DC
2014-01-01,67,False,DC
2014-02-01,67,False,DC
2014-03-01,51,False,DC
2014-04-01,52,False,DC
2014-05-01,75,False,DC
2014-06-01,81,False,DC
2014-07-01,76,False,DC
2014-08-01,61,False,DC
2014-09-01,58,False,DC
2014-10-01,48,False,DC
2014-11-01,39,False,DC
2014-12-01,44,False,DC
2015-01-01,43,False,DC
2015-02-01,50,False,DC
2015-03-01,49,False,DC
2015-04-01,53,False,DC
2015-05-01,46,False,DC
2015-06-01,50,False,DC
2015-07-01,50,False,DC
2015-08-01,47,False,DC
2015-09-01,46,False,DC
2015-10-01,49,False,DC
2015-11-01,42,False,DC
2015-12-01,33,False,DC
2016-01-01,48,False,DC
2016-02-01,54,False,DC
2016-03-01,53,False,DC
2016-04-01,52,False,DC
2016-05-01,50,False,DC
2016-06-01,52,False,DC
2016-07-01,52,False,DC
2016-08-01,52,False,DC
2016-09-01,50,False,DC
2016-10-01,53,False,DC
2016-11-01,43,False,DC
2016-12-01,40,False,DC
2017-01-01,46,False,DC
2017-02-01,53,False,DC
2017-03-01,54,False,DC
2017-04-01,45,False,DC
2017-05-01,40,False,DC
2017-06-01,47,False,DC
2017-07-01,42,False,DC
2017-08-01,39,False,DC
2017-09-01,47,False,DC
2017-10-01,45,False,DC
2017-11-01,60,False,DC
2017-12-01,72,False,DC
2018-01-01,84,False,DC
2018-02-01,83,False,DC
2018-03-01,94,False,DC
2018-04-01,98,False,DC
2018-05-01,96,False,DC
2018-06-01,100,False,DC
2018-07-01,92,False,DC
2018-08-01,94,False,DC
2018-09-01,79,False,DC
2018-10-01,85,False,DC
2018-11-01,77,False,DC
2018-12-01,57,False,DC
2019-01-01,86,False,DC
2011-01-01,33,False,DE
2011-02-01,41,False,DE
2011-03-01,43,False,DE
2011-04-01,48,False,DE
2011-05-01,54,False,DE
2011-06-01,48,False,DE
2011-07-01,59,False,DE
2011-08-01,33,False,DE
2011-09-01,53,False,DE
2011-10-01,47,False,DE
2011-11-01,42,False,DE
2011-12-01,52,False,DE
2012-01-01,72,False,DE
2012-02-01,52,False,DE
2012-03-01,49,False,DE
2012-04-01,63,False,DE
2012-05-01,67,False,DE
2012-06-01,70,False,DE
2012-07-01,62,False,DE
2012-08-01,46,False,DE
2012-09-01,59,False,DE
2012-10-01,50,False,DE
2012-11-01,64,False,DE
2012-12-01,47,False,DE
2013-01-01,72,False,DE
2013-02-01,67,False,DE
2013-03-01,57,False,DE
2013-04-01,72,False,DE
2013-05-01,68,False,DE
2013-06-01,91,False,DE
2013-07-01,84,False,DE
2013-08-01,89,False,DE
2013-09-01,63,False,DE
2013-10-01,74,False,DE
2013-11-01,70,False,DE
2013-12-01,61,False,DE
2014-01-01,39,False,DE
2014-02-01,77,False,DE
2014-03-01,86,False,DE
2014-04-01,84,False,DE
2014-05-01,70,False,DE
2014-06-01,87,False,DE
2014-07-01,73,False,DE
2014-08-01,88,False,DE
2014-09-01,69,False,DE
2014-10-01,64,False,DE
2014-11-01,71,False,DE
2014-12-01,61,False,DE
2015-01-01,85,False,DE
2015-02-01,99,False,DE
2015-03-01,100,False,DE
2015-04-01,76,False,DE
2015-05-01,69,False,DE
2015-06-01,66,False,DE
2015-07-01,67,False,DE
2015-08-01,82,False,DE
2015-09-01,89,False,DE
2015-10-01,63,False,DE
2015-11-01,88,False,DE
2015-12-01,73,False,DE
2016-01-01,65,False,DE
2016-02-01,81,False,DE
2016-03-01,55,False,DE
2016-04-01,56,False,DE
2016-05-01,69,False,DE
2016-06-01,61,False,DE
2016-07-01,39,False,DE
2016-08-01,40,False,DE
2016-09-01,48,False,DE
2016-10-01,45,False,DE
2016-11-01,33,False,DE
2016-12-01,48,False,DE
2017-01-01,55,False,DE
2017-02-01,54,False,DE
2017-03-01,47,False,DE
2017-04-01,54,False,DE
2017-05-01,54,False,DE
2017-06-01,47,False,DE
2017-07-01,42,False,DE
2017-08-01,40,False,DE
2017-09-01,46,False,DE
2017-10-01,65,False,DE
2017-11-01,42,False,DE
2017-12-01,45,False,DE
2018-01-01,47,False,DE
2018-02-01,47,False,DE
2018-03-01,45,False,DE
2018-04-01,46,False,DE
2018-05-01,42,False,DE
2018-06-01,46,False,DE
2018-07-01,47,False,DE
2018-08-01,34,False,DE
2018-09-01,40,False,DE
2018-10-01,46,False,DE
2018-11-01,28,False,DE
2018-12-01,33,False,DE
2019-01-01,42,False,DE
2011-01-01,40,False,FL
2011-02-01,38,False,FL
2011-03-01,36,False,FL
2011-04-01,35,False,FL
2011-05-01,37,False,FL
2011-06-01,55,False,FL
2011-07-01,53,False,FL
2011-08-01,53,False,FL
2011-09-01,54,False,FL
2011-10-01,53,False,FL
2011-11-01,47,False,FL
2011-12-01,49,False,FL
2012-01-01,53,False,FL
2012-02-01,61,False,FL
2012-03-01,59,False,FL
2012-04-01,53,False,FL
2012-05-01,62,False,FL
2012-06-01,69,False,FL
2012-07-01,59,False,FL
2012-08-01,57,False,FL
2012-09-01,57,False,FL
2012-10-01,66,False,FL
2012-11-01,55,False,FL
2012-12-01,55,False,FL
2013-01-01,70,False,FL
2013-02-01,77,False,FL
2013-03-01,68,False,FL
2013-04-01,65,False,FL
2013-05-01,70,False,FL
2013-06-01,69,False,FL
2013-07-01,78,False,FL
2013-08-01,91,False,FL
2013-09-01,79,False,FL
2013-10-01,73,False,FL
2013-11-01,64,False,FL
2013-12-01,61,False,FL
2014-01-01,79,False,FL
2014-02-01,78,False,FL
2014-03-01,75,False,FL
2014-04-01,79,False,FL
2014-05-01,78,False,FL
2014-06-01,82,False,FL
2014-07-01,82,False,FL
2014-08-01,83,False,FL
2014-09-01,87,False,FL
2014-10-01,94,False,FL
2014-11-01,83,False,FL
2014-12-01,85,False,FL
2015-01-01,89,False,FL
2015-02-01,90,False,FL
2015-03-01,86,False,FL
2015-04-01,95,False,FL
2015-05-01,93,False,FL
2015-06-01,100,False,FL
2015-07-01,95,False,FL
2015-08-01,95,False,FL
2015-09-01,90,False,FL
2015-10-01,98,False,FL
2015-11-01,81,False,FL
2015-12-01,69,False,FL
2016-01-01,70,False,FL
2016-02-01,69,False,FL
2016-03-01,76,False,FL
2016-04-01,66,False,FL
2016-05-01,75,False,FL
2016-06-01,76,False,FL
2016-07-01,63,False,FL
2016-08-01,69,False,FL
2016-09-01,67,False,FL
2016-10-01,62,False,FL
2016-11-01,60,False,FL
2016-12-01,57,False,FL
2017-01-01,71,False,FL
2017-02-01,69,False,FL
2017-03-01,69,False,FL
2017-04-01,60,False,FL
2017-05-01,62,False,FL
2017-06-01,62,False,FL
2017-07-01,58,False,FL
2017-08-01,62,False,FL
2017-09-01,47,False,FL
2017-10-01,58,False,FL
2017-11-01,56,False,FL
2017-12-01,48,False,FL
2018-01-01,61,False,FL
2018-02-01,60,False,FL
2018-03-01,58,False,FL
2018-04-01,58,False,FL
2018-05-01,56,False,FL
2018-06-01,56,False,FL
2018-07-01,58,False,FL
2018-08-01,58,False,FL
2018-09-01,56,False,FL
2018-10-01,58,False,FL
2018-11-01,54,False,FL
2018-12-01,45,False,FL
2019-01-01,60,False,FL
2011-01-01,44,False,GA
2011-02-01,50,False,GA
2011-03-01,49,False,GA
2011-04-01,47,False,GA
2011-05-01,56,False,GA
2011-06-01,57,False,GA
2011-07-01,53,False,GA
2011-08-01,58,False,GA
2011-09-01,58,False,GA
2011-10-01,58,False,GA
2011-11-01,53,False,GA
2011-12-01,49,False,GA
2012-01-01,58,False,GA
2012-02-01,64,False,GA
2012-03-01,59,False,GA
2012-04-01,55,False,GA
2012-05-01,59,False,GA
2012-06-01,69,False,GA
2012-07-01,60,False,GA
2012-08-01,60,False,GA
2012-09-01,57,False,GA
