,how to bake bread,isPartial,State
2016-07-10,0.0,False,IL
2016-07-17,33.0,False,IL
2016-07-24,0.0,False,IL
2016-07-31,70.0,False,IL
2016-08-07,0.0,False,IL
2016-08-14,36.0,False,IL
2016-08-21,35.0,False,IL
2016-08-28,0.0,False,IL
2016-09-04,0.0,False,IL
2016-09-11,66.0,False,IL
2016-09-18,33.0,False,IL
2016-09-25,0.0,False,IL
2016-10-02,32.0,False,IL
2016-10-09,32.0,False,IL
2016-10-16,31.0,False,IL
2016-10-23,0.0,False,IL
2016-10-30,0.0,False,IL
2016-11-06,90.0,False,IL
2016-11-13,31.0,False,IL
2016-11-20,0.0,False,IL
2016-11-27,0.0,False,IL
2016-12-04,0.0,False,IL
2016-12-11,0.0,False,IL
2016-12-18,65.0,False,IL
2016-12-25,0.0,False,IL
2017-01-01,0.0,False,IL
2017-01-08,0.0,False,IL
2017-01-15,0.0,False,IL
2017-01-22,0.0,False,IL
2017-01-29,60.0,False,IL
2017-02-05,0.0,False,IL
2017-02-12,0.0,False,IL
2017-02-19,31.0,False,IL
2017-02-26,29.0,False,IL
2017-03-05,0.0,False,IL
2017-03-12,0.0,False,IL
2017-03-19,0.0,False,IL
2017-03-26,31.0,False,IL
2017-04-02,89.0,False,IL
2017-04-09,0.0,False,IL
2017-04-16,30.0,False,IL
2017-04-23,0.0,False,IL
2017-04-30,0.0,False,IL
2017-05-07,0.0,False,IL
2017-05-14,0.0,False,IL
2017-05-21,0.0,False,IL
2017-05-28,0.0,False,IL
2017-06-04,34.0,False,IL
2017-06-11,0.0,False,IL
2017-06-18,0.0,False,IL
2017-06-25,68.0,False,IL
2017-07-02,0.0,False,IL
2017-07-09,0.0,False,IL
2017-07-16,0.0,False,IL
2017-07-23,0.0,False,IL
2017-07-30,0.0,False,IL
2017-08-06,0.0,False,IL
2017-08-13,0.0,False,IL
2017-08-20,0.0,False,IL
2017-08-27,0.0,False,IL
2017-09-03,0.0,False,IL
2017-09-10,0.0,False,IL
2017-09-17,0.0,False,IL
2017-09-24,0.0,False,IL
2017-10-01,0.0,False,IL
2017-10-08,0.0,False,IL
2017-10-15,0.0,False,IL
2017-10-22,0.0,False,IL
2017-10-29,62.0,False,IL
2017-11-05,0.0,False,IL
2017-11-12,0.0,False,IL
2017-11-19,33.0,False,IL
2017-11-26,0.0,False,IL
2017-12-03,0.0,False,IL
2017-12-10,0.0,False,IL
2017-12-17,0.0,False,IL
2017-12-24,0.0,False,IL
2017-12-31,0.0,False,IL
2018-01-07,61.0,False,IL
2018-01-14,0.0,False,IL
2018-01-21,60.0,False,IL
2018-01-28,0.0,False,IL
2018-02-04,0.0,False,IL
2018-02-11,0.0,False,IL
2018-02-18,0.0,False,IL
2018-02-25,30.0,False,IL
2018-03-04,0.0,False,IL
2018-03-11,30.0,False,IL
2018-03-18,0.0,False,IL
2018-03-25,0.0,False,IL
2018-04-01,92.0,False,IL
2018-04-08,0.0,False,IL
2018-04-15,30.0,False,IL
2018-04-22,0.0,False,IL
2018-04-29,0.0,False,IL
2018-05-06,61.0,False,IL
2018-05-13,0.0,False,IL
2018-05-20,0.0,False,IL
2018-05-27,0.0,False,IL
2018-06-03,0.0,False,IL
2018-06-10,0.0,False,IL
2018-06-17,0.0,False,IL
2018-06-24,32.0,False,IL
2018-07-01,0.0,False,IL
2018-07-08,0.0,False,IL
2018-07-15,66.0,False,IL
2018-07-22,33.0,False,IL
2018-07-29,65.0,False,IL
2018-08-05,33.0,False,IL
2018-08-12,33.0,False,IL
2018-08-19,64.0,False,IL
2018-08-26,31.0,False,IL
2018-09-02,31.0,False,IL
2018-09-09,31.0,False,IL
2018-09-16,0.0,False,IL
2018-09-23,0.0,False,IL
2018-09-30,30.0,False,IL
2018-10-07,0.0,False,IL
2018-10-14,62.0,False,IL
2018-10-21,94.0,False,IL
2018-10-28,31.0,False,IL
2018-11-04,60.0,False,IL
2018-11-11,0.0,False,IL
2018-11-18,32.0,False,IL
2018-11-25,0.0,False,IL
2018-12-02,0.0,False,IL
2018-12-09,31.0,False,IL
2018-12-16,0.0,False,IL
2018-12-23,37.0,False,IL
2018-12-30,0.0,False,IL
2015-01-04,0.0,False,IN
2015-01-11,0.0,False,IN
2015-01-18,0.0,False,IN
2015-01-25,82.0,False,IN
2015-02-01,0.0,False,IN
2015-02-08,0.0,False,IN
2015-02-15,0.0,False,IN
2015-02-22,0.0,False,IN
2015-03-01,0.0,False,IN
2015-03-08,0.0,False,IN
2015-03-15,0.0,False,IN
2015-03-22,0.0,False,IN
2015-03-29,0.0,False,IN
2015-04-05,0.0,False,IN
2015-04-12,84.0,False,IN
2015-04-19,0.0,False,IN
2015-04-26,0.0,False,IN
2015-05-03,0.0,False,IN
2015-05-10,0.0,False,IN
2015-05-17,0.0,False,IN
2015-05-24,0.0,False,IN
2015-05-31,0.0,False,IN
2015-06-07,0.0,False,IN
2015-06-14,0.0,False,IN
2015-06-21,0.0,False,IN
2015-06-28,0.0,False,IN
2015-07-05,0.0,False,IN
2015-07-12,0.0,False,IN
2015-07-19,0.0,False,IN
2015-07-26,0.0,False,IN
2015-08-02,0.0,False,IN
2015-08-09,0.0,False,IN
2015-08-16,0.0,False,IN
2015-08-23,79.0,False,IN
2015-08-30,0.0,False,IN
2015-09-06,0.0,False,IN
2015-09-13,0.0,False,IN
2015-09-20,0.0,False,IN
2015-09-27,0.0,False,IN
2015-10-04,0.0,False,IN
2015-10-11,0.0,False,IN
2015-10-18,0.0,False,IN
2015-10-25,0.0,False,IN
2015-11-01,0.0,False,IN
2015-11-08,0.0,False,IN
2015-11-15,0.0,False,IN
2015-11-22,87.0,False,IN
2015-11-29,0.0,False,IN
2015-12-06,0.0,False,IN
2015-12-13,0.0,False,IN
2015-12-20,0.0,False,IN
2015-12-27,0.0,False,IN
2016-01-03,0.0,False,IN
2016-01-10,0.0,False,IN
2016-01-17,0.0,False,IN
2016-01-24,0.0,False,IN
2016-01-31,0.0,False,IN
2016-02-07,49.0,False,IN
2016-02-14,0.0,False,IN
2016-02-21,100.0,False,IN
2016-02-28,0.0,False,IN
2016-03-06,0.0,False,IN
2016-03-13,0.0,False,IN
2016-03-20,0.0,False,IN
2016-03-27,0.0,False,IN
2016-04-03,0.0,False,IN
2016-04-10,0.0,False,IN
2016-04-17,50.0,False,IN
2016-04-24,0.0,False,IN
2016-05-01,0.0,False,IN
2016-05-08,0.0,False,IN
2016-05-15,0.0,False,IN
2016-05-22,0.0,False,IN
2016-05-29,0.0,False,IN
2016-06-05,0.0,False,IN
2016-06-12,0.0,False,IN
2016-06-19,0.0,False,IN
2016-06-26,0.0,False,IN
2016-07-03,0.0,False,IN
2016-07-10,0.0,False,IN
2016-07-17,0.0,False,IN
2016-07-24,0.0,False,IN
2016-07-31,55.0,False,IN
2016-08-07,0.0,False,IN
2016-08-14,0.0,False,IN
2016-08-21,0.0,False,IN
2016-08-28,0.0,False,IN
2016-09-04,0.0,False,IN
2016-09-11,0.0,False,IN
2016-09-18,0.0,False,IN
2016-09-25,0.0,False,IN
2016-10-02,49.0,False,IN
2016-10-09,0.0,False,IN
2016-10-16,0.0,False,IN
2016-10-23,0.0,False,IN
2016-10-30,0.0,False,IN
2016-11-06,0.0,False,IN
2016-11-13,0.0,False,IN
2016-11-20,51.0,False,IN
2016-11-27,0.0,False,IN
2016-12-04,0.0,False,IN
2016-12-11,0.0,False,IN
2016-12-18,51.0,False,IN
2016-12-25,0.0,False,IN
2017-01-01,49.0,False,IN
2017-01-08,0.0,False,IN
2017-01-15,0.0,False,IN
2017-01-22,0.0,False,IN
2017-01-29,0.0,False,IN
2017-02-05,0.0,False,IN
2017-02-12,0.0,False,IN
2017-02-19,0.0,False,IN
2017-02-26,0.0,False,IN
2017-03-05,0.0,False,IN
2017-03-12,0.0,False,IN
2017-03-19,0.0,False,IN
2017-03-26,0.0,False,IN
2017-04-02,0.0,False,IN
2017-04-09,0.0,False,IN
2017-04-16,0.0,False,IN
2017-04-23,0.0,False,IN
2017-04-30,0.0,False,IN
2017-05-07,0.0,False,IN
2017-05-14,0.0,False,IN
2017-05-21,0.0,False,IN
2017-05-28,0.0,False,IN
2017-06-04,0.0,False,IN
2017-06-11,0.0,False,IN
2017-06-18,0.0,False,IN
2017-06-25,0.0,False,IN
2017-07-02,0.0,False,IN
2017-07-09,0.0,False,IN
2017-07-16,0.0,False,IN
2017-07-23,0.0,False,IN
2017-07-30,48.0,False,IN
2017-08-06,0.0,False,IN
2017-08-13,0.0,False,IN
2017-08-20,0.0,False,IN
2017-08-27,0.0,False,IN
2017-09-03,0.0,False,IN
2017-09-10,0.0,False,IN
2017-09-17,0.0,False,IN
2017-09-24,43.0,False,IN
2017-10-01,0.0,False,IN
2017-10-08,0.0,False,IN
2017-10-15,45.0,False,IN
2017-10-22,0.0,False,IN
2017-10-29,0.0,False,IN
2017-11-05,42.0,False,IN
2017-11-12,0.0,False,IN
2017-11-19,46.0,False,IN
2017-11-26,0.0,False,IN
2017-12-03,42.0,False,IN
2017-12-10,0.0,False,IN
2017-12-17,0.0,False,IN
2017-12-24,0.0,False,IN
2017-12-31,0.0,False,IN
2018-01-07,0.0,False,IN
2018-01-14,85.0,False,IN
2018-01-21,0.0,False,IN
2018-01-28,0.0,False,IN
2018-02-04,0.0,False,IN
2018-02-11,41.0,False,IN
2018-02-18,0.0,False,IN
2018-02-25,0.0,False,IN
2018-03-04,0.0,False,IN
2018-03-11,0.0,False,IN
2018-03-18,0.0,False,IN
2018-03-25,0.0,False,IN
2018-04-01,0.0,False,IN
2018-04-08,0.0,False,IN
2018-04-15,41.0,False,IN
2018-04-22,0.0,False,IN
2018-04-29,42.0,False,IN
2018-05-06,0.0,False,IN
2018-05-13,0.0,False,IN
2018-05-20,0.0,False,IN
2018-05-27,0.0,False,IN
2018-06-03,46.0,False,IN
2018-06-10,0.0,False,IN
2018-06-17,45.0,False,IN
2018-06-24,0.0,False,IN
2018-07-01,0.0,False,IN
2018-07-08,0.0,False,IN
2018-07-15,0.0,False,IN
2018-07-22,46.0,False,IN
2018-07-29,0.0,False,IN
2018-08-05,44.0,False,IN
2018-08-12,0.0,False,IN
2018-08-19,0.0,False,IN
2018-08-26,0.0,False,IN
2018-09-02,0.0,False,IN
2018-09-09,41.0,False,IN
2018-09-16,0.0,False,IN
2018-09-23,0.0,False,IN
2018-09-30,0.0,False,IN
2018-10-07,0.0,False,IN
2018-10-14,0.0,False,IN
2018-10-21,86.0,False,IN
2018-10-28,0.0,False,IN
2018-11-04,0.0,False,IN
2018-11-11,0.0,False,IN
2018-11-18,44.0,False,IN
2018-11-25,0.0,False,IN
2018-12-02,0.0,False,IN
2018-12-09,0.0,False,IN
2018-12-16,0.0,False,IN
2018-12-23,0.0,False,IN
2018-12-30,0.0,False,IN
2015-01-04,0.0,False,IA
2015-01-11,0.0,False,IA
2015-01-18,0.0,False,IA
2015-01-25,0.0,False,IA
2015-02-01,0.0,False,IA
2015-02-08,0.0,False,IA
2015-02-15,0.0,False,IA
2015-02-22,0.0,False,IA
2015-03-01,0.0,False,IA
2015-03-08,69.0,False,IA
2015-03-15,0.0,False,IA
2015-03-22,0.0,False,IA
2015-03-29,0.0,False,IA
2015-04-05,0.0,False,IA
2015-04-12,0.0,False,IA
2015-04-19,0.0,False,IA
2015-04-26,0.0,False,IA
2015-05-03,0.0,False,IA
2015-05-10,0.0,False,IA
2015-05-17,0.0,False,IA
2015-05-24,0.0,False,IA
2015-05-31,0.0,False,IA
2015-06-07,0.0,False,IA
2015-06-14,0.0,False,IA
2015-06-21,75.0,False,IA
2015-06-28,0.0,False,IA
2015-07-05,0.0,False,IA
2015-07-12,0.0,False,IA
2015-07-19,0.0,False,IA
2015-07-26,0.0,False,IA
2015-08-02,0.0,False,IA
2015-08-09,0.0,False,IA
2015-08-16,0.0,False,IA
2015-08-23,0.0,False,IA
2015-08-30,0.0,False,IA
2015-09-06,0.0,False,IA
2015-09-13,0.0,False,IA
2015-09-20,0.0,False,IA
2015-09-27,0.0,False,IA
2015-10-04,0.0,False,IA
2015-10-11,0.0,False,IA
2015-10-18,0.0,False,IA
2015-10-25,0.0,False,IA
2015-11-01,0.0,False,IA
2015-11-08,0.0,False,IA
2015-11-15,0.0,False,IA
2015-11-22,0.0,False,IA
2015-11-29,0.0,False,IA
2015-12-06,0.0,False,IA
2015-12-13,58.0,False,IA
2015-12-20,0.0,False,IA
2015-12-27,0.0,False,IA
2016-01-03,0.0,False,IA
2016-01-10,0.0,False,IA
2016-01-17,0.0,False,IA
2016-01-24,0.0,False,IA
2016-01-31,0.0,False,IA
2016-02-07,0.0,False,IA
2016-02-14,0.0,False,IA
2016-02-21,49.0,False,IA
2016-02-28,0.0,False,IA
2016-03-06,0.0,False,IA
2016-03-13,0.0,False,IA
2016-03-20,0.0,False,IA
2016-03-27,0.0,False,IA
2016-04-03,100.0,False,IA
2016-04-10,0.0,False,IA
2016-04-17,0.0,False,IA
2016-04-24,0.0,False,IA
2016-05-01,0.0,False,IA
2016-05-08,0.0,False,IA
2016-05-15,0.0,False,IA
2016-05-22,0.0,False,IA
2016-05-29,61.0,False,IA
2016-06-05,0.0,False,IA
2016-06-12,0.0,False,IA
2016-06-19,0.0,False,IA
2016-06-26,0.0,False,IA
2016-07-03,0.0,False,IA
2016-07-10,0.0,False,IA
2016-07-17,0.0,False,IA
2016-07-24,0.0,False,IA
2016-07-31,0.0,False,IA
2016-08-07,0.0,False,IA
2016-08-14,0.0,False,IA
2016-08-21,57.0,False,IA
2016-08-28,51.0,False,IA
2016-09-04,0.0,False,IA
2016-09-11,0.0,False,IA
2016-09-18,51.0,False,IA
2016-09-25,0.0,False,IA
2016-10-02,0.0,False,IA
2016-10-09,0.0,False,IA
2016-10-16,0.0,False,IA
2016-10-23,0.0,False,IA
2016-10-30,0.0,False,IA
2016-11-06,0.0,False,IA
2016-11-13,0.0,False,IA
2016-11-20,0.0,False,IA
2016-11-27,0.0,False,IA
2016-12-04,0.0,False,IA
2016-12-11,0.0,False,IA
2016-12-18,0.0,False,IA
2016-12-25,0.0,False,IA
2017-01-01,0.0,False,IA
2017-01-08,0.0,False,IA
2017-01-15,0.0,False,IA
2017-01-22,0.0,False,IA
2017-01-29,45.0,False,IA
2017-02-05,0.0,False,IA
2017-02-12,0.0,False,IA
2017-02-19,0.0,False,IA
2017-02-26,0.0,False,IA
2017-03-05,0.0,False,IA
2017-03-12,47.0,False,IA
2017-03-19,0.0,False,IA
2017-03-26,0.0,False,IA
2017-04-02,0.0,False,IA
2017-04-09,0.0,False,IA
2017-04-16,0.0,False,IA
2017-04-23,0.0,False,IA
2017-04-30,0.0,False,IA
2017-05-07,0.0,False,IA
2017-05-14,0.0,False,IA
2017-05-21,52.0,False,IA
2017-05-28,0.0,False,IA
2017-06-04,0.0,False,IA
2017-06-11,0.0,False,IA
2017-06-18,0.0,False,IA
2017-06-25,0.0,False,IA
2017-07-02,0.0,False,IA
2017-07-09,0.0,False,IA
2017-07-16,0.0,False,IA
2017-07-23,0.0,False,IA
2017-07-30,0.0,False,IA
2017-08-06,0.0,False,IA
2017-08-13,0.0,False,IA
2017-08-20,0.0,False,IA
2017-08-27,0.0,False,IA
2017-09-03,48.0,False,IA
2017-09-10,0.0,False,IA
2017-09-17,0.0,False,IA
2017-09-24,0.0,False,IA
2017-10-01,0.0,False,IA
2017-10-08,0.0,False,IA
2017-10-15,0.0,False,IA
2017-10-22,0.0,False,IA
2017-10-29,0.0,False,IA
2017-11-05,0.0,False,IA
2017-11-12,0.0,False,IA
2017-11-19,47.0,False,IA
2017-11-26,0.0,False,IA
2017-12-03,0.0,False,IA
2017-12-10,0.0,False,IA
2017-12-17,0.0,False,IA
2017-12-24,0.0,False,IA
2017-12-31,0.0,False,IA
2018-01-07,0.0,False,IA
2018-01-14,0.0,False,IA
2018-01-21,0.0,False,IA
2018-01-28,0.0,False,IA
2018-02-04,0.0,False,IA
2018-02-11,43.0,False,IA
2018-02-18,0.0,False,IA
2018-02-25,0.0,False,IA
2018-03-04,0.0,False,IA
2018-03-11,0.0,False,IA
2018-03-18,0.0,False,IA
2018-03-25,0.0,False,IA
2018-04-01,0.0,False,IA
2018-04-08,0.0,False,IA
2018-04-15,0.0,False,IA
2018-04-22,0.0,False,IA
2018-04-29,0.0,False,IA
2018-05-06,0.0,False,IA
2018-05-13,0.0,False,IA
2018-05-20,0.0,False,IA
2018-05-27,48.0,False,IA
2018-06-03,0.0,False,IA
2018-06-10,0.0,False,IA
2018-06-17,0.0,False,IA
2018-06-24,0.0,False,IA
2018-07-01,0.0,False,IA
2018-07-08,0.0,False,IA
2018-07-15,0.0,False,IA
2018-07-22,0.0,False,IA
2018-07-29,0.0,False,IA
2018-08-05,50.0,False,IA
2018-08-12,0.0,False,IA
2018-08-19,0.0,False,IA
2018-08-26,45.0,False,IA
2018-09-02,0.0,False,IA
2018-09-09,45.0,False,IA
2018-09-16,0.0,False,IA
2018-09-23,0.0,False,IA
2018-09-30,0.0,False,IA
2018-10-07,0.0,False,IA
2018-10-14,46.0,False,IA
2018-10-21,46.0,False,IA
2018-10-28,0.0,False,IA
2018-11-04,0.0,False,IA
2018-11-11,45.0,False,IA
2018-11-18,47.0,False,IA
2018-11-25,0.0,False,IA
2018-12-02,44.0,False,IA
2018-12-09,0.0,False,IA
2018-12-16,0.0,False,IA
2018-12-23,53.0,False,IA
2018-12-30,0.0,False,IA
2015-01-04,0.0,False,KS
2015-01-11,0.0,False,KS
2015-01-18,0.0,False,KS
2015-01-25,0.0,False,KS
2015-02-01,0.0,False,KS
2015-02-08,0.0,False,KS
2015-02-15,0.0,False,KS
2015-02-22,0.0,False,KS
2015-03-01,0.0,False,KS
2015-03-08,0.0,False,KS
2015-03-15,0.0,False,KS
2015-03-22,0.0,False,KS
2015-03-29,0.0,False,KS
2015-04-05,0.0,False,KS
2015-04-12,0.0,False,KS
2015-04-19,0.0,False,KS
2015-04-26,0.0,False,KS
2015-05-03,0.0,False,KS
2015-05-10,0.0,False,KS
2015-05-17,0.0,False,KS
2015-05-24,0.0,False,KS
2015-05-31,0.0,False,KS
2015-06-07,0.0,False,KS
2015-06-14,0.0,False,KS
2015-06-21,0.0,False,KS
2015-06-28,0.0,False,KS
2015-07-05,0.0,False,KS
2015-07-12,0.0,False,KS
2015-07-19,0.0,False,KS
2015-07-26,0.0,False,KS
2015-08-02,0.0,False,KS
2015-08-09,0.0,False,KS
2015-08-16,0.0,False,KS
2015-08-23,0.0,False,KS
2015-08-30,0.0,False,KS
2015-09-06,0.0,False,KS
2015-09-13,0.0,False,KS
2015-09-20,0.0,False,KS
2015-09-27,0.0,False,KS
2015-10-04,0.0,False,KS
2015-10-11,0.0,False,KS
2015-10-18,0.0,False,KS
2015-10-25,0.0,False,KS
2015-11-01,0.0,False,KS
2015-11-08,0.0,False,KS
2015-11-15,0.0,False,KS
2015-11-22,0.0,False,KS
2015-11-29,53.0,False,KS
2015-12-06,0.0,False,KS
2015-12-13,0.0,False,KS
2015-12-20,0.0,False,KS
2015-12-27,0.0,False,KS
2016-01-03,0.0,False,KS
2016-01-10,0.0,False,KS
2016-01-17,0.0,False,KS
2016-01-24,0.0,False,KS
2016-01-31,0.0,False,KS
2016-02-07,0.0,False,KS
2016-02-14,0.0,False,KS
2016-02-21,0.0,False,KS
2016-02-28,0.0,False,KS
2016-03-06,0.0,False,KS
2016-03-13,91.0,False,KS
2016-03-20,0.0,False,KS
2016-03-27,0.0,False,KS
2016-04-03,0.0,False,KS
2016-04-10,0.0,False,KS
2016-04-17,0.0,False,KS
2016-04-24,0.0,False,KS
2016-05-01,0.0,False,KS
2016-05-08,0.0,False,KS
2016-05-15,0.0,False,KS
2016-05-22,0.0,False,KS
2016-05-29,0.0,False,KS
2016-06-05,0.0,False,KS
2016-06-12,0.0,False,KS
2016-06-19,0.0,False,KS
2016-06-26,0.0,False,KS
2016-07-03,0.0,False,KS
2016-07-10,0.0,False,KS
2016-07-17,0.0,False,KS
2016-07-24,0.0,False,KS
2016-07-31,0.0,False,KS
2016-08-07,0.0,False,KS
2016-08-14,0.0,False,KS
2016-08-21,0.0,False,KS
2016-08-28,0.0,False,KS
2016-09-04,94.0,False,KS
2016-09-11,0.0,False,KS
2016-09-18,0.0,False,KS
2016-09-25,0.0,False,KS
2016-10-02,0.0,False,KS
2016-10-09,0.0,False,KS
2016-10-16,0.0,False,KS
2016-10-23,0.0,False,KS
2016-10-30,0.0,False,KS
2016-11-06,0.0,False,KS
2016-11-13,0.0,False,KS
2016-11-20,0.0,False,KS
2016-11-27,0.0,False,KS
2016-12-04,0.0,False,KS
2016-12-11,0.0,False,KS
2016-12-18,98.0,False,KS
2016-12-25,0.0,False,KS
2017-01-01,0.0,False,KS
2017-01-08,0.0,False,KS
2017-01-15,0.0,False,KS
2017-01-22,0.0,False,KS
2017-01-29,0.0,False,KS
2017-02-05,87.0,False,KS
2017-02-12,88.0,False,KS
2017-02-19,0.0,False,KS
2017-02-26,0.0,False,KS
2017-03-05,0.0,False,KS
2017-03-12,86.0,False,KS
2017-03-19,0.0,False,KS
2017-03-26,0.0,False,KS
2017-04-02,0.0,False,KS
2017-04-09,0.0,False,KS
2017-04-16,0.0,False,KS
2017-04-23,0.0,False,KS
2017-04-30,0.0,False,KS
2017-05-07,90.0,False,KS
2017-05-14,0.0,False,KS
2017-05-21,0.0,False,KS
2017-05-28,0.0,False,KS
2017-06-04,0.0,False,KS
2017-06-11,0.0,False,KS
2017-06-18,0.0,False,KS
2017-06-25,0.0,False,KS
2017-07-02,0.0,False,KS
2017-07-09,0.0,False,KS
2017-07-16,0.0,False,KS
2017-07-23,0.0,False,KS
2017-07-30,0.0,False,KS
2017-08-06,0.0,False,KS
2017-08-13,0.0,False,KS
2017-08-20,0.0,False,KS
2017-08-27,0.0,False,KS
2017-09-03,0.0,False,KS
2017-09-10,0.0,False,KS
2017-09-17,0.0,False,KS
2017-09-24,0.0,False,KS
2017-10-01,0.0,False,KS
2017-10-08,0.0,False,KS
2017-10-15,0.0,False,KS
2017-10-22,0.0,False,KS
2017-10-29,0.0,False,KS
2017-11-05,0.0,False,KS
2017-11-12,85.0,False,KS
2017-11-19,0.0,False,KS
2017-11-26,0.0,False,KS
2017-12-03,0.0,False,KS
2017-12-10,0.0,False,KS
2017-12-17,0.0,False,KS
2017-12-24,0.0,False,KS
2017-12-31,0.0,False,KS
2018-01-07,0.0,False,KS
2018-01-14,0.0,False,KS
2018-01-21,88.0,False,KS
2018-01-28,0.0,False,KS
2018-02-04,0.0,False,KS
2018-02-11,0.0,False,KS
2018-02-18,0.0,False,KS
2018-02-25,0.0,False,KS
2018-03-04,0.0,False,KS
2018-03-11,0.0,False,KS
2018-03-18,0.0,False,KS
2018-03-25,0.0,False,KS
2018-04-01,0.0,False,KS
2018-04-08,0.0,False,KS
2018-04-15,0.0,False,KS
2018-04-22,0.0,False,KS
2018-04-29,0.0,False,KS
2018-05-06,0.0,False,KS
2018-05-13,0.0,False,KS
2018-05-20,0.0,False,KS
2018-05-27,0.0,False,KS
2018-06-03,0.0,False,KS
2018-06-10,0.0,False,KS
2018-06-17,100.0,False,KS
2018-06-24,0.0,False,KS
2018-07-01,0.0,False,KS
2018-07-08,0.0,False,KS
2018-07-15,0.0,False,KS
2018-07-22,0.0,False,KS
2018-07-29,0.0,False,KS
2018-08-05,97.0,False,KS
2018-08-12,0.0,False,KS
2018-08-19,0.0,False,KS
2018-08-26,0.0,False,KS
2018-09-02,0.0,False,KS
2018-09-09,0.0,False,KS
2018-09-16,0.0,False,KS
2018-09-23,0.0,False,KS
2018-09-30,0.0,False,KS
2018-10-07,0.0,False,KS
2018-10-14,0.0,False,KS
2018-10-21,0.0,False,KS
2018-10-28,93.0,False,KS
2018-11-04,0.0,False,KS
2018-11-11,0.0,False,KS
2018-11-18,0.0,False,KS
2018-11-25,0.0,False,KS
2018-12-02,0.0,False,KS
2018-12-09,0.0,False,KS
2018-12-16,0.0,False,KS
2018-12-23,0.0,False,KS
2018-12-30,0.0,False,KS
2015-01-04,0.0,False,KY
2015-01-11,0.0,False,KY
2015-01-18,0.0,False,KY
2015-01-25,0.0,False,KY
2015-02-01,0.0,False,KY
2015-02-08,60.0,False,KY
2015-02-15,0.0,False,KY
2015-02-22,0.0,False,KY
2015-03-01,0.0,False,KY
2015-03-08,0.0,False,KY
2015-03-15,0.0,False,KY
2015-03-22,0.0,False,KY
2015-03-29,0.0,False,KY
2015-04-05,0.0,False,KY
2015-04-12,0.0,False,KY
2015-04-19,0.0,False,KY
2015-04-26,0.0,False,KY
2015-05-03,0.0,False,KY
2015-05-10,0.0,False,KY
2015-05-17,0.0,False,KY
2015-05-24,0.0,False,KY
2015-05-31,0.0,False,KY
2015-06-07,0.0,False,KY
2015-06-14,0.0,False,KY
2015-06-21,0.0,False,KY
2015-06-28,0.0,False,KY
2015-07-05,0.0,False,KY
2015-07-12,0.0,False,KY
2015-07-19,0.0,False,KY
2015-07-26,0.0,False,KY
2015-08-02,0.0,False,KY
2015-08-09,0.0,False,KY
2015-08-16,0.0,False,KY
2015-08-23,0.0,False,KY
2015-08-30,0.0,False,KY
2015-09-06,0.0,False,KY
2015-09-13,0.0,False,KY
2015-09-20,0.0,False,KY
2015-09-27,0.0,False,KY
2015-10-04,0.0,False,KY
2015-10-11,0.0,False,KY
2015-10-18,0.0,False,KY
2015-10-25,0.0,False,KY
2015-11-01,0.0,False,KY
2015-11-08,0.0,False,KY
2015-11-15,0.0,False,KY
2015-11-22,0.0,False,KY
2015-11-29,0.0,False,KY
2015-12-06,0.0,False,KY
2015-12-13,0.0,False,KY
2015-12-20,0.0,False,KY
2015-12-27,100.0,False,KY
2016-01-03,0.0,False,KY
2016-01-10,0.0,False,KY
2016-01-17,70.0,False,KY
2016-01-24,0.0,False,KY
2016-01-31,0.0,False,KY
2016-02-07,0.0,False,KY
2016-02-14,0.0,False,KY
2016-02-21,0.0,False,KY
2016-02-28,0.0,False,KY
2016-03-06,70.0,False,KY
2016-03-13,0.0,False,KY
2016-03-20,0.0,False,KY
2016-03-27,0.0,False,KY
2016-04-03,0.0,False,KY
2016-04-10,0.0,False,KY
2016-04-17,0.0,False,KY
2016-04-24,0.0,False,KY
2016-05-01,0.0,False,KY
2016-05-08,0.0,False,KY
2016-05-15,0.0,False,KY
2016-05-22,76.0,False,KY
2016-05-29,0.0,False,KY
2016-06-05,0.0,False,KY
2016-06-12,0.0,False,KY
2016-06-19,0.0,False,KY
2016-06-26,0.0,False,KY
2016-07-03,0.0,False,KY
2016-07-10,0.0,False,KY
2016-07-17,0.0,False,KY
2016-07-24,0.0,False,KY
2016-07-31,0.0,False,KY
2016-08-07,0.0,False,KY
2016-08-14,0.0,False,KY
2016-08-21,0.0,False,KY
2016-08-28,0.0,False,KY
2016-09-04,0.0,False,KY
2016-09-11,0.0,False,KY
2016-09-18,0.0,False,KY
2016-09-25,0.0,False,KY
2016-10-02,0.0,False,KY
2016-10-09,0.0,False,KY
2016-10-16,0.0,False,KY
2016-10-23,0.0,False,KY
2016-10-30,0.0,False,KY
2016-11-06,0.0,False,KY
2016-11-13,0.0,False,KY
2016-11-20,69.0,False,KY
2016-11-27,0.0,False,KY
2016-12-04,0.0,False,KY
2016-12-11,0.0,False,KY
2016-12-18,0.0,False,KY
2016-12-25,0.0,False,KY
2017-01-01,0.0,False,KY
2017-01-08,63.0,False,KY
2017-01-15,0.0,False,KY
2017-01-22,0.0,False,KY
2017-01-29,0.0,False,KY
2017-02-05,0.0,False,KY
2017-02-12,0.0,False,KY
2017-02-19,0.0,False,KY
2017-02-26,57.0,False,KY
2017-03-05,0.0,False,KY
2017-03-12,0.0,False,KY
2017-03-19,0.0,False,KY
2017-03-26,0.0,False,KY
