date,online masters,isPartial,State
2016-05-22,24,False,IL
2016-05-29,20,False,IL
2016-06-05,15,False,IL
2016-06-12,29,False,IL
2016-06-19,29,False,IL
2016-06-26,10,False,IL
2016-07-03,10,False,IL
2016-07-10,10,False,IL
2016-07-17,20,False,IL
2016-07-24,10,False,IL
2016-07-31,42,False,IL
2016-08-07,5,False,IL
2016-08-14,22,False,IL
2016-08-21,36,False,IL
2016-08-28,31,False,IL
2016-09-04,21,False,IL
2016-09-11,10,False,IL
2016-09-18,19,False,IL
2016-09-25,19,False,IL
2016-10-02,53,False,IL
2016-10-09,14,False,IL
2016-10-16,38,False,IL
2016-10-23,5,False,IL
2016-10-30,23,False,IL
2016-11-06,40,False,IL
2016-11-13,42,False,IL
2016-11-20,14,False,IL
2016-11-27,27,False,IL
2016-12-04,27,False,IL
2016-12-11,28,False,IL
2016-12-18,29,False,IL
2016-12-25,40,False,IL
2017-01-01,29,False,IL
2017-01-08,42,False,IL
2017-01-15,36,False,IL
2017-01-22,18,False,IL
2017-01-29,18,False,IL
2017-02-05,32,False,IL
2017-02-12,14,False,IL
2017-02-19,18,False,IL
2017-02-26,26,False,IL
2017-03-05,31,False,IL
2017-03-12,22,False,IL
2017-03-19,18,False,IL
2017-03-26,19,False,IL
2017-04-02,44,False,IL
2017-04-09,32,False,IL
2017-04-16,50,False,IL
2017-04-23,13,False,IL
2017-04-30,40,False,IL
2017-05-07,9,False,IL
2017-05-14,38,False,IL
2017-05-21,24,False,IL
2017-05-28,36,False,IL
2017-06-04,20,False,IL
2017-06-11,10,False,IL
2017-06-18,19,False,IL
2017-06-25,15,False,IL
2017-07-02,11,False,IL
2017-07-09,15,False,IL
2017-07-16,15,False,IL
2017-07-23,25,False,IL
2017-07-30,24,False,IL
2017-08-06,25,False,IL
2017-08-13,15,False,IL
2017-08-20,39,False,IL
2017-08-27,19,False,IL
2017-09-03,19,False,IL
2017-09-10,37,False,IL
2017-09-17,28,False,IL
2017-09-24,14,False,IL
2017-10-01,14,False,IL
2017-10-08,50,False,IL
2017-10-15,14,False,IL
2017-10-22,18,False,IL
2017-10-29,37,False,IL
2017-11-05,27,False,IL
2017-11-12,23,False,IL
2017-11-19,15,False,IL
2017-11-26,4,False,IL
2017-12-03,9,False,IL
2017-12-10,33,False,IL
2017-12-17,14,False,IL
2017-12-24,21,False,IL
2017-12-31,15,False,IL
2018-01-07,23,False,IL
2018-01-14,46,False,IL
2018-01-21,41,False,IL
2018-01-28,32,False,IL
2018-02-04,27,False,IL
2018-02-11,36,False,IL
2018-02-18,23,False,IL
2018-02-25,22,False,IL
2018-03-04,27,False,IL
2018-03-11,36,False,IL
2018-03-18,14,False,IL
2018-03-25,19,False,IL
2018-04-01,100,False,IL
2018-04-08,27,False,IL
2018-04-15,41,False,IL
2018-04-22,23,False,IL
2018-04-29,37,False,IL
2018-05-06,50,False,IL
2018-05-13,37,False,IL
2018-05-20,38,False,IL
2018-05-27,44,False,IL
2018-06-03,24,False,IL
2018-06-10,14,False,IL
2018-06-17,47,False,IL
2018-06-24,44,False,IL
2018-07-01,25,False,IL
2018-07-08,34,False,IL
2018-07-15,29,False,IL
2018-07-22,20,False,IL
2018-07-29,39,False,IL
2018-08-05,39,False,IL
2018-08-12,44,False,IL
2018-08-19,39,False,IL
2018-08-26,42,False,IL
2018-09-02,37,False,IL
2018-09-09,42,False,IL
2018-09-16,36,False,IL
2018-09-23,9,False,IL
2018-09-30,40,False,IL
2018-10-07,23,False,IL
2018-10-14,19,False,IL
2018-10-21,23,False,IL
2018-10-28,19,False,IL
2018-11-04,22,False,IL
2018-11-11,52,False,IL
2018-11-18,24,False,IL
2018-11-25,27,False,IL
2018-12-02,23,False,IL
2018-12-09,42,False,IL
2018-12-16,28,False,IL
2018-12-23,28,False,IL
2018-12-30,16,False,IL
2015-01-04,0,False,IN
2015-01-11,66,False,IN
2015-01-18,0,False,IN
2015-01-25,0,False,IN
2015-02-01,67,False,IN
2015-02-08,22,False,IN
2015-02-15,0,False,IN
2015-02-22,22,False,IN
2015-03-01,45,False,IN
2015-03-08,47,False,IN
2015-03-15,0,False,IN
2015-03-22,53,False,IN
2015-03-29,25,False,IN
2015-04-05,70,False,IN
2015-04-12,23,False,IN
2015-04-19,0,False,IN
2015-04-26,93,False,IN
2015-05-03,24,False,IN
2015-05-10,0,False,IN
2015-05-17,50,False,IN
2015-05-24,54,False,IN
2015-05-31,27,False,IN
2015-06-07,28,False,IN
2015-06-14,0,False,IN
2015-06-21,0,False,IN
2015-06-28,0,False,IN
2015-07-05,26,False,IN
2015-07-12,0,False,IN
2015-07-19,0,False,IN
2015-07-26,26,False,IN
2015-08-02,51,False,IN
2015-08-09,24,False,IN
2015-08-16,23,False,IN
2015-08-23,0,False,IN
2015-08-30,0,False,IN
2015-09-06,44,False,IN
2015-09-13,42,False,IN
2015-09-20,63,False,IN
2015-09-27,0,False,IN
2015-10-04,0,False,IN
2015-10-11,23,False,IN
2015-10-18,23,False,IN
2015-10-25,0,False,IN
2015-11-01,42,False,IN
2015-11-08,21,False,IN
2015-11-15,83,False,IN
2015-11-22,0,False,IN
2015-11-29,0,False,IN
2015-12-06,39,False,IN
2015-12-13,21,False,IN
2015-12-20,26,False,IN
2015-12-27,22,False,IN
2016-01-03,15,False,IN
2016-01-10,0,False,IN
2016-01-17,85,False,IN
2016-01-24,57,False,IN
2016-01-31,14,False,IN
2016-02-07,27,False,IN
2016-02-14,14,False,IN
2016-02-21,68,False,IN
2016-02-28,27,False,IN
2016-03-06,0,False,IN
2016-03-13,14,False,IN
2016-03-20,44,False,IN
2016-03-27,14,False,IN
2016-04-03,82,False,IN
2016-04-10,14,False,IN
2016-04-17,0,False,IN
2016-04-24,27,False,IN
2016-05-01,41,False,IN
2016-05-08,14,False,IN
2016-05-15,15,False,IN
2016-05-22,15,False,IN
2016-05-29,47,False,IN
2016-06-05,0,False,IN
2016-06-12,16,False,IN
2016-06-19,46,False,IN
2016-06-26,0,False,IN
2016-07-03,62,False,IN
2016-07-10,31,False,IN
2016-07-17,0,False,IN
2016-07-24,45,False,IN
2016-07-31,30,False,IN
2016-08-07,0,False,IN
2016-08-14,0,False,IN
2016-08-21,28,False,IN
2016-08-28,54,False,IN
2016-09-04,14,False,IN
2016-09-11,52,False,IN
2016-09-18,27,False,IN
2016-09-25,52,False,IN
2016-10-02,40,False,IN
2016-10-09,14,False,IN
2016-10-16,41,False,IN
2016-10-23,40,False,IN
2016-10-30,39,False,IN
2016-11-06,25,False,IN
2016-11-13,26,False,IN
2016-11-20,14,False,IN
2016-11-27,0,False,IN
2016-12-04,36,False,IN
2016-12-11,0,False,IN
2016-12-18,14,False,IN
2016-12-25,72,False,IN
2017-01-01,13,False,IN
2017-01-08,0,False,IN
2017-01-15,48,False,IN
2017-01-22,36,False,IN
2017-01-29,12,False,IN
2017-02-05,12,False,IN
2017-02-12,0,False,IN
2017-02-19,36,False,IN
2017-02-26,0,False,IN
2017-03-05,35,False,IN
2017-03-12,12,False,IN
2017-03-19,37,False,IN
2017-03-26,13,False,IN
2017-04-02,24,False,IN
2017-04-09,50,False,IN
2017-04-16,24,False,IN
2017-04-23,47,False,IN
2017-04-30,35,False,IN
2017-05-07,13,False,IN
2017-05-14,68,False,IN
2017-05-21,28,False,IN
2017-05-28,44,False,IN
2017-06-04,57,False,IN
2017-06-11,28,False,IN
2017-06-18,0,False,IN
2017-06-25,43,False,IN
2017-07-02,15,False,IN
2017-07-09,28,False,IN
2017-07-16,28,False,IN
2017-07-23,0,False,IN
2017-07-30,26,False,IN
2017-08-06,52,False,IN
2017-08-13,25,False,IN
2017-08-20,0,False,IN
2017-08-27,0,False,IN
2017-09-03,37,False,IN
2017-09-10,35,False,IN
2017-09-17,23,False,IN
2017-09-24,12,False,IN
2017-10-01,35,False,IN
2017-10-08,36,False,IN
2017-10-15,49,False,IN
2017-10-22,24,False,IN
2017-10-29,36,False,IN
2017-11-05,11,False,IN
2017-11-12,23,False,IN
2017-11-19,25,False,IN
2017-11-26,23,False,IN
2017-12-03,23,False,IN
2017-12-10,12,False,IN
2017-12-17,13,False,IN
2017-12-24,14,False,IN
2017-12-31,51,False,IN
2018-01-07,12,False,IN
2018-01-14,0,False,IN
2018-01-21,34,False,IN
2018-01-28,22,False,IN
2018-02-04,33,False,IN
2018-02-11,34,False,IN
2018-02-18,22,False,IN
2018-02-25,0,False,IN
2018-03-04,34,False,IN
2018-03-11,34,False,IN
2018-03-18,22,False,IN
2018-03-25,35,False,IN
2018-04-01,92,False,IN
2018-04-08,100,False,IN
2018-04-15,22,False,IN
2018-04-22,0,False,IN
2018-04-29,34,False,IN
2018-05-06,12,False,IN
2018-05-13,12,False,IN
2018-05-20,48,False,IN
2018-05-27,51,False,IN
2018-06-03,38,False,IN
2018-06-10,0,False,IN
2018-06-17,12,False,IN
2018-06-24,64,False,IN
2018-07-01,13,False,IN
2018-07-08,37,False,IN
2018-07-15,25,False,IN
2018-07-22,25,False,IN
2018-07-29,61,False,IN
2018-08-05,24,False,IN
2018-08-12,58,False,IN
2018-08-19,46,False,IN
2018-08-26,11,False,IN
2018-09-02,23,False,IN
2018-09-09,11,False,IN
2018-09-16,0,False,IN
2018-09-23,22,False,IN
2018-09-30,56,False,IN
2018-10-07,12,False,IN
2018-10-14,48,False,IN
2018-10-21,23,False,IN
2018-10-28,35,False,IN
2018-11-04,22,False,IN
2018-11-11,11,False,IN
2018-11-18,36,False,IN
2018-11-25,33,False,IN
2018-12-02,35,False,IN
2018-12-09,23,False,IN
2018-12-16,25,False,IN
2018-12-23,14,False,IN
2018-12-30,13,False,IN
2015-01-04,0,False,IA
2015-01-11,0,False,IA
2015-01-18,51,False,IA
2015-01-25,25,False,IA
2015-02-01,0,False,IA
2015-02-08,0,False,IA
2015-02-15,0,False,IA
2015-02-22,100,False,IA
2015-03-01,0,False,IA
2015-03-08,53,False,IA
2015-03-15,0,False,IA
2015-03-22,28,False,IA
2015-03-29,0,False,IA
2015-04-05,78,False,IA
2015-04-12,78,False,IA
2015-04-19,25,False,IA
2015-04-26,0,False,IA
2015-05-03,0,False,IA
2015-05-10,27,False,IA
2015-05-17,0,False,IA
2015-05-24,0,False,IA
2015-05-31,89,False,IA
2015-06-07,59,False,IA
2015-06-14,61,False,IA
2015-06-21,0,False,IA
2015-06-28,0,False,IA
2015-07-05,57,False,IA
2015-07-12,28,False,IA
2015-07-19,57,False,IA
2015-07-26,0,False,IA
2015-08-02,0,False,IA
2015-08-09,27,False,IA
2015-08-16,27,False,IA
2015-08-23,25,False,IA
2015-08-30,0,False,IA
2015-09-06,49,False,IA
2015-09-13,47,False,IA
2015-09-20,24,False,IA
2015-09-27,0,False,IA
2015-10-04,23,False,IA
2015-10-11,24,False,IA
2015-10-18,23,False,IA
2015-10-25,0,False,IA
2015-11-01,23,False,IA
2015-11-08,0,False,IA
2015-11-15,45,False,IA
2015-11-22,49,False,IA
2015-11-29,22,False,IA
2015-12-06,0,False,IA
2015-12-13,23,False,IA
2015-12-20,0,False,IA
2015-12-27,0,False,IA
2016-01-03,42,False,IA
2016-01-10,39,False,IA
2016-01-17,20,False,IA
2016-01-24,19,False,IA
2016-01-31,36,False,IA
2016-02-07,18,False,IA
2016-02-14,0,False,IA
2016-02-21,19,False,IA
2016-02-28,18,False,IA
2016-03-06,37,False,IA
2016-03-13,19,False,IA
2016-03-20,74,False,IA
2016-03-27,58,False,IA
2016-04-03,19,False,IA
2016-04-10,20,False,IA
2016-04-17,20,False,IA
2016-04-24,19,False,IA
2016-05-01,41,False,IA
2016-05-08,0,False,IA
2016-05-15,0,False,IA
2016-05-22,0,False,IA
2016-05-29,0,False,IA
2016-06-05,0,False,IA
2016-06-12,46,False,IA
2016-06-19,0,False,IA
2016-06-26,23,False,IA
2016-07-03,0,False,IA
2016-07-10,23,False,IA
2016-07-17,23,False,IA
2016-07-24,23,False,IA
2016-07-31,0,False,IA
2016-08-07,47,False,IA
2016-08-14,24,False,IA
2016-08-21,44,False,IA
2016-08-28,40,False,IA
2016-09-04,0,False,IA
2016-09-11,19,False,IA
2016-09-18,0,False,IA
2016-09-25,20,False,IA
2016-10-02,58,False,IA
2016-10-09,0,False,IA
2016-10-16,20,False,IA
2016-10-23,19,False,IA
2016-10-30,38,False,IA
2016-11-06,18,False,IA
2016-11-13,0,False,IA
2016-11-20,20,False,IA
2016-11-27,35,False,IA
2016-12-04,18,False,IA
2016-12-11,0,False,IA
2016-12-18,20,False,IA
2016-12-25,0,False,IA
2017-01-01,0,False,IA
2017-01-08,0,False,IA
2017-01-15,18,False,IA
2017-01-22,18,False,IA
2017-01-29,17,False,IA
2017-02-05,0,False,IA
2017-02-12,18,False,IA
2017-02-19,17,False,IA
2017-02-26,0,False,IA
2017-03-05,51,False,IA
2017-03-12,18,False,IA
2017-03-19,35,False,IA
2017-03-26,52,False,IA
2017-04-02,35,False,IA
2017-04-09,35,False,IA
2017-04-16,36,False,IA
2017-04-23,0,False,IA
2017-04-30,70,False,IA
2017-05-07,57,False,IA
2017-05-14,39,False,IA
2017-05-21,59,False,IA
2017-05-28,88,False,IA
2017-06-04,42,False,IA
2017-06-11,21,False,IA
2017-06-18,0,False,IA
2017-06-25,21,False,IA
2017-07-02,0,False,IA
2017-07-09,62,False,IA
2017-07-16,61,False,IA
2017-07-23,21,False,IA
2017-07-30,60,False,IA
2017-08-06,20,False,IA
2017-08-13,0,False,IA
2017-08-20,0,False,IA
2017-08-27,0,False,IA
2017-09-03,0,False,IA
2017-09-10,34,False,IA
2017-09-17,52,False,IA
2017-09-24,18,False,IA
2017-10-01,35,False,IA
2017-10-08,0,False,IA
2017-10-15,0,False,IA
2017-10-22,18,False,IA
2017-10-29,52,False,IA
2017-11-05,67,False,IA
2017-11-12,16,False,IA
2017-11-19,18,False,IA
2017-11-26,0,False,IA
2017-12-03,0,False,IA
2017-12-10,0,False,IA
2017-12-17,36,False,IA
2017-12-24,0,False,IA
2017-12-31,18,False,IA
2018-01-07,17,False,IA
2018-01-14,17,False,IA
2018-01-21,16,False,IA
2018-01-28,32,False,IA
2018-02-04,16,False,IA
2018-02-11,16,False,IA
2018-02-18,16,False,IA
2018-02-25,16,False,IA
2018-03-04,33,False,IA
2018-03-11,0,False,IA
2018-03-18,17,False,IA
2018-03-25,0,False,IA
2018-04-01,34,False,IA
2018-04-08,0,False,IA
2018-04-15,17,False,IA
2018-04-22,35,False,IA
2018-04-29,34,False,IA
2018-05-06,54,False,IA
2018-05-13,0,False,IA
2018-05-20,19,False,IA
2018-05-27,19,False,IA
2018-06-03,0,False,IA
2018-06-10,19,False,IA
2018-06-17,0,False,IA
2018-06-24,19,False,IA
2018-07-01,40,False,IA
2018-07-08,37,False,IA
2018-07-15,39,False,IA
2018-07-22,0,False,IA
2018-07-29,0,False,IA
2018-08-05,19,False,IA
2018-08-12,0,False,IA
2018-08-19,0,False,IA
2018-08-26,35,False,IA
2018-09-02,0,False,IA
2018-09-09,0,False,IA
2018-09-16,17,False,IA
2018-09-23,17,False,IA
2018-09-30,34,False,IA
2018-10-07,0,False,IA
2018-10-14,0,False,IA
2018-10-21,36,False,IA
2018-10-28,0,False,IA
2018-11-04,33,False,IA
2018-11-11,0,False,IA
2018-11-18,0,False,IA
2018-11-25,16,False,IA
2018-12-02,68,False,IA
2018-12-09,17,False,IA
2018-12-16,18,False,IA
2018-12-23,21,False,IA
2018-12-30,0,False,IA
2015-01-04,0,False,KS
2015-01-11,18,False,KS
2015-01-18,18,False,KS
2015-01-25,18,False,KS
2015-02-01,18,False,KS
2015-02-08,0,False,KS
2015-02-15,19,False,KS
2015-02-22,0,False,KS
2015-03-01,0,False,KS
2015-03-08,0,False,KS
2015-03-15,0,False,KS
2015-03-22,0,False,KS
2015-03-29,0,False,KS
2015-04-05,0,False,KS
2015-04-12,38,False,KS
2015-04-19,19,False,KS
2015-04-26,0,False,KS
2015-05-03,19,False,KS
2015-05-10,20,False,KS
2015-05-17,0,False,KS
2015-05-24,21,False,KS
2015-05-31,43,False,KS
2015-06-07,0,False,KS
2015-06-14,0,False,KS
2015-06-21,24,False,KS
2015-06-28,27,False,KS
2015-07-05,0,False,KS
2015-07-12,25,False,KS
2015-07-19,0,False,KS
2015-07-26,50,False,KS
2015-08-02,25,False,KS
2015-08-09,0,False,KS
2015-08-16,0,False,KS
2015-08-23,0,False,KS
2015-08-30,0,False,KS
2015-09-06,24,False,KS
2015-09-13,0,False,KS
2015-09-20,45,False,KS
2015-09-27,0,False,KS
2015-10-04,0,False,KS
2015-10-11,36,False,KS
2015-10-18,16,False,KS
2015-10-25,0,False,KS
2015-11-01,0,False,KS
2015-11-08,0,False,KS
2015-11-15,0,False,KS
2015-11-22,0,False,KS
2015-11-29,9,False,KS
2015-12-06,0,False,KS
2015-12-13,25,False,KS
2015-12-20,0,False,KS
2015-12-27,0,False,KS
2016-01-03,0,False,KS
2016-01-10,43,False,KS
2016-01-17,29,False,KS
2016-01-24,0,False,KS
2016-01-31,0,False,KS
2016-02-07,16,False,KS
2016-02-14,17,False,KS
2016-02-21,0,False,KS
2016-02-28,15,False,KS
2016-03-06,0,False,KS
2016-03-13,30,False,KS
2016-03-20,0,False,KS
2016-03-27,0,False,KS
2016-04-03,17,False,KS
2016-04-10,16,False,KS
2016-04-17,31,False,KS
2016-04-24,0,False,KS
2016-05-01,0,False,KS
2016-05-08,16,False,KS
2016-05-15,49,False,KS
2016-05-22,0,False,KS
2016-05-29,0,False,KS
2016-06-05,36,False,KS
2016-06-12,0,False,KS
2016-06-19,18,False,KS
2016-06-26,0,False,KS
2016-07-03,0,False,KS
2016-07-10,35,False,KS
2016-07-17,18,False,KS
2016-07-24,18,False,KS
2016-07-31,54,False,KS
2016-08-07,18,False,KS
2016-08-14,18,False,KS
2016-08-21,0,False,KS
2016-08-28,15,False,KS
2016-09-04,30,False,KS
2016-09-11,0,False,KS
2016-09-18,14,False,KS
2016-09-25,15,False,KS
2016-10-02,14,False,KS
2016-10-09,29,False,KS
2016-10-16,0,False,KS
2016-10-23,0,False,KS
2016-10-30,0,False,KS
2016-11-06,0,False,KS
2016-11-13,31,False,KS
2016-11-20,32,False,KS
2016-11-27,0,False,KS
2016-12-04,0,False,KS
2016-12-11,57,False,KS
2016-12-18,0,False,KS
2016-12-25,33,False,KS
2017-01-01,45,False,KS
2017-01-08,0,False,KS
2017-01-15,0,False,KS
2017-01-22,28,False,KS
2017-01-29,28,False,KS
2017-02-05,0,False,KS
2017-02-12,29,False,KS
2017-02-19,14,False,KS
2017-02-26,13,False,KS
2017-03-05,0,False,KS
2017-03-12,42,False,KS
2017-03-19,62,False,KS
2017-03-26,14,False,KS
2017-04-02,28,False,KS
2017-04-09,0,False,KS
2017-04-16,28,False,KS
2017-04-23,39,False,KS
2017-04-30,14,False,KS
2017-05-07,15,False,KS
2017-05-14,0,False,KS
2017-05-21,0,False,KS
2017-05-28,0,False,KS
2017-06-04,13,False,KS
2017-06-11,26,False,KS
2017-06-18,0,False,KS
2017-06-25,0,False,KS
2017-07-02,28,False,KS
2017-07-09,44,False,KS
2017-07-16,47,False,KS
2017-07-23,16,False,KS
2017-07-30,14,False,KS
2017-08-06,13,False,KS
2017-08-13,0,False,KS
2017-08-20,0,False,KS
2017-08-27,46,False,KS
2017-09-03,47,False,KS
2017-09-10,23,False,KS
2017-09-17,11,False,KS
2017-09-24,12,False,KS
2017-10-01,12,False,KS
2017-10-08,24,False,KS
2017-10-15,12,False,KS
2017-10-22,33,False,KS
2017-10-29,0,False,KS
2017-11-05,13,False,KS
2017-11-12,14,False,KS
2017-11-19,0,False,KS
2017-11-26,14,False,KS
2017-12-03,0,False,KS
2017-12-10,0,False,KS
2017-12-17,80,False,KS
2017-12-24,17,False,KS
2017-12-31,16,False,KS
2018-01-07,0,False,KS
2018-01-14,0,False,KS
2018-01-21,0,False,KS
2018-01-28,0,False,KS
2018-02-04,14,False,KS
2018-02-11,14,False,KS
2018-02-18,28,False,KS
2018-02-25,14,False,KS
2018-03-04,43,False,KS
2018-03-11,45,False,KS
2018-03-18,31,False,KS
2018-03-25,15,False,KS
2018-04-01,100,False,KS
2018-04-08,29,False,KS
2018-04-15,15,False,KS
2018-04-22,29,False,KS
2018-04-29,15,False,KS
2018-05-06,15,False,KS
2018-05-13,16,False,KS
2018-05-20,82,False,KS
2018-05-27,17,False,KS
2018-06-03,49,False,KS
2018-06-10,0,False,KS
2018-06-17,0,False,KS
2018-06-24,32,False,KS
2018-07-01,0,False,KS
2018-07-08,16,False,KS
2018-07-15,32,False,KS
2018-07-22,0,False,KS
2018-07-29,32,False,KS
2018-08-05,16,False,KS
2018-08-12,0,False,KS
2018-08-19,15,False,KS
2018-08-26,15,False,KS
2018-09-02,15,False,KS
2018-09-09,0,False,KS
2018-09-16,30,False,KS
2018-09-23,30,False,KS
2018-09-30,0,False,KS
2018-10-07,0,False,KS
2018-10-14,0,False,KS
2018-10-21,0,False,KS
2018-10-28,46,False,KS
2018-11-04,28,False,KS
2018-11-11,15,False,KS
2018-11-18,16,False,KS
2018-11-25,0,False,KS
2018-12-02,0,False,KS
2018-12-09,15,False,KS
2018-12-16,15,False,KS
2018-12-23,17,False,KS
2018-12-30,16,False,KS
2015-01-04,0,False,KY
2015-01-11,13,False,KY
2015-01-18,13,False,KY
2015-01-25,26,False,KY
2015-02-01,26,False,KY
2015-02-08,13,False,KY
2015-02-15,0,False,KY
2015-02-22,25,False,KY
2015-03-01,13,False,KY
2015-03-08,27,False,KY
2015-03-15,14,False,KY
2015-03-22,30,False,KY
2015-03-29,0,False,KY
2015-04-05,28,False,KY
2015-04-12,27,False,KY
2015-04-19,14,False,KY
2015-04-26,28,False,KY
2015-05-03,14,False,KY
2015-05-10,43,False,KY
2015-05-17,30,False,KY
2015-05-24,60,False,KY
2015-05-31,28,False,KY
2015-06-07,0,False,KY
2015-06-14,0,False,KY
2015-06-21,18,False,KY
2015-06-28,0,False,KY
2015-07-05,23,False,KY
2015-07-12,70,False,KY
2015-07-19,23,False,KY
2015-07-26,23,False,KY
2015-08-02,47,False,KY
2015-08-09,23,False,KY
2015-08-16,44,False,KY
2015-08-23,43,False,KY
2015-08-30,0,False,KY
2015-09-06,0,False,KY
2015-09-13,21,False,KY
2015-09-20,21,False,KY
2015-09-27,42,False,KY
2015-10-04,22,False,KY
2015-10-11,0,False,KY
2015-10-18,43,False,KY
2015-10-25,62,False,KY
2015-11-01,62,False,KY
2015-11-08,0,False,KY
2015-11-15,21,False,KY
2015-11-22,0,False,KY
2015-11-29,39,False,KY
2015-12-06,100,False,KY
2015-12-13,0,False,KY
2015-12-20,25,False,KY
2015-12-27,0,False,KY
2016-01-03,31,False,KY
2016-01-10,15,False,KY
2016-01-17,0,False,KY
2016-01-24,15,False,KY
2016-01-31,29,False,KY
2016-02-07,56,False,KY
2016-02-14,43,False,KY
2016-02-21,29,False,KY
2016-02-28,43,False,KY
2016-03-06,15,False,KY
2016-03-13,0,False,KY
2016-03-20,30,False,KY
2016-03-27,0,False,KY
2016-04-03,45,False,KY
2016-04-10,46,False,KY
2016-04-17,0,False,KY
2016-04-24,0,False,KY
2016-05-01,15,False,KY
2016-05-08,0,False,KY
2016-05-15,75,False,KY
2016-05-22,0,False,KY
2016-05-29,0,False,KY
2016-06-05,32,False,KY
2016-06-12,32,False,KY
2016-06-19,0,False,KY
2016-06-26,48,False,KY
2016-07-03,32,False,KY
2016-07-10,31,False,KY
2016-07-17,16,False,KY
2016-07-24,0,False,KY
2016-07-31,32,False,KY
2016-08-07,49,False,KY
2016-08-14,16,False,KY
2016-08-21,62,False,KY
2016-08-28,30,False,KY
2016-09-04,15,False,KY
2016-09-11,15,False,KY
2016-09-18,15,False,KY
2016-09-25,15,False,KY
2016-10-02,0,False,KY
2016-10-09,15,False,KY
2016-10-16,29,False,KY
2016-10-23,29,False,KY
2016-10-30,42,False,KY
2016-11-06,0,False,KY
2016-11-13,0,False,KY
2016-11-20,29,False,KY
2016-11-27,39,False,KY
2016-12-04,13,False,KY
2016-12-11,14,False,KY
2016-12-18,15,False,KY
2016-12-25,15,False,KY
2017-01-01,0,False,KY
2017-01-08,65,False,KY
2017-01-15,13,False,KY
2017-01-22,13,False,KY
2017-01-29,13,False,KY
2017-02-05,26,False,KY
2017-02-12,26,False,KY
2017-02-19,38,False,KY
2017-02-26,60,False,KY
2017-03-05,12,False,KY
2017-03-12,12,False,KY
2017-03-19,0,False,KY
2017-03-26,38,False,KY
2017-04-02,14,False,KY
2017-04-09,0,False,KY
2017-04-16,0,False,KY
2017-04-23,65,False,KY
2017-04-30,51,False,KY
2017-05-07,41,False,KY
2017-05-14,15,False,KY
2017-05-21,15,False,KY
2017-05-28,0,False,KY
2017-06-04,58,False,KY
2017-06-11,0,False,KY
2017-06-18,14,False,KY
2017-06-25,30,False,KY
2017-07-02,30,False,KY
2017-07-09,29,False,KY
2017-07-16,15,False,KY
2017-07-23,0,False,KY
2017-07-30,0,False,KY
2017-08-06,13,False,KY
2017-08-13,0,False,KY
2017-08-20,0,False,KY
2017-08-27,39,False,KY
2017-09-03,13,False,KY
2017-09-10,25,False,KY
2017-09-17,0,False,KY
2017-09-24,0,False,KY
2017-10-01,13,False,KY
2017-10-08,39,False,KY
2017-10-15,26,False,KY
2017-10-22,38,False,KY
2017-10-29,13,False,KY
2017-11-05,12,False,KY
2017-11-12,12,False,KY
2017-11-19,13,False,KY
2017-11-26,0,False,KY
2017-12-03,24,False,KY
2017-12-10,25,False,KY
2017-12-17,41,False,KY
2017-12-24,0,False,KY
2017-12-31,0,False,KY
2018-01-07,24,False,KY
2018-01-14,37,False,KY
2018-01-21,0,False,KY
2018-01-28,24,False,KY
2018-02-04,12,False,KY
2018-02-11,12,False,KY
2018-02-18,12,False,KY
2018-02-25,12,False,KY
2018-03-04,12,False,KY
2018-03-11,23,False,KY
2018-03-18,12,False,KY
2018-03-25,36,False,KY
2018-04-01,13,False,KY
2018-04-08,24,False,KY
2018-04-15,24,False,KY
2018-04-22,59,False,KY
2018-04-29,36,False,KY
2018-05-06,0,False,KY
2018-05-13,62,False,KY
2018-05-20,13,False,KY
2018-05-27,13,False,KY
2018-06-03,13,False,KY
2018-06-10,13,False,KY
2018-06-17,13,False,KY
2018-06-24,25,False,KY
2018-07-01,0,False,KY
2018-07-08,13,False,KY
2018-07-15,26,False,KY
2018-07-22,26,False,KY
2018-07-29,13,False,KY
2018-08-05,38,False,KY
2018-08-12,25,False,KY
2018-08-19,13,False,KY
2018-08-26,0,False,KY
2018-09-02,25,False,KY
2018-09-09,12,False,KY
2018-09-16,48,False,KY
2018-09-23,0,False,KY
2018-09-30,0,False,KY
2018-10-07,26,False,KY
2018-10-14,0,False,KY
2018-10-21,12,False,KY
2018-10-28,12,False,KY
2018-11-04,12,False,KY
2018-11-11,24,False,KY
2018-11-18,13,False,KY
2018-11-25,0,False,KY
2018-12-02,0,False,KY
2018-12-09,0,False,KY
2018-12-16,13,False,KY
2018-12-23,28,False,KY
2018-12-30,13,False,KY
2015-01-04,33,False,LA
2015-01-11,18,False,LA
2015-01-18,18,False,LA
2015-01-25,18,False,LA
2015-02-01,0,False,LA
2015-02-08,0,False,LA
2015-02-15,0,False,LA
2015-02-22,18,False,LA
2015-03-01,0,False,LA
2015-03-08,55,False,LA
2015-03-15,0,False,LA
2015-03-22,42,False,LA
2015-03-29,41,False,LA
2015-04-05,100,False,LA
2015-04-12,54,False,LA
2015-04-19,38,False,LA
2015-04-26,0,False,LA
2015-05-03,0,False,LA
2015-05-10,40,False,LA
2015-05-17,0,False,LA
2015-05-24,0,False,LA
2015-05-31,21,False,LA
2015-06-07,0,False,LA
2015-06-14,20,False,LA
2015-06-21,0,False,LA
2015-06-28,23,False,LA
